@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.017,0.359,0.624,0.156,0.396,0.182,0.207,2
0.055,0.495,0.45,0.055,0.51,0.215,0.72,1
0.006,0.807,0.187,0.136,0.595,0.402,0.404,1
0.539,0.396,0.065,0.095,0.594,0.156,0.224,1
0.058,0.752,0.191,0.452,0.451,0.152,0.558,1
0.005,0.35,0.645,0.008,0.163,0.178,0.206,1
0.069,0.419,0.512,0.045,0.361,0.218,0.584,2
0.125,0.038,0.837,0.077,0.701,0.162,0.442,2
0.015,0.598,0.388,0.375,0.43,0.15,0.223,2
0.046,0.475,0.479,0.132,0.667,0.183,0.325,1
0.169,0.802,0.029,0.72,0.217,0.146,0.236,1
0.024,0.205,0.771,0.042,0.279,0.171,0.217,2
0.029,0.599,0.372,0.016,0.795,0.165,0.482,1
0.096,0.753,0.151,0.168,0.79,0.043,0.881,1
0.38,0.442,0.178,0.011,0.404,0.179,0.253,2
0.227,0.527,0.246,0.077,0.517,0.029,0.878,1
0.1,0.758,0.142,0.066,0.606,0.147,0.322,1
0.314,0.635,0.052,0.646,0.338,0.19,0.568,1
0.127,0.733,0.14,0.038,0.662,0.188,0.233,1
0.036,0.102,0.863,0.002,0.181,0.25,0.41,2
0.204,0.208,0.589,0.126,0.284,0.308,0.31,2
0.071,0.71,0.219,0.632,0.332,0.203,0.323,1
0.232,0.642,0.126,0.046,0.843,0.178,0.277,1
0.688,0.187,0.125,0.37,0.476,0.224,0.313,1
0.003,0.896,0.101,0.237,0.662,0.185,0.199,2
0.877,0.091,0.032,0.554,0.337,0.167,0.412,1
0.063,0.033,0.904,0.092,0.503,0.193,0.22,2
0.006,0.811,0.182,0.493,0.379,0.269,0.453,1
0.136,0.758,0.106,0.067,0.823,0.101,0.627,1
0.293,0.567,0.14,0.175,0.643,0.235,0.591,1
0.28,0.361,0.359,0.26,0.613,0.191,0.356,1
0.033,0.699,0.267,0.033,0.468,0.196,0.237,2
0.028,0.517,0.455,0.446,0.5,0.772,0.127,1
0.03,0.764,0.207,0.392,0.496,0.236,0.432,1
0.466,0.477,0.057,0.613,0.334,0.388,0.393,1
0.072,0.834,0.094,0.105,0.696,0.02,0.936,1
0.232,0.644,0.124,0.121,0.665,0.282,0.473,1
0.165,0.781,0.055,0.105,0.707,0.197,0.286,1
0.13,0.822,0.048,0.151,0.764,0.342,0.48,1
0.156,0.614,0.23,0.141,0.622,0.527,0.326,2
0.007,0.754,0.239,0.096,0.628,0.167,0.211,1
0.148,0.818,0.035,0.241,0.691,0.044,0.931,1
0.387,0.516,0.097,0.137,0.735,0.187,0.571,1
0.149,0.783,0.068,0.312,0.594,0.135,0.561,1
0.391,0.033,0.576,0.082,0.172,0.183,0.341,2
0.02,0.724,0.256,0.41,0.058,0.146,0.209,2
0.129,0.713,0.158,0.388,0.558,0.381,0.411,2
0.165,0.723,0.111,0.149,0.731,0.121,0.686,1
0.698,0.274,0.028,0.564,0.351,0.332,0.471,1
0.318,0.64,0.042,0.623,0.29,0.735,0.215,0
0.902,0.013,0.085,0.402,0.412,0.278,0.387,0
0.116,0.142,0.741,0.004,0.066,0.295,0.294,0
0.183,0.399,0.418,0.625,0.309,0.551,0.311,0
0.966,0.032,0.002,0.77,0.135,0.309,0.463,0
0,0.958,0.042,0.282,0.578,0.445,0.367,0
0.871,0.088,0.04,0.385,0.477,0.256,0.368,0
0.035,0.575,0.391,0.111,0.828,0.564,0.333,0
0.037,0.576,0.387,0.273,0.463,0.428,0.351,0
0.154,0.788,0.058,0.867,0.131,0.151,0.452,0
0.616,0.333,0.051,0.496,0.389,0.17,0.235,0
0.019,0.552,0.429,0.05,0.85,0.219,0.415,0
0.748,0.2,0.052,0.024,0.721,0.201,0.225,0
0.815,0.02,0.164,0.32,0.425,0.911,0.062,0
0.052,0.843,0.106,0.326,0.652,0.203,0.37,0
0.318,0.601,0.081,0.214,0.572,0.178,0.231,0
0.289,0.637,0.074,0.69,0.246,0.57,0.311,0
0.962,0.029,0.008,0.277,0.27,0.157,0.199,0
