@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.33,0.631,0.039,0.128,0.76,0.163,0.335,0
0.017,0.359,0.624,0.156,0.396,0.182,0.207,2
0.055,0.495,0.45,0.055,0.51,0.215,0.72,1
0.154,0.788,0.058,0.867,0.131,0.151,0.452,0
0.438,0.302,0.261,0.305,0.441,0.184,0.345,0
0.816,0.077,0.106,0.137,0.496,0.22,0.25,0
0.13,0.534,0.336,0.842,0.146,0.243,0.314,0
0.793,0.172,0.035,0.851,0.133,0.279,0.481,0
0.231,0.331,0.438,0.433,0.458,0.303,0.314,0
0.962,0.029,0.008,0.277,0.27,0.157,0.199,0
0.006,0.807,0.187,0.136,0.595,0.402,0.404,1
0.539,0.396,0.065,0.095,0.594,0.156,0.224,1
0.112,0.337,0.551,0.304,0.368,0.355,0.433,0
0.203,0.398,0.398,0.824,0.167,0.302,0.463,0
0.318,0.355,0.326,0.083,0.466,0.19,0.292,0
0.058,0.752,0.191,0.452,0.451,0.152,0.558,1
0.275,0.467,0.257,0.532,0.409,0.376,0.396,0
0.005,0.35,0.645,0.008,0.163,0.178,0.206,1
0.069,0.419,0.512,0.045,0.361,0.218,0.584,2
0.125,0.038,0.837,0.077,0.701,0.162,0.442,2
0.015,0.598,0.388,0.375,0.43,0.15,0.223,2
0.181,0.745,0.073,0.684,0.279,0.311,0.452,0
0.046,0.475,0.479,0.132,0.667,0.183,0.325,1
0.169,0.802,0.029,0.72,0.217,0.146,0.236,1
0.183,0.399,0.418,0.625,0.309,0.551,0.311,0
0.871,0.088,0.04,0.385,0.477,0.256,0.368,0
0.016,0.466,0.518,0.149,0.579,0.175,0.27,0
0.144,0.319,0.537,0.331,0.575,0.62,0.219,0
0.373,0.476,0.151,0.446,0.474,0.256,0.435,0
0.902,0.013,0.085,0.402,0.412,0.278,0.387,0
0.644,0.288,0.067,0.325,0.509,0.524,0.341,0
0.024,0.205,0.771,0.042,0.279,0.171,0.217,2
0.029,0.599,0.372,0.016,0.795,0.165,0.482,1
0.037,0.019,0.943,0.263,0.665,0.134,0.597,0
0.033,0.726,0.241,0.15,0.84,0.131,0.643,0
0.164,0.51,0.326,0.568,0.305,0.15,0.515,0
0.096,0.753,0.151,0.168,0.79,0.043,0.881,1
0.38,0.442,0.178,0.011,0.404,0.179,0.253,2
0.346,0.383,0.271,0.61,0.341,0.241,0.352,0
0.035,0.575,0.391,0.111,0.828,0.564,0.333,0
0.227,0.527,0.246,0.077,0.517,0.029,0.878,1
0.277,0.712,0.01,0.401,0.576,0.169,0.464,0
0.1,0.758,0.142,0.066,0.606,0.147,0.322,1
0.694,0.104,0.202,0.604,0.352,0.464,0.228,0
0.314,0.635,0.052,0.646,0.338,0.19,0.568,1
