@relation rabc_sampled_features

@attribute dummy numeric
@attribute mono_feature1 numeric
@attribute mono_feature22 numeric
@attribute mono_feature33 numeric
@attribute bi_feature330 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute bi_feature1301 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
9,0.030303,0.042424,0.006061,0,0,0,0.006098,0,0,0.467761,0.491528,0.587149,0
9,0.005979,0.052317,0.00299,0,0,0,0.022455,0,0,0.164738,0.169514,0.182826,0
9,0.08982,0.047904,0,0,0.006024,0,0,0,0,0.208997,0.218135,0.249183,1
9,0.057971,0.014493,0,0,0,0,0.001613,0,0,0.286875,0.305085,0.355948,0
9,0.029375,0.00625,0.000625,0.001251,0.000625,0,0.001251,0,0,0.617547,0.653099,0.785800,1
9,0,0.033333,0.005556,0,0,0,0.01676,0,0,0.617238,0.648901,0.777435,0
9,0.02268,0.016495,0.002062,0,0,0,0.004132,0,0,0.133170,0.142809,0.149001,1
9,0,0.116667,0,0,0,0,0.033613,0,0,0.450652,0.466416,0.551860,0
9,0.003171,0.039315,0.002536,0,0,0,0.008883,0,0,0.668540,0.703472,0.845506,0
9,0.003448,0.006897,0,0,0,0,0.001151,0,0,0.763692,0.806932,0.973549,0
9,0.010526,0.121053,0,0,0,0,0.010582,0,0,0.417286,0.433542,0.515605,0
9,0.003049,0.050305,0.004573,0,0,0,0.015267,0,0,0.290131,0.296123,0.339219,0
9,0,0.063636,0,0,0,0,0.018349,0,0,0.345165,0.357735,0.418075,0
9,0,0.05102,0.005831,0,0,0,0.00292,0,0,0.617026,0.648663,0.777583,0
9,0.03166,0.004633,0,0,0,0,0.001546,0,0,0.603615,0.638199,0.766487,0
9,0,0.0625,0.00625,0,0,0,0.006289,0,0,0.565899,0.593450,0.712483,0
9,0,0.101449,0.003623,0,0,0,0.009074,0,0,0.284709,0.289621,0.332270,0
9,0,0.108333,0,0,0,0,0.033613,0,0,0.362459,0.368218,0.432965,0
9,0.007207,0.102703,0.007207,0,0,0,0.005415,0,0,0.425798,0.443306,0.524263,0
9,0.002375,0.009501,0.002375,0,0,0,0.001189,0,0,0.821129,0.868057,1.049349,0
9,0,0.056962,0.006329,0,0,0,0.031847,0,0,0.577805,0.602760,0.720103,0
9,0,0.071168,0.001825,0,0,0,0.010969,0,0,0.274105,0.279446,0.320051,0
9,0,0.1,0.009091,0,0,0,0.027523,0,0,0.239837,0.236504,0.270447,0
9,0,0.084695,0.004458,0,0,0,0.008929,0,0,0.502559,0.524572,0.624848,0
9,0.044004,0.011001,0,0,0,0,0.001101,0,0,0.513397,0.542769,0.649291,0
9,0.074713,0.109195,0,0,0,0,0.046243,0,0,0.387939,0.396832,0.468509,0
9,0.007564,0.071104,0.001513,0,0,0,0.015152,0,0,0.321013,0.330943,0.382702,0
9,0.041667,0.083333,0,0,0,0,0.010526,0,0,0.199918,0.202529,0.225340,0
9,0.004004,0.025025,0.002002,0,0,0,0.003006,0,0,0.655181,0.690476,0.829154,0
9,0,0.002846,0,0,0,0,0.00095,0,0,0.823295,0.870258,1.050571,0
9,0,0.122699,0.01227,0,0,0,0.037037,0,0,0.604533,0.630382,0.755641,0
9,0,0.090517,0.008621,0,0,0,0.010799,0,0,0.232686,0.232280,0.259347,0
9,0,0.07767,0,0,0,0,0.019608,0,0,0.226259,0.230508,0.261308,0
9,0.013464,0.083231,0.002448,0,0,0,0.007353,0,0,0.501978,0.526140,0.627777,0
9,0.017189,0.001011,0,0,0,0,0.001012,0,0,0.716696,0.757659,0.913956,0
9,0.038835,0.014563,0.004854,0,0,0,0.009756,0,0,0.372800,0.391139,0.462758,0
9,0.013722,0.101201,0.005146,0,0,0,0.024055,0,0,0.233266,0.232383,0.258513,0
9,0.038647,0.028986,0,0,0,0,0.009709,0,0,0.500250,0.526857,0.630631,2
9,0,0.111546,0,0,0,0,0.007843,0,0,0.409305,0.425928,0.499852,0
9,0,0,0,0,0,0,0,0,0,0.830707,0.878359,1.060578,0
9,0,0.115385,0,0,0,0,0.032258,0,0,0.508080,0.530105,0.633451,0
9,0,0.049569,0.002155,0,0,0,0.023758,0,0,0.273141,0.277813,0.313528,0
9,0,0.023529,0,0,0,0,0,0,0,0.111215,0.113311,0.118600,0
9,0,0.025878,0.001848,0,0,0,0.007407,0,0,0.570736,0.600512,0.719678,0
9,0.007154,0.00318,0,0,0,0,0.001591,0,0,0.686364,0.725338,0.873064,0
9,0.017647,0.070588,0,0,0,0,0.023669,0,0,0.494897,0.513837,0.613649,0
9,0,0.168889,0.004444,0,0,0,0.03118,0,0,0.216802,0.213395,0.239626,0
9,0,0.073684,0,0,0,0,0,0,0,0.438756,0.456631,0.538817,0
9,0,0.045635,0.013889,0,0,0,0.007952,0,0,0.548097,0.574805,0.685462,0
9,0,0.007133,0.00428,0,0,0,0.002857,0,0,0.868859,0.918263,1.110364,0
9,0,0.12987,0,0,0,0,0.019608,0,0,0.573266,0.597306,0.715585,0
9,0,0.057627,0.001695,0,0,0,0.013582,0,0,0.309164,0.313205,0.360488,1
9,0,0.03,0,0,0,0,0,0,0,0.427253,0.446185,0.526241,2
9,0,0.010471,0,0,0,0,0.003932,0,0,0.566504,0.594726,0.710152,1
9,0.007042,0.010563,0.001761,0,0,0,0.002643,0,0,0.645639,0.681855,0.822113,1
9,0.027933,0.162011,0.011173,0,0,0,0.033708,0,0,0.417473,0.430371,0.511519,0
9,0.023256,0.014799,0,0,0,0,0.004237,0,0,0.151818,0.161727,0.173053,0
9,0.04918,0.057377,0.008197,0,0,0,0.016529,0,0,0.239449,0.247617,0.288301,0
9,0.00846,0.01692,0.005076,0,0,0,0.001695,0,0,0.410147,0.435309,0.518322,0
9,0.002894,0.001447,0,0,0,0,0.001449,0,0,0.808123,0.854630,1.032109,0
9,0.011494,0.063218,0.005747,0,0,0,0.034682,0,0,0.406990,0.420134,0.496467,0
9,0,0.055556,0,0,0,0,0.014842,0,0,0.223673,0.224035,0.249079,0
9,0,0.041667,0,0,0,0,0,0,0,0.527863,0.553188,0.660434,1
9,0,0.059829,0.002849,0,0,0,0.007133,0,0,0.598967,0.628526,0.753129,2
9,0,0.003241,0.001621,0,0,0,0,0,0,0.855908,0.904708,1.093642,1
9,0,0.044586,0.012739,0,0,0,0.025641,0,0,0.605014,0.631599,0.755343,0
9,0,0.05297,0,0,0,0,0.017685,0,0,0.298229,0.301861,0.345505,2
9,0,0.019417,0.009709,0,0,0,0.019608,0,0,0.385688,0.393542,0.461567,0
9,0.005222,0.058747,0.003916,0,0,0,0.005229,0,0,0.572304,0.600833,0.719889,1
9,0,0.015833,0.0025,0,0,0,0.00417,0,0,0.819621,0.865013,1.044920,2
9,0,0.050562,0.005618,0,0,0,0.028249,0,0,0.622260,0.650686,0.779709,1
9,0,0.046512,0.003578,0,0,0,0.012545,0,0,0.205011,0.205781,0.225662,1
9,0,0.118644,0,0,0,0,0.008547,0,0,0.376845,0.389005,0.463088,2
9,0,0.084439,0.001206,0,0,0,0.001208,0,0,0.429103,0.448712,0.533903,1
9,0.020647,0.003441,0,0,0,0,0,0,0,0.648361,0.685702,0.825069,0
9,0,0.025641,0.012821,0,0,0,0.012903,0,0,0.628617,0.657875,0.788044,0
9,0,0.039497,0.005386,0,0,0,0.017986,0,0,0.310691,0.314801,0.363874,2
9,0.119658,0.008547,0.008547,0,0,0,0,0,0,0.128867,0.131847,0.143197,0
9,0,0.045502,0.002068,0,0,0,0.003106,0,0,0.595508,0.627180,0.751113,0
9,0.00309,0.02225,0.001236,0,0,0,0.004329,0,0,0.766273,0.808965,0.976267,2
9,0,0.055866,0.005587,0,0,0,0.016854,0,0,0.629488,0.657225,0.788600,0
9,0.021127,0.026408,0,0,0,0,0.010582,0,0,0.193354,0.198650,0.218144,0
9,0.018868,0,0,0,0,0,0,0,0,0.340187,0.357117,0.416441,0
9,0,0.06963,0,0,0,0,0.002967,0,0,0.586187,0.614885,0.736725,0
9,0,0.001567,0,0,0,0,0,0,0,0.832314,0.879578,1.062352,0
9,0,0.075342,0,0,0,0,0.034483,0,0,0.563893,0.586374,0.701655,0
9,0,0.083164,0.002028,0,0,0,0.028455,0,0,0.224458,0.224136,0.249454,0
9,0,0.11215,0.009346,0,0,0,0.028302,0,0,0.224919,0.226189,0.257412,0
9,0,0.079032,0.003226,0,0,0,0.011309,0,0,0.549874,0.574649,0.685499,0
9,0,0.014428,0,0,0,0,0.003333,0,0,0.750772,0.792102,0.954648,0
9,0.016129,0.129032,0,0,0,0,0.043243,0,0,0.448403,0.464579,0.553593,0
9,0,0.132159,0.006608,0,0,0,0.02649,0,0,0.219917,0.219602,0.245270,0
9,0,0.015625,0,0,0,0,0,0,0,0.473743,0.497568,0.593563,1
9,0,0.044188,0,0,0,0,0,0,0,0.639676,0.673457,0.809498,0
9,0,0,0.000604,0,0,0,0,0,0,0.825161,0.872204,1.053376,0
9,0,0.08,0,0,0,0,0.028736,0,0,0.630676,0.659538,0.793060,0
9,0,0.052632,0,0,0,0,0.021818,0,0,0.286011,0.288199,0.330584,0
9,0,0.04,0,0,0,0,0.008065,0,0,0.302241,0.319663,0.371933,1
9,0,0.100733,0,0,0,0,0.00367,0,0,0.437657,0.455776,0.542849,0
9,0.012012,0.006006,0.001502,0,0,0.000751,0.001503,0,0,0.643218,0.679701,0.817523,1
9,0.009569,0.052632,0.009569,0,0,0,0.019231,0,0,0.381886,0.396425,0.469643,0
9,0,0.044776,0,0,0,0,0.022556,0,0,0.270499,0.275926,0.316949,0
9,0.007874,0.03937,0.007874,0,0,0,0.007937,0,0,0.045878,0.046416,0.038310,1
9,0.038321,0.056569,0.001825,0,0,0,0.003656,0,0,0.262084,0.278872,0.321394,0
9,0.04497,0.002287,0.000762,0,0,0,0.000763,0,0,0.479474,0.507896,0.608784,0
9,0.006329,0.044304,0,0,0,0,0.012739,0,0,0.392163,0.412186,0.487823,0
9,0,0.06903,0.003731,0,0,0,0.026168,0,0,0.289211,0.292723,0.334820,0
9,0,0.076336,0.015267,0,0,0,0.023077,0,0,0.519571,0.540747,0.645917,0
9,0,0.067867,0.004155,0,0,0,0.009709,0,0,0.584296,0.612188,0.733284,0
9,0.003182,0.015115,0.006364,0,0,0,0.003185,0,0,0.743603,0.783902,0.945588,0
9,0,0.054878,0,0,0,0,0.01227,0,0,0.614019,0.639966,0.767173,0
9,0.00708,0.076106,0.00177,0,0,0,0.019504,0,0,0.234034,0.236277,0.265018,0
9,0,0.072072,0,0,0,0,0.018182,0,0,0.420809,0.432512,0.511978,1
9,0,0.017341,0,0,0,0,0.005792,0,0,0.371937,0.386647,0.451369,0
9,0.002796,0.016775,0.001864,0,0,0.000933,0.003731,0,0,0.773142,0.815894,0.984888,0
9,0,0.08,0.013333,0,0,0,0.020134,0,0,0.525738,0.545557,0.650848,0
9,0.001957,0.117417,0.007828,0,0,0,0.017647,0,0,0.266650,0.269690,0.308854,0
9,0,0.041667,0,0,0,0,0.02521,0,0,0.399842,0.415977,0.494671,0
9,0,0.104065,0.001626,0,0,0,0.006515,0,0,0.456435,0.475398,0.568268,0
9,0.00237,0.009479,0,0,0,0,0.005534,0,0,0.760304,0.802698,0.968901,0
9,0,0.116162,0,0,0,0,0.030457,0,0,0.634485,0.662968,0.796482,0
9,0,0.012882,0.003221,0,0,0,0.004839,0,0,0.291799,0.300838,0.342655,0
9,0,0.053846,0,0,0,0,0.015504,0,0,0.360803,0.375547,0.442468,0
9,0,0.078947,0.008772,0,0,0,0.010545,0,0,0.469168,0.488366,0.581623,0
9,0.002913,0.005825,0,0,0,0,0.002915,0,0,0.802011,0.846702,1.022336,0
9,0,0.097826,0,0,0,0,0.027322,0,0,0.612895,0.640054,0.768302,0
9,0,0.046617,0.004511,0,0,0,0.013554,0,0,0.284846,0.292188,0.335591,0
9,0,0.010309,0,0,0,0,0,0,0,0.359333,0.372122,0.433147,0
9,0,0.053731,0,0,0,0,0.00299,0,0,0.513076,0.538208,0.642810,1
9,0.012163,0.006875,0.001058,0,0,0,0.004233,0,0.000529,0.714998,0.755315,0.911408,2
9,0,0.031579,0.005263,0,0,0,0.005291,0,0,0.550167,0.575698,0.687562,0
9,0,0.061728,0.003527,0,0,0,0.022968,0,0,0.279386,0.283955,0.326628,1
9,0,0.050955,0,0,0,0,0.012821,0,0,0.487511,0.507710,0.604967,0
9,0.004167,0.10625,0.002083,0,0,0,0,0,0,0.419626,0.436668,0.518135,0
9,0.014039,0.009719,0.00216,0,0,0,0.001081,0,0,0.617459,0.651424,0.783190,0
9,0,0.109677,0.012903,0,0,0,0.019481,0,0,0.563973,0.588347,0.705263,0
9,0.007547,0.04717,0.007547,0,0,0,0.015123,0,0,0.176485,0.181379,0.197027,0
9,0,0.067358,0,0,0,0,0.03125,0,0,0.544730,0.566574,0.676159,1
9,0,0.12234,0.005319,0,0,0,0.003552,0,0,0.430278,0.446597,0.531972,0
9,0.000997,0.008973,0,0,0,0,0.003992,0,0,0.771154,0.814281,0.981327,0
9,0,0.106599,0.010152,0,0,0,0.02551,0,0,0.619626,0.645770,0.774467,0
9,0,0.069021,0.001605,0,0,0,0.014469,0,0,0.267849,0.274210,0.315296,0
9,0,0.025641,0.008547,0,0,0,0.017241,0,0,0.244733,0.250078,0.287502,0
9,0.004794,0.075743,0.003835,0,0,0,0.004798,0,0,0.398921,0.417160,0.494634,0
9,0.017062,0.008531,0,0,0,0,0.001898,0,0,0.629282,0.664692,0.799906,0
9,0,0.152778,0.00463,0,0,0,0.046512,0,0,0.567059,0.589267,0.705688,0
9,0.010033,0.0301,0.001672,0,0,0,0.01005,0,0,0.235250,0.244058,0.275770,0
9,0.035928,0.005988,0,0,0,0,0.006024,0,0,0.326899,0.342350,0.402379,1
9,0.046398,0.023199,0.001221,0,0,0,0.003667,0,0,0.203936,0.219214,0.250320,0
9,0.033708,0.004994,0.007491,0,0,0,0.00375,0,0,0.447973,0.473568,0.565729,0
9,0.091892,0.064865,0.005405,0,0,0,0.021739,0,0,0.361301,0.377377,0.445668,0
9,0,0.038674,0,0,0,0,0.01107,0,0,0.217235,0.219062,0.243331,0
9,0,0.033333,0,0,0,0,0.02521,0,0,0.375049,0.387118,0.456286,0
9,0.017493,0.029155,0.001458,0,0,0,0.00292,0,0,0.451516,0.474141,0.564450,0
9,0.01056,0.012672,0,0,0,0,0.003171,0,0,0.752396,0.794339,0.959319,0
9,0,0.127072,0.01105,0,0,0,0.033333,0,0,0.598239,0.623409,0.747852,0
9,0,0.056027,0.005093,0,0,0,0.015306,0,0,0.319201,0.328119,0.380089,0
9,0,0.034483,0,0,0,0,0.017391,0,0,0.339607,0.349418,0.409171,0
9,0.007491,0.110487,0.003745,0,0,0,0.005629,0,0,0.446351,0.465062,0.553946,0
9,0,0.013017,0,0,0,0,0.006897,0,0,0.773428,0.815374,0.983778,1
9,0,0.121547,0,0,0,0,0.016667,0,0,0.610871,0.638345,0.766791,0
9,0,0.02459,0.004918,0,0,0,0.004926,0,0,0.327178,0.337339,0.391625,0
9,0,0.112,0.024,0,0,0,0.024194,0,0,0.453138,0.463453,0.546076,0
9,0,0.092869,0,0,0,0,0.004983,0,0,0.538260,0.562465,0.671770,0
9,0.001167,0.015169,0.004667,0,0,0,0.007009,0,0,0.750695,0.791501,0.954437,0
9,0,0.128492,0,0,0,0,0.02809,0,0,0.574654,0.596476,0.714158,0
9,0,0.096118,0,0,0,0,0.024074,0,0,0.217444,0.218309,0.241528,0
9,0,0.11,0,0,0,0,0.020202,0,0,0.326605,0.334229,0.390103,0
9,0,0.052525,0,0,0,0,0.006065,0,0,0.668276,0.702601,0.845221,2
9,0,0.006446,0,0,0,0,0.003226,0,0,0.794798,0.838655,1.012201,1
9,0,0.117647,0,0,0,0,0.029557,0,0,0.625017,0.651646,0.781826,0
9,0,0.042122,0.00156,0,0,0,0.023438,0,0,0.289974,0.299863,0.343595,0
9,0.017391,0.130435,0,0,0,0,0.026316,0,0,0.148631,0.146337,0.160061,0
9,0.003883,0.11068,0.001942,0,0,0,0.007782,0,0,0.387875,0.402095,0.477555,0
9,0.016018,0.006102,0,0,0,0,0.003817,0,0,0.764537,0.807263,0.974217,0
9,0,0.092896,0.005464,0,0,0,0.021978,0,0,0.608317,0.633944,0.760134,0
9,0,0.068773,0.007435,0,0,0,0.029795,0,0,0.223150,0.224927,0.250646,0
9,0,0.188235,0,0,0,0,0.02381,0,0,0.234991,0.233312,0.266470,1
9,0.007987,0.084665,0,0,0,0,0.0064,0,0,0.383172,0.399780,0.473468,0
9,0,0.025547,0.006083,0,0,0,0.01218,0,0,0.738232,0.776769,0.935955,0
9,0,0.028249,0,0,0,0,0,0,0,0.600051,0.627144,0.751413,0
9,0,0.043478,0.001739,0,0,0,0.013937,0,0,0.313563,0.323304,0.373189,1
9,0.057143,0.019048,0,0,0,0,0.009615,0,0,0.218044,0.227594,0.258027,0
9,0.01721,0.050725,0.004529,0,0,0,0.00816,0,0,0.595501,0.626117,0.749951,0
9,0.013158,0.006579,0.001316,0,0,0.001317,0.003292,0,0,0.638505,0.674550,0.812270,1
9,0,0.05,0.00625,0,0,0,0.025157,0,0,0.586743,0.611973,0.733355,0
9,0.003866,0.04768,0,0,0,0,0.009032,0,0,0.253267,0.262483,0.299619,1
9,0.028037,0.056075,0,0,0,0,0.037736,0,0,0.309889,0.312451,0.363920,0
9,0.013769,0.089501,0.010327,0,0,0,0.008621,0,0,0.444064,0.463192,0.549022,0
9,0.001431,0.007153,0,0,0,0,0.001433,0,0,0.811969,0.857937,1.036756,0
9,0,0.151163,0.005814,0,0,0,0.035088,0,0,0.614037,0.639102,0.766669,0
9,0,0.077876,0.00354,0,0,0,0.014184,0,0,0.299262,0.306381,0.350872,0
9,0.078261,0.008696,0,0,0,0,0.008772,0,0,0.185476,0.192311,0.213869,0
9,0.024862,0.059392,0.008287,0,0,0,0.002766,0,0,0.254755,0.269634,0.313143,0
9,0.037893,0.016636,0.000924,0,0,0,0.0037,0,0,0.591340,0.624038,0.750456,1
9,0,0.08805,0,0,0,0,0.037975,0,0,0.499985,0.517668,0.617261,0
9,0.009728,0.029183,0,0,0,0,0.017544,0,0,0.159576,0.164875,0.177171,0
9,0,0.131148,0,0,0,0,0.041322,0,0,0.428382,0.439090,0.520035,0
9,0,0.049065,0.001168,0,0,0,0.007018,0,0,0.605444,0.635869,0.763579,0
9,0.021292,0.009936,0.00071,0,0,0,0.004261,0,0,0.661731,0.699555,0.843005,0
9,0.005291,0.142857,0.005291,0,0,0,0.037234,0,0,0.496041,0.514274,0.613343,0
9,0,0.042386,0,0,0,0,0.014151,0,0,0.258434,0.264046,0.295794,0
9,0,0.067308,0,0,0,0,0.019417,0,0,0.313503,0.317478,0.368383,0
9,0,0.03352,0.002235,0,0,0,0.005593,0,0,0.578470,0.609319,0.730724,0
9,0,0.004362,0,0,0,0,0.002183,0,0,0.784324,0.828212,0.999479,0
9,0,0.141104,0.018405,0,0,0,0.012346,0,0,0.530373,0.553595,0.660503,0
9,0.028571,0.033929,0.001786,0,0,0,0.019678,0,0,0.192668,0.197146,0.215684,0
9,0,0.048951,0,0,0,0,0.021127,0,0,0.444480,0.459387,0.543871,0
9,0.005882,0.091176,0.001471,0,0,0,0.002946,0,0,0.458312,0.479108,0.570255,0
9,0,0.00922,0.001676,0,0,0,0.005034,0,0,0.794936,0.838087,1.011677,0
9,0,0.145455,0.006061,0,0,0,0.02439,0,0,0.565785,0.588580,0.705835,0
9,0,0.039683,0,0,0,0,0.007949,0,0,0.299049,0.307346,0.350430,0
9,0.009804,0.029412,0,0,0,0,0,0,0,0.103215,0.106947,0.111227,0
9,0.003704,0.081481,0.005556,0,0,0,0.009276,0,0,0.359791,0.373801,0.439414,0
9,0,0.013021,0.003906,0,0,0,0.007823,0,0,0.764494,0.804872,0.970549,0
