@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,10,4.479066,1.113961,0
3,12,4.476359,1.534537,2
5,16,5.282326,1.28276,1
1,2,4.185434,0.914437,0
2,8,3.717095,1.003185,0
3,12,3.710519,1.351422,0
4,2,3.489355,0.911852,0
5,8,3.744269,0.780221,0
2,8,3.451455,0.826046,0
3,5,3.226075,1.081698,0
5,7,7.094787,0.943564,1
3,8,2.717923,1.395633,1
5,7,5.802987,0.964069,0
1,2,4.538522,0.832056,0
2,8,3.969727,1.18368,0
3,12,4.502463,1.417409,1
5,7,4.498704,0.916108,0
3,8,4.198062,1.854246,1
2,8,4.05231,0.935273,0
3,6,4.063057,1.017196,0
4,2,4.036506,0.973172,0
1,2,3.901367,1.16323,0
2,14,3.400645,1.264762,0
5,6,3.393658,0.857375,0
1,2,4.657121,0.9408,0
2,8,4.515958,1.02849,0
3,7,3.946242,1.020825,0
3,12,4.301709,1.678719,2
3,9,3.57853,1.804755,1
4,2,4.217083,1.012917,0
5,7,5.32793,1.054081,0
1,2,4.445331,1.082496,0
2,8,5.047678,0.997246,1
3,10,3.350088,1.70264,2
4,2,2.916137,0.942512,0
5,7,4.917948,1.163207,0
1,2,3.406422,1.377423,1
2,8,3.649491,0.802548,0
3,7,4.131687,1.319913,1
4,2,4.009388,1.024273,0
5,7,3.817433,0.843126,1
2,10,3.258206,2.037098,0
3,5,2.917086,0.718273,0
4,2,3.016237,1.08105,0
5,7,4.000689,1.141313,0
1,2,3.670158,0.914437,0
3,7,3.438863,1.068996,0
4,1,3.169606,0.911852,0
5,7,3.850844,0.959551,0
1,2,3.685902,0.996819,0
2,8,3.455159,0.716819,0
3,2,3.377466,0.694847,0
2,8,4.94207,0.958771,0
3,18,4.223454,1.942009,1
5,10,4.426974,2.073755,2
1,2,3.953887,0.914437,0
2,8,3.422389,0.869943,0
3,8,3.185894,0.750277,0
4,2,1.627654,0.990206,0
5,7,3.561084,1.148958,0
1,2,3.706473,0.797455,0
2,8,3.358486,1.2911,0
1,2,3.909108,0.851827,0
2,8,3.368784,1.055862,0
3,3,3.104877,0.816429,0
4,2,3.488715,1.170759,0
5,7,3.58635,1.013419,0
1,2,3.784312,1.71354,2
2,8,4.840624,0.66001,0
3,5,2.41161,0.888025,0
4,2,3.247011,0.891412,0
1,2,3.647504,0.708483,0
2,8,3.439014,0.699776,0
3,7,3.92146,1.037817,0
4,2,2.781845,0.969766,0
2,9,4.623354,0.987175,1
3,5,4.459865,0.937681,1
4,2,1.857721,1.022001,0
5,7,4.915703,0.822968,0
1,2,4.892608,1.011648,0
2,8,5.179627,0.763298,0
3,2,1.596783,0.570296,0
4,2,2.224549,0.991341,0
5,8,4.657423,0.939393,0
2,8,4.360455,0.989757,1
3,6,5.654631,0.990636,2
2,10,3.864322,1.071613,1
3,7,3.093536,1.199156,0
1,2,3.066823,0.972105,0
2,8,3.570451,1.249527,0
3,7,3.586543,1.33542,2
5,7,4.149177,0.987354,0
1,2,3.176732,0.881485,0
1,2,3.995587,0.883132,0
3,7,3.620939,0.743348,0
4,2,3.050896,1.058339,0
5,7,3.83573,0.790647,0
2,8,3.797649,1.34481,0
1,2,6.251011,1.033067,1
2,9,4.564996,0.705199,0
3,10,4.219458,1.099515,1
4,3,3.188565,1.192335,0
1,2,4.541616,1.054486,1
2,8,3.995826,0.708814,0
3,6,3.931977,1.082853,0
4,2,3.601488,0.899361,0
2,8,3.765315,0.932432,0
3,9,3.667449,1.037322,0
5,7,4.448673,0.983183,0
3,5,3.758382,0.885881,0
5,7,3.635125,0.888653,0
1,2,5.252722,0.990229,0
2,8,3.371703,0.794543,0
3,8,3.417787,1.044415,0
1,2,5.794505,1.07261,0
3,7,3.754747,0.850248,0
2,8,4.783542,0.866328,1
3,8,4.19326,1.560107,2
4,3,3.476314,1.083322,0
1,2,5.853308,1.301632,0
2,8,3.704572,0.619986,0
3,8,3.672899,0.764299,0
5,7,5.855324,0.921321,0
1,2,5.325631,1.596558,1
2,8,3.483463,0.729472,0
3,6,4.185694,0.828142,0
1,2,5.18147,0.970457,0
2,13,6.312105,1.34765,0
3,7,4.034402,0.870869,0
4,2,2.99686,1.227537,0
5,7,5.47714,1.040527,0
1,2,5.537619,1.380718,1
2,11,5.832212,1.058702,0
3,5,4.701641,0.661029,0
4,2,3.289836,1.052661,0
5,7,5.590564,0.945301,0
1,2,4.727714,0.993524,0
2,8,4.337568,0.886469,0
3,5,4.048899,0.781951,0
1,2,5.945864,0.958924,0
2,8,3.852648,0.689706,0
3,8,3.339058,0.707055,0
5,7,4.668016,1.115247,0
1,2,5.612044,0.952333,0
2,8,5.015264,0.665175,0
3,7,3.981518,1.081698,0
5,7,4.225795,0.936613,0
2,8,4.533209,0.809261,0
5,7,3.879643,1.000212,1
1,2,4.485791,0.868304,0
2,12,4.290601,1.426407,0
3,10,4.128358,1.25442,1
5,9,4.150492,1.348792,1
1,2,3.64003,0.883132,0
2,8,3.250854,0.750904,0
3,2,3.13997,0.57739,0
1,2,4.984469,0.953981,0
2,8,4.892,0.935531,0
3,7,4.414368,0.892809,1
4,2,2.440765,0.908446,0
5,7,4.977835,0.894561,0
3,5,3.006312,1.163028,0
4,2,6.408688,1.075373,0
2,8,5.013164,1.156567,0
3,4,3.506631,0.756875,0
4,2,3.513744,0.930021,0
5,7,4.205279,0.974842,0
2,8,4.629398,0.878206,0
1,2,5.306196,0.848532,0
2,8,3.733265,0.697969,0
5,7,4.985496,0.961983,1
2,8,3.260765,0.785505,0
3,3,4.067144,0.700786,0
4,2,3.791195,0.977715,0
5,7,6.652536,1.206997,0
1,2,4.096242,0.815579,0
2,8,3.18945,1.099759,0
3,5,3.7363,0.640078,0
4,2,3.996101,1.002697,0
5,7,3.730318,0.863283,0
5,7,5.149257,0.950515,2
2,10,4.04139,1.300138,0
3,7,3.437098,1.064212,0
5,7,5.123771,1.038789,0
3,6,3.295283,0.945269,0
2,8,4.702139,0.901704,0
3,4,4.769537,1.234459,1
4,2,3.006776,0.844855,0
5,7,3.703772,0.990134,0
1,2,4.426246,0.901256,0
2,8,3.059064,0.765106,0
3,7,3.351255,0.852062,0
4,2,3.523456,0.918666,0
1,2,4.660529,0.830408,0
2,8,3.968782,0.685832,0
3,3,3.815871,0.581514,0
4,2,2.739084,0.993612,0
5,7,4.289719,1.109687,1
1,2,2.488381,1.005057,0
2,9,3.687866,0.951799,1
3,5,3.541463,0.798447,0
5,8,3.781682,2.095998,0
2,10,4.093473,1.294715,0
3,5,3.879328,0.898913,1
2,8,3.890653,0.697194,0
3,4,4.0526,0.615662,0
5,7,4.804256,0.908463,0
2,8,4.543385,1.012222,2
3,8,4.473364,1.30919,2
4,2,3.152967,1.084457,0
5,7,4.429462,1.012376,2
2,8,3.485899,0.92701,0
3,7,3.585223,0.988491,1
5,7,3.652439,0.876142,1
