@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0,0,0,0,0.471902,0.509539,0.576972,0
0.00348,0,0,0.001161,0,0.548862,0.600348,0.677434,0
0.006989,0,0,0.003765,0,0.788847,0.863576,0.983915,2
0,0,0,0.009836,0,0.770747,0.840652,0.957562,2
0.004065,0,0.001357,0.020353,0,0.488714,0.525012,0.595052,1
0,0,0,0,0,0.371916,0.399031,0.445378,0
0.002577,0,0,0.002581,0,0.528657,0.574071,0.650197,0
0.013431,0,0,0.005498,0,0.680953,0.744571,0.846368,0
0,0,0,0.006289,0,0.568046,0.617314,0.698786,0
0,0,0,0.008949,0,0.245279,0.253947,0.279746,0
0,0,0,0.010638,0,0.387811,0.415961,0.467489,0
0.00313,0,0,0.009404,0,0.536588,0.580935,0.656802,0
0,0,0,0.00229,0,0.819492,0.897705,1.022094,0
0,0,0,0.019231,0,0.617577,0.670089,0.761814,0
0,0,0,0.006623,0,0.390201,0.416347,0.465657,0
0,0,0,0,0,0.590553,0.643740,0.727790,0
0,0,0,0.009188,0,0.616138,0.667440,0.758934,0
0,0,0,0.001381,0,0.753901,0.824502,0.937602,0
0,0,0,0.0181,0,0.685840,0.744036,0.846671,0
0,0,0,0.014787,0,0.271968,0.282577,0.308082,1
0,0,0,0.012903,0,0.536395,0.575745,0.656071,1
0,0,0,0.006182,0,0.599720,0.650725,0.738860,0
0.00414,0,0,0.001775,0,0.757653,0.829858,0.943286,1
0,0,0,0.02439,0,0.647823,0.699101,0.796337,0
0,0,0,0.012658,0,0.265226,0.272895,0.297906,0
0,0,0,0.010101,0,0.254047,0.270150,0.298541,0
0,0,0,0.003279,0,0.622589,0.677594,0.770111,0
0,0,0,0.003494,0,0.737856,0.806477,0.917163,1
0,0,0,0.015152,0,0.678216,0.737360,0.838812,0
0,0,0,0.013308,0,0.321224,0.337888,0.376131,0
0,0,0,0.008475,0,0.485710,0.520234,0.593238,0
0,0,0,0.010101,0,0.547980,0.591765,0.670769,0
0.00534,0,0,0.003562,0,0.794705,0.870014,0.990842,1
0,0,0,0.030303,0,0.670557,0.724583,0.824788,0
0,0,0,0.003795,0,0.321545,0.337621,0.371472,0
0.026144,0,0,0.006579,0,0.058361,0.067663,0.058681,2
0.008905,0,0,0.000891,0,0.372343,0.403501,0.456019,2
0.001359,0,0,0.00136,0,0.762413,0.834089,0.948785,2
0,0,0,0.011561,0,0.571268,0.615168,0.697809,0
0,0,0,0.010435,0,0.273855,0.282689,0.308565,0
0,0,0,0,0,0.489142,0.522948,0.593824,2
0,0,0,0.002595,0,0.567071,0.614165,0.697924,1
0,0,0,0.000824,0,0.737498,0.806877,0.915680,1
0,0,0,0.038462,0,0.537333,0.574321,0.653397,0
0,0,0,0.021201,0,0.288719,0.296008,0.326866,0
0,0,0,0.010204,0,0.410167,0.435704,0.493710,1
0.005525,0,0,0.006916,0,0.460106,0.495316,0.560927,0
0.021898,0,0,0.002435,0,0.642016,0.701628,0.796647,0
0,0,0,0.023529,0,0.467714,0.500512,0.564963,0
0,0,0,0.007968,0,0.301755,0.316697,0.350532,0
0,0,0,0.005181,0,0.605236,0.658042,0.749991,0
0,0,0,0.008596,0,0.566941,0.613656,0.694445,0
0,0,0,0.00225,0,0.835932,0.915547,1.042846,0
0,0,0,0,0,0.680102,0.742866,0.845448,0
0,0,0,0.009766,0,0.281910,0.293692,0.322358,0
0,0,0,0.007143,0,0.348249,0.371983,0.417664,0
0.008172,0,0,0.00818,0,0.411875,0.441185,0.494715,0
0,0,0,0.003509,0,0.807148,0.883319,1.005927,0
0,0,0,0.023256,0,0.584353,0.627525,0.714923,0
0.002028,0,0,0.020325,0,0.241124,0.246591,0.268890,0
0,0,0,0.035398,0,0.333557,0.352874,0.398130,0
0.012563,0,0,0.005031,0,0.535487,0.579824,0.659259,0
0,0,0,0.001618,0,0.770119,0.843131,0.958214,0
0,0,0,0.027933,0,0.656324,0.708463,0.805000,0
0,0,0,0.014925,0,0.363002,0.380455,0.426972,0
0,0,0,0,0,0.359572,0.384951,0.435407,0
0,0,0,0,0,0.533711,0.578064,0.654188,0
0.001966,0,0,0.00295,0,0.773889,0.847117,0.964459,2
0,0,0,0.022727,0,0.628557,0.679075,0.772802,0
0,0,0,0.016097,0,0.303475,0.318077,0.357303,0
0,0,0,0.007937,0,0.465971,0.502598,0.564850,0
0,0,0,0.007307,0,0.564028,0.609727,0.693750,0
0.040695,0,0,0.001372,0,0.274956,0.305218,0.337944,1
0.106742,0,0,0,0,0.030994,0.042554,0.030063,0
0.021452,0,0,0,0,0.043148,0.059094,0.043164,0
0.175573,0,0,0,0,0.093046,0.096721,0.100441,0
0.047927,0,0.001297,0.003891,0,0.348998,0.378156,0.424280,1
0.016473,0,0,0.002908,0,0.678876,0.743731,0.845452,2
0.030303,0,0,0.006098,0,0.466534,0.506771,0.573420,0
0.005979,0,0,0.022455,0,0.164589,0.171748,0.179502,0
0.08982,0.006024,0,0,0,0.208610,0.223345,0.244201,1
0.057971,0,0,0.001613,0,0.286268,0.314119,0.347374,0
0.029375,0.000625,0,0.001251,0,0.615861,0.675091,0.766123,1
0,0,0,0.01676,0,0.615601,0.669908,0.758311,0
0.02268,0,0,0.004132,0,0.133163,0.145098,0.145705,1
0,0,0,0.033613,0,0.449529,0.479512,0.541016,0
0.003171,0,0,0.008883,0,0.666717,0.726359,0.825197,0
0.003448,0,0,0.001151,0,0.761574,0.834263,0.949071,0
0.010526,0,0,0.010582,0,0.416230,0.446388,0.504753,0
0.003049,0,0,0.015267,0,0.289541,0.302362,0.332842,0
0,0,0,0.018349,0,0.344377,0.367225,0.409600,0
0,0,0,0.00292,0,0.615384,0.669141,0.759277,0
0.03166,0,0,0.001546,0,0.601979,0.659505,0.747408,0
0,0,0,0.006289,0,0.564361,0.612643,0.695859,0
0,0,0,0.009074,0,0.284133,0.295323,0.327158,0
0,0,0,0.033613,0,0.361550,0.377675,0.425122,0
0.007207,0,0,0.005415,0,0.424766,0.455540,0.513415,0
0.002375,0,0,0.001189,0,0.818816,0.897806,1.023004,0
0,0,0,0.031847,0,0.576241,0.621552,0.703946,0
0,0,0,0.010969,0,0.273543,0.284993,0.314860,0
0,0,0,0.008403,0,0.453262,0.484838,0.551024,2
0.001348,0,0,0.00135,0,0.466803,0.508902,0.574552,0
0.000425,0,0,0.003825,0,0.739205,0.808115,0.919215,1
0,0,0,0.023148,0,0.545088,0.586687,0.669173,2
0.030176,0,0,0.006711,0,0.364520,0.389317,0.437354,2
0,0,0,0.027523,0,0.239290,0.240899,0.267030,0
0,0,0,0.008929,0,0.501256,0.540309,0.611583,0
0.044004,0,0,0.001101,0,0.512050,0.560602,0.633241,0
0.074713,0,0,0.046243,0,0.386940,0.407636,0.459451,0
0.007564,0,0,0.015152,0,0.320315,0.338930,0.375706,0
0.041667,0,0,0.010526,0,0.199617,0.205784,0.222028,0
0.004004,0,0,0.003006,0,0.653409,0.713005,0.808961,0
0,0,0,0.00095,0,0.820996,0.899787,1.024217,0
0,0,0,0.037037,0,0.602895,0.649944,0.739037,0
0,0,0,0.010799,0,0.232293,0.235436,0.255892,0
0,0,0,0.019608,0,0.225863,0.234851,0.256990,0
0.013464,0,0,0.007353,0,0.500669,0.542387,0.613890,0
0.017189,0,0,0.001012,0,0.714701,0.783441,0.890979,0
0.038835,0,0,0.009756,0,0.371871,0.403302,0.451949,0
0.013722,0,0,0.024055,0,0.232856,0.235617,0.255415,0
0.038647,0,0,0.009709,0,0.498948,0.543584,0.615296,2
0,0,0,0.007843,0,0.408352,0.437544,0.490054,0
0,0,0,0,0,0.828379,0.908244,1.033909,0
0,0,0,0.032258,0,0.506767,0.545918,0.619574,0
