@relation rabc_sampled_features

@attribute dummy numeric
@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
9,0,0,0,0,0,0.475954,0.497317,0.576972,0
9,0.00348,0,0,0.001161,0,0.553387,0.585616,0.677434,0
9,0.006989,0,0,0.003765,0,0.796088,0.840947,0.983915,2
9,0,0,0,0.009836,0,0.777759,0.818951,0.957562,2
9,0.004065,0,0.001357,0.020353,0,0.492841,0.513366,0.595052,1
9,0,0,0,0,0,0.374827,0.391279,0.445378,0
9,0.002577,0,0,0.002581,0,0.533170,0.560501,0.650197,0
9,0.013431,0,0,0.005498,0,0.687095,0.725240,0.846368,0
9,0,0,0,0.006289,0,0.573001,0.602414,0.698786,0
9,0,0,0,0.008949,0,0.246778,0.250959,0.279746,0
9,0,0,0,0.010638,0,0.390903,0.407644,0.467489,0
9,0.00313,0,0,0.009404,0,0.541185,0.567392,0.656802,0
9,0,0,0,0.00229,0,0.827015,0.874172,1.022094,0
9,0,0,0,0.019231,0,0.623051,0.653543,0.761814,0
9,0,0,0,0.006623,0,0.393254,0.408323,0.465657,0
9,0,0,0,0,0,0.595706,0.628466,0.727790,0
9,0,0,0,0.009188,0,0.621581,0.651559,0.758934,0
9,0,0,0,0.001381,0,0.760764,0.803264,0.937602,0
9,0,0,0,0.0181,0,0.691961,0.725506,0.846671,0
9,0,0,0,0.014787,0,0.273546,0.279244,0.308082,1
9,0,0,0,0.012903,0,0.541045,0.562965,0.656071,1
9,0,0,0,0.006182,0,0.605007,0.635367,0.738860,0
9,0.00414,0,0,0.001775,0,0.764528,0.808243,0.943286,1
9,0,0,0,0.02439,0,0.653556,0.682278,0.796337,0
9,0,0,0,0.012658,0,0.266847,0.270077,0.297906,0
9,0,0,0,0.010101,0,0.255825,0.266053,0.298541,0
9,0,0,0,0.003279,0,0.628046,0.660967,0.770111,0
9,0,0,0,0.003494,0,0.744539,0.785743,0.917163,1
9,0,0,0,0.015152,0,0.684297,0.718922,0.838812,0
9,0,0,0,0.013308,0,0.323522,0.332829,0.376131,0
9,0,0,0,0.008475,0,0.489899,0.509355,0.593238,0
9,0,0,0,0.010101,0,0.552697,0.578456,0.670769,0
9,0.00534,0,0,0.003562,0,0.801973,0.847242,0.990842,1
