@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.214,0.668,0.119,0.19,0.372,0
0.036,0.924,0.04,0.19,0.361,0
0.01,0.343,0.647,0.178,0.319,2
0.033,0.073,0.894,0.25,0.319,2
0.035,0.451,0.513,0.427,0.422,1
0.318,0.657,0.025,0.206,0.392,0
0.293,0.44,0.268,0.208,0.365,0
0.511,0.172,0.317,0.217,0.351,0
0.609,0.243,0.147,0.244,0.355,0
0.771,0.193,0.036,0.34,0.395,0
0.772,0.199,0.029,0.336,0.373,0
0.531,0.157,0.312,0.291,0.36,0
0.718,0.217,0.065,0.157,0.301,0
0.767,0.14,0.093,0.417,0.316,0
0.633,0.253,0.114,0.282,0.383,0
0.019,0.89,0.091,0.171,0.346,0
0.069,0.02,0.91,0.272,0.345,0
0.668,0.319,0.013,0.158,0.313,0
0.757,0.027,0.216,0.385,0.315,0
0.007,0.79,0.204,0.421,0.364,1
0.117,0.593,0.29,0.34,0.348,1
0.102,0.189,0.71,0.237,0.349,0
0.101,0.735,0.163,0.163,0.318,1
0.984,0.01,0.006,0.492,0.288,0
0.223,0.231,0.546,0.39,0.376,0
0.334,0.323,0.343,0.353,0.389,0
0.173,0.464,0.363,0.2,0.344,0
0.018,0.759,0.223,0.182,0.321,1
0.875,0.037,0.088,0.343,0.325,0
0.255,0.473,0.272,0.388,0.369,0
0.698,0.19,0.112,0.288,0.366,0
0.103,0.346,0.551,0.298,0.354,0
0.01,0.348,0.641,0.175,0.315,1
0.974,0.006,0.02,0.58,0.252,0
0.493,0.284,0.223,0.258,0.399,0
0.183,0.42,0.397,0.337,0.448,2
0.026,0.086,0.888,0.215,0.403,2
0.075,0.502,0.423,0.157,0.313,2
0.862,0.11,0.029,0.314,0.347,0
0.154,0.761,0.084,0.356,0.386,0
0.238,0.258,0.504,0.188,0.368,2
0.018,0.505,0.476,0.202,0.354,1
0.025,0.893,0.083,0.156,0.315,1
0.971,0.021,0.008,0.717,0.197,0
0.272,0.323,0.406,0.517,0.322,0
0.034,0.22,0.745,0.326,0.372,1
0.563,0.323,0.113,0.273,0.379,0
0.198,0.355,0.447,0.192,0.368,0
0.502,0.188,0.31,0.517,0.301,0
0.315,0.646,0.039,0.316,0.392,0
0.042,0.303,0.655,0.224,0.348,0
0.421,0.429,0.15,0.274,0.353,0
0.957,0.016,0.027,0.154,0.297,0
0.624,0.178,0.198,0.157,0.325,0
0.718,0.185,0.097,0.345,0.388,0
0.431,0.454,0.114,0.295,0.388,0
0.188,0.038,0.774,0.299,0.386,0
0.861,0.041,0.098,0.171,0.306,0
0.942,0.004,0.054,0.488,0.298,0
0.73,0.216,0.054,0.513,0.33,0
0.386,0.312,0.302,0.711,0.214,0
0.38,0.352,0.269,0.237,0.377,0
0.025,0.925,0.049,0.158,0.31,0
0.936,0.04,0.024,0.546,0.267,0
0.24,0.321,0.439,0.405,0.357,0
0.117,0.606,0.277,0.207,0.394,0
0.465,0.501,0.034,0.18,0.358,0
0.004,0.192,0.804,0.171,0.314,2
0.941,0.025,0.033,0.47,0.298,0
0.639,0.268,0.093,0.434,0.355,0
0.004,0.896,0.1,0.285,0.37,0
0.052,0.251,0.697,0.258,0.355,0
0.002,0.635,0.363,0.236,0.46,1
0.907,0.003,0.089,0.251,0.546,0
0.133,0.765,0.102,0.253,0.474,0
0.067,0.524,0.408,0.245,0.572,0
0.089,0.863,0.048,0.225,0.563,1
0.016,0.771,0.214,0.19,0.353,2
0.903,0.06,0.037,0.264,0.408,0
0.101,0.634,0.265,0.559,0.316,0
0.056,0.657,0.286,0.017,0.957,1
0.056,0.942,0.002,0.238,0.477,0
0.024,0.826,0.15,0.162,0.49,1
0.462,0.215,0.323,0.38,0.326,0
0.272,0.691,0.037,0.292,0.45,1
0.715,0.157,0.127,0.669,0.23,0
0.005,0.182,0.813,0.259,0.34,0
0.658,0.335,0.007,0.156,0.315,0
0.802,0.014,0.184,0.331,0.381,0
0.277,0.528,0.195,0.425,0.363,0
0.326,0.652,0.022,0.46,0.339,0
0.691,0.231,0.078,0.197,0.345,0
0.481,0.479,0.04,0.191,0.388,0
0.95,0.009,0.041,0.245,0.355,0
0.581,0.298,0.121,0.335,0.39,0
0.779,0.214,0.008,0.685,0.228,0
0.899,0.039,0.062,0.261,0.389,0
0.666,0.118,0.217,0.147,0.301,0
0.812,0.068,0.119,0.621,0.243,0
0.61,0.283,0.106,0.363,0.384,0
0.338,0.446,0.216,0.293,0.37,2
0.086,0.825,0.089,0.204,0.375,0
0,0.815,0.185,0.186,0.321,1
0.513,0.028,0.458,0.494,0.301,2
0.004,0.086,0.91,0.289,0.421,2
0.683,0.292,0.025,0.622,0.273,0
0.95,0.022,0.028,0.291,0.363,0
0.21,0.785,0.006,0.201,0.423,0
0.978,0.007,0.015,0.831,0.147,0
0.32,0.549,0.132,0.417,0.366,0
0.926,0.07,0.004,0.371,0.429,0
0.083,0.589,0.328,0.192,0.342,0
0.816,0.147,0.037,0.144,0.297,0
0.876,0.087,0.037,0.688,0.208,0
0.794,0.137,0.068,0.369,0.388,0
0.509,0.468,0.023,0.503,0.335,0
0.474,0.229,0.297,0.272,0.381,0
0.402,0.531,0.068,0.166,0.343,0
0.275,0.19,0.536,0.328,0.418,0
0.527,0.242,0.232,0.573,0.308,0
0.038,0.379,0.584,0.305,0.404,2
0.481,0.449,0.07,0.294,0.378,0
0.127,0.871,0.002,0.134,0.292,0
0.907,0.007,0.085,0.64,0.24,0
0.753,0.112,0.135,0.559,0.303,0
0.393,0.567,0.04,0.245,0.439,0
0.653,0.326,0.02,0.258,0.354,0
0.11,0.848,0.042,0.173,0.337,0
0.928,0.014,0.059,0.515,0.313,0
0.874,0.058,0.068,0.677,0.242,0
0.862,0.121,0.017,0.196,0.379,0
0.942,0.033,0.026,0.27,0.357,0
0.851,0.073,0.075,0.154,0.292,0
0.69,0.059,0.251,0.433,0.318,0
