@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature33 numeric
@attribute bi_feature10 numeric
@attribute bi_feature735 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1393 numeric
@attribute bi_feature1507 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.027778,0,0,0,0,0,0.332300,0.349769,0.413896,0
0,0.00232,0,0,0,0,0,0.483388,0.522379,0.619179,0
0.003226,0.008602,0,0.001076,0,0,0,0.721575,0.777472,0.933219,2
0,0.006536,0,0,0,0,0,0.701476,0.751378,0.901350,2
0.00271,0.02439,0,0,0.002717,0,0,0.412640,0.435569,0.515202,1
0,0.018182,0,0,0,0,0,0.299271,0.315429,0.364859,0
0,0.005155,0,0.002584,0,0,0,0.465413,0.498048,0.590186,0
0.007326,0.014652,0,0.002445,0.003667,0,0,0.614498,0.660519,0.790508,0
0,0,0,0,0,0,0,0.509295,0.543314,0.642772,0
0,0.008929,0,0,0,0,0,0.218913,0.221311,0.246252,0
0,0,0,0,0,0,0,0.341254,0.360689,0.415160,0
0,0.015674,0,0.003145,0,0,0,0.473204,0.505002,0.597043,0
0,0.007634,0,0.001529,0.004587,0,0,0.757589,0.816498,0.979980,0
0,0.051282,0,0.012987,0.012987,0,0,0.565855,0.605100,0.720283,0
0,0.016556,0,0,0.003322,0,0,0.343781,0.360629,0.415800,0
0,0,0,0,0,0,0,0.529985,0.567368,0.669095,0
0,0.01072,0,0.003067,0,0,0,0.559906,0.598504,0.715147,0
0,0.005525,0,0.00277,0.00277,0,0,0.688670,0.740874,0.888342,0
0,0.018018,0,0,0.009091,0,0,0.633838,0.673709,0.805297,0
0,0.02583,0,0.003704,0.007407,0,0,0.239798,0.243669,0.271954,1
0,0,0,0,0,0,0,0.476023,0.503809,0.599622,1
0,0.006182,0,0.003096,0.003096,0,0,0.533714,0.571575,0.681436,0
0,0.001183,0,0,0,0,0,0.693819,0.747622,0.895392,1
0,0.04878,0,0.012346,0.012346,0,0,0.590513,0.624146,0.746665,0
0,0.025271,0,0.007246,0.01087,0,0,0.233410,0.231396,0.256176,0
0,0,0,0,0,0,0,0.208163,0.215405,0.239076,0
0,0.004367,0,0,0.002188,0,0,0.562491,0.603070,0.720086,0
0,0.001164,0,0,0.001166,0.001166,0,0.674735,0.725580,0.868140,1
0,0.020202,0,0,0,0,0,0.611764,0.653676,0.779367,0
0,0.026616,0,0,0.003817,0,0,0.287931,0.295889,0.336925,0
0,0.033898,0,0,0,0,0,0.425199,0.450838,0.537174,0
0,0.026263,0,0.006073,0.006073,0,0,0.484180,0.515613,0.610838,0
0.002671,0.012467,0,0.000891,0.001783,0,0,0.732730,0.789350,0.947055,1
0,0.048193,0,0,0.012195,0,0,0.614894,0.650304,0.777891,0
0,0.003788,0,0,0,0,0,0.272991,0.278877,0.322194,0
0,0,0,0,0,0,0,0.047046,0.057254,0.043612,2
0,0.005348,0,0,0.001786,0,0,0.313911,0.336716,0.397588,2
0,0.001359,0,0,0.001361,0,0,0.698781,0.751917,0.901686,2
0,0.022989,0,0,0,0,0,0.510212,0.536951,0.638714,0
0,0.010417,0,0.003484,0.003484,0,0,0.246230,0.244698,0.272113,0
0,0.014286,0,0,0,0,0,0.433071,0.458114,0.541254,2
