@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.071,0.741,0.188,0.482,0.26,1
0.135,0.736,0.129,0.06,0.677,1
0.03,0.742,0.227,0.37,0.546,1
0.017,0.363,0.62,0.001,0.242,1
0.259,0.285,0.456,0.002,0.167,2
0.041,0.11,0.849,0.047,0.78,2
0.059,0.616,0.325,0.376,0.409,2
0.043,0.399,0.559,0.107,0.734,1
0.082,0.837,0.081,0.821,0.14,1
0.015,0.224,0.761,0.012,0.314,2
0.035,0.672,0.293,0.007,0.777,1
0.139,0.786,0.076,0.112,0.841,1
0.075,0.66,0.266,0.003,0.507,2
0.303,0.466,0.231,0.119,0.4,1
0.03,0.801,0.169,0.041,0.614,1
0.458,0.49,0.052,0.65,0.334,1
0.009,0.782,0.209,0.011,0.771,1
0.002,0.091,0.907,0,0.191,2
0.193,0.299,0.508,0.012,0.365,2
0.111,0.667,0.221,0.593,0.365,1
0.251,0.596,0.152,0.36,0.524,1
0.269,0.446,0.285,0.33,0.518,1
0.073,0.789,0.139,0.89,0.095,2
0.503,0.345,0.152,0.135,0.766,1
0.041,0.072,0.887,0.098,0.474,2
0.152,0.659,0.189,0.266,0.626,1
0.139,0.722,0.138,0.156,0.731,1
0.414,0.478,0.108,0.048,0.716,1
0.187,0.386,0.427,0.141,0.765,1
0.067,0.703,0.23,0.012,0.651,2
0.072,0.656,0.272,0.141,0.841,1
0.111,0.765,0.124,0.156,0.748,1
0.389,0.557,0.054,0.227,0.724,1
0.057,0.806,0.137,0.036,0.731,1
0.163,0.66,0.177,0.071,0.729,1
0.382,0.533,0.085,0.258,0.559,1
0.212,0.763,0.025,0.162,0.744,1
0.25,0.567,0.182,0.543,0.256,2
0.107,0.701,0.193,0.128,0.705,1
0.146,0.79,0.064,0.366,0.56,1
0.277,0.559,0.164,0.178,0.726,1
0.31,0.606,0.084,0.525,0.418,1
0.053,0.091,0.856,0.005,0.078,2
0.062,0.694,0.244,0.001,0.083,2
0.256,0.602,0.143,0.547,0.412,2
0.264,0.619,0.117,0.241,0.693,1
0.542,0.405,0.053,0.193,0.725,1
0.429,0.471,0.1,0.441,0.439,0
0.983,0.012,0.004,0.121,0.807,0
0.539,0.198,0.264,0.873,0.116,0
0.461,0.252,0.287,0.965,0.033,0
0.63,0.352,0.019,0.273,0.717,0
0.837,0.15,0.013,0.981,0.018,0
0.714,0.257,0.03,0.015,0.524,0
0.363,0.393,0.245,0.106,0.851,0
0.274,0.521,0.205,0.425,0.459,0
0.289,0.492,0.219,0.733,0.242,0
0.657,0.15,0.193,0.624,0.365,0
0.135,0.544,0.321,0.288,0.496,0
0.205,0.489,0.306,0.92,0.072,0
0.394,0.352,0.254,0.726,0.214,0
0.224,0.625,0.151,0.887,0.105,0
0.207,0.68,0.113,0.593,0.364,0
0.689,0.149,0.162,0.81,0.147,0
0.754,0.164,0.082,0.494,0.461,0
0.452,0.328,0.22,0.183,0.657,0
0.137,0.715,0.148,0.268,0.66,0
