@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.311,0.622,0.067,0.126,0.754,0.142,0.468,0
0.068,0.267,0.665,0.191,0.353,0.151,0.368,2
0.131,0.434,0.435,0.14,0.59,0.269,0.571,1
0.143,0.828,0.029,0.905,0.094,0.147,0.533,0
0.445,0.257,0.299,0.275,0.433,0.17,0.453,0
0.123,0.251,0.626,0.172,0.53,0.156,0.395,0
0.488,0.292,0.221,0.757,0.227,0.256,0.374,0
0.568,0.372,0.06,0.699,0.28,0.347,0.4,0
0.349,0.285,0.367,0.583,0.372,0.313,0.34,0
0.194,0.563,0.244,0.198,0.224,0.159,0.36,0
0.232,0.682,0.086,0.164,0.623,0.519,0.272,1
0.184,0.6,0.216,0.123,0.59,0.137,0.395,1
0.6,0.136,0.264,0.4,0.277,0.455,0.317,0
0.778,0.108,0.115,0.643,0.345,0.379,0.373,0
0.228,0.402,0.37,0.202,0.429,0.19,0.407,0
0.045,0.718,0.237,0.412,0.479,0.185,0.37,1
0.671,0.194,0.135,0.374,0.575,0.469,0.294,0
0.047,0.25,0.702,0.012,0.137,0.155,0.365,1
0.308,0.301,0.39,0.043,0.343,0.136,0.609,2
0.068,0.077,0.856,0.195,0.565,0.123,0.545,2
0.119,0.521,0.359,0.401,0.406,0.143,0.392,2
0.354,0.589,0.057,0.629,0.333,0.388,0.363,0
0.061,0.474,0.465,0.09,0.776,0.181,0.433,1
0.165,0.784,0.051,0.684,0.258,0.142,0.404,1
0.61,0.189,0.201,0.427,0.47,0.696,0.159,0
0.492,0.359,0.149,0.326,0.509,0.242,0.413,0
0.253,0.344,0.403,0.236,0.564,0.089,0.461,0
0.532,0.196,0.272,0.304,0.637,0.73,0.117,0
0.192,0.656,0.151,0.436,0.49,0.292,0.414,0
0.04,0.117,0.843,0.36,0.498,0.256,0.414,0
0.563,0.365,0.073,0.477,0.397,0.663,0.184,0
0.542,0.284,0.174,0.794,0.113,0.913,0.039,0
0.143,0.587,0.27,0.44,0.354,0.161,0.445,0
0.213,0.746,0.041,0.53,0.265,0.152,0.384,0
0.049,0.164,0.787,0.038,0.299,0.163,0.371,2
0.56,0.275,0.165,0.593,0.289,0,0.795,0
0.424,0.468,0.108,0.124,0.818,0.019,0.814,1
0.023,0.725,0.252,0.026,0.389,0.109,0.433,2
0.615,0.194,0.19,0.327,0.601,0.107,0.499,0
0.522,0.299,0.179,0.177,0.737,0.694,0.173,0
0.218,0.556,0.226,0.091,0.554,0.003,0.913,1
0.56,0.419,0.021,0.193,0.778,0.026,0.653,0
0.072,0.747,0.181,0.103,0.637,0.061,0.523,1
0.737,0.097,0.166,0.414,0.54,0.535,0.19,0
0.575,0.373,0.052,0.357,0.621,0.116,0.615,1
0.026,0.157,0.818,0.004,0.048,0.286,0.318,0
0.357,0.614,0.028,0.7,0.266,0.131,0.399,0
0.591,0.035,0.374,0.311,0.44,0.297,0.378,0
0.367,0.424,0.209,0.199,0.764,0.505,0.275,0
0.3,0.663,0.037,0.371,0.441,0.615,0.197,0
0.169,0.718,0.113,0.358,0.445,0.059,0.498,0
0.717,0.055,0.228,0.322,0.641,0.256,0.375,0
0.549,0.322,0.129,0.493,0.473,0.348,0.389,0
0.194,0.754,0.052,0.827,0.165,0.896,0.046,0
0.719,0.115,0.166,0.674,0.293,0.202,0.455,0
0.621,0.118,0.26,0.77,0.051,0.132,0.378,0
0.489,0.426,0.084,0.187,0.723,0.158,0.486,0
0.02,0.764,0.216,0.028,0.618,0.189,0.366,1
0.01,0.082,0.908,0.003,0.146,0.118,0.527,2
0.436,0.517,0.047,0.403,0.566,0.828,0.089,0
0.548,0.202,0.25,0.513,0.423,0.327,0.344,0
0.306,0.665,0.029,0.469,0.444,0.038,0.553,0
0.871,0.046,0.083,0.582,0.234,0.714,0.105,0
0.423,0.368,0.209,0.23,0.733,0.458,0.294,0
0.237,0.714,0.049,0.843,0.12,0.127,0.559,0
0.185,0.533,0.281,0.223,0.462,0.163,0.413,0
0.135,0.828,0.037,0.278,0.147,0.661,0.188,0
0.18,0.459,0.361,0.2,0.54,0.2,0.423,0
0.319,0.602,0.079,0.612,0.238,0.086,0.441,0
0.463,0.132,0.405,0.269,0.572,0.124,0.505,0
0.567,0.197,0.236,0.345,0.59,0.67,0.176,0
0.097,0.305,0.598,0.052,0.341,0.12,0.462,2
0.545,0.392,0.063,0.503,0.439,0.307,0.386,0
0.112,0.878,0.01,0.886,0.111,0.125,0.383,0
0.681,0.024,0.294,0.425,0.521,0.87,0.049,0
0.609,0.359,0.031,0.657,0.273,0.151,0.61,0
0.365,0.586,0.049,0.714,0.265,0.282,0.355,0
0.13,0.822,0.048,0.49,0.414,0.127,0.427,0
0.864,0.03,0.107,0.591,0.355,0.595,0.171,0
0.205,0.629,0.166,0.477,0.443,0.207,0.414,1
0.302,0.543,0.155,0.222,0.672,0.144,0.427,1
0.718,0.164,0.118,0.436,0.405,0.764,0.097,0
0.647,0.334,0.02,0.197,0.795,0.115,0.609,0
0.045,0.861,0.094,0.296,0.658,0.189,0.473,0
0.451,0.297,0.253,0.216,0.752,0.134,0.52,0
0.459,0.538,0.004,0.731,0.259,0.134,0.38,0
0.716,0.208,0.075,0.739,0.243,0.863,0.057,0
0.639,0.26,0.101,0.613,0.284,0.525,0.277,0
0.484,0.301,0.215,0.343,0.476,0.201,0.409,1
0.171,0.714,0.115,0.154,0.793,0.191,0.338,2
0.209,0.596,0.195,0.199,0.62,0.164,0.497,1
0.129,0.807,0.064,0.158,0.706,0.071,0.479,0
0.218,0.732,0.05,0.244,0.463,0.002,0.761,0
0.277,0.269,0.454,0.105,0.493,0.189,0.417,0
0.017,0.034,0.949,0.243,0.366,0.182,0.359,2
0.45,0.47,0.08,0.414,0.536,0.236,0.481,0
0.365,0.605,0.03,0.281,0.494,0.082,0.591,0
0.139,0.807,0.054,0.483,0.43,0.841,0.083,0
0.418,0.422,0.16,0.803,0.177,0.182,0.369,0
0.782,0.02,0.199,0.362,0.397,0.925,0.028,0
0.572,0.357,0.071,0.519,0.456,0.813,0.099,0
0.066,0.134,0.8,0.236,0.558,0.136,0.446,0
0.296,0.587,0.117,0.178,0.657,0.319,0.406,1
0.558,0.196,0.245,0.75,0.24,0.209,0.455,0
0.301,0.551,0.147,0.176,0.711,0.064,0.626,1
0.491,0.097,0.412,0.583,0.369,0.554,0.22,0
0.195,0.655,0.15,0.118,0.643,0.268,0.507,1
0.783,0.183,0.034,0.382,0.606,0.065,0.617,0
0.249,0.621,0.131,0.246,0.685,0.036,0.57,0
0.707,0.107,0.186,0.474,0.495,0.391,0.323,0
0.445,0.187,0.368,0.371,0.249,0.34,0.312,0
0.236,0.638,0.125,0.478,0.377,0.164,0.381,0
0.292,0.545,0.164,0.373,0.487,0.6,0.221,0
0.422,0.346,0.232,0.441,0.338,0.09,0.593,0
0.482,0.335,0.183,0.589,0.389,0.587,0.227,0
0.462,0.336,0.202,0.753,0.241,0.772,0.104,0
0.616,0.036,0.349,0.69,0.279,0.27,0.399,0
0.361,0.46,0.179,0.263,0.554,0.209,0.342,0
0.469,0.365,0.166,0.063,0.793,0.531,0.245,0
0.395,0.554,0.051,0.556,0.368,0.156,0.365,0
0.555,0.215,0.23,0.333,0.48,0.192,0.444,1
0.075,0.63,0.295,0.076,0.405,0.141,0.398,2
0.481,0.231,0.287,0.66,0.277,0.236,0.396,0
0.355,0.379,0.266,0.266,0.525,0.438,0.275,0
0.835,0.086,0.079,0.876,0.119,0.128,0.53,0
0.539,0.428,0.034,0.448,0.486,0.1,0.47,0
0.334,0.615,0.051,0.264,0.701,0.47,0.318,0
