@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.068,0.267,0.665,0.191,0.353,0.151,0.368,2
0.131,0.434,0.435,0.14,0.59,0.269,0.571,1
0.232,0.682,0.086,0.164,0.623,0.519,0.272,1
0.184,0.6,0.216,0.123,0.59,0.137,0.395,1
0.045,0.718,0.237,0.412,0.479,0.185,0.37,1
0.047,0.25,0.702,0.012,0.137,0.155,0.365,1
0.308,0.301,0.39,0.043,0.343,0.136,0.609,2
0.068,0.077,0.856,0.195,0.565,0.123,0.545,2
0.119,0.521,0.359,0.401,0.406,0.143,0.392,2
0.061,0.474,0.465,0.09,0.776,0.181,0.433,1
0.165,0.784,0.051,0.684,0.258,0.142,0.404,1
0.049,0.164,0.787,0.038,0.299,0.163,0.371,2
0.424,0.468,0.108,0.124,0.818,0.019,0.814,1
0.023,0.725,0.252,0.026,0.389,0.109,0.433,2
0.218,0.556,0.226,0.091,0.554,0.003,0.913,1
0.072,0.747,0.181,0.103,0.637,0.061,0.523,1
0.575,0.373,0.052,0.357,0.621,0.116,0.615,1
0.02,0.764,0.216,0.028,0.618,0.189,0.366,1
0.01,0.082,0.908,0.003,0.146,0.118,0.527,2
0.097,0.305,0.598,0.052,0.341,0.12,0.462,2
0.205,0.629,0.166,0.477,0.443,0.207,0.414,1
0.302,0.543,0.155,0.222,0.672,0.144,0.427,1
0.484,0.301,0.215,0.343,0.476,0.201,0.409,1
0.171,0.714,0.115,0.154,0.793,0.191,0.338,2
0.209,0.596,0.195,0.199,0.62,0.164,0.497,1
0.017,0.034,0.949,0.243,0.366,0.182,0.359,2
0.296,0.587,0.117,0.178,0.657,0.319,0.406,1
0.301,0.551,0.147,0.176,0.711,0.064,0.626,1
0.195,0.655,0.15,0.118,0.643,0.268,0.507,1
0.555,0.215,0.23,0.333,0.48,0.192,0.444,1
0.075,0.63,0.295,0.076,0.405,0.141,0.398,2
0.177,0.475,0.348,0.384,0.553,0.855,0.054,1
0.287,0.585,0.128,0.202,0.656,0.091,0.563,1
0.455,0.486,0.059,0.291,0.625,0.489,0.282,1
0.115,0.717,0.169,0.137,0.697,0.053,0.718,1
0.205,0.627,0.168,0.182,0.583,0.318,0.416,1
0.223,0.721,0.055,0.179,0.665,0.062,0.492,1
0.438,0.533,0.028,0.245,0.64,0.285,0.454,1
0.386,0.486,0.128,0.166,0.641,0.671,0.174,2
0.194,0.596,0.209,0.355,0.408,0.075,0.423,1
0.25,0.698,0.052,0.206,0.727,0.388,0.462,1
0.488,0.391,0.121,0.465,0.442,0.08,0.642,1
0.453,0.467,0.08,0.45,0.48,0.047,0.645,1
0.07,0.083,0.847,0.247,0.124,0.163,0.455,2
0.085,0.633,0.282,0.021,0.082,0.134,0.386,2
0.497,0.383,0.12,0.25,0.705,0.487,0.291,2
0.305,0.553,0.142,0.715,0.222,0.136,0.405,1
0.46,0.494,0.046,0.394,0.492,0.437,0.342,1
0.437,0.491,0.073,0.305,0.576,0.098,0.462,0
0.04,0.117,0.843,0.36,0.498,0.256,0.414,0
0.32,0.445,0.235,0.287,0.615,0.24,0.383,0
0.56,0.419,0.021,0.193,0.778,0.026,0.653,0
0.489,0.426,0.084,0.187,0.723,0.158,0.486,0
0.462,0.336,0.202,0.753,0.241,0.772,0.104,0
0.615,0.194,0.19,0.327,0.601,0.107,0.499,0
0.321,0.33,0.349,0.1,0.289,0.246,0.37,0
0.599,0.132,0.268,0.33,0.616,0.581,0.2,0
0.436,0.517,0.047,0.403,0.566,0.828,0.089,0
0.361,0.46,0.179,0.263,0.554,0.209,0.342,0
0.683,0.203,0.114,0.369,0.437,0.509,0.253,0
0.753,0.154,0.092,0.683,0.29,0.319,0.386,0
0.18,0.459,0.361,0.2,0.54,0.2,0.423,0
0.045,0.861,0.094,0.296,0.658,0.189,0.473,0
0.609,0.354,0.038,0.318,0.667,0.525,0.281,0
0.539,0.428,0.034,0.448,0.486,0.1,0.47,0
0.173,0.77,0.056,0.282,0.664,0.53,0.268,0
