@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature10 numeric
@attribute bi_feature735 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1044 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1393 numeric
@attribute bi_feature1507 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0,0,0,0,0,0,0,0.333653,0.351086,0.403664,0
0,0,0,0,0.004651,0,0,0,0.485571,0.523432,0.602264,0
0.003226,0,0.001076,0.002153,0.004306,0,0,0,0.724922,0.779931,0.906295,2
0,0,0,0.006579,0,0,0,0,0.704660,0.753976,0.875456,2
0.00271,0,0,0.005435,0.013587,0.002717,0,0,0.414312,0.437165,0.501907,1
0,0,0,0,0,0,0,0,0.300264,0.316637,0.357532,0
0,0,0.002584,0,0.007752,0,0,0,0.467398,0.499536,0.574721,0
0.007326,0,0.002445,0.001222,0.00489,0.003667,0,0,0.617277,0.662622,0.767956,0
0,0,0,0,0,0,0,0,0.511412,0.545307,0.625964,0
0,0,0,0.008969,0.013453,0,0,0,0.219350,0.222409,0.242832,0
0,0,0,0,0.086957,0,0,0,0.342471,0.362024,0.407383,0
0,0,0.003145,0.006289,0.015723,0,0,0,0.475186,0.506735,0.581796,0
0,0,0.001529,0.001529,0.001529,0.004587,0,0,0.761095,0.819087,0.951800,0
0,0,0.012987,0.025974,0.012987,0.012987,0,0,0.568353,0.607128,0.700570,0
0,0,0,0.006645,0.016611,0.003322,0,0,0.344904,0.362103,0.407477,0
0,0,0,0,0,0,0,0,0.532173,0.569294,0.653101,0
0,0,0.003067,0.009202,0.003067,0,0,0,0.562369,0.600470,0.695434,0
0,0,0.00277,0,0,0.00277,0,0,0.691815,0.743248,0.862896,0
0,0,0,0.018182,0.009091,0.009091,0,0,0.636597,0.676258,0.782648,0
0,0,0.003704,0.003704,0.007407,0.007407,0,0,0.240299,0.244761,0.267942,1
0,0,0,0.025974,0.012987,0,0,0,0.478042,0.505593,0.583569,1
0,0,0.003096,0.004644,0.003096,0.003096,0,0,0.536019,0.573395,0.663028,0
0,0,0,0.001185,0.001185,0,0,0,0.696993,0.749959,0.869971,1
0,0,0.012346,0.024691,0,0.012346,0,0,0.593061,0.626598,0.725634,0
0,0,0.007246,0.007246,0.021739,0.01087,0,0,0.233758,0.232949,0.253455,0
0,0,0,0,0.040816,0,0,0,0.208610,0.216329,0.236585,0
0,0,0,0.004376,0.002188,0.002188,0,0,0.564999,0.604895,0.699957,0
0,0,0,0.003497,0.005828,0.001166,0.001166,0,0.677801,0.727921,0.843661,1
0,0,0,0.010204,0,0,0,0,0.614457,0.655950,0.757851,0
0,0,0,0.007634,0.015267,0.003817,0,0,0.288665,0.297313,0.331205,0
0,0,0,0.017241,0,0,0,0,0.426978,0.452301,0.523017,0
0,0,0.006073,0.01417,0.010121,0.006073,0,0,0.486185,0.517374,0.595380,0
0.002671,0,0.000891,0.003565,0.002674,0.001783,0,0,0.736123,0.791823,0.919827,1
0,0,0,0.02439,0,0.012195,0,0,0.617552,0.652875,0.755934,0
0,0,0,0,0,0,0,0,0.273697,0.280375,0.315530,0
0,0,0,0.013333,0.013333,0,0,0,0.047330,0.055097,0.044019,2
0,0,0,0.001786,0.005357,0.001786,0,0,0.315214,0.337398,0.387175,2
0,0,0,0,0.002721,0.001361,0,0,0.701979,0.754337,0.875835,2
0,0,0,0.011628,0.011628,0,0,0,0.512313,0.539198,0.621596,0
