@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.261,0.704,0.035,0.207,0.744,0.267,0.35,0
0.027,0.305,0.668,0.055,0.407,0.193,0.32,2
0.116,0.469,0.415,0.322,0.45,0.23,0.61,1
0.048,0.922,0.03,0.324,0.605,0.33,0.365,0
0.619,0.209,0.172,0.275,0.52,0.279,0.357,0
0.803,0.076,0.121,0.122,0.515,0.223,0.328,0
0.112,0.476,0.413,0.719,0.236,0.279,0.369,0
0.587,0.351,0.062,0.888,0.097,0.4,0.382,0
0.139,0.285,0.576,0.769,0.196,0.294,0.374,0
0.729,0.195,0.076,0.127,0.3,0.189,0.324,0
0.026,0.757,0.217,0.425,0.399,0.405,0.391,1
0.082,0.651,0.267,0.101,0.601,0.201,0.324,1
0.703,0.089,0.208,0.415,0.387,0.403,0.388,0
0.438,0.205,0.358,0.911,0.083,0.398,0.384,0
0.301,0.416,0.283,0.091,0.482,0.253,0.355,0
0.025,0.757,0.218,0.261,0.542,0.217,0.341,1
0.437,0.312,0.251,0.68,0.291,0.384,0.391,0
0.014,0.329,0.656,0.003,0.183,0.193,0.322,1
0.148,0.353,0.5,0.014,0.314,0.431,0.342,2
0.115,0.044,0.84,0.113,0.668,0.321,0.353,2
0.027,0.607,0.365,0.437,0.354,0.202,0.328,2
0.106,0.768,0.126,0.769,0.194,0.394,0.385,0
0.052,0.459,0.489,0.18,0.697,0.269,0.359,1
0.034,0.853,0.113,0.784,0.15,0.21,0.332,1
0.291,0.305,0.403,0.623,0.291,0.416,0.399,0
0.784,0.15,0.066,0.377,0.489,0.311,0.368,0
0.042,0.432,0.526,0.4,0.391,0.216,0.307,0
0.367,0.272,0.361,0.761,0.213,0.357,0.41,0
0.151,0.706,0.143,0.348,0.524,0.357,0.381,0
0.145,0.048,0.807,0.426,0.378,0.329,0.369,0
0.443,0.449,0.108,0.421,0.462,0.429,0.393,0
0.421,0.322,0.257,0.544,0.181,0.433,0.414,0
0.163,0.535,0.302,0.129,0.461,0.271,0.346,0
0.077,0.84,0.083,0.423,0.327,0.202,0.33,0
0.032,0.158,0.81,0.025,0.323,0.202,0.33,2
0.03,0.592,0.378,0.023,0.808,0.314,0.309,1
0.915,0.005,0.08,0.231,0.642,0.299,0.221,0
0.359,0.555,0.086,0.128,0.857,0.423,0.338,0
0.215,0.373,0.412,0.449,0.254,0.168,0.118,0
0.288,0.67,0.043,0.178,0.8,0.219,0.505,1
0.015,0.751,0.233,0.015,0.345,0.212,0.314,2
0.329,0.407,0.264,0.455,0.487,0.274,0.323,0
0.221,0.556,0.224,0.156,0.793,0.457,0.384,0
0.074,0.588,0.339,0.157,0.444,0.04,0.897,1
0.226,0.767,0.007,0.336,0.654,0.286,0.28,0
0.069,0.749,0.182,0.104,0.572,0.193,0.501,1
0.893,0.036,0.071,0.7,0.256,0.289,0.392,0
0.289,0.668,0.043,0.656,0.328,0.401,0.345,1
0.033,0.166,0.801,0.001,0.081,0.249,0.361,0
0.369,0.611,0.02,0.728,0.236,0.199,0.323,0
0.944,0.004,0.052,0.151,0.585,0.33,0.371,0
0.244,0.52,0.236,0.56,0.403,0.397,0.389,0
0.144,0.822,0.034,0.609,0.252,0.387,0.399,0
0.562,0.39,0.048,0.364,0.369,0.214,0.291,0
0.761,0.067,0.172,0.819,0.168,0.28,0.369,0
0.48,0.353,0.166,0.805,0.173,0.386,0.383,0
0.292,0.669,0.039,0.849,0.129,0.42,0.415,0
0.889,0.042,0.069,0.592,0.347,0.318,0.364,0
0.392,0.29,0.319,0.051,0.359,0.184,0.316,0
0.411,0.521,0.068,0.321,0.629,0.298,0.361,0
0.017,0.754,0.23,0.008,0.725,0.216,0.341,1
0.015,0.091,0.894,0.003,0.221,0.314,0.333,2
0.497,0.47,0.033,0.759,0.218,0.449,0.399,0
0.974,0.012,0.014,0.416,0.533,0.308,0.38,0
0.15,0.83,0.02,0.475,0.439,0.225,0.279,0
0.978,0.008,0.014,0.421,0.217,0.361,0.35,0
0.373,0.484,0.143,0.343,0.614,0.381,0.384,0
0.558,0.423,0.019,0.629,0.172,0.372,0.331,0
0.158,0.473,0.369,0.164,0.544,0.237,0.343,0
0.049,0.914,0.037,0.038,0.324,0.433,0.393,0
0.336,0.273,0.391,0.173,0.554,0.288,0.353,0
0.207,0.624,0.169,0.336,0.467,0.196,0.302,0
0.26,0.265,0.475,0.29,0.528,0.307,0.326,0
0.44,0.287,0.273,0.557,0.376,0.431,0.384,0
0.139,0.257,0.604,0.026,0.317,0.262,0.315,2
0.529,0.4,0.072,0.843,0.139,0.338,0.381,0
0.005,0.976,0.019,0.616,0.337,0.181,0.315,0
0.91,0.008,0.082,0.766,0.208,0.363,0.425,0
0.242,0.584,0.174,0.42,0.471,0.424,0.365,0
0.29,0.668,0.042,0.778,0.204,0.281,0.371,0
0.226,0.722,0.052,0.52,0.39,0.219,0.328,0
0.974,0.005,0.021,0.353,0.501,0.329,0.385,0
0.059,0.651,0.29,0.56,0.391,0.274,0.363,1
0.432,0.497,0.071,0.338,0.555,0.235,0.337,1
0.99,0.006,0.005,0.097,0.703,0.371,0.389,0
0.297,0.691,0.012,0.592,0.404,0.394,0.344,0
0,0.955,0.045,0.834,0.142,0.363,0.331,0
0.256,0.606,0.138,0.426,0.559,0.309,0.354,0
0.306,0.689,0.005,0.807,0.186,0.187,0.318,0
0.891,0.081,0.028,0.817,0.16,0.395,0.409,0
0.536,0.312,0.152,0.659,0.245,0.424,0.388,0
0.797,0.125,0.077,0.309,0.528,0.269,0.356,1
0.063,0.847,0.09,0.733,0.252,0.194,0.331,2
0.338,0.434,0.228,0.232,0.603,0.313,0.365,1
