@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.006,0.36,0.635,0.169,0.365,2
0.134,0.09,0.776,0.288,0.301,2
0.035,0.521,0.444,0.545,0.221,1
0.078,0.717,0.205,0.425,0.327,1
0.059,0.691,0.25,0.369,0.309,1
0.124,0.685,0.191,0.148,0.385,1
0.019,0.779,0.202,0.178,0.37,1
0.005,0.339,0.657,0.169,0.363,1
0.16,0.4,0.44,0.193,0.54,2
0.058,0.079,0.864,0.139,0.502,2
0.06,0.554,0.385,0.146,0.383,2
0.212,0.304,0.484,0.139,0.465,2
0.012,0.546,0.442,0.171,0.421,1
0.102,0.797,0.101,0.142,0.392,1
0.04,0.207,0.752,0.314,0.369,1
0.011,0.18,0.809,0.166,0.368,2
0.031,0.63,0.338,0.105,0.578,1
0.256,0.706,0.038,0.125,0.544,1
0.017,0.774,0.209,0.149,0.415,2
0.184,0.506,0.31,0.033,0.845,1
0.066,0.768,0.166,0.113,0.536,1
0.506,0.453,0.041,0.162,0.55,1
0.561,0.294,0.145,0.274,0.384,2
0.004,0.808,0.188,0.182,0.368,1
0.145,0.078,0.778,0.62,0.172,2
0.018,0.095,0.887,0.188,0.476,2
0.101,0.295,0.604,0.222,0.42,2
0.659,0.21,0.13,0.395,0.34,1
0.691,0.251,0.058,0.14,0.482,2
0.066,0.672,0.262,0.191,0.409,1
0.408,0.489,0.103,0.159,0.411,1
0.425,0.272,0.304,0.138,0.455,1
0.383,0.269,0.349,0.244,0.367,2
0.2,0.782,0.019,0.128,0.367,1
0.557,0.278,0.165,0.497,0.278,2
0.559,0.295,0.146,0.203,0.402,1
0.053,0.836,0.11,0.184,0.345,2
0.326,0.079,0.595,0.727,0.112,1
0.276,0.664,0.06,0.372,0.375,1
0.348,0.18,0.472,0.28,0.399,2
0.158,0.585,0.257,0.155,0.47,1
0.225,0.42,0.354,0.505,0.271,2
0.044,0.014,0.942,0.184,0.36,2
0.312,0.375,0.313,0.139,0.469,1
0.151,0.674,0.175,0.272,0.42,1
0.211,0.691,0.098,0.138,0.43,1
0.679,0.255,0.066,0.254,0.491,1
0.623,0.305,0.073,0.505,0.253,1
0.457,0.269,0.274,0.178,0.431,1
0.02,0.717,0.263,0.172,0.387,2
0.336,0.528,0.136,0.629,0.201,1
0.095,0.451,0.454,0.786,0.092,1
0.131,0.686,0.183,0.169,0.503,1
0.17,0.73,0.101,0.232,0.331,1
0.011,0.114,0.875,0.222,0.363,2
0.21,0.67,0.12,0.171,0.359,1
0.539,0.437,0.024,0.65,0.194,1
0.291,0.658,0.05,0.403,0.333,1
0.119,0.789,0.091,0.16,0.417,1
0.18,0.715,0.105,0.284,0.425,1
0.16,0.791,0.049,0.134,0.465,1
0.215,0.772,0.013,0.324,0.424,1
0.493,0.473,0.035,0.192,0.345,1
0.04,0.781,0.179,0.416,0.296,1
0.001,0.094,0.905,0.207,0.353,2
0.104,0.401,0.494,0.158,0.362,2
0.3,0.523,0.177,0.561,0.241,2
0.044,0.717,0.239,0.133,0.411,1
0.227,0.755,0.018,0.232,0.584,1
0.404,0.494,0.102,0.157,0.616,1
0.29,0.665,0.046,0.083,0.588,1
0.352,0.541,0.107,0.251,0.407,1
0.169,0.024,0.806,0.165,0.435,2
0.028,0.683,0.289,0.142,0.377,2
0.373,0.541,0.086,0.4,0.341,2
0.171,0.691,0.138,0.17,0.392,1
0.676,0.297,0.028,0.358,0.384,1
0.309,0.631,0.06,0.182,0.359,0
0.481,0.276,0.243,0.826,0.078,0
0.464,0.523,0.014,0.163,0.546,0
0.099,0.584,0.317,0.188,0.424,0
0.389,0.578,0.033,0.191,0.514,0
0.25,0.708,0.041,0.773,0.123,0
0.42,0.415,0.165,0.334,0.386,0
0.749,0.223,0.028,0.164,0.371,0
0.347,0.559,0.094,0.116,0.432,0
0.363,0.522,0.116,0.28,0.398,0
0.311,0.535,0.154,0.205,0.35,0
0.139,0.807,0.055,0.151,0.377,0
0.483,0.469,0.047,0.279,0.445,0
0.753,0.212,0.035,0.13,0.383,0
0.801,0.019,0.18,0.238,0.406,0
0.745,0.19,0.065,0.157,0.36,0
0.504,0.153,0.343,0.296,0.34,0
0.915,0.001,0.084,0.319,0.353,0
0.036,0.947,0.017,0.129,0.374,0
0.93,0.026,0.044,0.156,0.356,0
0.542,0.194,0.263,0.748,0.137,0
0.584,0.287,0.129,0.631,0.202,0
0.701,0.115,0.185,0.458,0.244,0
0.942,0.02,0.038,0.867,0.079,0
0.118,0.757,0.125,0.169,0.376,0
0.594,0.344,0.062,0.128,0.596,0
0.373,0.395,0.232,0.669,0.197,0
0.255,0.683,0.062,0.154,0.46,0
0.563,0.28,0.157,0.308,0.402,0
0.613,0.344,0.044,0.134,0.552,0
0.909,0.02,0.072,0.59,0.2,0
0.261,0.591,0.149,0.175,0.369,0
0.113,0.855,0.032,0.148,0.383,0
0.451,0.519,0.03,0.131,0.443,0
0.854,0.054,0.093,0.357,0.317,0
0.776,0.024,0.199,0.84,0.063,0
0.751,0.159,0.09,0.548,0.213,0
0.61,0.184,0.207,0.53,0.216,0
0.62,0.15,0.23,0.674,0.139,0
0.863,0.038,0.099,0.189,0.446,0
