@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.273,0.684,0.043,0.129,0.74,0.138,0.387,0
0.011,0.293,0.696,0.017,0.388,0.166,0.314,2
0.018,0.481,0.502,0.045,0.591,0.261,0.632,1
0.163,0.819,0.018,0.665,0.329,0.129,0.446,0
0.463,0.234,0.303,0.182,0.547,0.158,0.395,0
0.084,0.214,0.702,0.035,0.542,0.181,0.343,0
0.503,0.291,0.206,0.9,0.096,0.22,0.38,0
0.785,0.182,0.034,0.745,0.239,0.256,0.464,0
0.22,0.284,0.496,0.653,0.322,0.27,0.377,0
0.629,0.258,0.113,0.084,0.372,0.156,0.308,0
0.159,0.688,0.153,0.536,0.317,0.378,0.407,1
0.055,0.764,0.181,0.037,0.583,0.143,0.323,1
0.406,0.091,0.503,0.092,0.562,0.331,0.43,0
0.748,0.099,0.154,0.906,0.092,0.278,0.452,0
0.135,0.467,0.398,0.002,0.352,0.172,0.367,0
0.008,0.799,0.194,0.198,0.536,0.175,0.333,1
0.715,0.141,0.145,0.858,0.13,0.349,0.408,0
0.01,0.276,0.715,0,0.153,0.165,0.313,1
0.183,0.305,0.512,0.003,0.279,0.161,0.533,2
0.054,0.045,0.901,0.044,0.651,0.127,0.442,2
0.013,0.585,0.402,0.365,0.329,0.142,0.323,2
0.627,0.335,0.038,0.677,0.283,0.286,0.446,0
0.015,0.53,0.456,0.011,0.747,0.162,0.384,1
0.207,0.749,0.044,0.656,0.262,0.138,0.33,1
0.592,0.168,0.241,0.797,0.165,0.532,0.324,0
0.196,0.621,0.182,0.75,0.211,0.229,0.442,0
0.068,0.056,0.876,0.143,0.565,0.232,0.42,0
0.853,0.115,0.031,0.639,0.309,0.501,0.348,0
0.66,0.19,0.149,0.883,0.063,0.821,0.139,0
0.055,0.677,0.268,0.026,0.443,0.176,0.388,0
0.28,0.687,0.033,0.219,0.438,0.148,0.321,0
0.009,0.131,0.86,0.007,0.3,0.163,0.321,2
0.029,0.566,0.406,0.004,0.762,0.095,0.462,1
0.133,0.015,0.853,0.624,0.307,0.045,0.531,0
0.346,0.538,0.117,0.844,0.145,0.096,0.548,0
0.637,0.19,0.173,0.457,0.3,0.03,0.497,0
0.207,0.715,0.079,0.191,0.781,0.045,0.736,1
0.01,0.795,0.195,0.001,0.338,0.141,0.341,2
0.54,0.293,0.167,0.488,0.473,0.161,0.403,0
0.465,0.341,0.194,0.191,0.713,0.536,0.337,0
0.278,0.477,0.245,0.083,0.531,0.054,0.47,1
0.324,0.668,0.008,0.537,0.456,0.083,0.453,0
0.051,0.777,0.172,0.044,0.626,0.107,0.351,1
0.941,0.017,0.043,0.768,0.211,0.445,0.303,0
0.667,0.3,0.034,0.84,0.156,0.139,0.517,1
0.018,0.137,0.844,0,0.065,0.262,0.343,0
0.515,0.475,0.01,0.699,0.275,0.136,0.321,0
0.589,0.018,0.394,0.365,0.496,0.272,0.406,0
0.53,0.306,0.164,0.328,0.54,0.383,0.399,0
0.419,0.559,0.022,0.246,0.536,0.467,0.348,0
0.655,0.295,0.05,0.223,0.521,0.107,0.355,0
0.623,0.079,0.298,0.842,0.152,0.22,0.38,0
0.699,0.196,0.105,0.81,0.161,0.26,0.452,0
0.359,0.608,0.033,0.967,0.032,0.795,0.155,0
0.646,0.1,0.254,0.693,0.293,0.189,0.424,0
0.568,0.137,0.295,0,0.162,0.137,0.305,0
0.441,0.464,0.095,0.297,0.667,0.143,0.414,0
0.008,0.787,0.205,0.006,0.743,0.179,0.332,1
0.005,0.074,0.92,0,0.204,0.168,0.436,2
0.604,0.359,0.037,0.882,0.112,0.674,0.244,0
0.646,0.115,0.239,0.459,0.518,0.267,0.389,0
0.206,0.781,0.013,0.307,0.638,0.092,0.378,0
0.984,0.005,0.01,0.507,0.313,0.855,0.112,0
0.617,0.264,0.119,0.373,0.553,0.371,0.396,0
0.596,0.374,0.03,0.581,0.266,0.198,0.475,0
0.267,0.449,0.283,0.044,0.589,0.161,0.356,0
0.249,0.726,0.025,0.245,0.405,0.488,0.358,0
0.405,0.298,0.296,0.039,0.644,0.21,0.395,0
0.624,0.347,0.028,0.299,0.558,0.117,0.326,0
0.426,0.133,0.441,0.276,0.499,0.198,0.424,0
0.671,0.123,0.206,0.734,0.232,0.56,0.312,0
0.069,0.289,0.642,0.005,0.318,0.201,0.385,2
0.592,0.337,0.071,0.76,0.22,0.243,0.422,0
0.08,0.919,0.001,0.991,0.009,0.126,0.301,0
0.578,0.022,0.4,0.666,0.312,0.78,0.154,0
0.783,0.195,0.022,0.083,0.72,0.123,0.534,0
0.328,0.642,0.03,0.766,0.227,0.24,0.375,0
0.384,0.588,0.027,0.293,0.573,0.138,0.342,0
0.938,0.011,0.051,0.46,0.505,0.558,0.273,0
0.058,0.727,0.215,0.766,0.213,0.182,0.385,1
0.419,0.459,0.122,0.207,0.77,0.152,0.356,1
0.991,0.006,0.003,0.291,0.627,0.748,0.179,0
0.629,0.36,0.011,0.839,0.159,0.14,0.511,0
0.001,0.961,0.038,0.398,0.39,0.293,0.426,0
0.112,0.511,0.376,0.418,0.571,0.137,0.43,0
0.755,0.244,0.001,0.674,0.321,0.14,0.309,0
0.941,0.044,0.015,0.948,0.05,0.796,0.151,0
0.75,0.158,0.092,0.496,0.365,0.376,0.418,0
0.587,0.208,0.205,0.285,0.583,0.192,0.38,1
0.037,0.853,0.11,0.614,0.279,0.184,0.31,2
0.229,0.564,0.207,0.194,0.707,0.143,0.428,1
0.156,0.818,0.026,0.079,0.709,0.104,0.343,0
0.429,0.541,0.03,0.317,0.271,0.042,0.494,0
0.367,0.192,0.441,0.008,0.572,0.17,0.376,0
0.012,0.022,0.966,0.053,0.49,0.182,0.323,2
0.578,0.368,0.055,0.377,0.594,0.238,0.474,0
0.844,0.15,0.007,0.186,0.657,0.105,0.448,0
0.122,0.823,0.055,0.567,0.396,0.689,0.236,0
0.106,0.658,0.236,0.888,0.105,0.172,0.329,0
0.808,0.012,0.181,0.364,0.371,0.896,0.081,0
0.748,0.203,0.049,0.745,0.244,0.65,0.262,0
0.093,0.073,0.834,0.023,0.707,0.129,0.358,0
0.156,0.673,0.172,0.369,0.557,0.243,0.451,1
0.246,0.249,0.505,0.947,0.052,0.176,0.424,0
0.22,0.642,0.138,0.194,0.692,0.091,0.526,1
0.553,0.066,0.381,0.871,0.125,0.466,0.338,0
0.107,0.687,0.207,0.311,0.621,0.211,0.529,1
0.825,0.149,0.026,0.839,0.159,0.118,0.469,0
0.109,0.82,0.071,0.167,0.754,0.088,0.388,0
0.846,0.048,0.107,0.856,0.133,0.325,0.396,0
0.302,0.132,0.565,0.119,0.342,0.284,0.362,0
0.14,0.728,0.132,0.092,0.597,0.164,0.33,0
0.318,0.491,0.191,0.128,0.759,0.468,0.366,0
0.296,0.427,0.276,0.188,0.64,0.114,0.533,0
0.609,0.226,0.165,0.708,0.285,0.439,0.377,0
0.257,0.363,0.38,0.947,0.052,0.635,0.25,0
0.36,0.023,0.617,0.539,0.454,0.222,0.412,0
0.386,0.439,0.175,0.243,0.463,0.202,0.325,0
0.266,0.413,0.32,0.03,0.787,0.401,0.376,0
0.379,0.582,0.038,0.414,0.426,0.16,0.313,0
0.333,0.217,0.45,0.066,0.789,0.168,0.401,1
0.034,0.697,0.269,0.006,0.372,0.165,0.334,2
0.58,0.188,0.232,0.81,0.153,0.203,0.388,0
0.207,0.351,0.443,0.161,0.563,0.347,0.369,0
0.869,0.051,0.081,0.585,0.402,0.124,0.429,0
0.519,0.454,0.027,0.401,0.568,0.123,0.359,0
0.177,0.783,0.041,0.421,0.536,0.36,0.432,0
0.112,0.41,0.478,0.036,0.777,0.765,0.161,1
0.854,0.027,0.119,0.802,0.186,0.175,0.427,0
0.229,0.725,0.046,0.668,0.262,0.18,0.323,0
0.422,0.481,0.098,0.461,0.523,0.433,0.384,0
0.041,0.473,0.486,0.277,0.615,0.184,0.434,0
0.377,0.565,0.059,0.347,0.614,0.128,0.355,0
0.277,0.01,0.713,0.193,0.618,0.934,0.052,0
0.078,0.826,0.095,0.466,0.343,0.254,0.462,0
0.27,0.583,0.147,0.083,0.637,0.149,0.448,1
0.1,0.838,0.063,0.262,0.718,0.108,0.487,0
0.297,0.656,0.047,0.797,0.2,0.128,0.409,0
0.858,0.061,0.081,0.236,0.492,0.304,0.371,0
0.602,0.101,0.297,0.531,0.424,0.294,0.457,0
0.519,0.353,0.128,0.933,0.066,0.633,0.254,0
0.548,0.261,0.192,0.434,0.387,0.139,0.414,0
0.113,0.86,0.027,0.415,0.551,0.152,0.323,0
0.22,0.694,0.086,0.388,0.573,0.444,0.361,0
0.786,0.071,0.143,0.632,0.318,0.192,0.417,0
0.171,0.787,0.042,0.931,0.063,0.231,0.326,0
0.062,0.908,0.03,0.255,0.546,0.585,0.293,0
0.313,0.42,0.267,0.896,0.099,0.599,0.298,0
0.51,0.121,0.369,0.131,0.576,0.233,0.428,0
0.137,0.824,0.039,0.244,0.606,0.152,0.317,0
0.249,0.727,0.024,0.173,0.532,0.719,0.216,0
0.573,0.262,0.165,0.02,0.714,0.202,0.434,0
0.295,0.653,0.052,0.145,0.78,0.362,0.404,1
0.118,0.852,0.03,0.714,0.262,0.162,0.472,0
0.121,0.202,0.676,0.041,0.472,0.217,0.364,0
0.035,0.83,0.135,0.046,0.753,0.075,0.659,1
0.14,0.685,0.175,0.042,0.653,0.249,0.462,1
0.631,0.364,0.006,0.983,0.017,0.812,0.146,0
0.528,0.203,0.269,0.538,0.415,0.229,0.408,0
0.768,0.223,0.01,0.527,0.391,0.142,0.309,0
0.336,0.628,0.036,0.47,0.308,0.125,0.482,0
0.28,0.675,0.045,0.526,0.469,0.125,0.476,0
0.138,0.821,0.042,0.235,0.704,0.123,0.359,1
