@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.011,0.293,0.696,0.017,0.388,0.166,0.314,2
0.018,0.481,0.502,0.045,0.591,0.261,0.632,1
0.159,0.688,0.153,0.536,0.317,0.378,0.407,1
0.055,0.764,0.181,0.037,0.583,0.143,0.323,1
0.008,0.799,0.194,0.198,0.536,0.175,0.333,1
0.01,0.276,0.715,0,0.153,0.165,0.313,1
0.183,0.305,0.512,0.003,0.279,0.161,0.533,2
0.054,0.045,0.901,0.044,0.651,0.127,0.442,2
0.013,0.585,0.402,0.365,0.329,0.142,0.323,2
0.015,0.53,0.456,0.011,0.747,0.162,0.384,1
0.207,0.749,0.044,0.656,0.262,0.138,0.33,1
0.009,0.131,0.86,0.007,0.3,0.163,0.321,2
0.029,0.566,0.406,0.004,0.762,0.095,0.462,1
0.207,0.715,0.079,0.191,0.781,0.045,0.736,1
0.01,0.795,0.195,0.001,0.338,0.141,0.341,2
0.278,0.477,0.245,0.083,0.531,0.054,0.47,1
0.051,0.777,0.172,0.044,0.626,0.107,0.351,1
0.667,0.3,0.034,0.84,0.156,0.139,0.517,1
0.008,0.787,0.205,0.006,0.743,0.179,0.332,1
0.005,0.074,0.92,0,0.204,0.168,0.436,2
0.069,0.289,0.642,0.005,0.318,0.201,0.385,2
0.058,0.727,0.215,0.766,0.213,0.182,0.385,1
0.419,0.459,0.122,0.207,0.77,0.152,0.356,1
0.587,0.208,0.205,0.285,0.583,0.192,0.38,1
0.037,0.853,0.11,0.614,0.279,0.184,0.31,2
0.229,0.564,0.207,0.194,0.707,0.143,0.428,1
0.012,0.022,0.966,0.053,0.49,0.182,0.323,2
0.156,0.673,0.172,0.369,0.557,0.243,0.451,1
0.22,0.642,0.138,0.194,0.692,0.091,0.526,1
0.107,0.687,0.207,0.311,0.621,0.211,0.529,1
0.333,0.217,0.45,0.066,0.789,0.168,0.401,1
0.034,0.697,0.269,0.006,0.372,0.165,0.334,2
0.112,0.41,0.478,0.036,0.777,0.765,0.161,1
0.27,0.583,0.147,0.083,0.637,0.149,0.448,1
0.295,0.653,0.052,0.145,0.78,0.362,0.404,1
0.035,0.83,0.135,0.046,0.753,0.075,0.659,1
0.14,0.685,0.175,0.042,0.653,0.249,0.462,1
0.138,0.821,0.042,0.235,0.704,0.123,0.359,1
0.227,0.755,0.018,0.063,0.706,0.272,0.474,1
0.359,0.478,0.163,0.546,0.343,0.507,0.338,2
0.101,0.69,0.209,0.036,0.543,0.124,0.312,1
0.247,0.728,0.025,0.423,0.53,0.273,0.596,1
0.483,0.386,0.131,0.088,0.719,0.151,0.464,1
0.262,0.673,0.065,0.516,0.412,0.107,0.546,1
0.086,0.023,0.891,0,0.279,0.156,0.392,2
0.02,0.7,0.28,0,0.041,0.139,0.313,2
0.489,0.409,0.102,0.546,0.42,0.356,0.415,2
0.11,0.728,0.163,0.104,0.695,0.162,0.337,1
0.81,0.174,0.016,0.072,0.67,0.311,0.452,1
0.246,0.249,0.505,0.947,0.052,0.176,0.424,0
0.631,0.364,0.006,0.983,0.017,0.812,0.146,0
0.209,0.339,0.452,0.008,0.447,0.215,0.37,0
0.785,0.182,0.034,0.745,0.239,0.256,0.464,0
0.429,0.541,0.03,0.317,0.271,0.042,0.494,0
0.137,0.824,0.039,0.244,0.606,0.152,0.317,0
0.206,0.781,0.013,0.307,0.638,0.092,0.378,0
0.663,0.116,0.22,0.63,0.298,0.455,0.336,0
0.22,0.694,0.086,0.388,0.573,0.444,0.361,0
0.229,0.725,0.046,0.668,0.262,0.18,0.323,0
0.08,0.919,0.001,0.991,0.009,0.126,0.301,0
0.768,0.223,0.01,0.527,0.391,0.142,0.309,0
0.677,0.261,0.061,0.28,0.654,0.181,0.327,0
0.018,0.137,0.844,0,0.065,0.262,0.343,0
0.122,0.823,0.055,0.567,0.396,0.689,0.236,0
0.853,0.115,0.031,0.639,0.309,0.501,0.348,0
0.386,0.439,0.175,0.243,0.463,0.202,0.325,0
0.031,0.119,0.849,0,0.065,0.215,0.373,0
