@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.248,0.707,0.044,0.136,0.785,0.1,0.445,0
0.007,0.371,0.622,0.034,0.416,0.159,0.229,2
0.071,0.481,0.448,0.097,0.63,0.185,0.766,1
0.147,0.764,0.089,0.799,0.196,0.232,0.385,0
0.642,0.173,0.185,0.314,0.446,0.1,0.457,0
0.182,0.314,0.503,0.012,0.574,0.341,0.129,0
0.168,0.416,0.417,0.819,0.154,0.182,0.456,0
0.829,0.138,0.033,0.913,0.076,0.055,0.731,0
0.396,0.244,0.361,0.856,0.123,0.463,0.231,0
0.656,0.263,0.08,0.129,0.279,0.141,0.316,0
0.122,0.71,0.168,0.654,0.204,0.435,0.355,1
0.125,0.747,0.127,0.07,0.606,0.153,0.293,1
0.695,0.091,0.215,0.368,0.387,0.339,0.416,0
0.837,0.076,0.088,0.863,0.129,0.075,0.701,0
0.158,0.445,0.397,0.271,0.549,0.072,0.487,0
0.011,0.798,0.191,0.189,0.653,0.168,0.356,1
0.735,0.144,0.121,0.617,0.351,0.116,0.561,0
0.003,0.355,0.641,0.001,0.182,0.242,0.18,1
0.191,0.302,0.507,0.099,0.213,0.44,0.229,2
0.103,0.079,0.817,0.02,0.713,0.069,0.462,2
0.035,0.605,0.36,0.147,0.531,0.143,0.337,2
0.369,0.557,0.075,0.498,0.455,0.264,0.539,0
0.014,0.536,0.45,0.087,0.824,0.106,0.453,1
0.114,0.817,0.069,0.641,0.282,0.145,0.372,1
0.649,0.161,0.19,0.701,0.235,0.749,0.137,0
0.797,0.143,0.06,0.478,0.386,0.214,0.37,0
0.057,0.465,0.479,0.178,0.559,0.203,0.134,0
0.413,0.205,0.382,0.389,0.56,0.474,0.346,0
0.177,0.575,0.248,0.314,0.607,0.29,0.507,0
0.19,0.088,0.722,0.201,0.517,0.351,0.293,0
0.775,0.173,0.052,0.642,0.271,0.535,0.334,0
0.497,0.275,0.228,0.899,0.045,0.541,0.339,0
0.092,0.618,0.29,0.632,0.244,0.133,0.273,0
0.224,0.725,0.051,0.517,0.329,0.153,0.338,0
0.024,0.212,0.764,0.008,0.323,0.174,0.288,2
0.013,0.57,0.417,0.01,0.76,0.411,0.085,1
0.507,0.026,0.467,0.978,0.017,0.496,0.002,0
0.385,0.483,0.131,0.909,0.088,0.41,0.298,0
0.61,0.23,0.16,0.8,0.106,0.048,0,0
0.222,0.678,0.099,0.149,0.825,0.127,0.621,1
0.008,0.796,0.196,0.001,0.411,0.223,0.146,2
0.136,0.431,0.433,0.6,0.351,0.468,0.045,0
0.307,0.458,0.235,0.203,0.753,0.513,0.332,0
0.214,0.509,0.277,0.149,0.349,0.001,0.998,1
