@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.007,0.371,0.622,0.034,0.416,0.159,0.229,2
0.071,0.481,0.448,0.097,0.63,0.185,0.766,1
0.122,0.71,0.168,0.654,0.204,0.435,0.355,1
0.125,0.747,0.127,0.07,0.606,0.153,0.293,1
0.011,0.798,0.191,0.189,0.653,0.168,0.356,1
0.003,0.355,0.641,0.001,0.182,0.242,0.18,1
0.191,0.302,0.507,0.099,0.213,0.44,0.229,2
0.103,0.079,0.817,0.02,0.713,0.069,0.462,2
0.035,0.605,0.36,0.147,0.531,0.143,0.337,2
0.014,0.536,0.45,0.087,0.824,0.106,0.453,1
0.114,0.817,0.069,0.641,0.282,0.145,0.372,1
0.024,0.212,0.764,0.008,0.323,0.174,0.288,2
0.013,0.57,0.417,0.01,0.76,0.411,0.085,1
0.222,0.678,0.099,0.149,0.825,0.127,0.621,1
0.008,0.796,0.196,0.001,0.411,0.223,0.146,2
0.214,0.509,0.277,0.149,0.349,0.001,0.998,1
0.035,0.824,0.141,0.009,0.614,0.148,0.27,1
0.593,0.35,0.057,0.622,0.357,0.458,0.211,1
0.01,0.807,0.183,0.003,0.694,0.269,0.269,1
0.004,0.099,0.896,0.001,0.311,0.224,0.132,2
0.089,0.301,0.609,0.009,0.277,0.233,0.056,2
0.173,0.662,0.165,0.238,0.714,0.097,0.505,1
0.174,0.657,0.17,0.145,0.784,0.257,0.255,1
0.685,0.19,0.125,0.528,0.344,0.235,0.286,1
0.028,0.858,0.113,0.371,0.592,0.205,0.27,2
0.284,0.516,0.201,0.185,0.679,0.064,0.588,1
0.018,0.036,0.946,0.11,0.425,0.197,0.276,2
0.778,0.101,0.121,0.229,0.691,0.048,0.579,1
0.017,0.726,0.257,0.006,0.482,0.224,0.182,2
0.122,0.532,0.346,0.143,0.784,0.639,0.223,1
0.153,0.707,0.139,0.14,0.626,0.47,0.083,1
0.459,0.486,0.054,0.205,0.757,0.142,0.597,1
0.043,0.817,0.141,0.012,0.782,0.042,0.896,1
0.127,0.704,0.169,0.082,0.662,0.237,0.536,1
0.101,0.819,0.081,0.471,0.392,0.229,0.049,1
0.282,0.689,0.028,0.396,0.553,0.28,0.322,1
0.41,0.444,0.146,0.698,0.201,0.127,0.634,2
0.035,0.739,0.226,0.188,0.586,0.169,0.075,1
0.135,0.802,0.062,0.11,0.827,0.251,0.663,1
0.548,0.353,0.099,0.209,0.668,0.234,0.556,1
0.167,0.716,0.117,0.512,0.419,0.326,0.052,1
0.309,0.061,0.63,0.263,0.188,0.22,0.289,2
0.02,0.713,0.267,0.03,0.043,0.224,0.221,2
0.319,0.52,0.161,0.297,0.649,0.394,0.442,2
0.138,0.72,0.142,0.228,0.693,0.216,0.179,1
0.712,0.256,0.032,0.621,0.319,0.662,0.227,1
0.627,0.292,0.082,0.371,0.574,0.53,0.12,0
0.695,0.091,0.215,0.368,0.387,0.339,0.416,0
0.144,0.732,0.124,0.46,0.476,0.182,0.162,0
0.585,0.195,0.221,0.273,0.592,0.301,0.514,0
0.723,0.248,0.029,0.866,0.079,0.221,0.292,0
0.677,0.193,0.13,0.166,0.59,0.118,0.445,0
0.793,0.169,0.037,0.907,0.086,0.462,0.242,0
0.828,0.126,0.047,0.869,0.125,0.544,0.324,0
0.738,0.212,0.05,0.81,0.185,0.127,0.347,0
0.085,0.843,0.072,0.021,0.77,0.168,0.148,0
0.154,0.777,0.069,0.116,0.768,0.166,0.283,0
0.448,0.524,0.028,0.737,0.235,0.147,0.305,0
0.267,0.689,0.044,0.077,0.909,0.734,0.044,0
0.679,0.131,0.189,0.485,0.451,0.786,0.092,0
0.887,0.039,0.073,0.952,0.033,0.041,0.594,0
0.252,0.542,0.206,0.528,0.326,0.181,0.315,0
0.775,0.173,0.052,0.642,0.271,0.535,0.334,0
0.347,0.541,0.112,0.454,0.415,0.221,0.266,0
