@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature3 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

1,4,-0.046057,4.007411,0.58983,0
2,10,-0.440688,4.479066,1.094099,0
3,12,0.092127,4.476359,1.519762,2
4,3,0.906286,2.234771,1.746965,2
5,16,0.283345,5.282326,1.280276,1
1,2,-0.032875,4.185434,0.904297,0
2,8,-0.151472,3.717095,0.985297,0
3,12,0.170735,3.710519,1.33841,0
4,2,-0.28529,3.489355,0.913885,0
5,8,0.040973,3.744269,0.77871,0
1,2,-0.142526,3.201368,0.780466,0
2,8,-0.013152,3.451455,0.811317,0
3,5,-0.261522,3.226075,1.071284,0
4,2,0.75245,3.406319,0.895675,0
5,7,0.016583,3.373647,1.050999,0
1,2,-0.453439,4.374485,1.166625,0
2,10,0.063536,4.249956,1.658394,0
3,5,-0.189698,4.079849,0.59258,0
4,2,1.285321,2.899975,1.264416,0
5,7,-0.20941,7.094787,0.941736,1
1,2,0.080034,4.948661,1.275793,1
2,12,-0.160537,4.073898,1.642669,0
3,8,-0.205644,2.717923,1.382196,1
4,2,1.340593,2.743845,0.942337,0
5,7,0.121952,5.802987,0.962201,0
1,2,-0.163256,4.538522,0.822829,0
2,8,-0.006814,3.969727,1.162575,0
3,12,0.109875,4.502463,1.403762,1
4,2,0.89193,2.593907,1.138088,0
5,7,-0.155943,4.498704,0.914334,0
1,2,0.011422,4.491303,0.972731,0
2,12,-0.37783,3.764708,1.257681,0
3,8,0.353406,4.198062,1.836393,1
4,2,1.197869,2.095023,0.950303,0
5,7,0.084986,2.574422,0.917109,0
1,2,-0.232815,4.094864,1.252982,2
2,8,-0.255808,4.251957,1.424813,2
3,7,0.127097,4.352923,1.203295,2
4,2,0.854873,2.638,0.994689,0
5,7,0.009956,4.445478,1.000703,0
1,2,0.03638,4.433939,1.148702,2
2,11,-0.00104,5.38112,1.468182,1
3,9,-0.60243,3.762812,0.991881,1
4,2,1.09728,2.927803,0.75,0
5,6,0.154677,4.589115,0.984401,0
1,3,0.175963,4.827151,1.613071,1
2,8,-0.008638,4.05231,0.918596,0
3,6,0.024367,4.063057,1.007402,0
4,2,0.287437,4.036506,0.975341,0
5,7,-0.123072,3.97339,0.873751,0
1,2,0.013547,4.870147,1.588631,0
2,8,-0.056102,4.162634,0.887655,0
3,3,0.307867,3.268091,0.727859,0
4,1,-0.23608,2.913419,1.02997,0
5,7,0.008568,4.193045,0.891441,0
1,2,0.077831,3.901367,1.150332,0
2,14,-0.292841,3.400645,1.24221,0
3,4,0.309557,3.462795,0.699921,0
4,2,0.992999,3.147476,0.986722,0
5,6,0.148549,3.393658,0.855714,0
1,2,0.268802,4.657121,0.930367,0
2,8,0.073706,4.515958,1.010152,0
3,7,-0.551595,3.946242,1.010996,0
4,2,1.116552,2.248583,1.027693,0
5,7,-0.001155,3.992876,1.164423,0
1,2,-0.060947,5.127048,1.111227,0
2,8,-0.104149,3.657304,0.716718,0
3,12,0.103884,4.301709,1.662556,2
4,2,1.256537,2.805388,1.01176,0
5,7,-0.193745,4.546815,0.864386,0
1,2,-0.127271,5.909694,1.042793,0
2,10,0.052281,4.665842,1.217356,0
3,9,0.065075,3.57853,1.787379,1
4,2,1.726038,4.217083,1.015175,0
5,7,0.349758,5.32793,1.052039,0
1,2,-0.282519,4.445331,1.070493,0
2,8,-0.195382,5.047678,0.979464,1
3,10,-0.149205,3.350088,1.686247,2
4,2,0.32809,2.916137,0.944613,0
5,7,-0.009528,4.917948,1.160955,0
1,2,-0.277818,3.406422,1.362149,1
2,8,-0.36116,3.649491,0.788238,0
3,7,-0.361721,4.131687,1.307205,1
4,2,0.665858,4.009388,1.026555,0
5,7,0.004748,3.817433,0.841493,1
1,2,0.042799,3.68073,0.984136,0
2,10,0.057469,3.258206,2.000775,0
3,5,-0.403206,2.917086,0.711357,0
4,2,0.62472,3.016237,1.08346,0
5,7,-0.019634,4.000689,1.139102,0
1,2,0.071029,3.670158,0.904297,0
2,8,-0.091109,3.442497,0.870156,0
3,7,-0.430852,3.438863,1.058703,0
4,1,1.023533,3.169606,0.913885,0
5,7,0.099571,3.850844,0.957692,0
1,2,0.414888,3.685902,0.985766,0
2,8,-0.031347,3.455159,0.704037,0
3,2,0.016333,3.377466,0.688157,0
4,2,0.442573,3.455691,0.900228,0
5,7,-0.113621,3.414336,0.951449,0
1,2,-0.145349,4.574408,0.980878,2
2,8,-0.053105,4.94207,0.941675,0
3,18,0.234595,4.223454,1.923311,1
4,2,0.607439,3.862416,1.235964,2
5,10,-0.096584,4.426974,2.069739,2
1,2,0.426579,3.953887,0.904297,0
2,8,0.103014,3.422389,0.854432,0
3,8,-0.55713,3.185894,0.743053,0
4,2,1.144368,1.627654,0.992413,0
5,7,-0.10043,3.561084,1.146733,0
1,2,-0.064363,3.706473,0.788613,0
2,8,-0.16526,3.358486,1.268079,0
3,5,-0.508232,2.965272,0.861504,0
4,2,0.615197,3.045249,0.929818,0
5,7,0.168932,4.206562,0.805419,0
1,2,-0.222063,3.909108,0.842382,0
2,8,-0.051539,3.368784,1.037035,0
3,3,-0.24317,3.104877,0.808568,0
4,2,0.38199,3.488715,1.173369,0
5,7,0.063883,3.58635,1.011456,0
1,2,0.07678,3.784312,1.694539,2
2,8,0.115364,4.840624,0.648242,0
3,5,-0.464484,2.41161,0.879475,0
4,2,0.467076,3.247011,0.893399,0
5,7,-0.074416,5.288506,0.805419,0
1,2,-0.664974,3.647504,0.700627,0
2,8,-0.181012,3.439014,0.687299,0
3,7,-0.49615,3.92146,1.027825,0
4,2,1.224945,2.781845,0.971927,0
5,7,0.233234,4.158115,0.781485,0
1,2,-0.65602,4.892608,1.00043,0
