@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature22 numeric
@attribute bi_feature12 numeric
@attribute bi_feature327 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1041 numeric
@attribute bi_feature1324 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.008333,0,0,0,0,0,0.542928,0.565223,0.650652,0
0.004175,0.010438,0,0,0.000696,0.009053,0,0.584110,0.614942,0.705296,0
0.008065,0.025161,0,0,0.004195,0.005163,0,0.829148,0.871886,1.013849,2
0,0.035225,0,0,0.009804,0,0,0.808911,0.848526,0.986615,2
0.004878,0.134959,0,0,0.017087,0.017087,0,0.529777,0.548590,0.631702,1
0,0.027174,0,0,0,0.054645,0,0.408984,0.425558,0.480640,0
0.004637,0.047913,0,0,0.003094,0.017788,0,0.571204,0.597406,0.687814,0
0.016484,0.020513,0,0,0.004031,0.004764,0,0.722899,0.759790,0.880719,0
0,0.041199,0,0,0.011278,0.015038,0,0.614115,0.642793,0.740183,0
0.001337,0.078877,0,0,0.016064,0.032129,0,0.270434,0.274898,0.303957,0
0,0.09434,0,0,0.006329,0.075949,0,0.426231,0.440779,0.504240,0
0.003752,0.074109,0,0,0.005634,0.037559,0,0.576503,0.601166,0.691584,0
0,0.009153,0,0,0.002289,0.007784,0,0.858398,0.903389,1.049404,0
0,0.080153,0,0,0.019157,0.02682,0,0.655751,0.684232,0.792101,0
0,0.063429,0,0,0.010913,0.046627,0,0.423623,0.438364,0.496376,0
0,0.004202,0,0,0,0.07173,0,0.621691,0.652724,0.751342,0
0,0.109224,0,0,0.005969,0.011019,0,0.656744,0.684197,0.790228,0
0,0.011589,0,0,0.002486,0.004143,0,0.793138,0.833738,0.966338,0
0,0.102703,0,0,0.01626,0.00813,0,0.722888,0.753997,0.875064,0
0,0.089602,0,0,0.023256,0.044297,0,0.299299,0.306224,0.335722,1
0,0.176923,0,0,0.007722,0.007722,0,0.577601,0.596932,0.690287,1
0,0.078777,0,0,0.003709,0.016226,0,0.641743,0.669963,0.772267,0
0.00674,0.00674,0,0,0.001065,0.01171,0,0.797653,0.839612,0.973406,1
0,0.170909,0,0,0.021898,0,0,0.686989,0.712942,0.826962,0
0,0.084416,0,0,0.03467,0.055255,0,0.287851,0.293356,0.323457,0
0.005952,0.029762,0,0,0.005988,0.05988,0,0.281102,0.291557,0.327153,0
0,0.048461,0,0,0.004587,0.005242,0,0.660998,0.692115,0.800654,0
0.001048,0.026895,0,0,0.002795,0.009783,0,0.775484,0.814534,0.944564,1
0,0.066066,0,0,0.01506,0.003012,0,0.715077,0.747785,0.867129,0
0,0.07631,0,0,0.022805,0.036488,0,0.347763,0.357405,0.401708,0
0,0.171717,0,0,0.010152,0.015228,0,0.521630,0.538030,0.621843,0
0,0.108959,0,0,0.007874,0.036947,0,0.585377,0.608921,0.701372,0
0.007475,0.023492,0,0,0.002937,0.008812,0,0.830544,0.873528,1.015345,1
0,0.129496,0,0,0.021661,0,0,0.706463,0.735071,0.852834,0
0,0.014756,0,0,0.009091,0.022727,0,0.356914,0.366864,0.405888,0
0.035156,0.039062,0,0,0.007843,0.015686,0,0.068175,0.078538,0.071678,2
0.020833,0.068376,0,0,0.001069,0.008552,0,0.409219,0.427267,0.489288,2
0.00163,0.012225,0,0,0.002854,0.003261,0,0.800046,0.841046,0.975392,2
0,0.072165,0,0,0.017241,0.010345,0,0.611140,0.634950,0.734769,0
0,0.044745,0,0,0.021875,0.060417,0,0.294787,0.300681,0.332096,0
0,0.175214,0,0,0.004292,0.051502,0,0.527615,0.544197,0.627404,2
0,0.11353,0,0,0.002593,0.01556,0,0.606838,0.631907,0.729020,1
0.001483,0.003955,0,0,0.000495,0.01088,0,0.776112,0.816338,0.943373,1
0,0.191781,0,0,0.027523,0,0,0.583331,0.600978,0.695298,0
0,0.17037,0,0,0.037076,0.026483,0,0.312633,0.315211,0.349683,0
0,0.167173,0,0,0.012195,0.02439,0,0.454458,0.466789,0.534627,1
0.011599,0.104391,0,0,0.007463,0.019071,0,0.499062,0.518082,0.594761,0
0.02871,0.018978,0,0,0.002921,0.00779,0,0.680372,0.715266,0.827817,0
0,0.105263,0,0,0.021127,0.003521,0,0.509953,0.528817,0.608026,0
0,0.036949,0,0,0.02148,0.053699,0,0.329760,0.338606,0.378814,0
0,0.033951,0,0,0.009288,0.01548,0,0.643946,0.673852,0.781461,0
0,0.066895,0,0,0.0103,0.035193,0,0.606329,0.632638,0.727969,0
0,0.013477,0,0,0.002697,0.006069,0,0.873421,0.918916,1.068244,0
0,0.023256,0,0,0,0.016667,0,0.718290,0.754153,0.874741,0
0,0.049065,0,0,0.012865,0.044444,0,0.306063,0.312889,0.346125,0
0,0.110638,0,0,0.017094,0,0,0.384908,0.397609,0.452141,0
0.011029,0.106005,0,0,0.007971,0.042918,0,0.448062,0.463887,0.525658,0
0,0.023826,0,0,0.003506,0.008415,0,0.843441,0.886720,1.030447,0
0,0.208333,0,0,0.010453,0.003484,0,0.616995,0.637218,0.737619,0
0.00365,0.088808,0,0,0.029233,0.062119,0,0.265124,0.267989,0.295966,0
0,0.147368,0,0,0.015873,0.010582,0,0.364328,0.372462,0.426220,0
0.014318,0.10324,0,0,0.004525,0.009804,0,0.579283,0.603185,0.696014,0
0,0.007274,0,0,0.001456,0.010674,0,0.809574,0.851912,0.987038,0
0,0.096667,0,0,0.0301,0,0,0.692248,0.720885,0.836067,0
0,0.152952,0,0,0.023277,0.037601,0,0.390915,0.399089,0.452000,0
0,0.026432,0,0,0.004425,0.039823,0,0.400627,0.413498,0.473711,0
0,0.075452,0,0,0.001064,0.02234,0,0.581139,0.605821,0.695580,0
0.002949,0.018873,0,0,0.00177,0.007965,0,0.815167,0.857125,0.995237,2
0,0.111486,0,0,0.016949,0,0,0.665566,0.692252,0.802930,0
0,0.153012,0,0,0.012063,0.030157,0,0.342963,0.349210,0.393440,0
0,0.051643,0,0,0.004717,0.042453,0,0.509982,0.531513,0.604388,0
0,0.107567,0,0,0.006884,0.01627,0,0.605404,0.629727,0.727450,0
0.050741,0.005211,0,0,0.001372,0.003841,0,0.289395,0.309570,0.348297,1
0.124579,0,0,0,0,0,0,0.032302,0.043945,0.032160,0
0.024752,0.00198,0,0,0.000991,0.003964,0,0.043590,0.060110,0.045851,0
0.197248,0.004587,0.004608,0,0.004608,0.023041,0,0.125628,0.129360,0.135189,0
0.059829,0.095571,0,0,0.003888,0.013219,0,0.380607,0.396983,0.451771,1
0.021802,0.011919,0,0,0.002035,0.00727,0,0.719052,0.757008,0.877709,2
0.036232,0.086957,0,0,0.014545,0.007273,0,0.507681,0.530630,0.611491,0
0.011659,0.087892,0,0,0.024237,0.022442,0,0.184269,0.190528,0.201182,0
0.115108,0.068345,0,0.00361,0,0.032491,0,0.251615,0.261461,0.288687,1
0.07343,0.021256,0,0,0.000967,0.016441,0,0.317357,0.335891,0.376749,0
0.04126,0.009377,0.00075,0,0.001876,0.010507,0,0.650959,0.685844,0.793369,1
0,0.063333,0,0,0.016722,0,0,0.646145,0.677396,0.782844,0
0.030941,0.032178,0,0,0.009913,0.022305,0,0.152644,0.163454,0.165526,1
0,0.149254,0,0,0.02,0.025,0,0.488236,0.502798,0.575178,0
0.004945,0.050209,0,0,0.006469,0.010654,0,0.702569,0.736293,0.852136,0
0.004135,0.012405,0,0,0.002759,0.011724,0,0.800672,0.842680,0.978201,0
0.018927,0.148265,0,0,0.018987,0,0,0.460181,0.476430,0.546764,0
0.005484,0.091408,0,0,0.025618,0.043916,0,0.311682,0.318844,0.355536,0
0,0.097826,0,0,0.010929,0.04918,0,0.377717,0.389372,0.440810,0
0,0.059493,0,0,0.003503,0.028897,0,0.656703,0.686871,0.792638,0
0.041223,0.006948,0,0,0.000927,0.012975,0,0.641809,0.676107,0.780381,0
0.003745,0.074906,0,0,0.011278,0,0,0.608955,0.636223,0.735961,0
0,0.131522,0,0,0.01741,0.044614,0,0.314205,0.319355,0.357067,0
0.00995,0.164179,0,0,0.04,0.015,0,0.391188,0.397840,0.455533,0
0.015135,0.122162,0,0,0.008658,0.029221,0,0.469136,0.485776,0.553726,0
0.003564,0.012117,0,0,0.001427,0,0,0.856171,0.901433,1.048165,0
0,0.098859,0,0,0.026718,0,0,0.621840,0.646914,0.745938,0
0,0.122538,0,0,0.015334,0.046002,0,0.305160,0.310173,0.344847,0
0,0.135,0,0,0.01005,0.01005,0,0.501971,0.517247,0.594608,2
0.003234,0.046079,0,0,0.002427,0.023463,0,0.502397,0.526757,0.604899,0
0.001275,0.01504,0,0,0.005099,0.00357,0,0.778478,0.817955,0.948852,1
0,0.182825,0,0,0.008333,0.002778,0,0.582093,0.601801,0.696958,2
0.037223,0.084507,0,0,0.011072,0.014595,0,0.395939,0.408843,0.463996,2
0,0.152174,0,0,0.027322,0,0,0.261007,0.260266,0.292205,0
0,0.099822,0,0,0.007136,0.015165,0,0.543518,0.564600,0.648240,0
0.056106,0.014521,0,0,0.001321,0.01321,0,0.554671,0.584256,0.672031,0
0.089655,0.158621,0,0,0.038062,0,0,0.414533,0.424899,0.487884,0
0.009991,0.112625,0,0,0.021818,0.024545,0,0.348023,0.357642,0.400508,0
0.074534,0.111801,0,0,0.0125,0.0625,0,0.250210,0.254232,0.278970,0
0.006002,0.033613,0,0,0.004805,0.015616,0,0.691522,0.725995,0.838772,0
0,0.005692,0,0,0.001139,0.011959,0,0.858165,0.903359,1.049107,0
0,0.150735,0,0,0.02583,0.00369,0,0.644955,0.669388,0.774018,0
0,0.134541,0,0,0.032383,0.050518,0,0.257692,0.258576,0.282356,0
0,0.098837,0,0,0.017544,0.035088,0,0.258841,0.263675,0.291608,0
0.020558,0.093979,0,0,0.005878,0.011756,0,0.540475,0.563406,0.646753,0
0.021831,0.004245,0,0,0.00182,0.009709,0,0.750004,0.789938,0.916689,0
0.058309,0.037901,0,0,0.01462,0,0,0.398723,0.417462,0.474978,0
0.021627,0.143151,0,0,0.030928,0.037113,0,0.256805,0.258038,0.280943,0
0.054913,0.034682,0,0,0.005797,0.02029,0,0.532472,0.558945,0.644846,2
0.003525,0.121034,0,0,0.004706,0.027059,0,0.443648,0.459222,0.519336,0
0,0.001672,0,0,0,0.006693,0,0.868664,0.914906,1.062421,0
0,0.145594,0,0,0.019231,0.019231,0,0.552218,0.573096,0.661526,0
0,0.09185,0,0,0.031088,0.059585,0,0.298252,0.303987,0.334759,0
0,0.034965,0,0,0,0.056338,0,0.158051,0.160726,0.168442,0
0,0.035437,0,0,0.004435,0.022173,0,0.615118,0.644311,0.743788,0
0.010496,0.005248,0,0,0.001432,0.008115,0,0.726098,0.764528,0.884720,0
0.028169,0.119718,0,0,0.028269,0,0,0.539563,0.559180,0.646246,0
0,0.22,0,0,0.026702,0.056075,0,0.244304,0.240208,0.265787,0
0,0.09434,0,0,0.012658,0.082278,0,0.483271,0.500601,0.572832,0
0,0.059524,0,0,0.009535,0.0441,0,0.587809,0.613841,0.704794,0
0,0.011121,0,0,0.002568,0.004281,0,0.902809,0.950341,1.105772,0
0,0.167315,0,0,0.015625,0.011719,0,0.608990,0.630627,0.729007,0
0,0.095528,0,0,0.02238,0.046796,0,0.326691,0.332174,0.372247,1
0,0.041667,0,0,0.011976,0.053892,0,0.462355,0.480991,0.546910,2
0,0.023548,0,0,0.006284,0.043991,0,0.606066,0.634268,0.730302,1
0.012672,0.013728,0.000528,0,0.002641,0.003698,0,0.683667,0.719237,0.834321,1
0.043478,0.187291,0,0,0.02349,0,0,0.457470,0.470218,0.541094,0
0.029151,0.031686,0,0,0.01269,0.031726,0,0.171763,0.182429,0.191265,0
0.068627,0.083333,0,0,0.009852,0.059113,0,0.275846,0.283426,0.320360,0
0.013198,0.026396,0,0,0.002033,0.005081,0,0.444577,0.469545,0.538097,0
0.002604,0.003472,0,0,0.000869,0.003475,0,0.844094,0.889127,1.033072,0
0.017241,0.12069,0,0,0.031142,0.00692,0,0.439455,0.454098,0.520439,0
0,0.078889,0,0,0.01891,0.046719,0,0.248272,0.250473,0.273916,0
0,0.062241,0,0,0.004167,0.033333,0,0.569293,0.593412,0.683753,1
0,0.079487,0,0,0.005988,0.019675,0,0.640083,0.668331,0.771098,2
0,0.006809,0,0,0.000974,0.009737,0,0.889334,0.936228,1.089064,1
0,0.064639,0,0,0.022901,0.034351,0,0.642182,0.669214,0.773197,0
0,0.086705,0,0,0.020251,0.041466,0,0.317063,0.322498,0.360030,2
0,0.063953,0,0,0.035088,0.005848,0,0.408044,0.417994,0.477941,0
0.007048,0.068128,0,0,0.004702,0.012539,0,0.607903,0.635175,0.733283,1
0,0.02049,0,0,0.004,0.002,0,0.855032,0.898919,1.045368,2
0,0.084175,0,0,0.023649,0.013514,0,0.657809,0.685785,0.793944,1
0,0.079399,0,0,0.019334,0.116004,0,0.225633,0.226923,0.245246,1
0,0.152284,0,0,0.010204,0.010204,0,0.418851,0.428847,0.493787,2
0.000723,0.095445,0,0,0.000724,0.019537,0,0.472989,0.491195,0.562633,1
