@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,1.098024,0
3,1.531442,2
5,1.282244,1
1,0.908042,0
2,0.988832,0
3,1.348696,0
4,0.913994,0
5,0.779907,0
2,0.814228,0
3,1.079517,0
5,0.943184,1
3,1.392819,1
5,0.96368,0
1,0.826236,0
2,1.166746,0
3,1.414551,1
5,0.915739,0
3,1.850506,1
1,1.258169,2
2,1.429925,2
3,1.212543,2
5,1.002241,0
2,1.473449,1
3,0.999504,1
5,0.985914,0
2,0.921892,0
3,1.015144,0
4,0.975458,0
1,1.155094,0
2,1.246667,0
5,0.857029,0
1,0.934219,0
2,1.013776,0
3,1.018766,0
3,1.675334,2
3,1.801115,1
4,1.015296,0
5,1.053656,0
1,1.074925,0
2,0.982978,1
3,1.699206,2
4,0.944726,0
5,1.162739,0
1,1.367789,1
2,0.791066,0
3,1.317251,1
4,1.026678,0
5,0.842786,1
2,2.007953,0
3,0.716824,0
4,1.083589,0
5,1.140853,0
1,0.989847,0
2,0.706563,0
3,0.693446,0
2,0.945054,0
3,1.938092,1
5,2.07292,2
1,0.908042,0
2,0.857497,0
3,0.748764,0
4,0.992531,0
5,1.148496,0
1,0.791878,0
2,1.272628,0
1,0.845869,0
2,1.040755,0
3,0.814782,0
4,1.173509,0
5,1.013011,0
1,1.701555,2
2,0.650568,0
3,0.886234,0
4,0.893506,0
1,0.703528,0
2,0.689765,0
3,1.035724,0
4,0.972043,0
2,0.973052,1
3,0.93579,1
4,1.024402,0
5,0.822637,0
1,1.004572,0
2,0.752378,0
3,0.569146,0
4,0.99367,0
5,0.939015,0
2,0.975597,1
3,0.988638,2
2,1.056282,1
3,1.196738,0
1,0.965305,0
2,1.23165,0
3,1.332727,2
5,0.986956,0
1,0.875319,0
1,0.876955,0
3,0.741849,0
4,1.060825,0
5,0.790329,0
2,1.32557,0
1,1.025842,1
2,0.69511,0
3,1.097297,1
4,1.195135,0
1,1.047111,1
2,0.698673,0
3,1.080669,0
4,0.901473,0
2,0.919092,0
3,1.03523,0
5,0.982787,0
3,0.884094,0
5,0.888295,0
1,0.983303,0
2,0.783176,0
3,1.042309,0
1,1.065108,0
3,0.848533,0
2,0.853934,1
3,1.556961,2
4,1.085866,0
1,1.292528,0
2,0.611116,0
3,0.762758,0
5,0.92095,0
1,1.585392,1
2,0.719035,0
3,0.826472,0
1,0.963669,0
2,1.32837,0
3,0.869112,0
4,1.23042,0
5,1.040108,0
1,1.371061,1
2,1.043555,0
3,0.659696,0
4,1.055134,0
5,0.944921,0
1,0.986575,0
2,0.873787,0
3,0.780374,0
1,0.952217,0
2,0.679838,0
3,0.705629,0
5,1.114798,0
1,0.945672,0
2,0.655658,0
3,1.079517,0
5,0.936236,0
2,0.797683,0
5,0.99981,1
1,0.86223,0
2,1.406,0
3,1.25189,1
5,1.348249,1
1,0.876955,0
2,0.740161,0
3,0.576225,0
1,0.947308,0
2,0.922147,0
3,0.891009,1
4,0.910579,0
5,0.894201,0
3,1.160682,0
4,1.077898,0
2,1.140021,0
3,0.755349,0
4,0.932206,0
5,0.97445,0
2,0.865642,0
1,0.842597,0
2,0.687983,0
5,0.961596,1
2,0.774267,0
3,0.699373,0
4,0.980011,0
5,1.206511,0
1,0.809875,0
2,1.084025,0
3,0.638787,0
4,1.005052,0
5,0.862935,0
5,0.950132,2
2,1.281537,0
3,1.062065,0
5,1.038371,0
3,0.943363,0
2,0.888804,0
3,1.23197,1
4,0.846839,0
5,0.989735,0
1,0.894953,0
2,0.75416,0
3,0.850344,0
4,0.920823,0
1,0.8246,0
2,0.67602,0
3,0.580341,0
4,0.995946,0
5,1.10924,1
1,0.998028,0
2,0.938182,1
3,0.796837,0
5,2.095154,0
2,1.276192,0
3,0.8971,1
2,0.687219,0
3,0.614421,0
5,0.908097,0
2,0.997741,2
3,1.30655,2
4,1.087004,0
5,1.011969,2
2,0.913747,0
3,0.986498,1
5,0.875789,1
