@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature22 numeric
@attribute bi_feature12 numeric
@attribute bi_feature327 numeric
@attribute bi_feature1041 numeric
@attribute bi_feature1324 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.008333,0,0,0,0,0.537859,0.568501,0.650652,0
0.004175,0.010438,0,0,0.009053,0,0.578748,0.617948,0.705296,0
0.008065,0.025161,0,0,0.005163,0,0.820652,0.877102,1.013849,2
0,0.035225,0,0,0,0,0.800697,0.853702,0.986615,2
0.004878,0.134959,0,0,0.017087,0,0.524816,0.551148,0.631702,1
0,0.027174,0,0,0.054645,0,0.405373,0.426652,0.480640,0
0.004637,0.047913,0,0,0.017788,0,0.565778,0.600151,0.687814,0
0.016484,0.020513,0,0,0.004764,0,0.715646,0.764394,0.880719,0
0,0.041199,0,0,0.015038,0,0.608137,0.646062,0.740183,0
0.001337,0.078877,0,0,0.032129,0,0.268558,0.274802,0.303957,0
0,0.09434,0,0,0.075949,0,0.422362,0.441857,0.504240,0
0.003752,0.074109,0,0,0.037559,0,0.570974,0.604158,0.691584,0
0,0.009153,0,0,0.007784,0,0.849599,0.908786,1.049404,0
0,0.080153,0,0,0.02682,0,0.649312,0.688224,0.792101,0
0,0.063429,0,0,0.046627,0,0.419896,0.439737,0.496376,0
0,0.004202,0,0,0.07173,0,0.615575,0.655468,0.751342,0
0,0.109224,0,0,0.011019,0,0.650348,0.687616,0.790228,0
0,0.011589,0,0,0.004143,0,0.785107,0.838560,0.966338,0
0,0.102703,0,0,0.00813,0,0.715725,0.758509,0.875064,0
0,0.089602,0,0,0.044297,0,0.297264,0.306472,0.335722,1
0,0.176923,0,0,0.007722,0,0.572086,0.599528,0.690287,1
0,0.078777,0,0,0.016226,0,0.635492,0.672970,0.772267,0
0.00674,0.00674,0,0,0.01171,0,0.789570,0.844584,0.973406,1
0,0.170909,0,0,0,0,0.680272,0.717183,0.826962,0
0,0.084416,0,0,0.055255,0,0.285717,0.293408,0.323457,0
0.005952,0.029762,0,0,0.05988,0,0.278763,0.291189,0.327153,0
0,0.048461,0,0,0.005242,0,0.654574,0.695577,0.800654,0
0.001048,0.026895,0,0,0.009783,0,0.767654,0.819264,0.944564,1
0,0.066066,0,0,0.003012,0,0.707946,0.752099,0.867129,0
0,0.07631,0,0,0.036488,0,0.344900,0.357460,0.401708,0
0,0.171717,0,0,0.015228,0,0.516681,0.539626,0.621843,0
0,0.108959,0,0,0.036947,0,0.579746,0.611404,0.701372,0
0.007475,0.023492,0,0,0.008812,0,0.822061,0.878775,1.015345,1
0,0.129496,0,0,0,0,0.699503,0.739487,0.852834,0
0,0.014756,0,0,0.022727,0,0.354211,0.368214,0.405888,0
0.035156,0.039062,0,0,0.015686,0,0.069485,0.078758,0.071678,2
0.020833,0.068376,0,0,0.008552,0,0.405585,0.428880,0.489288,2
0.00163,0.012225,0,0,0.003261,0,0.791949,0.846079,0.975392,2
0,0.072165,0,0,0.010345,0,0.605292,0.638629,0.734769,0
0,0.044745,0,0,0.060417,0,0.292654,0.301213,0.332096,0
0,0.175214,0,0,0.051502,0,0.522660,0.546012,0.627404,2
0,0.11353,0,0,0.01556,0,0.601054,0.634706,0.729020,1
0.001483,0.003955,0,0,0.01088,0,0.768315,0.821041,0.943373,1
0,0.191781,0,0,0,0,0.577838,0.604495,0.695298,0
0,0.17037,0,0,0.026483,0,0.310334,0.315609,0.349683,0
0,0.167173,0,0,0.02439,0,0.450348,0.468069,0.534627,1
0.011599,0.104391,0,0,0.019071,0,0.494446,0.520329,0.594761,0
0.02871,0.018978,0,0,0.00779,0,0.673566,0.719591,0.827817,0
0,0.105263,0,0,0.003521,0,0.505160,0.531653,0.608026,0
0,0.036949,0,0,0.053699,0,0.327121,0.339087,0.378814,0
0,0.033951,0,0,0.01548,0,0.637499,0.676441,0.781461,0
0,0.066895,0,0,0.035193,0,0.600478,0.635586,0.727969,0
0,0.013477,0,0,0.006069,0,0.864454,0.924483,1.068244,0
0,0.023256,0,0,0.016667,0,0.711027,0.757694,0.874741,0
0,0.049065,0,0,0.044444,0,0.303757,0.313265,0.346125,0
0,0.110638,0,0,0,0,0.381506,0.399360,0.452141,0
0.011029,0.106005,0,0,0.042918,0,0.444084,0.465621,0.525658,0
0,0.023826,0,0,0.008415,0,0.834813,0.892009,1.030447,0
0,0.208333,0,0,0.003484,0,0.611095,0.640913,0.737619,0
0.00365,0.088808,0,0,0.062119,0,0.263240,0.268711,0.295966,0
0,0.147368,0,0,0.010582,0,0.361181,0.373607,0.426220,0
0.014318,0.10324,0,0,0.009804,0,0.573696,0.605950,0.696014,0
0,0.007274,0,0,0.010674,0,0.801350,0.856905,0.987038,0
0,0.096667,0,0,0,0,0.685443,0.725236,0.836067,0
0,0.152952,0,0,0.037601,0,0.387599,0.399703,0.452000,0
0,0.026432,0,0,0.039823,0,0.397095,0.413862,0.473711,0
0,0.075452,0,0,0.02234,0,0.575602,0.608603,0.695580,0
0.002949,0.018873,0,0,0.007965,0,0.806858,0.862194,0.995237,2
0,0.111486,0,0,0,0,0.659057,0.696258,0.802930,0
0,0.153012,0,0,0.030157,0,0.340127,0.348736,0.393440,0
0,0.051643,0,0,0.042453,0,0.505276,0.533176,0.604388,0
0,0.107567,0,0,0.01627,0,0.599544,0.632494,0.727450,0
0.050741,0.005211,0,0,0.003841,0,0.287038,0.311802,0.348297,1
0.124579,0,0,0,0,0,0.033891,0.044828,0.032160,0
0.024752,0.00198,0,0,0.003964,0,0.045911,0.060626,0.045851,0
0.197248,0.004587,0.004608,0,0.023041,0,0.125147,0.128815,0.135189,0
0.059829,0.095571,0,0,0.013219,0,0.377597,0.398748,0.451771,1
0.021802,0.011919,0,0,0.00727,0,0.711772,0.761543,0.877709,2
0.036232,0.086957,0,0,0.007273,0,0.502915,0.533384,0.611491,0
0.011659,0.087892,0,0,0.022442,0,0.183980,0.190600,0.201182,0
0.115108,0.068345,0,0.00361,0.032491,0,0.249722,0.262417,0.288687,1
0.07343,0.021256,0,0,0.016441,0,0.315160,0.337505,0.376749,0
0.04126,0.009377,0.00075,0,0.010507,0,0.644490,0.690034,0.793369,1
0,0.063333,0,0,0,0,0.640078,0.681489,0.782844,0
0.030941,0.032178,0,0,0.022305,0,0.153011,0.163757,0.165526,1
0,0.149254,0,0,0.025,0,0.483829,0.505226,0.575178,0
0.004945,0.050209,0,0,0.010654,0,0.695577,0.740414,0.852136,0
0.004135,0.012405,0,0,0.011724,0,0.792498,0.847770,0.978201,0
