@relation rabc_features-weka.filters.unsupervised.attribute.Remove-R1

@attribute psy_feature1 numeric
@attribute psy_feature2 numeric
@attribute psy_feature3 numeric
@attribute psy_feature4 numeric
@attribute psy_feature5 numeric
@attribute psy_feature6 numeric
@attribute psy_feature7 numeric
@attribute psy_feature8 numeric
@attribute psy_feature9 numeric
@attribute psy_feature10 numeric
@attribute psy_feature11 numeric
@attribute psy_feature12 numeric
@attribute psy_feature13 numeric
@attribute psy_feature14 numeric
@attribute psy_feature15 numeric
@attribute psy_feature16 numeric
@attribute psy_feature17 numeric
@attribute psy_feature18 numeric
@attribute joint_feature1 numeric
@attribute joint_feature2 numeric
@attribute class {0,1,2}

@data
7,0.697188,0.063883,1.148961,3.58635,0.230471,0.064976,0.909183,5.495889,-0.092396,0.05969,0.533137,4.070948,-0.027974,-0.192282,0.522855,4.16358,-0.239996,1.013044,2,0
2,0.264423,0.07678,0.342226,3.784312,0.069583,0.426778,1.730107,10.537906,0.657076,-0.875998,0.100469,1.11503,-0.930772,-0.446501,0.278253,1.996409,-0.332464,1.700031,1,2
8,0.523474,0.115364,1.557204,4.840624,-0.260768,-0.081529,0.791499,4.392276,-0.218915,-0.324632,1.151705,6.075814,-0.570707,0.188107,1.113246,5.502819,0.265051,0.64892,1,0
5,0.076537,-0.464484,0.214381,2.41161,-0.452189,-0.492196,0.479736,3.463882,-0.686109,0.737382,1.551995,4.569199,0.561556,1.039483,0.255562,2.862642,1.29518,0.880991,0,0
2,0.380892,0.467076,0.824296,3.247011,0.735783,0.896131,1.156112,4.39852,1.00589,-0.811146,0.056406,0.93579,-0.837907,-0.65293,0.25433,2.001688,-0.754772,0.893353,1,0
7,0.737726,-0.074416,0.816773,5.288506,-0.297696,0.001688,1.000821,4.60034,-0.114699,0.311732,0.503936,4.186701,0.315433,-0.285434,0.797893,9.307358,-0.460162,0.806684,0,0
2,0.732558,-0.664974,0.662593,3.647504,-0.67474,-0.069845,1.072427,6.887609,0.178004,-0.757011,0.296917,1.789324,-0.899407,-0.044853,0.062577,1.378928,-0.028691,0.702898,0,0
8,0.33321,-0.181012,0.562673,3.439014,-0.156394,-0.163821,1.072316,4.351709,-0.122744,0.470304,1.248779,6.033255,0.350308,0.37218,0.962289,5.264711,0.248933,0.688018,1,0
7,0.12812,-0.49615,0.671221,3.92146,-0.875711,-0.499294,0.719892,3.833706,-0.76192,0.075475,0.761298,3.737718,0.199586,0.48024,1.739071,7.867909,0.296471,1.029596,0,0
2,0.326698,1.224945,0.359907,2.781845,1.181066,0.091761,1.073715,4.175289,0.202923,-0.747515,0.031163,0.980788,-0.749125,-1.098164,0.230697,2.021329,-1.028263,0.971877,0,0
7,0.81225,0.233234,1.038463,4.158115,-0.001005,0.320066,0.826191,4.637123,0.401573,-0.016026,0.967468,4.657867,-0.283338,-0.23376,0.49684,4.103191,-0.281278,0.782712,0,0
2,0.515658,-0.17055,0.68855,3.74833,0.046659,-0.219273,2.633672,12.585629,0.02074,1.023838,1.24884,3.530869,0.711412,-0.179358,0.038555,1.252077,-0.18024,0.782995,0,0
8,0.398097,-0.293935,0.957953,3.763955,-0.368272,-0.024967,0.797622,4.744348,-0.110308,0.178691,1.928336,7.584902,0.431215,-0.051094,1.456114,10.982765,-0.21255,0.640289,0,0
2,0.053007,0.159708,1.521267,3.395909,0.500507,-0.019219,0.876255,4.283229,-0.252376,0.072143,0.294196,1.969867,0.207515,0.375082,0.389596,2.772068,0.12027,0.574289,0,0
2,0.379845,0.196718,0.500223,3.314387,0.208448,0.19733,0.769273,3.792435,0.343076,-0.672307,0.138891,1.956804,-0.65822,-0.994119,0.308914,2.708878,-1.083771,0.880834,0,0
7,0.70403,0.120104,1.01399,3.773922,0.183378,0.011924,0.935646,6.270312,-0.099144,-0.095011,0.523289,4.30941,-0.22323,0.149199,0.843812,6.607215,0.230352,1.025899,0,1
2,0.538614,-0.254526,0.973421,4.972385,-0.33547,-0.37456,1.855633,9.534155,-0.121984,-0.524241,0.042562,0.772568,-0.523515,-0.257274,0.475573,2.468992,-0.640998,0.825496,0,2
9,0.370651,-0.38151,0.730019,4.623354,-0.492434,-0.094021,0.656305,5.37732,-0.038774,-0.302878,1.786851,8.367582,-0.678029,0.027057,0.639355,5.821734,-0.007234,0.970588,0,1
5,0.092189,0.518983,1.050772,4.459865,0.603044,-0.220097,0.802089,4.348563,-0.311232,0.35701,0.256946,2.94339,0.462702,0.618639,1.120971,5.302505,0.394803,0.930253,0,1
2,0.356667,1.161504,0.225188,1.857721,1.026975,0.366277,1.195214,5.112677,0.381486,-0.300537,0.210439,2.354903,-0.424321,-0.701259,2.208239,4.286291,0.169715,1.024226,0,0
7,0.777449,-0.212385,0.840033,4.915703,-0.143106,0.109125,1.024688,4.7414,0.038772,0.017003,0.707188,4.466389,-0.156307,-0.015759,0.621248,7.616459,-0.127553,0.822664,11,0
2,0.516287,-0.65602,1.541462,4.892608,-0.76439,0.233751,0.892681,8.31607,0.322037,1.289041,3.673485,8.212959,0.561611,1.119054,0.338362,5.663353,1.197095,1.003672,0,0
8,0.333221,-0.176254,1.500708,5.179627,-0.141278,0.611953,1.077366,5.754554,0.659245,0.714743,0.522339,5.310342,0.547388,0.469499,0.587054,3.380327,0.211947,0.750473,6,0
2,0.063928,-0.382317,0.277376,1.596783,-0.448998,-0.575627,0.828583,3.550456,-0.767092,-0.20122,0.415091,2.334287,-0.450501,0.814813,0.277141,2.619235,0.835158,0.565779,1,0
2,0.378007,0.698922,0.410254,2.224549,0.605487,0.005657,0.93917,3.770142,0.17991,-0.300149,0.087719,1.220338,-0.269584,0.142912,0.558887,4.064735,0.093299,0.993499,0,0
8,0.762486,0.122661,0.772724,4.657423,-0.097835,-0.178227,0.876272,4.873399,-0.100251,-0.471811,0.296915,2.807061,-0.597852,-0.625882,0.484922,4.087465,-0.608594,0.939046,1,0
2,0.423448,-0.026514,0.738816,3.659692,0.012808,-0.230268,2.288767,11.985756,-0.116376,-0.145826,0.35559,2.856166,-0.099159,-0.353869,0.166417,1.559869,-0.429661,1.185118,0,1
8,0.349658,-0.187858,0.673385,3.389889,-0.13615,0.194115,1.21006,6.237252,0.217247,-0.098094,1.607154,6.500492,-0.310577,-0.465254,1.035403,5.45566,-0.401712,0.891631,0,2
2,0.067055,-0.053719,1.130688,3.511417,-0.289403,-0.118449,0.637644,4.129717,-0.170515,1.063156,0.872718,3.359195,0.921479,1.127593,0.287195,2.143073,0.866555,0.505224,0,1
2,0.341772,0.829756,1.272725,3.68832,1.242097,-0.203109,0.856133,4.220002,-0.077412,0.36695,1.868929,4.426005,-0.345813,-0.651921,0.133992,1.893084,-0.58866,0.899043,0,0
7,0.718319,0.011575,1.067099,3.691581,0.013709,-0.039448,0.723166,4.788517,-0.058404,-0.072001,0.514312,3.649996,-0.050557,0.270156,0.871717,6.884168,0.29981,1.082874,0,2
2,0.597303,0.396272,0.55483,4.929609,0.311027,-0.326243,1.784539,10.978302,-0.22269,-0.351405,0.157944,1.539353,-0.22917,0.011816,0.440979,2.848776,-0.137287,0.848381,0,0
8,0.328985,0.053926,0.952636,4.360455,0.03849,0.157217,0.993104,5.199778,0.329618,-0.381939,0.326592,2.834753,-0.371278,-0.308036,1.601012,5.697896,-0.217743,0.973127,2,1
6,0.106078,0.19589,1.047656,5.654631,0.301978,-0.044878,0.983797,5.119022,-0.170605,0.135459,0.458927,2.88299,-0.043665,0.603284,0.299216,2.843941,0.542276,0.982789,1,2
2,0.325868,0.564668,0.917147,4.000085,0.97456,0.313675,0.863189,4.146555,0.308912,-0.112381,0.444925,2.36817,-0.092169,-0.954283,0.353028,1.993798,-0.689431,1.01626,0,1
7,0.818149,-0.236352,0.994824,4.20734,-0.301954,-0.082161,0.834058,6.393282,-0.114963,0.184568,1.57402,4.63678,-0.394253,0.125891,0.6664,4.096712,0.108226,0.972398,0,1
2,0.59596,0.242624,0.811945,5.033199,0.074163,0.434255,1.30081,7.578277,0.740036,-0.464848,0.116421,1.209499,-0.374204,-0.686968,0.211064,1.893757,-0.692908,0.970979,0,2
10,0.426506,-0.114853,0.674618,3.864322,-0.164628,0.118037,1.122582,4.236197,0.364313,-0.111873,1.642836,5.932649,0.034998,-0.036443,1.738042,5.972755,0.36869,1.053607,0,1
7,0.109644,-0.591415,0.712106,3.093536,-0.896354,-0.420318,1.13299,5.111055,-0.646698,0.136762,0.638169,4.385028,-0.123303,0.534007,0.680849,4.953449,0.361093,1.189657,3,0
2,0.318008,0.524672,0.732343,2.796639,0.641813,-0.159656,0.688954,3.103668,-0.103126,0.819316,2.458449,5.460852,-0.083986,0.423717,0.909865,2.956621,0.953683,0.891077,0,0
7,0.698817,0.250001,1.224745,5.78014,0.206029,0.026104,0.71477,4.107434,0.048799,0.018824,0.362548,2.997364,-0.110887,-0.122614,0.339945,3.354214,-0.162109,0.968924,0,2
2,0.586441,-0.335751,0.512992,3.066823,-0.160193,-0.197808,1.738741,11.378709,-0.126863,0.015287,0.476365,2.346767,0.057412,0.26057,0.482256,2.987383,0.329139,0.964441,0,0
8,0.298615,-0.150114,0.669477,3.570451,-0.074647,0.050388,0.896295,5.433396,0.049939,-0.449755,0.779521,4.704986,-0.544167,-0.147141,1.094548,13.119916,-0.183879,1.228531,3,0
7,0.11155,0.34776,0.896297,3.586543,0.382178,0.041721,1.390023,6.127954,-0.160768,0.182525,1.27585,12.412521,0.087185,-0.198621,0.56907,8.942195,-0.071018,1.324842,1,2
2,0.312918,1.101068,0.561144,3.510934,1.30831,0.151982,1.027444,4.302969,0.0059,-0.594227,0.311671,2.20248,-0.735023,-0.689707,0.393048,2.13095,-0.516226,1.02195,0,0
7,0.697994,-0.21559,1.017956,4.149177,-0.264756,0.020443,0.75674,6.515741,-0.077606,0.052095,0.820366,4.617192,-0.195219,0.171611,0.801239,6.911947,0.030511,0.986989,4,0
2,0.51215,-0.761086,0.382949,3.176732,-0.698741,-0.279021,1.177673,7.573263,0.035649,-0.606434,0.068207,1.38543,-0.637669,0.271301,1.466692,4.382466,-0.2813,0.874535,0,0
8,0.361967,0.048259,0.875054,4.109473,-0.099675,0.05586,1.011072,4.713022,0.139844,-0.022688,1.82069,6.617475,0.021696,-0.060824,1.462799,4.969534,0.063309,0.857103,0,0
5,0.092247,-0.356694,0.874279,3.447432,-0.540013,-0.480802,0.647666,3.83441,-0.72871,0.18914,0.769006,4.816607,-0.111701,0.770158,0.542994,6.271652,0.358898,1.04498,0,0
2,0.387755,0.459249,0.387547,2.539034,0.505525,0.526282,1.212277,4.209437,0.697634,-0.176207,0.273858,2.072427,-0.132664,-0.171731,0.227171,2.101118,-0.18414,0.836451,0,0
7,0.797166,0.117024,1.125656,4.292822,-0.171615,0.072692,0.916015,5.140548,0.046046,0.053867,0.709745,6.235386,-0.098362,-0.192066,0.67986,4.680696,-0.118682,0.8581,0,0
2,0.656716,-0.255777,0.886643,3.995587,0.09037,-0.1439,2.268069,12.857924,-0.069877,0.338246,0.580748,2.513778,0.459192,0.576965,0.311564,2.34624,0.542624,0.87617,0,0
8,0.402966,-0.028734,0.780809,3.585036,0.071007,-0.029596,0.833654,6.96606,0.003885,-0.532633,0.674289,3.723103,-0.771156,-0.161801,1.868136,5.735293,-0.140659,0.78754,0,0
7,0.159787,-0.189227,1.259237,3.620939,-0.06767,-0.348054,0.829081,5.180642,-0.424292,0.987508,1.921112,5.554172,0.820255,0.133612,0.594062,5.42978,0.072253,0.73746,0,0
2,0.337983,1.219914,0.420419,3.050896,1.428823,0.417558,0.644203,3.681741,0.517605,-0.555719,0.03206,0.890833,-0.585631,-1.126298,0.201564,1.688564,-1.075788,1.060643,0,0
7,0.797802,-0.070266,0.876752,3.83573,0.077598,0.11811,0.896144,5.924259,-0.020801,0.011713,0.434229,3.594319,-0.129704,0.164524,0.472546,3.849251,0.07313,0.790355,1,0
2,0.487539,-0.356086,0.443041,4.666383,-0.331817,0.415521,1.486934,9.273434,0.62499,-0.644482,1.035314,3.368643,-1.083708,-0.456981,0.680893,2.921428,-0.766789,1.049442,0,1
8,0.253648,-0.106791,0.849876,3.797649,-0.186692,0.092173,1.154689,4.187099,0.301419,-0.402592,1.132455,8.221033,-0.392246,-0.18924,1.501882,9.167904,0.12503,1.322214,0,0
7,0.100097,-0.177035,1.053732,4.185738,-0.265223,-0.711475,0.476122,3.377588,-0.913129,0.465591,1.081862,6.141642,0.514449,1.041606,0.523929,5.960518,1.098839,1.355446,0,0
2,0.313927,0.585846,0.538277,2.846119,0.616686,0.364878,1.098072,3.928837,0.472117,0.063985,0.890527,2.655014,-0.571725,-0.73036,0.261848,1.955098,-0.852231,0.996913,0,0
7,0.728064,0.118616,1.125349,4.594128,0.076512,0.118354,0.751459,4.538139,0.208955,0.152347,0.612453,4.082272,0.174081,-0.141046,0.414645,3.633157,-0.127844,0.958154,0,0
2,0.523126,0.190101,0.935836,6.251011,0.180541,0.178469,1.220073,7.863472,0.447296,-0.52422,0.19565,1.579252,-0.598318,0.129976,0.251526,2.071282,0.165193,1.024923,1,1
9,0.499817,-0.021415,1.174365,4.564996,-0.019612,0.167071,1.235804,4.167559,0.48206,-0.022615,1.503085,6.564402,-0.371462,-0.44318,1.343121,4.735817,-0.369787,0.69335,0,0
10,0.175094,0.27467,0.835582,4.219458,0.399213,-0.31379,0.700822,3.73383,-0.292964,0.004404,0.473501,4.904698,-0.167097,0.29947,0.364448,5.243244,0.221577,1.090805,3,1
3,0.417143,0.360173,0.941347,3.188565,0.674601,0.105669,0.759848,3.629118,0.243566,-0.137636,0.448949,2.640644,-0.366951,-0.383974,0.418189,2.652379,-0.408932,1.19493,0,0
2,0.732143,-0.449741,1.03464,3.442915,-0.479286,-0.057722,0.694231,3.765717,0.172064,-0.262535,0.971893,3.786201,-0.625153,-0.058332,0.232751,2.139603,-0.076442,0.233459,0,0
2,0.510938,0.229805,1.023065,4.541616,0.339987,-0.227306,2.576085,13.982938,-0.12275,-0.289661,0.590926,3.534698,-0.266269,-0.225487,0.368921,2.515545,-0.065012,1.046173,2,1
8,0.533698,-0.077447,0.977711,3.995826,-0.067449,0.156484,0.833317,5.455327,0.184716,-0.349244,0.542099,3.414715,-0.413659,-0.245897,0.715582,6.138554,-0.07429,0.696904,6,0
6,0.114564,0.083219,0.93673,3.931977,0.157482,-0.009022,0.854846,5.478289,-0.048623,0.382236,0.993647,4.605192,0.158822,0.554431,0.540322,3.638322,0.321096,1.074276,4,0
2,0.385101,0.456451,1.034429,3.601488,0.85159,0.157878,0.747046,3.874753,0.101509,-0.57773,0.245249,2.552766,-0.558269,-0.050747,0.312053,2.891158,-0.284236,0.901319,1,0
7,0.721415,0.020201,0.937401,3.859473,0.134243,-0.105188,0.765908,5.577979,-0.136099,-0.033337,1.056187,5.258617,-0.294976,0.132551,0.806161,4.08112,0.162351,0.932793,0,0
2,0.439394,0.151508,0.869128,4.552163,0.28216,-0.07885,2.398033,12.56752,-0.038229,-0.39177,0.109118,1.205267,-0.451076,0.133282,0.211286,1.737773,0.025856,1.078866,0,0
8,0.354196,0.062763,1.112276,3.765315,0.075856,0.048155,0.933227,5.892604,0.108907,-0.344212,1.170157,6.397464,-0.71309,-0.567099,1.293688,5.676704,-0.437202,0.916765,0,0
9,0.140585,0.109667,0.558989,3.667449,0.230934,0.032508,0.822017,5.212044,-0.033778,0.191312,0.384374,2.752948,0.004399,0.460997,0.433681,3.582833,0.510111,1.029105,0,0
2,0.334951,1.02177,0.493331,3.85117,1.277309,0.112631,0.985755,4.24344,0.028508,-0.432354,0.140547,1.391908,-0.377496,-1.022328,0.434527,2.860201,-0.807323,0.937736,0,0
7,0.750795,-0.243181,1.008863,4.448673,-0.197995,-0.047629,0.917065,6.226364,-0.110475,0.234052,1.189669,6.896123,-0.152451,0.274517,0.720891,7.08675,0.165752,0.98282,1,0
2,0.556351,0.142336,0.647347,3.503729,0.435624,-0.233312,2.017201,12.675843,-0.232201,0.096953,0.836421,2.727057,0.498418,-0.195484,0.190634,1.761238,-0.14236,0.913767,0,1
8,0.601,-0.299438,0.906353,3.612764,-0.243776,-0.247151,0.520401,4.967483,-0.319407,0.123694,1.556285,6.401754,-0.205299,0.011246,1.764587,9.76784,0.207557,0.659837,0,0
5,0.12067,0.194375,1.124744,3.758382,0.514349,0.010259,1.111479,6.649404,-0.105605,0.152682,0.910411,4.597945,-0.056506,0.021429,0.80743,3.793979,0.018264,0.878863,2,0
2,0.435762,0.70115,0.781515,3.570433,0.900167,0.015945,0.658467,4.366188,-0.083274,-0.600656,0.047743,1.416582,-0.651678,-0.177108,0.17695,1.877222,-0.072979,0.859212,0,0
7,0.68244,0.031527,0.950945,3.635125,0.14769,0.259709,1.146285,7.177519,0.124253,-0.065506,0.640539,4.656487,-0.085167,0.040909,0.666666,4.727354,0.12286,0.888325,1,0
2,0.507488,0.07594,0.739671,5.252722,-0.00161,0.110067,1.370876,8.970288,0.343726,-0.65636,0.233981,1.922327,-0.646257,-0.503298,0.193337,1.736335,-0.590082,0.982422,0,0
8,0.477088,0.242951,1.414329,3.371703,0.252721,0.275267,1.130587,4.225059,0.582493,-0.513215,0.761117,5.397881,-0.724949,-0.630461,1.048677,6.034154,-0.647517,0.781193,0,0
8,0.10188,0.152807,0.703208,3.417787,0.076802,-0.271113,0.963178,4.003669,-0.420231,0.45803,0.341492,2.442255,0.542551,-0.039757,1.102683,3.427592,-0.205653,1.036142,0,0
2,0.312563,0.78318,0.485509,2.790591,0.826481,0.419128,1.030111,3.984222,0.683979,-0.154415,0.264503,1.87455,-0.319312,-0.867484,0.218275,1.746632,-0.766965,1.132339,0,0
7,0.716677,-0.324323,0.682943,4.188991,-0.517159,-0.176615,0.740863,4.173343,-0.147289,0.309167,1.161647,5.242371,0.076958,0.619506,0.353575,3.734448,0.587688,1.079052,0,0
2,0.528418,0.123367,0.609695,5.794505,-0.036947,0.012271,1.196366,7.503473,0.357094,-0.690547,0.106557,1.177346,-0.800652,-0.614128,0.159666,1.551372,-0.693576,1.064154,0,0
8,0.500701,0.122898,1.281125,3.788628,0.101892,-0.059447,0.998559,4.110225,0.198836,-0.114515,0.692046,12.885762,-0.371344,0.049917,1.314849,23.582603,0.175145,0.724577,0,0
7,0.111758,0.06598,0.648511,3.754747,0.037021,-0.212456,0.908673,4.007284,-0.216511,-0.158688,0.092287,1.830602,-0.205474,0.42116,0.39174,2.302259,0.325743,0.843512,0,0
2,0.340195,0.974654,1.632454,4.479473,1.693262,0.581784,0.924745,4.148122,0.890324,0.206563,0.548221,2.866703,-0.130206,-0.256279,0.894062,3.238914,-0.454452,1.050401,0,0
7,0.727163,-0.232274,0.701748,4.006843,-0.438353,0.00844,0.947599,4.629937,0.20061,0.165069,1.468432,4.737262,-0.380636,-0.022079,0.976717,4.622254,0.1272,1.156177,0,0
2,0.61191,-0.001936,0.897548,5.865826,-0.028648,-0.299415,1.511491,8.221153,-0.05014,-0.672164,0.027971,0.578466,-0.611505,-0.748217,0.131391,1.285788,-0.791717,0.796072,0,0
8,0.394337,-0.188553,1.250152,4.783542,-0.590487,-0.0008,1.034842,4.288001,0.261185,-0.354771,0.480178,3.388485,-0.555488,-0.320102,1.163977,5.13834,-0.59415,0.851772,0,1
8,0.0884,0.328242,0.650049,4.19326,0.346765,-0.164757,0.769873,4.456425,-0.115831,0.071912,0.530739,4.050406,-0.069365,0.40042,0.454645,3.148881,0.278544,1.547749,1,2
3,0.36478,0.294296,0.763478,3.476314,0.310178,0.361436,1.273068,4.617852,0.39365,-0.132725,0.326981,2.084079,-0.21481,-0.092849,0.466379,3.069662,0.145443,1.08568,1,0
7,0.731501,-0.050644,0.947558,5.160203,-0.199073,0.061882,0.904319,4.780349,0.253147,0.299158,1.541036,5.409687,-0.247391,0.145531,1.084239,7.199321,0.088674,0.985947,0,1
2,0.396203,0.378178,0.688581,5.853308,0.279046,-0.29675,0.94116,6.438051,-0.044453,-0.52874,0.13907,1.452907,-0.677843,-0.675401,0.363341,2.391824,-0.80564,1.29137,0,0
8,0.523115,0.01649,1.202964,3.704572,-0.193153,-0.012314,1.030758,4.06772,0.345972,-0.538379,0.256451,2.420867,-0.753344,-0.362393,0.817169,5.695356,-0.326524,0.609569,0,0
8,0.154759,0.340019,0.758946,3.672899,0.317227,-0.56061,0.870268,3.637064,-0.43444,-0.10025,0.325044,2.903879,-0.252908,0.182893,0.347614,3.922799,0.162995,0.758245,1,0
2,0.383333,0.473565,0.988055,3.573718,0.690903,0.434485,0.680197,3.641806,0.597622,0.265503,0.335221,2.073369,0.44983,0.437222,0.782573,3.900259,0.195938,0.887663,0,0
7,0.793286,-0.246363,0.86486,5.855324,-0.267767,0.197411,0.878724,5.065796,0.298845,0.328905,1.583331,6.087029,-0.130946,0.014789,1.070538,5.788983,-0.069339,0.920981,5,0
2,0.370485,0.453969,0.735304,5.325631,0.241324,-0.325858,1.172226,7.740784,-0.001113,-0.659754,0.042915,0.873055,-0.771918,-0.430172,0.326872,2.378681,-0.54322,1.583972,0,1
8,0.512566,0.323343,1.150513,3.483463,0.128299,0.039436,1.075997,4.192785,0.361278,-0.556024,0.18093,1.955587,-0.603211,-0.728447,1.037971,3.755059,-0.940398,0.717215,0,0
6,0.148406,-0.109163,0.92707,4.185694,0.04116,-0.340132,1.218576,5.79682,-0.328866,0.080009,0.394589,4.495594,0.007646,0.700827,0.775723,3.327612,0.433438,0.821582,1,0
2,0.336364,1.14558,0.558358,2.64082,1.281627,0.284104,1.118146,4.165766,0.514744,-0.245521,0.349555,2.094769,-0.431693,-0.488781,0.372537,2.469023,-0.271733,1.126649,0,0
7,0.745513,-0.374895,0.633278,5.071835,-0.389024,0.150976,0.785954,4.476182,0.247468,0.434516,1.499427,5.328306,-0.024689,0.283461,0.489746,4.102099,0.291341,1.083916,0,0
2,0.543294,0.083163,0.892133,5.18147,0.044033,-0.320287,1.116938,7.512833,-0.15239,-0.511395,0.592987,2.723565,-0.76203,-0.207975,0.52364,2.873881,-0.412154,0.962806,0,0
13,0.399885,0.118453,1.252396,6.312105,-0.063391,0.030965,1.074634,5.231886,0.277673,-0.426652,0.50044,4.578117,-0.635626,-0.236982,1.239056,5.680801,-0.157749,1.325006,3,0
7,0.143209,0.060183,0.653015,4.034402,0.021701,-0.308834,0.921621,4.46037,-0.250718,0.077077,0.333436,3.472776,-0.006167,0.077673,0.470183,3.633841,0.016365,0.86397,2,0
2,0.315449,1.371678,0.406985,2.99686,1.401448,0.603577,0.90056,4.406944,0.93938,-0.365263,0.153421,1.720523,-0.473912,-1.206545,0.422345,2.418609,-1.480488,1.230209,0,0
7,0.723113,-0.172628,1.042225,5.47714,-0.349469,0.201253,1.045875,4.512758,0.284849,0.401041,1.58535,4.787988,-0.008214,0.238912,0.543927,5.029452,0.125137,1.040142,3,0
2,0.390215,0.266134,0.347897,5.537619,0.338028,-0.214174,1.013678,7.09892,-0.027997,-0.844531,0.036279,0.730904,-0.856721,-0.523518,0.206392,1.56334,-0.565,1.369833,2,1
11,0.409268,-0.042379,1.413434,5.832212,-0.041822,0.541555,0.851695,4.76227,0.682935,0.018935,0.708147,3.297992,-0.194343,0.102493,0.388113,3.498725,-0.013978,1.040913,12,0
5,0.153232,0.339706,1.078454,4.701641,0.392328,-0.385074,0.802892,3.644097,-0.187153,0.779477,0.72337,7.843554,0.595497,0.874911,0.51557,5.782515,0.637493,0.655793,3,0
2,0.3452,0.580756,0.791969,3.289836,1.019006,-0.00138,0.732789,3.238752,0.245511,-0.504583,0.079824,1.451235,-0.528103,-0.006852,0.308378,2.390551,-0.190384,1.054953,1,0
7,0.793015,-0.175241,1.021506,5.590564,-0.300949,-0.328696,0.668172,3.681886,-0.132243,-0.416747,0.593553,7.610373,-0.695364,-0.532506,0.73137,7.35979,-0.611785,0.944952,1,0
2,0.52073,0.190753,0.268955,4.727714,0.190984,-0.505621,1.952367,9.983906,-0.140019,-0.938286,0.050523,0.772772,-1.077558,-1.168042,0.121177,1.295624,-1.198766,0.985691,0,0
8,0.352753,0.035214,0.848513,4.337568,-0.101375,-0.283471,1.271948,5.762357,-0.103666,-0.500101,0.600348,4.48435,-0.755292,-0.754008,0.924335,4.791214,-0.662926,0.871574,2,0
5,0.092405,0.27005,0.779477,4.048899,0.328368,-0.087734,0.906899,5.095992,-0.319117,0.547553,0.971133,4.451622,0.1711,0.762816,0.333043,2.125544,0.826985,0.775757,0,0
2,0.356512,1.07515,0.659305,4.150497,1.403101,0.594944,0.574082,3.576727,0.649589,-0.333057,0.335004,2.225477,-0.607684,-0.233019,0.398101,2.079989,-0.056498,1.031054,0,0
7,0.685336,-0.278637,1.031673,4.068149,-0.311355,0.178894,0.605317,4.886674,0.131605,0.362732,1.000159,4.771551,0.334738,0.499876,0.466117,3.67488,0.64465,1.023467,0,0
2,0.572165,0.170231,0.605443,5.945864,0.094911,0.059589,1.240471,7.818984,0.274415,-0.259083,0.262901,1.930503,-0.557169,0.079359,0.504483,2.247615,-0.096406,0.951364,0,0
8,0.499064,-0.015544,1.177081,3.852648,-0.252091,0.231632,1.215279,4.710292,0.455168,-0.333697,0.328991,2.477868,-0.413981,-0.391618,1.492073,5.710664,-0.380971,0.678117,0,0
9,0.155872,0.423311,0.669363,3.865538,0.420349,-0.319725,0.855505,4.221953,-0.285093,-0.134175,0.187512,1.835044,-0.093076,0.304759,0.279248,2.994337,0.19531,1.068875,0,1
2,0.338834,0.982788,0.889607,3.064032,1.411062,0.465315,0.927247,4.240794,0.625584,-0.024931,0.50585,2.469744,-0.179903,-0.575039,0.559603,3.103991,-0.721108,1.034468,0,0
7,0.6765,-0.372867,0.752468,4.690851,-0.546041,-0.070952,0.781306,4.479874,0.11892,0.325348,1.825592,4.991279,-0.176349,0.179979,0.943566,4.227649,0.27323,1.059945,0,0
2,0.532591,0.168007,0.600069,3.752881,0.325253,-0.001506,2.38264,12.913786,-0.049475,-0.556624,0.19031,1.770189,-0.482633,-0.204503,0.222926,1.915182,-0.208519,1.028192,0,0
8,0.415838,0.13526,1.247174,3.491962,0.125266,0.009118,0.81385,5.166527,0.061339,-0.406692,0.748571,4.817071,-0.603029,-0.497193,1.504958,6.227199,-0.686045,0.766214,0,0
8,0.164956,0.164591,0.74835,3.339058,0.377231,-0.325893,0.627198,4.279715,-0.425897,0.588388,1.479858,6.620494,0.056011,0.468994,0.263274,3.661248,0.394973,0.701454,0,0
2,0.381111,0.993542,0.417375,3.240395,1.273095,0.318745,0.979836,4.466721,0.501527,-0.668663,0.038796,0.976959,-0.710256,-0.590138,0.229284,1.991016,-0.61402,1.024226,0,0
7,0.798744,-0.315851,0.813034,3.358328,-0.241078,0.050918,0.965452,6.000351,-0.111996,0.22385,0.876915,4.136712,0.087364,0.25666,0.830109,5.870561,0.305496,0.940783,0,0
2,0.651485,0.138438,0.716728,5.387275,0.07199,0.027047,1.5481,9.068083,0.242298,-0.77715,0.086978,1.111528,-0.812387,-0.599705,0.346235,2.063349,-0.652277,0.825496,0,0
12,0.277426,0.118408,1.257632,4.290943,0.041215,0.003251,1.020361,4.862549,0.161186,-0.264651,0.547953,3.964543,-0.465209,-0.324763,1.463332,5.255577,-0.042743,1.886084,0,2
7,0.134386,0.342397,0.707112,3.750212,0.247507,-0.413997,0.721389,3.743614,-0.469106,-0.007441,0.118498,3.537104,-0.066702,0.383607,0.370171,2.870801,0.339313,1.015685,0,1
2,0.32811,0.882675,0.474294,2.968468,0.830996,0.19824,0.917549,3.528515,0.2996,-0.231802,0.108361,1.264585,-0.241224,-0.570951,0.696432,2.337677,-0.018692,1.161927,0,0
7,0.712683,-0.42141,0.686665,4.668016,-0.535922,0.058919,0.912092,5.650839,0.086943,0.346209,1.726281,4.757825,-0.265956,0.283839,0.591365,4.471174,0.263653,1.114835,2,0
