@relation rabc_features-weka.filters.unsupervised.attribute.Remove-R1

@attribute psy_feature1 numeric
@attribute psy_feature2 numeric
@attribute psy_feature3 numeric
@attribute psy_feature4 numeric
@attribute psy_feature5 numeric
@attribute psy_feature6 numeric
@attribute psy_feature7 numeric
@attribute psy_feature8 numeric
@attribute psy_feature9 numeric
@attribute psy_feature10 numeric
@attribute psy_feature11 numeric
@attribute psy_feature12 numeric
@attribute psy_feature13 numeric
@attribute psy_feature14 numeric
@attribute psy_feature15 numeric
@attribute psy_feature16 numeric
@attribute psy_feature17 numeric
@attribute psy_feature18 numeric
@attribute joint_feature1 numeric
@attribute joint_feature2 numeric
@attribute class {0,1,2}

@data
2,0.586505,0.195893,0.741597,5.612044,0.094169,0.092344,1.158076,7.705286,0.335551,-0.404104,0.44114,2.546559,-0.552679,-0.373576,0.426052,2.357519,-0.610387,0.944825,0,0
8,0.52368,0.089418,1.446839,5.015264,-0.017802,0.250474,1.108685,5.849102,0.497342,-0.469086,0.457044,3.625294,-0.583553,-0.51196,1.181275,4.590355,-0.391342,0.653998,1,0
7,0.123685,-0.026185,0.685026,3.981518,-0.065711,-0.251778,0.88805,4.121125,-0.190327,0.40209,0.346584,2.645569,0.175518,0.776878,0.704106,3.299289,0.839394,1.07313,0,0
2,0.346739,1.076338,0.831577,4.006695,1.199692,0.240266,1.056856,4.186077,0.356768,-0.006224,0.443913,2.507169,-0.186451,-0.365871,0.570005,2.695987,-0.204782,1.046987,0,0
7,0.787013,-0.231659,0.698475,4.225795,-0.32539,-0.081242,0.92077,4.728323,0.04703,0.164464,1.581366,5.121863,-0.365307,0.136969,0.579189,4.021704,0.21691,0.936267,1,0
2,0.759346,0.17137,0.546723,5.412522,0.14506,0.093079,1.127232,7.076464,0.365346,-0.416813,0.171535,1.761974,-0.429396,0.28108,0.623201,2.483896,0.382606,0.699628,0,1
8,0.506063,0.000845,1.226387,4.533209,0.074959,0.301164,1.019797,4.575583,0.469089,-0.257418,0.595891,4.422719,-0.450909,0.072239,1.042213,4.872974,0.054831,0.795664,3,0
7,0.19543,0.460758,0.658557,3.042725,0.523795,-0.352885,1.109571,4.127952,-0.257907,0.196596,0.497487,3.928587,0.007,0.26599,0.936381,6.013074,-0.042276,0.673304,0,0
2,0.353933,0.634562,0.609765,4.254125,0.622249,-0.260242,0.895944,3.80288,-0.25139,-0.092803,0.192306,2.328469,-0.178417,0.543165,0.188062,2.588195,0.665751,1.012846,0,0
7,0.682766,-0.336765,0.737232,3.879643,-0.406647,-0.048825,0.830081,4.391612,0.160024,0.189282,1.672932,4.800355,-0.532861,-0.203186,0.72837,3.896352,-0.188262,0.999843,2,1
2,0.605313,-0.124299,0.817361,4.485791,0.116323,0.028521,1.545251,11.095204,0.133575,-0.39282,1.029767,3.302897,-0.836572,0.456425,0.126395,1.369057,0.278696,0.861458,1,0
12,0.312455,-0.018871,1.163232,4.290601,-0.097184,0.135365,0.843592,5.374183,0.198623,-0.549707,0.566563,3.603326,-0.72221,-0.469298,1.282225,5.653383,-0.409931,1.40244,3,0
10,0.138217,-0.063721,0.946575,4.128358,0.139157,-0.315735,1.142106,5.832157,-0.48387,0.232682,0.995345,5.706324,-0.089586,0.358699,0.365755,5.950368,0.396557,1.244484,4,1
2,0.365217,0.950341,0.625221,3.831747,1.159958,-0.132478,0.762668,4.971944,-0.111422,-0.049721,0.605978,3.34011,-0.224824,-0.104512,0.253042,2.109995,0.009928,0.916113,0,0
9,0.658335,-0.076758,0.794209,4.150492,-0.107066,0.096144,0.931621,6.179526,0.094782,0.246313,0.923825,4.060775,-0.041481,0.179987,0.685841,5.170097,0.036455,1.348294,3,1
2,0.597015,0.444226,0.464942,3.64003,0.39624,-0.386664,1.693258,11.767078,-0.263608,-0.870124,0.086013,1.131215,-0.972884,0.093512,0.150547,1.168362,0.092141,0.87617,0,0
8,0.429849,0.029938,1.208581,3.250854,0.000276,0.178655,0.976808,5.234331,-0.045962,0.00603,1.560637,5.665446,-0.333569,-0.230063,1.428926,6.938546,-0.321329,0.738287,0,0
2,0.06,0.07154,0.675009,3.13997,0.253126,-0.228954,0.583606,3.899009,-0.318949,-0.152362,0.086031,1.341718,-0.233628,0.542635,0.283809,1.758346,0.408225,0.572816,0,0
2,0.343387,0.874186,0.439964,3.05365,1.001764,0.469818,0.771103,4.829942,0.52297,-0.528166,0.247204,1.591572,-0.326386,-1.095863,0.533199,2.671633,-1.426135,0.980981,0,0
7,0.70711,-0.226791,0.875011,3.752728,-0.117551,-0.095333,0.889992,6.251148,-0.227219,0.210923,0.787489,4.590448,0.135532,0.239854,0.686732,4.436774,0.217697,0.982125,0,0
2,0.637306,0.061697,0.537391,4.984469,-0.008326,-0.221928,2.078143,12.563206,-0.092923,-0.631638,0.042796,0.969011,-0.595774,-0.21698,0.325184,2.230125,0.002455,0.94646,1,0
8,0.379244,0.127284,1.045695,4.892,0.025334,0.12682,1.021841,5.685068,0.152469,-0.092966,1.222606,4.991983,-0.553953,-0.21972,0.74593,6.306432,-0.050508,0.919812,8,0
7,0.156504,0.166968,0.62182,4.414368,0.082717,-0.00164,1.20524,6.072367,-0.108729,-0.015687,0.23384,2.24153,-0.037763,0.634528,0.325129,3.341934,0.669555,0.885737,1,1
2,0.43375,0.883029,0.441139,2.440765,1.071648,0.082554,0.991611,4.298194,0.089397,-0.359347,0.207822,1.611594,-0.458248,-0.590524,1.270113,4.223052,-0.043994,0.910423,0,0
7,0.815074,-0.114208,1.114067,4.977835,-0.174397,0.112602,0.751052,5.548171,0.166314,0.028534,1.149777,4.752582,-0.393692,-0.167155,0.666989,5.643317,-0.060947,0.894231,7,0
2,0.552846,0.413147,0.57461,5.77454,0.394821,0.158219,1.23621,7.547315,0.489235,-0.626191,0.246489,1.703343,-0.815166,-0.74416,0.141201,1.796888,-0.706569,1.005307,0,0
8,0.346333,0.145859,1.387243,3.853193,-0.198303,0.126968,1.142466,4.879939,0.314633,-0.391619,0.397002,3.890337,-0.576508,-0.41053,1.143226,7.368025,-0.21912,1.08712,0,0
5,0.07078,0.104985,0.425826,3.006312,0.048434,-0.05477,0.969722,3.930395,-0.007045,0.016655,0.211089,2.338004,0.077162,0.130672,0.402022,4.097183,0.19231,1.153815,1,0
2,0.372756,1.537946,1.059437,6.408688,1.472718,0.731209,1.031746,5.576782,0.860314,-0.030565,0.226659,1.723407,-0.207961,-0.747502,0.095578,1.360215,-0.842939,1.077713,1,0
7,0.758934,-0.377724,0.488608,3.710599,-0.457265,-0.168584,0.80514,4.94745,-0.079107,0.311241,1.506231,4.868202,-0.15516,0.428599,0.816033,5.072662,0.433133,1.108235,0,0
2,0.674952,0.100312,0.94351,5.387828,0.133409,-0.214342,1.161895,8.118839,0.090185,-0.592362,0.018897,0.600528,-0.610513,-0.431675,0.233003,2.026968,-0.394855,0.85492,0,0
8,0.315026,-0.176794,1.119157,5.013164,-0.326608,-0.064726,0.873409,4.708788,0.141346,-0.329608,0.12818,2.392995,-0.364184,0.009653,0.962868,5.077307,-0.071214,1.137134,2,0
4,0.111595,-0.030753,0.594575,3.506631,0.006183,-0.358581,0.984765,4.002655,-0.210645,-0.173841,0.168877,1.960972,-0.223309,0.271033,0.753795,3.778077,0.258812,0.75088,0,0
2,0.431013,1.270495,0.693206,3.513744,1.555556,0.237933,0.705741,3.719004,0.453671,-0.15933,0.196953,1.805265,-0.236189,-0.443983,0.535152,2.904467,-0.231803,0.932046,1,0
7,0.791087,-0.171456,0.695453,4.205279,-0.189158,0.00367,0.795964,4.845197,0.114308,0.006591,0.866973,5.353966,-0.423754,-0.194332,0.568917,5.076983,-0.137635,0.974482,3,0
2,0.532684,0.342217,0.685292,5.624294,0.179501,-0.017304,1.330203,9.652647,0.093485,-0.536894,0.2379,2.213038,-0.603286,-0.383411,0.240756,1.779599,-0.415962,1.17531,0,0
8,0.443987,0.111768,1.514277,4.629398,-0.166204,0.246558,1.089652,4.460913,0.387889,-0.47269,0.794812,4.257516,-0.652767,-0.46189,1.467742,5.678067,-0.505351,0.86345,2,0
7,0.134886,0.356222,0.544653,3.739454,0.397265,-0.311813,0.923302,4.177014,-0.492012,-0.116401,0.306248,3.16894,-0.258552,0.003302,0.234041,2.243605,-0.022649,0.976733,0,0
2,0.390568,0.817149,0.428412,2.709784,0.639492,0.517374,1.116995,4.191946,0.741453,-0.151086,0.271233,1.788918,-0.26399,-1.022593,0.519937,2.648655,-0.769698,0.94115,0,0
7,0.709984,-0.37711,0.66973,5.229867,-0.317776,-0.113086,0.789462,4.642409,-0.094034,0.394155,1.10928,4.217279,0.179705,0.487985,0.556179,3.960972,0.533339,1.096075,0,0
2,0.609489,0.221265,0.648655,6.049521,0.128776,0.030468,1.271823,9.181531,0.206069,-0.393789,0.717744,2.905055,-0.544956,-0.36928,1.351883,3.896467,-0.280186,0.895786,0,0
8,0.466667,-0.045668,1.504869,4.852233,-0.334229,0.261467,1.10428,4.577762,0.431487,-0.265011,0.948446,4.320632,-0.541313,-0.298603,1.821614,6.331887,-0.081108,0.700712,0,0
6,0.11977,0.499306,0.786236,3.869079,0.590124,-0.269118,0.933948,4.265391,-0.306607,0.049563,0.218676,2.240983,-0.032851,0.371123,0.577569,3.073496,0.414281,0.711928,0,1
2,0.328932,0.302054,0.338621,2.801379,0.470892,0.081931,0.903787,3.70657,0.054031,-0.42996,0.166191,1.774675,-0.544436,-0.099125,0.254148,1.963442,0.109256,0.947978,0,0
7,0.765275,-0.180892,0.75795,4.620474,-0.282604,-0.115809,0.838906,4.699355,-0.062597,0.27871,1.226853,4.257139,-0.135896,0.165274,0.480995,4.372204,0.250576,0.8984,0,0
2,0.705628,0.678295,0.682224,6.480149,0.398548,0.023324,1.687344,9.276757,0.288413,-0.246812,0.123766,1.339117,-0.20406,-1.074667,0.302439,1.890284,-1.19501,0.755206,0,0
8,0.459566,-0.072206,0.809,3.260765,-0.123436,0.019008,0.902672,4.016983,0.282715,-0.406249,0.503315,3.205593,-0.555319,-0.456137,1.289614,5.5857,-0.638868,0.772307,1,0
3,0.070857,0.943991,0.920595,4.067144,0.945531,-0.283529,1.304691,4.159642,-0.399879,0.300807,0.464693,3.721652,0.027131,0.131646,0.930434,4.338372,0.087409,0.695235,0,0
2,0.429733,1.121968,0.94678,3.791195,0.85866,0.467264,1.241179,4.104468,0.800345,0.061197,0.208176,2.967339,-0.035789,0.275372,0.385165,4.182041,0.085456,0.979843,1,0
7,0.635762,-0.29501,0.778861,6.652536,-0.378958,0.007041,0.943723,5.20739,0.090806,0.219312,1.460035,5.029692,-0.196526,0.226135,0.443742,3.866051,0.183703,1.206551,2,0
2,0.733333,-0.154288,0.766035,4.096242,0.080045,-0.131699,2.02575,13.56284,-0.082815,-0.176758,0.49475,2.201681,-0.542579,0.54943,0.448975,3.095881,0.518256,0.80915,0,0
8,0.346795,-0.127578,0.728591,3.18945,-0.077292,0.090358,0.944204,5.260582,0.12806,-0.486887,0.894006,3.697485,-0.687926,-0.373039,0.907221,5.241145,-0.142288,1.08128,1,0
5,0.119845,0.306951,1.093559,3.7363,0.575633,-0.431224,0.583789,4.105,-0.500994,0.099085,1.131242,4.225155,-0.365636,-0.031605,1.555773,5.362274,0.00753,0.635007,0,0
2,0.335221,0.830764,0.653654,3.996101,0.905985,0.219671,0.901254,4.154246,0.213502,-0.779342,0.111762,1.277152,-0.809494,-1.163593,0.417092,2.257099,-1.041195,1.004879,1,0
7,0.720612,-0.041428,1.192027,3.730318,0.067382,0.04386,0.910435,5.47769,-0.137829,0.442416,0.767676,3.548347,0.367415,0.409787,0.524736,4.112375,0.305749,0.862964,2,0
2,0.502907,-0.349135,1.168393,4.819002,-0.108521,-0.107927,1.134054,8.980429,0.044013,0.740747,0.590866,2.442086,1.052963,0.825931,0.168392,1.82004,0.700714,1.124636,0,1
14,0.194681,0.085322,0.928438,4.238523,0.217263,0.067207,1.033185,4.248228,0.280216,-0.296402,0.935655,5.367553,-0.505672,-0.011456,1.632502,6.745625,0.293202,2.596444,0,2
6,0.11813,0.082328,0.942019,4.220442,0.241011,0.003066,1.103862,4.148568,-0.041381,0.375542,0.590644,4.220615,0.198571,0.146026,0.313245,2.791256,0.200251,1.057091,0,2
3,0.431873,0.890988,0.590823,3.351985,1.117403,0.236879,1.281845,4.138783,0.408159,0.023903,0.421531,2.23091,-0.243155,-0.281162,0.122198,1.771248,-0.342463,0.93546,0,0
7,0.72468,-0.210431,0.96952,5.149257,-0.178654,-0.112605,0.833006,4.759753,0.035214,-0.011403,1.118213,5.483099,-0.304183,-0.114902,0.764089,5.230333,-0.025448,0.950163,1,2
2,0.623162,0.778319,0.615941,5.661878,0.666432,0.266031,1.943066,10.007751,0.309305,-0.450976,0.020854,0.583224,-0.455182,-0.549591,0.479431,2.93039,-0.475381,0.889247,0,0
10,0.306455,0.051495,0.810003,4.04139,0.178054,0.130771,1.051818,4.680784,0.26757,-0.335444,0.619,3.215189,-0.614801,-0.429682,1.017801,5.037121,-0.253431,1.278292,3,0
7,0.106495,0.633367,0.694366,3.437098,0.565342,-0.255922,0.940015,3.869586,-0.224157,0.064697,0.169551,1.717223,0.055249,0.212889,0.711662,3.588483,0.28414,1.055782,0,0
2,0.36783,0.987282,0.551304,2.84464,1.143435,0.245153,1.044081,4.227188,0.337232,-0.202003,0.107321,1.320806,-0.183303,-0.263032,0.067875,1.02413,-0.316675,0.912699,0,0
7,0.746738,-0.461608,0.795377,5.123771,-0.432126,-0.059398,0.814951,4.762888,0.006884,0.288622,1.577518,5.011344,-0.172778,0.351745,0.910015,5.549932,0.239243,1.038405,0,0
2,0.543186,0.408317,0.386114,4.151927,0.340192,0.34476,1.976077,11.050135,0.65854,-0.943927,0.268077,1.460615,-0.758216,-0.336402,0.059521,1.396528,-0.293198,0.85165,0,0
8,0.433728,0.019064,1.136933,4.201903,-0.13829,-0.102546,0.712227,4.230986,-0.095807,-0.101307,0.68193,4.274109,-0.216242,0.384908,0.654809,7.203377,0.381423,0.858119,0,0
6,0.13281,0.073973,0.586476,3.295283,-0.193796,-0.304521,0.953716,4.488206,-0.724937,0.701122,1.784536,7.200274,0.208949,-0.145705,0.858906,5.792102,-0.065906,0.937782,0,0
2,0.339829,0.86134,0.684734,3.186567,1.05024,0.23798,1.002243,3.93474,0.292916,-0.484751,0.07839,1.068322,-0.522181,0.019365,0.079773,1.59339,-0.082525,0.934322,0,0
6,0.801175,-0.256271,1.042848,4.554069,-0.29269,0.111868,1.029417,5.475089,-0.005529,-0.039465,0.869157,4.402406,-0.276278,-0.292471,1.473731,9.02008,-0.057479,0.768816,0,0
2,0.597643,0.058358,0.54328,6.101586,0.052923,-0.126293,1.615563,9.161196,0.042015,-0.370887,0.152137,1.370698,-0.416216,-0.282073,0.569261,3.273301,-0.092556,0.970979,0,0
8,0.408648,-0.007119,1.228673,4.702139,-0.177744,-0.119975,0.981468,4.100174,0.11396,-0.614874,0.296463,3.088536,-0.727622,-0.380601,1.698883,6.413013,-0.257557,0.886553,0,0
4,0.056795,0.27426,0.974347,4.769537,0.365493,-0.232598,0.715372,3.519229,-0.173775,0.166181,0.27813,2.082848,0.036429,0.543368,0.183886,1.627263,0.374285,1.224681,0,1
2,0.392473,1.158726,0.602248,3.006776,1.279981,0.665969,1.147087,4.456692,0.938859,-0.168641,0.196053,1.972448,-0.191595,-0.284366,0.467571,2.971461,-0.145244,0.846693,1,0
7,0.753598,-0.253322,0.696985,3.703772,-0.287494,0.062047,0.86376,4.364973,0.123883,0.432797,1.416119,4.724695,0.025369,0.236828,0.564049,4.206622,0.223907,0.989768,1,0
2,0.6234,0.332293,0.872567,4.426246,0.548604,0.396419,1.840223,12.824908,0.494629,-0.191351,0.14136,1.213438,-0.159927,-0.019988,0.024713,0.493121,0.032271,0.894151,2,0
8,0.499831,0.344487,0.591652,3.059064,0.477089,0.485411,0.835721,6.263314,0.504019,-0.462736,0.271714,2.295204,-0.630356,0.056566,0.076784,2.602393,0.016218,0.75225,8,0
7,0.1394,0.486094,0.773808,3.351255,0.691827,0.052754,0.915689,6.044586,-0.021417,0.205841,1.647929,6.35003,-0.309725,0.017141,0.021101,0.813452,0.05248,0.845313,7,0
2,0.378245,1.276635,0.582311,3.523456,1.346454,0.281747,0.797669,4.510637,0.084504,-0.643356,0.020885,0.520192,-0.65823,-0.00842,0.040832,0.608972,0.071079,0.920665,2,0
7,0.757705,-0.159765,1.157069,3.757688,-0.038571,0.042794,1.011425,7.196502,-0.10204,0.208392,1.134698,5.083305,-0.047774,-0.024037,0.671089,8.577322,0.032976,1.059597,0,0
2,0.714286,0.118405,0.957353,4.660529,0.337714,-0.12655,2.088496,12.631614,-0.159652,-0.186636,0.162932,1.681414,-0.184119,0.059491,0.262192,2.779228,-0.022378,0.823861,2,0
8,0.550452,0.149853,0.888994,3.968782,0.32156,0.017147,0.789441,6.283736,-0.033685,-0.355589,0.837622,4.031144,-0.48846,-0.24915,1.012782,6.027007,-0.226842,0.674309,1,0
3,0.088794,0.474068,0.657326,3.815871,0.435682,0.038699,1.48013,6.064342,-0.307064,-0.138341,0.256965,1.9789,-0.26089,-0.06843,0.257128,1.92281,-0.111163,0.576908,0,0
2,0.379429,1.376673,0.336872,2.739084,1.418586,0.632496,1.168273,5.356262,0.553992,-0.664169,0.194877,1.390782,-0.683814,-1.320555,0.812372,3.013557,-1.058796,0.995775,1,0
7,0.71093,-0.35679,0.781644,4.289719,-0.35147,-0.010489,0.857041,6.171815,-0.16818,0.268368,1.113411,5.030533,0.029056,0.390352,0.622734,6.225639,0.164265,1.109277,5,1
2,0.434426,-0.386757,0.301171,2.488381,-0.277286,-0.284585,2.393082,12.242586,-0.155384,-0.380707,0.543641,2.726668,-0.632612,-0.077232,0.087784,0.966736,-0.057708,0.997134,0,0
9,0.405046,-0.030991,1.001333,3.687866,-0.251441,-0.014781,0.723492,5.422713,-0.065144,-0.263738,0.910831,4.825774,-0.379358,0.00237,0.739141,6.012207,0.031544,0.935806,2,1
5,0.096281,-0.452523,0.51024,3.541463,-0.657419,-0.321789,0.55226,4.000913,-0.282089,0.795235,2.491377,7.571914,0.110273,-0.209841,0.717751,9.271644,-0.280346,0.792123,1,0
2,0.371912,0.856731,0.762649,3.080117,1.080008,0.519764,0.947689,4.597137,0.573356,-0.884623,0.163543,1.806466,-1.014268,-0.360609,0.435683,2.692857,-0.627,0.875144,0,0
8,0.322832,-0.00911,1.040613,3.781682,-0.143652,0.033954,1.044101,6.281082,-0.124809,0.102677,0.6432,4.65108,0.00107,0.048144,1.340842,9.099303,0.15414,2.095223,2,0
2,0.820253,0.19392,0.736039,4.961143,0.212347,-0.307351,1.898665,11.742325,-0.178414,-0.054661,0.262909,1.813764,-0.072438,0.665937,0.221638,1.629736,0.734648,0.645685,0,0
10,0.385919,-0.173346,0.949292,4.093473,-0.236894,-0.107202,0.92071,5.92988,0.054356,-0.523455,0.926633,6.201395,-0.79375,-0.022184,1.31916,8.178894,0.065347,1.272961,3,0
5,0.122224,0.195403,0.770067,3.879328,0.066356,-0.009466,0.951306,5.379186,-0.01892,0.374247,0.400321,2.262198,0.151399,0.348105,0.301391,3.319897,0.191174,0.891793,2,1
2,0.5,0.623516,0.698008,4.229915,0.744703,0.308708,1.085394,5.191685,0.46468,0.398952,0.797015,8.97551,0.235797,-1.315392,1.017312,4.079662,-1.172318,0.821657,0,0
7,0.791889,-0.108896,1.132579,5.030177,-0.006383,0.040254,0.843482,5.449656,0.060252,0.370608,0.916707,6.009534,0.297653,0.097155,0.539934,4.743985,-0.065629,0.848025,0,0
2,0.617063,0.295721,0.526467,4.539792,0.159565,-0.092849,1.834436,12.500891,-0.109647,-0.45266,0.042602,0.696784,-0.547435,0.137271,1.151064,3.320616,0.172072,0.823861,0,0
8,0.55963,0.071456,0.94678,3.890653,0.183104,0.052026,1.068425,6.283064,0.135666,-0.420631,0.404019,3.480172,-0.573658,-0.179443,0.964459,8.344208,-0.123361,0.685479,0,0
4,0.110129,0.357891,1.067969,4.0526,0.484996,-0.060354,0.682983,4.62709,0.007432,-0.019154,0.237911,2.311374,-0.088532,-0.235469,0.230372,1.783072,-0.159404,0.610786,0,0
2,0.397041,0.719939,0.484192,4.126804,0.825702,0.208408,1.028868,4.811199,0.16763,-0.402933,0.046306,0.931542,-0.358255,-0.568034,0.047567,1.131825,-0.572055,0.922941,0,0
7,0.743305,-0.290873,0.97868,4.804256,-0.189596,-0.039871,0.855033,5.560972,-0.093911,0.462868,1.531583,7.85942,0.139359,0.273798,1.161649,10.317355,0.145116,0.908127,1,0
2,0.549435,-0.065038,0.675871,5.269266,-0.20886,-0.377855,1.682595,12.5762,-0.381478,-0.504183,0.443473,2.422305,-0.790158,-0.287401,0.568785,2.882247,-0.428507,1.157329,0,1
8,0.395918,0.077204,1.036753,4.543385,0.14651,0.232228,0.980778,6.125362,0.238049,-0.230252,1.484075,12.296545,-0.314058,-0.254743,2.038832,11.892823,-0.116383,0.995215,0,2
8,0.125504,0.064945,0.788672,4.473364,0.160789,-0.284505,0.897009,5.66631,-0.320107,0.224614,1.006445,5.846355,0.057919,0.314171,0.392542,3.676037,0.152708,1.298819,0,2
2,0.307853,0.517294,0.565747,3.152967,0.818398,0.629521,0.761694,4.958614,0.70682,-0.492154,0.032295,0.790404,-0.503765,0.103854,0.170041,1.802928,-0.066045,1.086818,2,0
7,0.707518,-0.080641,1.067573,4.429462,0.158309,0.076623,0.854911,5.418711,0.102356,0.181214,0.649289,4.182714,0.110174,0.134542,0.392707,4.513784,0.055174,1.012002,5,2
2,0.554348,0.217747,0.592976,4.222658,0.252389,0.113536,2.353093,12.518321,-0.018605,0.218153,1.054114,3.573478,0.159737,0.290008,0.533596,2.543254,0.279307,1.052712,0,0
8,0.430362,-0.035068,0.917733,3.485899,0.065435,0.21359,0.78543,5.740833,0.201092,-0.251647,1.048986,4.99965,-0.539731,-0.213132,0.532062,4.242544,-0.244305,0.911434,1,0
7,0.125167,-0.066185,1.047972,3.585223,0.242449,-0.267882,0.833,4.60977,-0.372177,0.470302,1.414475,4.071153,-0.032771,0.173288,0.570062,3.511572,0.300453,0.980661,0,1
2,0.339286,1.086611,0.354262,2.988807,1.160068,0.445316,1.142271,5.287938,0.437095,-0.728147,0.080194,1.09377,-0.709336,-0.996003,0.707856,2.814686,-0.784959,0.955944,0,0
7,0.803253,-0.098004,0.96771,3.652439,0.063439,-0.137233,0.842427,5.987771,-0.204059,0.030958,0.722646,4.973033,-0.150381,0.305061,0.972077,6.264712,0.348111,0.875818,3,1
