@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,10,4.479066,1.09476,0
3,12,4.476359,1.531708,2
5,16,5.282326,1.281841,1
1,2,4.185434,0.90851,0
2,8,3.717095,0.985893,0
3,12,3.710519,1.348931,0
4,2,3.489355,0.915664,0
5,8,3.744269,0.779662,0
2,8,3.451455,0.811808,0
3,5,3.226075,1.079704,0
5,7,7.094787,0.942888,1
3,8,2.717923,1.393061,1
5,7,5.802987,0.963378,0
1,2,4.538522,0.826662,0
2,8,3.969727,1.163278,0
3,12,4.502463,1.414796,1
5,7,4.498704,0.915452,0
3,8,4.198062,1.850828,1
1,2,4.094864,1.258818,2
2,8,4.251957,1.425675,2
3,7,4.352923,1.212753,2
5,7,4.445478,1.001927,0
2,11,5.38112,1.46907,1
3,9,3.762812,0.999677,1
5,6,4.589115,0.985604,0
2,8,4.05231,0.919152,0
3,6,4.063057,1.015321,0
4,2,4.036506,0.977241,0
1,2,3.901367,1.15569,0
2,14,3.400645,1.242961,0
5,6,3.393658,0.85676,0
1,2,4.657121,0.934701,0
2,8,4.515958,1.010763,0
3,7,3.946242,1.018943,0
3,12,4.301709,1.675625,2
3,9,3.57853,1.801428,1
4,2,4.217083,1.017151,0
5,7,5.32793,1.053325,0
1,2,4.445331,1.075479,0
2,8,5.047678,0.980057,1
3,10,3.350088,1.699501,2
4,2,2.916137,0.946453,0
5,7,4.917948,1.162374,0
1,2,3.406422,1.368494,1
2,8,3.649491,0.788715,0
3,7,4.131687,1.31748,1
4,2,4.009388,1.028554,0
5,7,3.817433,0.842521,1
2,10,3.258206,2.001985,0
3,5,2.917086,0.716949,0
4,2,3.016237,1.08557,0
5,7,4.000689,1.140495,0
1,2,3.670158,0.90851,0
3,7,3.438863,1.067025,0
4,1,3.169606,0.915664,0
5,7,3.850844,0.958863,0
1,2,3.685902,0.990358,0
2,8,3.455159,0.704463,0
3,2,3.377466,0.693566,0
2,8,4.94207,0.942245,0
3,18,4.223454,1.938429,1
5,10,4.426974,2.072269,2
1,2,3.953887,0.90851,0
2,8,3.422389,0.854948,0
3,8,3.185894,0.748894,0
4,2,1.627654,0.994345,0
5,7,3.561084,1.148135,0
1,2,3.706473,0.792286,0
2,8,3.358486,1.268846,0
1,2,3.909108,0.846306,0
2,8,3.368784,1.037662,0
3,3,3.104877,0.814924,0
4,2,3.488715,1.175654,0
5,7,3.58635,1.012693,0
1,2,3.784312,1.702433,2
2,8,4.840624,0.648634,0
3,5,2.41161,0.886388,0
4,2,3.247011,0.895139,0
1,2,3.647504,0.703891,0
2,8,3.439014,0.687714,0
3,7,3.92146,1.035904,0
4,2,2.781845,0.97382,0
2,9,4.623354,0.97016,1
3,5,4.459865,0.935952,1
4,2,1.857721,1.026274,0
5,7,4.915703,0.822379,0
1,2,4.892608,1.00509,0
2,8,5.179627,0.750142,0
3,2,1.596783,0.569245,0
4,2,2.224549,0.995486,0
5,8,4.657423,0.93872,0
2,8,4.360455,0.972697,1
3,6,5.654631,0.98881,2
2,10,3.864322,1.053142,1
3,7,3.093536,1.196945,0
1,2,3.066823,0.965803,0
2,8,3.570451,1.227989,0
3,7,3.586543,1.332958,2
5,7,4.149177,0.986646,0
1,2,3.176732,0.875771,0
1,2,3.995587,0.877408,0
3,7,3.620939,0.741978,0
4,2,3.050896,1.062764,0
5,7,3.83573,0.790081,0
2,8,3.797649,1.32163,0
1,2,6.251011,1.026371,1
2,9,4.564996,0.693044,0
3,10,4.219458,1.097488,1
4,3,3.188565,1.19732,0
1,2,4.541616,1.047651,1
2,8,3.995826,0.696596,0
3,6,3.931977,1.080857,0
4,2,3.601488,0.903121,0
2,8,3.765315,0.91636,0
3,9,3.667449,1.03541,0
5,7,4.448673,0.982479,0
3,5,3.758382,0.884248,0
5,7,3.635125,0.888016,0
1,2,5.252722,0.98381,0
2,8,3.371703,0.780848,0
3,8,3.417787,1.04249,0
1,2,5.794505,1.065658,0
3,7,3.754747,0.84868,0
2,8,4.783542,0.851396,1
3,8,4.19326,1.557231,2
4,3,3.476314,1.08785,0
1,2,5.853308,1.293194,0
2,8,3.704572,0.6093,0
3,8,3.672899,0.76289,0
5,7,5.855324,0.920661,0
1,2,5.325631,1.586209,1
2,8,3.483463,0.716898,0
3,6,4.185694,0.826615,0
1,2,5.18147,0.964166,0
2,13,6.312105,1.324421,0
3,7,4.034402,0.869263,0
4,2,2.99686,1.232669,0
5,7,5.47714,1.039781,0
1,2,5.537619,1.371768,1
2,11,5.832212,1.040454,0
3,5,4.701641,0.65981,0
4,2,3.289836,1.057062,0
5,7,5.590564,0.944624,0
1,2,4.727714,0.987084,0
2,8,4.337568,0.87119,0
3,5,4.048899,0.780509,0
1,2,5.945864,0.952708,0
2,8,3.852648,0.677817,0
3,8,3.339058,0.705752,0
5,7,4.668016,1.114448,0
2,8,4.533209,0.795313,0
5,7,3.879643,0.999496,1
1,2,4.485791,0.862675,0
2,12,4.290601,1.401821,0
3,10,4.128358,1.252108,1
5,9,4.150492,1.347826,1
1,2,3.64003,0.877408,0
2,8,3.250854,0.737961,0
3,2,3.13997,0.576325,0
1,2,4.984469,0.947797,0
2,8,4.892,0.919406,0
3,7,4.414368,0.891164,1
4,2,2.440765,0.912243,0
5,7,4.977835,0.89392,0
3,5,3.006312,1.160884,0
4,2,6.408688,1.079868,0
2,8,5.013164,1.136632,0
3,4,3.506631,0.75548,0
4,2,3.513744,0.933909,0
5,7,4.205279,0.974144,0
2,8,4.629398,0.863069,0
1,2,5.306196,0.843032,0
2,8,3.733265,0.685938,0
5,7,4.985496,0.961294,1
2,8,3.260765,0.771966,0
3,3,4.067144,0.699494,0
4,2,3.791195,0.981802,0
5,7,6.652536,1.206132,0
1,2,4.096242,0.810293,0
2,8,3.18945,1.080803,0
3,5,3.7363,0.638898,0
4,2,3.996101,1.006889,0
5,7,3.730318,0.862664,0
5,7,5.149257,0.949833,2
2,10,4.04139,1.277728,0
3,7,3.437098,1.06225,0
5,7,5.123771,1.038045,0
3,6,3.295283,0.943527,0
2,8,4.702139,0.886162,0
3,4,4.769537,1.232184,1
4,2,3.006776,0.848386,0
5,7,3.703772,0.989424,0
1,2,4.426246,0.895414,0
2,8,3.059064,0.751918,0
3,7,3.351255,0.850492,0
4,2,3.523456,0.922506,0
1,2,4.660529,0.825025,0
2,8,3.968782,0.674011,0
3,3,3.815871,0.580442,0
4,2,2.739084,0.997766,0
5,7,4.289719,1.108892,1
1,2,2.488381,0.998542,0
2,9,3.687866,0.935393,1
3,5,3.541463,0.796976,0
5,8,3.781682,2.094496,0
2,10,4.093473,1.272399,0
3,5,3.879328,0.897256,1
2,8,3.890653,0.685177,0
3,4,4.0526,0.614527,0
5,7,4.804256,0.907812,0
2,8,4.543385,0.994775,2
3,8,4.473364,1.306777,2
4,2,3.152967,1.088991,0
5,7,4.429462,1.011651,2
2,8,3.485899,0.911031,0
3,7,3.585223,0.986669,1
5,7,3.652439,0.875514,1
