@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,1.095244,0
3,1.522381,2
5,1.282286,1
1,0.907228,0
2,0.986329,0
3,1.340717,0
4,0.913837,0
5,0.779933,0
2,0.812166,0
3,1.07313,0
5,0.943215,1
3,1.384578,1
5,0.963712,0
1,0.825496,0
2,1.163792,0
3,1.406181,1
5,0.91577,0
3,1.839558,1
1,1.257042,2
2,1.426305,2
3,1.205369,2
5,1.002275,0
2,1.469719,1
3,0.99359,1
5,0.985947,0
2,0.919558,0
3,1.009138,0
4,0.975291,0
1,1.15406,0
2,1.24351,0
5,0.857058,0
1,0.933383,0
2,1.011209,0
3,1.012739,0
3,1.665422,2
3,1.790459,1
4,1.015122,0
5,1.053691,0
1,1.073962,0
2,0.980489,1
3,1.689153,2
4,0.944564,0
5,1.162778,0
1,1.366564,1
2,0.789063,0
3,1.309457,1
4,1.026502,0
5,0.842814,1
2,2.002869,0
3,0.712583,0
4,1.083403,0
5,1.140891,0
1,0.907228,0
3,1.060528,0
4,0.913837,0
5,0.959196,0
1,0.988961,0
2,0.704774,0
3,0.689343,0
2,0.942661,0
3,1.926626,1
5,2.072989,2
1,0.907228,0
2,0.855326,0
3,0.744333,0
4,0.992361,0
5,1.148534,0
1,0.791168,0
2,1.269406,0
1,0.845112,0
2,1.03812,0
3,0.809962,0
4,1.173308,0
5,1.013044,0
1,1.700031,2
2,0.64892,0
3,0.880991,0
4,0.893353,0
1,0.702898,0
2,0.688018,0
3,1.029596,0
4,0.971877,0
2,0.970588,1
3,0.930253,1
4,1.024226,0
5,0.822664,0
1,1.003672,0
2,0.750473,0
3,0.565779,0
4,0.993499,0
5,0.939046,0
2,0.973127,1
3,0.982789,2
2,1.053607,1
3,1.189657,0
1,0.964441,0
2,1.228531,0
3,1.324842,2
5,0.986989,0
1,0.874535,0
1,0.87617,0
3,0.73746,0
4,1.060643,0
5,0.790355,0
2,1.322214,0
1,1.024923,1
2,0.69335,0
3,1.090805,1
4,1.19493,0
1,1.046173,1
2,0.696904,0
3,1.074276,0
4,0.901319,0
2,0.916765,0
3,1.029105,0
5,0.98282,0
3,0.878863,0
5,0.888325,0
1,0.982422,0
2,0.781193,0
3,1.036142,0
1,1.064154,0
3,0.843512,0
2,0.851772,1
3,1.547749,2
4,1.08568,0
1,1.29137,0
2,0.609569,0
3,0.758245,0
5,0.920981,0
1,1.583972,1
2,0.717215,0
3,0.821582,0
1,0.962806,0
2,1.325006,0
3,0.86397,0
4,1.230209,0
5,1.040142,0
1,1.369833,1
2,1.040913,0
3,0.655793,0
4,1.054953,0
5,0.944952,0
1,0.985691,0
2,0.871574,0
3,0.775757,0
1,0.951364,0
2,0.678117,0
3,0.701454,0
5,1.114835,0
1,0.944825,0
2,0.653998,0
3,1.07313,0
5,0.936267,0
2,0.795664,0
5,0.999843,1
1,0.861458,0
2,1.40244,0
3,1.244484,1
5,1.348294,1
1,0.87617,0
2,0.738287,0
3,0.572816,0
1,0.94646,0
2,0.919812,0
3,0.885737,1
4,0.910423,0
5,0.894231,0
3,1.153815,0
4,1.077713,0
2,1.137134,0
3,0.75088,0
4,0.932046,0
5,0.974482,0
2,0.86345,0
2,0.772307,0
3,0.695235,0
4,0.979843,0
5,1.206551,0
1,0.80915,0
2,1.08128,0
3,0.635007,0
4,1.004879,0
5,0.862964,0
5,0.950163,2
2,1.278292,0
3,1.055782,0
5,1.038405,0
3,0.937782,0
2,0.886553,0
3,1.224681,1
4,0.846693,0
5,0.989768,0
1,0.894151,0
2,0.75225,0
3,0.845313,0
4,0.920665,0
1,0.823861,0
2,0.674309,0
3,0.576908,0
4,0.995775,0
5,1.109277,1
1,0.997134,0
2,0.935806,1
3,0.792123,0
5,2.095223,0
2,1.272961,0
3,0.891793,1
2,0.685479,0
3,0.610786,0
5,0.908127,0
2,0.995215,2
3,1.298819,2
4,1.086818,0
5,1.012002,2
2,0.911434,0
3,0.980661,1
5,0.875818,1
