@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.03,0.372,0.598,0.143,0.344,2
0.561,0.071,0.368,0.237,0.313,2
0.072,0.499,0.429,0.76,0.204,1
0.056,0.794,0.151,0.381,0.37,1
0.091,0.678,0.231,0.331,0.323,1
0.177,0.672,0.151,0.108,0.386,1
0.029,0.804,0.167,0.121,0.394,1
0.037,0.369,0.593,0.135,0.35,1
0.41,0.225,0.365,0.266,0.493,2
0.136,0.075,0.788,0.112,0.524,2
0.092,0.599,0.309,0.097,0.398,2
0.302,0.328,0.37,0.085,0.523,2
0.023,0.529,0.448,0.115,0.462,1
0.091,0.864,0.045,0.089,0.418,1
0.136,0.21,0.654,0.264,0.399,1
0.059,0.245,0.696,0.118,0.376,2
0.081,0.571,0.348,0.217,0.443,1
0.187,0.708,0.105,0.505,0.428,1
0.031,0.791,0.177,0.16,0.362,2
0.385,0.406,0.209,0.436,0.255,1
0.058,0.805,0.137,0.173,0.358,1
0.556,0.389,0.055,0.195,0.537,1
0.487,0.315,0.197,0.213,0.432,2
0.02,0.793,0.188,0.126,0.391,1
0.314,0.07,0.615,0.643,0.157,2
0.028,0.143,0.83,0.312,0.352,2
0.239,0.216,0.545,0.447,0.226,2
0.6,0.232,0.168,0.34,0.395,1
0.488,0.417,0.095,0.082,0.556,2
0.101,0.669,0.229,0.132,0.451,1
0.207,0.665,0.127,0.127,0.417,1
0.45,0.33,0.22,0.081,0.52,1
0.447,0.258,0.296,0.187,0.399,2
0.198,0.771,0.031,0.079,0.372,1
0.553,0.259,0.188,0.475,0.303,2
0.471,0.315,0.214,0.169,0.413,1
0.043,0.847,0.11,0.129,0.355,2
0.627,0.05,0.323,0.773,0.087,1
0.259,0.67,0.07,0.304,0.451,1
0.517,0.132,0.352,0.225,0.435,2
0.141,0.633,0.226,0.096,0.537,1
0.281,0.415,0.304,0.498,0.276,2
0.11,0.055,0.835,0.141,0.365,2
0.334,0.362,0.304,0.102,0.495,1
0.124,0.677,0.198,0.192,0.515,1
0.199,0.657,0.144,0.252,0.565,1
0.37,0.505,0.125,0.2,0.589,1
0.407,0.508,0.085,0.482,0.276,1
0.488,0.238,0.274,0.122,0.475,1
0.053,0.708,0.24,0.168,0.353,2
0.185,0.662,0.153,0.653,0.191,1
0.155,0.501,0.344,0.832,0.069,1
0.136,0.695,0.169,0.31,0.371,1
0.219,0.664,0.118,0.175,0.347,1
0.048,0.157,0.795,0.167,0.384,2
0.25,0.641,0.109,0.116,0.374,1
0.297,0.632,0.071,0.671,0.191,1
0.316,0.611,0.072,0.368,0.357,1
0.094,0.786,0.12,0.331,0.591,1
0.186,0.677,0.137,0.234,0.484,1
0.129,0.776,0.095,0.261,0.304,1
0.189,0.769,0.042,0.44,0.34,1
0.388,0.548,0.063,0.136,0.357,1
0.068,0.82,0.112,0.377,0.323,1
0.003,0.085,0.912,0.152,0.368,2
0.197,0.424,0.379,0.105,0.374,2
0.241,0.583,0.177,0.566,0.242,2
0.087,0.715,0.198,0.184,0.305,1
0.169,0.781,0.05,0.172,0.728,1
0.492,0.375,0.133,0.361,0.345,1
0.307,0.612,0.08,0.169,0.541,1
0.161,0.757,0.083,0.186,0.464,1
0.179,0.073,0.748,0.123,0.462,2
0.053,0.713,0.234,0.098,0.38,2
0.385,0.491,0.124,0.338,0.408,2
0.203,0.678,0.119,0.171,0.354,1
0.562,0.389,0.048,0.273,0.488,1
0.636,0.321,0.043,0.472,0.297,0
0.192,0.742,0.065,0.292,0.435,0
0.557,0.237,0.207,0.172,0.41,0
0.431,0.454,0.116,0.726,0.154,0
0.454,0.399,0.147,0.266,0.456,0
0.352,0.44,0.208,0.655,0.21,0
0.301,0.654,0.046,0.242,0.494,0
0.68,0.137,0.183,0.829,0.069,0
0.758,0.194,0.049,0.265,0.416,0
0.162,0.736,0.101,0.65,0.18,0
0.155,0.747,0.098,0.501,0.27,0
0.13,0.818,0.052,0.367,0.379,0
0.285,0.631,0.084,0.478,0.304,0
0.813,0.076,0.111,0.103,0.364,0
0.728,0.098,0.175,0.433,0.256,0
0.209,0.73,0.06,0.815,0.106,0
0.191,0.094,0.715,0.239,0.422,0
0.129,0.78,0.091,0.223,0.357,0
0.066,0.813,0.122,0.396,0.338,0
0.227,0.519,0.254,0.162,0.418,0
0.87,0.01,0.12,0.97,0.01,0
0.287,0.59,0.123,0.159,0.358,0
0.067,0.881,0.053,0.665,0.183,0
0.567,0.138,0.295,0.242,0.369,0
0.2,0.696,0.104,0.08,0.381,0
0.845,0.012,0.143,0.639,0.156,0
0.261,0.652,0.086,0.081,0.488,0
0.842,0.01,0.148,0.303,0.384,0
0.705,0.088,0.206,0.456,0.291,0
0.431,0.398,0.17,0.165,0.441,0
0.545,0.182,0.273,0.651,0.17,0
0.74,0.119,0.142,0.11,0.347,0
0.438,0.45,0.112,0.192,0.478,0
0.808,0.107,0.085,0.541,0.22,0
0.775,0.064,0.161,0.439,0.248,0
0.42,0.219,0.361,0.273,0.46,0
0.849,0.139,0.012,0.098,0.672,0
0.808,0.033,0.159,0.923,0.03,0
0.917,0.041,0.042,0.921,0.032,0
0.833,0.052,0.116,0.3,0.363,0
