@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,1.09667,0
3,1.530928,2
5,1.284352,1
1,0.908979,0
2,0.987613,0
3,1.348243,0
4,0.916738,0
5,0.78119,0
2,0.813224,0
3,1.079154,0
5,0.944735,1
3,1.392351,1
5,0.965265,0
1,0.827089,0
2,1.165307,0
3,1.414075,1
5,0.917245,0
3,1.849885,1
1,1.259468,2
2,1.428163,2
3,1.212135,2
5,1.00389,0
2,1.471633,1
3,0.999168,1
5,0.987535,0
2,0.920756,0
3,1.014803,0
4,0.978387,0
1,1.156286,0
2,1.24513,0
5,0.858439,0
1,0.935184,0
2,1.012526,0
3,1.018424,0
3,1.674771,2
3,1.80051,1
4,1.018344,0
5,1.055389,0
1,1.076034,0
2,0.981766,1
3,1.698635,2
4,0.947563,0
5,1.164651,0
1,1.3692,1
2,0.790091,0
3,1.316808,1
4,1.029761,0
5,0.844172,1
2,2.005478,0
3,0.716583,0
4,1.086843,0
5,1.142729,0
1,0.908979,0
3,1.066481,0
4,0.916738,0
5,0.960742,0
1,0.990869,0
2,0.705692,0
3,0.693213,0
2,0.943889,0
3,1.937441,1
5,2.076329,2
1,0.908979,0
2,0.85644,0
3,0.748512,0
4,0.995512,0
5,1.150384,0
1,0.792695,0
2,1.27106,0
1,0.846742,0
2,1.039472,0
3,0.814509,0
4,1.177033,0
5,1.014677,0
1,1.703311,2
2,0.649766,0
3,0.885937,0
4,0.896189,0
1,0.704254,0
2,0.688914,0
3,1.035376,0
4,0.974962,0
2,0.971852,1
3,0.935475,1
4,1.027478,0
5,0.82399,0
1,1.005609,0
2,0.75145,0
3,0.568955,0
4,0.996653,0
5,0.940559,0
2,0.974394,1
3,0.988306,2
2,1.054979,1
3,1.196335,0
1,0.966302,0
2,1.230131,0
3,1.332279,2
5,0.988579,0
1,0.876223,0
1,0.877861,0
3,0.7416,0
4,1.06401,0
5,0.791629,0
2,1.323936,0
1,1.0269,1
2,0.694253,0
3,1.096929,1
4,1.198724,0
1,1.048192,1
2,0.697812,0
3,1.080306,0
4,0.90418,0
2,0.917959,0
3,1.034882,0
5,0.984403,0
3,0.883797,0
5,0.889756,0
1,1.066207,0
3,0.848248,0
2,0.852881,1
3,1.556438,2
4,1.089126,0
1,1.293862,0
2,0.610363,0
3,0.762501,0
5,0.922465,0
1,1.587028,1
2,0.718149,0
3,0.826194,0
1,0.964664,0
2,1.326732,0
3,0.86882,0
4,1.234115,0
5,1.041818,0
1,1.372476,1
2,1.042269,0
3,0.659474,0
4,1.058302,0
5,0.946475,0
1,0.987593,0
2,0.872709,0
3,0.780111,0
1,0.953199,0
2,0.679,0
3,0.705392,0
5,1.116631,0
1,0.946648,0
2,0.65485,0
3,1.079154,0
5,0.937776,0
2,0.7967,0
5,1.001454,1
1,0.86312,0
2,1.404267,0
3,1.25147,1
5,1.350466,1
1,0.877861,0
2,0.739248,0
3,0.576032,0
1,0.948286,0
2,0.92101,0
3,0.89071,1
4,0.913313,0
5,0.895671,0
3,1.160292,0
4,1.081135,0
2,1.138615,0
3,0.755095,0
4,0.935005,0
5,0.976052,0
2,0.864575,0
1,0.843467,0
2,0.687135,0
5,0.963177,1
2,0.773313,0
3,0.699138,0
4,0.982954,0
5,1.208495,0
1,0.810711,0
2,1.082689,0
3,0.638572,0
4,1.00807,0
5,0.864354,0
5,0.951694,2
2,1.279957,0
3,1.061709,0
5,1.040078,0
3,0.943046,0
2,0.887708,0
3,1.231556,1
4,0.849381,0
5,0.991363,0
1,0.895876,0
2,0.75323,0
3,0.850058,0
4,0.923588,0
1,0.825451,0
2,0.675187,0
3,0.580146,0
4,0.998937,0
5,1.111064,1
1,0.999058,0
2,0.937025,1
3,0.79657,0
5,2.098599,0
2,1.274619,0
3,0.896799,1
2,0.686372,0
3,0.614214,0
5,0.90959,0
2,0.996511,2
3,1.306111,2
4,1.090268,0
5,1.013633,2
2,0.912621,0
3,0.986166,1
5,0.877229,1
