@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature22 numeric
@attribute bi_feature12 numeric
@attribute bi_feature327 numeric
@attribute bi_feature1324 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.175214,0,0,0,0.521062,0.543219,0.627404,2
0,0.11353,0,0,0,0.599175,0.631384,0.729020,1
0.001483,0.003955,0,0,0,0.765746,0.816532,0.943373,1
0,0.191781,0,0,0,0.576083,0.600465,0.695298,0
0,0.17037,0,0,0,0.309526,0.313406,0.349683,0
0,0.167173,0,0,0,0.449021,0.465554,0.534627,1
0.011599,0.104391,0,0,0,0.492955,0.517577,0.594761,0
0.02871,0.018978,0,0,0,0.671353,0.715752,0.827817,0
0,0.105263,0,0,0,0.503602,0.528409,0.608026,0
0,0.036949,0,0,0,0.326320,0.337646,0.378814,0
0,0.033951,0,0,0,0.635513,0.673663,0.781461,0
0,0.066895,0,0,0,0.598564,0.632192,0.727969,0
0,0.013477,0,0,0,0.861550,0.919510,1.068244,0
0,0.023256,0,0,0,0.708720,0.754241,0.874741,0
0,0.049065,0,0,0,0.303010,0.311651,0.346125,0
0,0.110638,0,0,0,0.380376,0.396913,0.452141,0
0.011029,0.106005,0,0,0,0.442695,0.462796,0.525658,0
0,0.023826,0,0,0,0.832018,0.887222,1.030447,0
0,0.208333,0,0,0,0.609161,0.636625,0.737619,0
0.00365,0.088808,0,0,0,0.262613,0.266935,0.295966,0
0,0.147368,0,0,0,0.360251,0.371831,0.426220,0
0.014318,0.10324,0,0,0,0.571897,0.602802,0.696014,0
0,0.007274,0,0,0,0.798654,0.852273,0.987038,0
0,0.096667,0,0,0,0.683282,0.720930,0.836067,0
0,0.152952,0,0,0,0.386525,0.397598,0.452000,0
0,0.026432,0,0,0,0.396190,0.413079,0.473711,0
0,0.075452,0,0,0,0.573784,0.605280,0.695580,0
0.002949,0.018873,0,0,0,0.804168,0.857601,0.995237,2
0,0.111486,0,0,0,0.657004,0.692217,0.802930,0
0,0.153012,0,0,0,0.339230,0.347402,0.393440,0
0,0.051643,0,0,0,0.503692,0.530533,0.604388,0
0,0.107567,0,0,0,0.597675,0.629236,0.727450,0
0.050741,0.005211,0,0,0,0.286267,0.310891,0.348297,1
0.124579,0,0,0,0,0.034254,0.045565,0.032160,0
0.024752,0.00198,0,0,0,0.046335,0.061329,0.045851,0
0.197248,0.004587,0.004608,0,0,0.125044,0.129239,0.135189,0
0.059829,0.095571,0,0,0,0.376572,0.396880,0.451771,1
0.021802,0.011919,0,0,0,0.709415,0.757630,0.877709,2
0.036232,0.086957,0,0,0,0.501360,0.530694,0.611491,0
0.011659,0.087892,0,0,0,0.183735,0.189714,0.201182,0
0.115108,0.068345,0,0.00361,0,0.249011,0.261075,0.288687,1
0.07343,0.021256,0,0,0,0.314351,0.336178,0.376749,0
0.04126,0.009377,0.00075,0,0,0.642383,0.686520,0.793369,1
0,0.063333,0,0,0,0.638063,0.677600,0.782844,0
0.030941,0.032178,0,0,0,0.152863,0.163027,0.165526,1
0,0.149254,0,0,0,0.482370,0.501926,0.575178,0
0.004945,0.050209,0,0,0,0.693304,0.736392,0.852136,0
0.004135,0.012405,0,0,0,0.789839,0.843254,0.978201,0
0.018927,0.148265,0,0,0,0.454557,0.476195,0.546764,0
0.005484,0.091408,0,0,0,0.308515,0.317730,0.355536,0
0,0.097826,0,0,0,0.373547,0.388722,0.440810,0
0,0.059493,0,0,0,0.648134,0.686614,0.792638,0
0.041223,0.006948,0,0,0,0.633329,0.676617,0.780381,0
0.003745,0.074906,0,0,0,0.601109,0.636500,0.735961,0
0,0.131522,0,0,0,0.311150,0.318071,0.357067,0
0.00995,0.164179,0,0,0,0.386772,0.397123,0.455533,0
0.015135,0.122162,0,0,0,0.463420,0.484779,0.553726,0
0.003564,0.012117,0,0,0,0.844515,0.902142,1.048165,0
0,0.098859,0,0,0,0.613933,0.646646,0.745938,0
0,0.122538,0,0,0,0.302035,0.308735,0.344847,0
0,0.135,0,0,0,0.496000,0.516570,0.594608,2
0.003234,0.046079,0,0,0,0.496344,0.526934,0.604899,0
0.001275,0.01504,0,0,0,0.768111,0.818476,0.948852,1
0,0.182825,0,0,0,0.574712,0.601162,0.696958,2
0.037223,0.084507,0,0,0,0.391598,0.408280,0.463996,2
0,0.152174,0,0,0,0.258572,0.259406,0.292205,0
0,0.099822,0,0,0,0.536814,0.564110,0.648240,0
0.056106,0.014521,0,0,0,0.547573,0.584720,0.672031,0
0.089655,0.158621,0,0,0,0.409766,0.424669,0.487884,0
0.009991,0.112625,0,0,0,0.344498,0.356621,0.400508,0
0.074534,0.111801,0,0,0,0.247785,0.253112,0.278970,0
0.006002,0.033613,0,0,0,0.682370,0.726107,0.838772,0
0,0.005692,0,0,0,0.846510,0.903891,1.049107,0
0,0.150735,0,0,0,0.636660,0.668947,0.774018,0
0,0.134541,0,0,0,0.255297,0.256827,0.282356,0
0,0.098837,0,0,0,0.256469,0.262716,0.291608,0
0.020558,0.093979,0,0,0,0.533642,0.563075,0.646753,0
0.021831,0.004245,0,0,0,0.739922,0.790688,0.916689,0
0.058309,0.037901,0,0,0,0.394083,0.417724,0.474978,0
0.021627,0.143151,0,0,0,0.254487,0.256432,0.280943,0
0.054913,0.034682,0,0,0,0.525836,0.559274,0.644846,2
0.003525,0.121034,0,0,0,0.438498,0.458171,0.519336,0
0,0.001672,0,0,0,0.856838,0.915460,1.062421,0
0,0.145594,0,0,0,0.545284,0.572626,0.661526,0
0,0.09185,0,0,0,0.295222,0.302382,0.334759,0
0,0.034965,0,0,0,0.156973,0.159282,0.168442,0
0,0.035437,0,0,0,0.607239,0.644334,0.743788,0
0.010496,0.005248,0,0,0,0.716386,0.764996,0.884720,0
0.028169,0.119718,0,0,0,0.532888,0.559203,0.646246,0
0,0.22,0,0,0,0.242159,0.238111,0.265787,0
0,0.09434,0,0,0,0.477391,0.500053,0.572832,0
0,0.059524,0,0,0,0.580280,0.613417,0.704794,0
0,0.011121,0,0,0,0.890477,0.951027,1.105772,0
0,0.167315,0,0,0,0.601241,0.630150,0.729007,0
0,0.095528,0,0,0,0.323293,0.331005,0.372247,1
0,0.041667,0,0,0,0.456779,0.480229,0.546910,2
0,0.023548,0,0,0,0.598282,0.634085,0.730302,1
0.012672,0.013728,0.000528,0,0,0.674574,0.719979,0.834321,1
0.043478,0.187291,0,0,0,0.452036,0.469920,0.541094,0
0.029151,0.031686,0,0,0,0.171666,0.182129,0.191265,0
0.068627,0.083333,0,0,0,0.272853,0.282678,0.320360,0
0.013198,0.026396,0,0,0,0.439559,0.469899,0.538097,0
0.002604,0.003472,0,0,0,0.832645,0.889848,1.033072,0
0.017241,0.12069,0,0,0,0.434267,0.453941,0.520439,0
0,0.078889,0,0,0,0.246098,0.249046,0.273916,0
0,0.062241,0,0,0,0.562080,0.593205,0.683753,1
0,0.079487,0,0,0,0.631778,0.667953,0.771098,2
0,0.006809,0,0,0,0.877205,0.936923,1.089064,1
0,0.064639,0,0,0,0.633936,0.669172,0.773197,0
0,0.086705,0,0,0,0.313808,0.321189,0.360030,2
0,0.063953,0,0,0,0.403621,0.417844,0.477941,0
0.007048,0.068128,0,0,0,0.600155,0.635045,0.733283,1
0,0.02049,0,0,0,0.843478,0.899517,1.045368,2
0,0.084175,0,0,0,0.649274,0.685664,0.793944,1
0,0.079399,0,0,0,0.223765,0.225600,0.245246,1
0,0.152284,0,0,0,0.413998,0.427955,0.493787,2
0.000723,0.095445,0,0,0,0.467214,0.490609,0.562633,1
0.02725,0.004955,0,0,0,0.680854,0.727720,0.841151,0
0,0.05,0,0,0,0.652753,0.690939,0.799011,0
0,0.076426,0,0,0,0.331576,0.339935,0.384520,2
0.127551,0.015306,0,0,0,0.155141,0.159001,0.169557,0
0.001241,0.055831,0,0,0,0.626608,0.665529,0.767244,0
0.004077,0.028169,0,0,0,0.789004,0.841277,0.976325,2
0,0.086957,0,0,0,0.660958,0.697576,0.808480,0
0.031712,0.063425,0,0,0,0.209899,0.216661,0.232511,0
0.02809,0,0,0,0,0.383552,0.405501,0.457501,0
0,0.081778,0,0,0,0.617314,0.652012,0.753025,0
0,0.003759,0,0,0,0.855673,0.913646,1.060955,0
0,0.114754,0,0,0,0.591444,0.621301,0.719074,0
0,0.125152,0,0,0,0.248102,0.249242,0.275514,0
0.011236,0.129213,0,0,0,0.250106,0.253404,0.281343,0
0,0.090997,0,0,0,0.582395,0.613251,0.706519,0
0.000666,0.01932,0,0,0,0.777987,0.829065,0.961041,0
0.022581,0.158065,0,0,0,0.476182,0.497567,0.573477,0
0,0.174142,0,0,0,0.247729,0.247477,0.272212,0
0,0.032864,0,0,0,0.504002,0.531990,0.612516,1
0,0.053026,0,0,0,0.668967,0.709999,0.821176,0
0,0.000725,0,0,0,0.848793,0.906401,1.052139,0
0,0.106529,0,0,0,0.661900,0.698010,0.809871,0
0,0.106638,0,0,0,0.307774,0.313714,0.353714,0
0,0.067308,0,0,0,0.326142,0.346316,0.390110,1
0,0.118681,0,0,0,0.477242,0.498828,0.573694,0
0.013958,0.010806,0,0,0.00045,0.671058,0.716416,0.828421,1
0.020057,0.091691,0,0,0,0.415156,0.435019,0.499005,0
0,0.080717,0,0,0,0.293812,0.301376,0.339976,0
0.023474,0.061033,0,0,0,0.057814,0.059076,0.051271,1
0.045952,0.06674,0,0,0,0.296395,0.316261,0.351947,0
0.05807,0.005944,0,0,0,0.507228,0.543290,0.624956,0
0.030418,0.060837,0,0,0,0.408088,0.432844,0.493702,0
0,0.10962,0,0,0,0.308811,0.315313,0.352710,0
0,0.105023,0,0,0,0.549938,0.577079,0.666329,0
0,0.085619,0,0,0,0.619210,0.653672,0.754657,0
0.004773,0.025776,0,0,0,0.770136,0.820365,0.952194,0
0,0.076642,0,0,0,0.641000,0.675828,0.782985,0
0.011677,0.117834,0,0,0,0.259588,0.262982,0.289464,0
0,0.102151,0,0,0,0.453053,0.470036,0.539841,1
0,0.030023,0,0,0,0.404396,0.423855,0.479054,0
0.005031,0.022918,0,0,0,0.795763,0.848252,0.984952,0
0,0.119522,0,0,0,0.552476,0.578433,0.667068,0
0.002347,0.156103,0,0,0,0.293789,0.298472,0.335721,0
0,0.085,0,0,0,0.430312,0.450801,0.518865,0
0,0.113171,0,0,0,0.497781,0.520527,0.600702,0
0.005213,0.017062,0,0,0,0.785597,0.838220,0.972999,0
0,0.138973,0,0,0,0.665099,0.700398,0.812025,0
0,0.028019,0,0,0,0.313507,0.325592,0.362386,0
0,0.078704,0,0,0,0.388415,0.406228,0.464118,0
0,0.098843,0,0,0,0.501072,0.524213,0.603386,0
0.002912,0.012231,0,0,0,0.823731,0.878863,1.020921,0
0,0.13355,0,0,0,0.636497,0.669924,0.776834,0
0,0.07394,0,0,0,0.307934,0.316987,0.356257,0
0,0.049383,0,0,0,0.390836,0.408312,0.462497,0
0,0.06619,0,0,0,0.550363,0.581179,0.669353,1
0.017449,0.011421,0,0,0,0.741699,0.791962,0.918768,2
0,0.069401,0,0,0,0.570747,0.603446,0.696791,0
0,0.096296,0,0,0,0.303285,0.310282,0.350221,1
0.003802,0.087452,0,0,0,0.518051,0.544814,0.626383,0
0.00625,0.11875,0,0,0,0.456408,0.476276,0.546434,0
0.016839,0.016192,0,0,0,0.648659,0.691781,0.799919,0
0,0.127413,0,0,0,0.598915,0.629550,0.729272,0
0.007928,0.075878,0,0,0,0.199952,0.205759,0.221784,0
0,0.096273,0,0,0,0.573857,0.603017,0.696167,1
0,0.1339,0,0,0,0.468287,0.487827,0.561450,0
0.001793,0.016139,0,0,0,0.793880,0.847066,0.981758,0
0,0.145897,0,0,0,0.646591,0.679743,0.788039,0
0,0.091434,0,0,0,0.292077,0.299483,0.337073,0
0.010204,0.081633,0,0,0,0.274638,0.283911,0.319373,0
0.007476,0.086256,0,0,0,0.432564,0.455374,0.521059,0
0.019898,0.014213,0,0,0,0.655555,0.699662,0.809281,0
0,0.183333,0,0,0,0.592029,0.620191,0.718011,0
0.012036,0.051153,0,0,0,0.258907,0.269469,0.297799,0
0.039427,0.043011,0,0,0,0.356354,0.377521,0.428621,1
0.061493,0.032211,0,0,0,0.221814,0.239701,0.263286,0
0.048689,0.01573,0,0,0,0.476720,0.509628,0.584608,0
0.097403,0.090909,0,0,0,0.385686,0.406092,0.463266,0
0,0.060706,0,0,0,0.238976,0.242393,0.265595,0
0,0.085,0,0,0,0.409195,0.426769,0.487610,0
0.020979,0.035839,0,0,0,0.486329,0.514902,0.590648,0
0.015199,0.017733,0,0,0,0.779079,0.831117,0.965178,0
0,0.169435,0,0,0,0.621513,0.652243,0.756265,0
0,0.087666,0,0,0,0.337703,0.348815,0.394873,0
0,0.11399,0,0,0,0.369000,0.382905,0.437236,0
0.008989,0.122472,0,0,0,0.477207,0.498703,0.573871,0
0,0.022059,0,0,0,0.798479,0.850485,0.987531,1
0,0.145695,0,0,0,0.637813,0.670953,0.777705,0
0,0.04626,0,0,0,0.347923,0.361216,0.408874,0
0,0.148325,0,0,0,0.472586,0.489420,0.560674,0
0,0.105473,0,0,0,0.574030,0.603526,0.695526,0
0.002101,0.02381,0,0,0,0.778294,0.828819,0.961392,0
0,0.153846,0,0,0,0.608320,0.637101,0.738115,0
0,0.131929,0,0,0,0.244486,0.245966,0.267833,0
0,0.166667,0,0,0,0.359920,0.369854,0.421965,0
0,0.059774,0,0,0,0.695670,0.737316,0.854281,2
0,0.012573,0,0,0,0.818306,0.872427,1.013110,1
0,0.141176,0,0,0,0.653792,0.687490,0.796359,0
0,0.070159,0,0,0,0.311849,0.323473,0.360942,0
0.020833,0.182292,0,0,0,0.168130,0.166400,0.180954,0
0.004662,0.125874,0,0,0,0.424684,0.441968,0.507826,0
0.017849,0.010984,0,0,0,0.788581,0.841298,0.976547,0
0,0.140523,0,0,0,0.633057,0.665322,0.771359,0
0,0.103563,0,0,0,0.250311,0.253768,0.279417,0
0,0.253521,0,0,0,0.275628,0.273763,0.307433,1
0.010536,0.10728,0,0,0,0.414056,0.433467,0.496225,0
0,0.042305,0,0,0,0.763653,0.811560,0.941710,0
0,0.047297,0,0,0,0.622750,0.657538,0.760363,0
0,0.076121,0,0,0,0.332244,0.343956,0.387577,1
0.062857,0.051429,0,0,0,0.233120,0.244885,0.269738,0
0.019555,0.065725,0,0,0,0.623710,0.661180,0.762974,0
0.020916,0.011839,0.000395,0,0,0.673236,0.718665,0.831629,1
0,0.070896,0,0,0,0.610595,0.643330,0.744738,0
0.005414,0.071926,0,0,0,0.271421,0.282792,0.314740,1
0.02809,0.106742,0,0,0,0.320110,0.326310,0.371246,0
0.016512,0.112487,0,0,0,0.476149,0.499542,0.571318,0
0.003431,0.011149,0,0,0,0.834412,0.891035,1.035307,0
0,0.184669,0,0,0,0.636079,0.666730,0.772754,0
0,0.099788,0,0,0,0.324985,0.334357,0.372265,0
0.088542,0.036458,0,0,0,0.215703,0.224876,0.244107,0
0.043082,0.067937,0,0,0,0.282613,0.300387,0.335984,0
0.046034,0.024404,0,0,0,0.619082,0.659962,0.762975,1
0,0.116541,0,0,0,0.528466,0.552587,0.638337,0
0.017503,0.063011,0,0,0,0.177203,0.182799,0.195282,0
0,0.181373,0,0,0,0.451323,0.466093,0.537439,0
0,0.058164,0,0,0,0.635606,0.672319,0.777804,0
0.027246,0.015751,0,0,0,0.691079,0.738605,0.855149,0
0.019048,0.190476,0,0,0,0.518969,0.541890,0.626284,0
0,0.072437,0,0,0,0.279427,0.286833,0.314938,0
0,0.137931,0,0,0,0.341719,0.349716,0.397434,0
0.002011,0.042225,0,0,0,0.609481,0.646960,0.746455,0
0,0.01308,0,0,0,0.809667,0.863972,1.002752,0
0,0.176471,0,0,0,0.560686,0.588087,0.678312,0
0.031049,0.066381,0,0,0,0.206636,0.212519,0.230001,0
0,0.104603,0,0,0,0.472004,0.492207,0.566290,0
0.009709,0.099735,0,0,0,0.490171,0.515147,0.591581,0
0,0.020111,0,0,0,0.818203,0.871738,1.012876,0
0,0.181818,0,0,0,0.594088,0.621055,0.719830,0
0,0.065652,0,0,0,0.321511,0.332520,0.370016,0
0.011696,0.046784,0,0,0,0.147271,0.152738,0.162707,0
0.008889,0.095556,0,0,0,0.398111,0.415863,0.472901,0
0,0.025781,0,0,0,0.791403,0.842401,0.977952,0
0,0.220532,0,0,0,0.576251,0.599879,0.695326,0
0.027115,0.105206,0,0,0,0.155826,0.157511,0.165614,1
0,0.142857,0,0,0,0.404074,0.417158,0.476643,0
0,0.097933,0,0,0,0.529169,0.555695,0.640410,0
0,0.013803,0,0,0,0.828029,0.882909,1.026135,1
0,0.043321,0,0,0,0.640548,0.677706,0.784342,0
0,0.072009,0,0,0,0.269089,0.274580,0.304878,0
0,0.267974,0,0,0,0.319497,0.316937,0.361907,0
0.019743,0.115499,0,0,0,0.503733,0.527851,0.607217,0
0.009187,0.010601,0,0,0,0.775098,0.827784,0.960935,0
0.003497,0.104895,0,0,0,0.464025,0.489383,0.561957,0
0.020743,0.045808,0,0,0,0.245544,0.255463,0.281299,0
0,0.140244,0,0,0,0.182758,0.180650,0.195441,0
0.002819,0.086681,0,0,0,0.613860,0.648427,0.748437,0
0,0.006961,0,0,0,0.789396,0.842385,0.977494,0
0.068027,0.129252,0,0,0,0.396814,0.414830,0.476526,0
0.01451,0.108827,0,0,0,0.263037,0.269809,0.296964,0
0,0.087336,0,0,0,0.491449,0.515585,0.590459,1
0,0.052817,0,0,0,0.768572,0.816795,0.947730,2
0,0.023699,0,0,0,0.833545,0.888707,1.032614,2
0,0.161172,0,0,0,0.553392,0.577668,0.668035,0
0,0.088913,0,0,0,0.306384,0.315301,0.353916,2
0,0.281768,0,0,0,0.403598,0.407526,0.468219,0
0,0.060191,0,0,0,0.632743,0.670679,0.775751,0
0.008372,0.01907,0,0,0,0.772370,0.823563,0.956339,0
0,0.131086,0,0,0,0.613074,0.643874,0.745655,0
0,0.069277,0,0,0,0.277302,0.284319,0.314801,0
0,0.306358,0,0,0,0.472194,0.482577,0.557262,0
0,0.049734,0,0,0,0.557252,0.588016,0.675255,0
0.001048,0.014144,0,0,0,0.767028,0.818026,0.947492,0
0,0.117216,0,0,0,0.635094,0.668521,0.773938,0
0,0.109905,0,0,0,0.252445,0.254532,0.279289,0
0,0.106599,0,0,0,0.404168,0.419819,0.477969,0
0.007739,0.095443,0,0,0,0.463763,0.487255,0.557027,0
0.031676,0.00842,0.000802,0,0,0.783518,0.836971,0.971810,1
0.064777,0.125506,0,0,0,0.266808,0.278174,0.313978,0
0,0.100105,0,0,0,0.282473,0.289593,0.322061,0
0.038462,0,0,0,0,0.041147,0.055394,0.040392,0
0.01925,0,0,0,0,0.037496,0.051196,0.036106,0
0.076119,0,0,0,0,0.023058,0.031546,0.019619,0
0.04461,0,0,0,0,0.032102,0.042540,0.030693,0
0,0.116142,0,0,0,0.285941,0.290146,0.321557,0
0.071856,0.179641,0,0,0,0.095190,0.086895,0.084880,0
0,0.108475,0,0,0,0.454948,0.474060,0.542500,0
0.000852,0.024702,0,0,0,0.819473,0.874278,1.015498,0
0.041237,0.158076,0,0,0,0.464460,0.485338,0.558228,0
0.005639,0.067669,0,0,0,0.272391,0.285414,0.310946,1
0.019704,0.039409,0,0,0,0.191197,0.200605,0.219187,0
0.057818,0.066775,0,0.000815,0,0.295647,0.311949,0.349504,1
0.022939,0.00372,0,0,0,0.731181,0.781735,0.905170,0
0,0.195312,0,0,0,0.613097,0.641515,0.742364,0
0.031343,0.061692,0,0,0,0.578325,0.612648,0.704015,0
0,0.137405,0,0,0,0.211357,0.207936,0.227071,0
0,0.073609,0,0,0,0.574385,0.606748,0.698173,0
0.042401,0.015419,0,0,0,0.667875,0.713397,0.825954,1
0,0.2375,0,0,0,0.507737,0.524614,0.605133,0
0,0.130381,0,0,0,0.251301,0.252346,0.279137,0
0,0.083832,0,0,0,0.384536,0.397664,0.456023,0
0,0.147942,0,0,0,0.425648,0.441559,0.506112,0
0.011263,0.022526,0,0,0,0.772407,0.823801,0.955946,0
0,0.17037,0,0,0,0.594209,0.621380,0.719066,0
0,0.113662,0,0,0,0.292825,0.299177,0.330042,0
0,0.012766,0,0,0,0.450022,0.474401,0.539345,1
0.004594,0.096478,0,0,0,0.570818,0.600820,0.693700,2
0.003025,0.010586,0,0,0,0.818426,0.873011,1.013965,2
0.003145,0.04717,0,0,0,0.333145,0.356998,0.402971,0
0,0.080412,0,0,0,0.299603,0.313504,0.350610,2
0,0.149533,0,0,0,0.450556,0.467278,0.535832,0
0,0.092809,0,0,0,0.482671,0.507682,0.582627,0
0.018027,0.021532,0,0,0,0.729654,0.777994,0.901422,1
0,0.154122,0,0,0,0.642023,0.674132,0.781561,0
0,0.091667,0,0,0.001192,0.230177,0.234181,0.253591,1
