@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.014,0.34,0.645,0.149,0.315,2
0.443,0.09,0.466,0.216,0.319,2
0.022,0.509,0.468,0.383,0.482,1
0.158,0.675,0.168,0.462,0.363,1
0.078,0.629,0.292,0.336,0.356,1
0.339,0.574,0.087,0.147,0.337,1
0.025,0.763,0.212,0.171,0.35,1
0.02,0.36,0.621,0.148,0.317,1
0.135,0.384,0.481,0.38,0.425,2
0.054,0.069,0.877,0.244,0.443,2
0.213,0.463,0.324,0.147,0.343,2
0.304,0.237,0.459,0.215,0.438,2
0.017,0.475,0.508,0.214,0.404,1
0.278,0.693,0.029,0.152,0.357,1
0.044,0.241,0.715,0.35,0.392,1
0.026,0.234,0.739,0.154,0.334,2
0.04,0.563,0.396,0.231,0.399,1
0.254,0.691,0.055,0.178,0.611,1
0.009,0.764,0.227,0.159,0.33,2
0.2,0.561,0.24,0.041,0.864,1
0.085,0.755,0.16,0.137,0.384,1
0.662,0.303,0.035,0.333,0.442,1
0.288,0.433,0.278,0.313,0.398,2
0.004,0.797,0.199,0.173,0.347,1
0.068,0.037,0.895,0.463,0.286,2
0.007,0.066,0.927,0.275,0.374,2
0.038,0.329,0.633,0.24,0.312,2
0.535,0.245,0.22,0.433,0.373,1
0.372,0.549,0.079,0.233,0.454,2
0.374,0.505,0.121,0.228,0.399,1
0.234,0.543,0.223,0.181,0.365,1
0.128,0.524,0.348,0.203,0.427,1
0.494,0.263,0.243,0.248,0.376,2
0.436,0.533,0.031,0.118,0.317,1
0.534,0.237,0.229,0.493,0.337,2
0.41,0.36,0.23,0.23,0.381,1
0.048,0.808,0.145,0.154,0.322,2
0.457,0.045,0.498,0.497,0.25,1
0.498,0.465,0.037,0.454,0.386,1
0.35,0.19,0.46,0.341,0.408,2
0.23,0.546,0.224,0.243,0.446,1
0.377,0.318,0.305,0.492,0.334,2
0.04,0.025,0.935,0.166,0.331,2
0.327,0.453,0.22,0.218,0.442,1
0.137,0.659,0.204,0.359,0.421,1
0.239,0.625,0.136,0.155,0.524,1
0.125,0.729,0.145,0.427,0.429,1
0.203,0.677,0.119,0.451,0.329,1
0.562,0.243,0.195,0.235,0.417,1
0.039,0.67,0.291,0.166,0.326,2
0.365,0.492,0.142,0.572,0.289,1
0.115,0.524,0.36,0.573,0.232,1
0.192,0.684,0.124,0.27,0.375,1
0.181,0.696,0.123,0.189,0.329,1
0.481,0.484,0.035,0.6,0.279,1
0.521,0.443,0.037,0.434,0.37,1
0.072,0.795,0.133,0.145,0.622,1
0.142,0.697,0.161,0.384,0.412,1
0.074,0.848,0.077,0.159,0.305,1
0.356,0.626,0.018,0.443,0.371,1
0.46,0.487,0.053,0.162,0.326,1
0.023,0.787,0.19,0.385,0.352,1
0.001,0.068,0.931,0.186,0.344,2
0.124,0.373,0.504,0.144,0.329,2
0.49,0.386,0.124,0.532,0.314,2
0.096,0.64,0.264,0.124,0.28,1
0.248,0.719,0.033,0.299,0.515,1
0.58,0.34,0.08,0.234,0.516,1
0.238,0.681,0.081,0.104,0.332,1
0.127,0.821,0.052,0.309,0.412,1
0.196,0.034,0.77,0.218,0.405,2
0.056,0.661,0.282,0.137,0.33,2
0.438,0.445,0.117,0.443,0.373,2
0.275,0.599,0.126,0.167,0.327,1
0.71,0.259,0.031,0.444,0.392,1
0.855,0.027,0.117,0.452,0.264,0
0.137,0.8,0.063,0.544,0.318,0
0.863,0.047,0.09,0.471,0.266,0
0.368,0.553,0.079,0.131,0.327,0
0.139,0.854,0.007,0.123,0.326,0
0.58,0.144,0.276,0.13,0.321,0
0.24,0.697,0.063,0.636,0.208,0
0.818,0.095,0.087,0.7,0.214,0
0.436,0.378,0.186,0.148,0.537,0
0.436,0.281,0.283,0.529,0.328,0
0.414,0.524,0.062,0.648,0.246,0
0.06,0.758,0.182,0.475,0.288,0
0.916,0.019,0.065,0.5,0.235,0
0.712,0.152,0.136,0.418,0.358,0
0.833,0.12,0.047,0.664,0.188,0
0.525,0.285,0.19,0.237,0.381,0
0.694,0.238,0.068,0.307,0.358,0
0.39,0.21,0.4,0.559,0.302,0
0.664,0.262,0.075,0.168,0.327,0
0.537,0.256,0.207,0.434,0.271,0
0.601,0.256,0.142,0.301,0.411,0
0.114,0.857,0.029,0.269,0.394,0
0.313,0.627,0.061,0.165,0.348,0
0.825,0.153,0.022,0.311,0.429,0
0.976,0.021,0.003,0.569,0.292,0
0.265,0.674,0.062,0.326,0.447,0
0.529,0.312,0.158,0.435,0.353,0
0.85,0.013,0.137,0.721,0.156,0
0.698,0.223,0.079,0.48,0.363,0
0.611,0.125,0.264,0.302,0.386,0
0.688,0.252,0.06,0.612,0.261,0
0.449,0.457,0.094,0.311,0.488,0
0.563,0.111,0.327,0.421,0.289,0
0.2,0.713,0.087,0.393,0.399,0
0.71,0.237,0.053,0.392,0.417,0
0.095,0.805,0.1,0.23,0.451,0
0.471,0.505,0.024,0.2,0.329,0
0.079,0.708,0.213,0.334,0.422,0
0.767,0.219,0.014,0.135,0.326,0
0.015,0.157,0.828,0.238,0.325,0
