@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.914,0.071,0.015,0.219,0.442,0
0.252,0.718,0.029,0.201,0.407,0
0.014,0.34,0.645,0.149,0.315,2
0.443,0.09,0.466,0.216,0.319,2
0.022,0.509,0.468,0.383,0.482,1
0.109,0.824,0.067,0.248,0.466,0
0.639,0.191,0.171,0.222,0.409,0
0.073,0.233,0.695,0.184,0.33,0
0.439,0.322,0.239,0.25,0.387,0
0.71,0.237,0.053,0.392,0.417,0
0.491,0.442,0.067,0.363,0.391,0
0.707,0.14,0.153,0.289,0.372,0
0.626,0.293,0.08,0.14,0.325,0
0.783,0.123,0.094,0.38,0.305,0
0.594,0.292,0.114,0.314,0.42,0
0.129,0.758,0.113,0.185,0.408,0
0.012,0.023,0.966,0.263,0.361,0
0.163,0.789,0.048,0.151,0.35,0
0.639,0.057,0.304,0.337,0.301,0
0.158,0.675,0.168,0.462,0.363,1
0.078,0.629,0.292,0.336,0.356,1
0.021,0.187,0.792,0.238,0.38,0
0.339,0.574,0.087,0.147,0.337,1
0.537,0.256,0.207,0.434,0.271,0
0.439,0.148,0.413,0.435,0.383,0
0.795,0.114,0.09,0.402,0.407,0
0.149,0.438,0.413,0.203,0.386,0
0.025,0.763,0.212,0.171,0.35,1
0.627,0.102,0.271,0.306,0.318,0
0.638,0.225,0.137,0.423,0.375,0
0.082,0.525,0.393,0.302,0.392,0
0.121,0.302,0.577,0.298,0.371,0
0.02,0.36,0.621,0.148,0.317,1
0.916,0.019,0.065,0.5,0.235,0
0.94,0.028,0.032,0.305,0.451,0
0.135,0.384,0.481,0.38,0.425,2
0.054,0.069,0.877,0.244,0.443,2
0.213,0.463,0.324,0.147,0.343,2
0.694,0.238,0.068,0.307,0.358,0
0.506,0.433,0.061,0.403,0.402,0
0.304,0.237,0.459,0.215,0.438,2
0.017,0.475,0.508,0.214,0.404,1
0.278,0.693,0.029,0.152,0.357,1
0.833,0.12,0.047,0.664,0.188,0
