@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.028,0.327,0.645,0.071,0.477,2
0.038,0.505,0.456,0.133,0.614,1
0.168,0.709,0.124,0.371,0.458,1
0.093,0.702,0.205,0.079,0.656,1
0.032,0.741,0.227,0.215,0.634,1
0.025,0.327,0.648,0.009,0.213,1
0.144,0.467,0.389,0.06,0.311,2
0.046,0.078,0.876,0.066,0.719,2
0.123,0.475,0.402,0.192,0.629,2
0.021,0.524,0.454,0.113,0.835,1
0.153,0.777,0.069,0.377,0.495,1
0.014,0.185,0.801,0.025,0.355,2
0.006,0.615,0.379,0.058,0.776,1
0.038,0.843,0.12,0.156,0.794,1
0.015,0.772,0.213,0.012,0.395,2
0.12,0.652,0.228,0.192,0.489,1
0.051,0.783,0.167,0.068,0.669,1
0.338,0.598,0.065,0.836,0.153,1
0.004,0.812,0.184,0.07,0.691,1
0.01,0.087,0.903,0.013,0.27,2
0.027,0.394,0.58,0.066,0.377,2
0.15,0.647,0.202,0.186,0.772,1
0.607,0.291,0.102,0.145,0.777,1
0.436,0.341,0.223,0.365,0.472,1
0.069,0.829,0.102,0.233,0.736,2
0.174,0.559,0.267,0.199,0.702,1
0.056,0.009,0.935,0.095,0.538,2
0.157,0.725,0.118,0.576,0.309,1
0.148,0.687,0.165,0.119,0.789,1
0.074,0.762,0.164,0.344,0.498,1
0.571,0.217,0.212,0.196,0.68,1
0.029,0.7,0.271,0.024,0.481,2
0.097,0.527,0.376,0.247,0.618,1
0.071,0.784,0.145,0.212,0.61,1
0.22,0.718,0.062,0.219,0.734,1
0.021,0.847,0.133,0.043,0.775,1
0.091,0.748,0.161,0.136,0.671,1
0.111,0.846,0.043,0.221,0.648,1
0.093,0.883,0.024,0.169,0.72,1
0.362,0.482,0.156,0.369,0.487,2
0.112,0.661,0.226,0.06,0.624,1
0.097,0.857,0.046,0.393,0.55,1
0.409,0.466,0.125,0.225,0.625,1
0.332,0.6,0.068,0.366,0.544,1
0.274,0.021,0.705,0.165,0.108,2
0.046,0.666,0.288,0.012,0.113,2
0.24,0.607,0.154,0.521,0.431,2
0.178,0.662,0.16,0.129,0.713,1
0.539,0.415,0.046,0.191,0.657,1
0.918,0.024,0.058,0.88,0.113,0
0.655,0.287,0.059,0.314,0.578,0
0.325,0.411,0.264,0.293,0.598,0
0.224,0.733,0.043,0.29,0.453,0
0.479,0.438,0.083,0.588,0.314,0
0.946,0.027,0.027,0.537,0.431,0
0.633,0.203,0.163,0.272,0.387,0
0.573,0.358,0.069,0.125,0.582,0
0.706,0.246,0.049,0.84,0.138,0
0.447,0.492,0.061,0.708,0.251,0
0.448,0.496,0.056,0.731,0.246,0
0.179,0.543,0.279,0.354,0.615,0
0.017,0.921,0.062,0.181,0.624,0
0.302,0.503,0.195,0.58,0.317,0
0.224,0.764,0.012,0.855,0.132,0
0.079,0.895,0.026,0.764,0.211,0
0.81,0.012,0.178,0.727,0.254,0
0.481,0.228,0.292,0.55,0.276,0
0.353,0.265,0.381,0.278,0.467,0
0.172,0.68,0.147,0.354,0.578,0
