@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,10,4.479066,1.11536,0
3,12,4.476359,1.524134,2
5,16,5.282326,1.285443,1
1,2,4.185434,0.90904,0
2,8,3.717095,1.004445,0
3,12,3.710519,1.342261,0
4,2,3.489355,0.916122,0
5,8,3.744269,0.781853,0
2,8,3.451455,0.827083,0
3,5,3.226075,1.074366,0
5,7,7.094787,0.945537,1
3,8,2.717923,1.386172,1
5,7,5.802987,0.966085,0
1,2,4.538522,0.827144,0
2,8,3.969727,1.185167,0
3,12,4.502463,1.407801,1
5,7,4.498704,0.918024,0
3,8,4.198062,1.841676,1
1,2,4.094864,1.259553,2
2,8,4.251957,1.452502,2
3,7,4.352923,1.206756,2
5,7,4.445478,1.004742,0
2,11,5.38112,1.496713,1
3,9,3.762812,0.994734,1
5,6,4.589115,0.988374,0
2,8,4.05231,0.936448,0
3,6,4.063057,1.0103,0
4,2,4.036506,0.97773,0
1,2,3.901367,1.156364,0
2,14,3.400645,1.26635,0
5,6,3.393658,0.859168,0
1,2,4.657121,0.935246,0
2,8,4.515958,1.029782,0
3,7,3.946242,1.013905,0
3,12,4.301709,1.667339,2
3,9,3.57853,1.792521,1
4,2,4.217083,1.01766,0
5,7,5.32793,1.056285,0
1,2,4.445331,1.076107,0
2,8,5.047678,0.998498,1
3,10,3.350088,1.691098,2
4,2,2.916137,0.946926,0
5,7,4.917948,1.16564,0
1,2,3.406422,1.369293,1
2,8,3.649491,0.803556,0
3,7,4.131687,1.310965,1
4,2,4.009388,1.029069,0
5,7,3.817433,0.844889,1
1,2,3.670158,0.90904,0
3,7,3.438863,1.061749,0
4,1,3.169606,0.916122,0
5,7,3.850844,0.961557,0
1,2,3.685902,0.990935,0
2,8,3.455159,0.717719,0
3,2,3.377466,0.690137,0
2,8,4.94207,0.959975,0
3,18,4.223454,1.928844,1
5,10,4.426974,2.078092,2
1,2,3.953887,0.90904,0
2,8,3.422389,0.871036,0
3,8,3.185894,0.745191,0
4,2,1.627654,0.994843,0
5,7,3.561084,1.151361,0
1,2,3.706473,0.792748,0
2,8,3.358486,1.292722,0
1,2,3.909108,0.846799,0
2,8,3.368784,1.057188,0
3,3,3.104877,0.810894,0
4,2,3.488715,1.176242,0
5,7,3.58635,1.015538,0
1,2,3.784312,1.703426,2
2,8,4.840624,0.660839,0
3,5,2.41161,0.882005,0
4,2,3.247011,0.895587,0
1,2,3.647504,0.704301,0
2,8,3.439014,0.700655,0
3,7,3.92146,1.030781,0
4,2,2.781845,0.974307,0
2,9,4.623354,0.988415,1
3,5,4.459865,0.931324,1
4,2,1.857721,1.026787,0
5,7,4.915703,0.82469,0
1,2,4.892608,1.005677,0
2,8,5.179627,0.764257,0
3,2,1.596783,0.56643,0
4,2,2.224549,0.995983,0
5,8,4.657423,0.941358,0
2,8,4.360455,0.991001,1
3,6,5.654631,0.98392,2
2,10,3.864322,1.072959,1
3,7,3.093536,1.191027,0
1,2,3.066823,0.966367,0
2,8,3.570451,1.251096,0
3,7,3.586543,1.326367,2
5,7,4.149177,0.989418,0
1,2,3.176732,0.876282,0
1,2,3.995587,0.87792,0
3,7,3.620939,0.738309,0
4,2,3.050896,1.063295,0
5,7,3.83573,0.792301,0
2,8,3.797649,1.346499,0
1,2,6.251011,1.026969,1
2,9,4.564996,0.706085,0
3,10,4.219458,1.092061,1
4,3,3.188565,1.197918,0
1,2,4.541616,1.048262,1
2,8,3.995826,0.709704,0
3,6,3.931977,1.075512,0
4,2,3.601488,0.903573,0
2,8,3.765315,0.933604,0
3,9,3.667449,1.03029,0
5,7,4.448673,0.985239,0
3,5,3.758382,0.879875,0
5,7,3.635125,0.890511,0
1,2,5.252722,0.984384,0
2,8,3.371703,0.795541,0
3,8,3.417787,1.037335,0
1,2,5.794505,1.066279,0
3,7,3.754747,0.844484,0
2,8,4.783542,0.867416,1
3,8,4.19326,1.549531,2
4,3,3.476314,1.088394,0
1,2,5.853308,1.293949,0
2,8,3.704572,0.620765,0
3,8,3.672899,0.759118,0
5,7,5.855324,0.923248,0
1,2,5.325631,1.587135,1
2,8,3.483463,0.730388,0
3,6,4.185694,0.822528,0
1,2,5.18147,0.964729,0
2,13,6.312105,1.349343,0
3,7,4.034402,0.864965,0
4,2,2.99686,1.233285,0
5,7,5.47714,1.042703,0
1,2,5.537619,1.372568,1
2,11,5.832212,1.060032,0
3,5,4.701641,0.656548,0
4,2,3.289836,1.057591,0
5,7,5.590564,0.947279,0
1,2,4.727714,0.98766,0
2,8,4.337568,0.887583,0
3,5,4.048899,0.77665,0
1,2,5.945864,0.953263,0
2,8,3.852648,0.690572,0
3,8,3.339058,0.702262,0
5,7,4.668016,1.11758,0
1,2,5.612044,0.946712,0
2,8,5.015264,0.66601,0
3,7,3.981518,1.074366,0
5,7,4.225795,0.938572,0
2,8,4.533209,0.810278,0
5,7,3.879643,1.002304,1
1,2,4.485791,0.863178,0
2,12,4.290601,1.428199,0
3,10,4.128358,1.245917,1
5,9,4.150492,1.351613,1
1,2,3.64003,0.87792,0
2,8,3.250854,0.751847,0
3,2,3.13997,0.573476,0
1,2,4.984469,0.94835,0
2,8,4.892,0.936706,0
3,7,4.414368,0.886757,1
4,2,2.440765,0.9127,0
5,7,4.977835,0.896432,0
3,5,3.006312,1.155144,0
4,2,6.408688,1.080408,0
2,8,5.013164,1.15802,0
3,4,3.506631,0.751745,0
4,2,3.513744,0.934376,0
5,7,4.205279,0.976881,0
2,8,4.629398,0.879309,0
1,2,5.306196,0.843524,0
2,8,3.733265,0.698845,0
5,7,4.985496,0.963995,1
2,8,3.260765,0.786492,0
3,3,4.067144,0.696035,0
4,2,3.791195,0.982293,0
5,7,6.652536,1.209521,0
1,2,4.096242,0.810765,0
2,8,3.18945,1.10114,0
3,5,3.7363,0.635739,0
4,2,3.996101,1.007392,0
5,7,3.730318,0.865088,0
5,7,5.149257,0.952502,2
2,10,4.04139,1.301771,0
3,7,3.437098,1.056997,0
5,7,5.123771,1.040962,0
3,6,3.295283,0.938861,0
2,8,4.702139,0.902837,0
3,4,4.769537,1.226091,1
4,2,3.006776,0.848811,0
5,7,3.703772,0.992205,0
1,2,4.426246,0.895937,0
2,8,3.059064,0.766067,0
3,7,3.351255,0.846286,0
4,2,3.523456,0.922968,0
1,2,4.660529,0.825507,0
2,8,3.968782,0.686694,0
3,3,3.815871,0.577572,0
4,2,2.739084,0.998265,0
5,7,4.289719,1.112007,1
1,2,2.488381,0.999125,0
2,9,3.687866,0.952995,1
3,5,3.541463,0.793035,0
5,8,3.781682,2.100381,0
2,10,4.093473,1.296341,0
3,5,3.879328,0.89282,1
2,8,3.890653,0.69807,0
3,4,4.0526,0.611489,0
5,7,4.804256,0.910363,0
2,8,4.543385,1.013494,2
3,8,4.473364,1.300315,2
