@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.026,0.363,0.611,0.213,0.278,2
0.333,0.034,0.633,0.258,0.266,2
0.021,0.542,0.437,0.195,0.7,1
0.07,0.718,0.212,0.302,0.437,1
0.031,0.663,0.306,0.3,0.337,1
0.013,0.766,0.221,0.168,0.307,1
0.001,0.813,0.186,0.166,0.314,1
0.009,0.345,0.646,0.2,0.281,1
0.248,0.248,0.505,0.336,0.483,2
0.042,0.058,0.9,0.166,0.485,2
0.002,0.603,0.394,0.148,0.311,2
0.322,0.172,0.506,0.121,0.45,2
0.004,0.544,0.452,0.151,0.398,1
0.079,0.823,0.098,0.136,0.325,1
0.027,0.223,0.75,0.242,0.421,1
0.013,0.59,0.397,0.405,0.378,1
0.029,0.832,0.139,0.232,0.684,1
0.004,0.787,0.209,0.266,0.303,2
0.242,0.458,0.301,0.005,0.994,1
0.004,0.874,0.122,0.249,0.464,1
0.466,0.479,0.055,0.273,0.509,1
0.527,0.334,0.139,0.218,0.415,2
0.001,0.809,0.189,0.172,0.311,1
0.164,0.022,0.814,0.509,0.23,2
0,0.086,0.913,0.43,0.335,2
0.071,0.276,0.653,0.593,0.21,2
0.456,0.324,0.22,0.286,0.435,1
0.687,0.282,0.031,0.119,0.482,2
0.011,0.775,0.214,0.166,0.392,1
0.326,0.6,0.074,0.194,0.346,1
0.23,0.476,0.293,0.123,0.431,1
0.194,0.282,0.524,0.21,0.357,2
0.349,0.641,0.01,0.127,0.278,1
0.479,0.296,0.225,0.362,0.389,2
0.581,0.249,0.169,0.215,0.368,1
0.044,0.877,0.079,0.175,0.279,2
0.814,0.011,0.175,0.62,0.162,1
0.069,0.783,0.147,0.253,0.495,1
0.728,0.075,0.197,0.213,0.451,2
0.041,0.618,0.341,0.13,0.474,1
0.458,0.294,0.248,0.37,0.38,2
0.002,0.028,0.97,0.195,0.293,2
0.191,0.407,0.402,0.121,0.456,1
0.119,0.743,0.138,0.199,0.491,1
0.135,0.732,0.133,0.131,0.599,1
0.091,0.812,0.097,0.211,0.58,1
0.211,0.68,0.109,0.39,0.331,1
0.73,0.153,0.117,0.153,0.423,1
0.011,0.682,0.307,0.256,0.292,2
0.057,0.684,0.259,0.472,0.325,1
0.092,0.505,0.403,0.673,0.154,1
0.178,0.612,0.21,0.467,0.324,1
0.335,0.587,0.077,0.212,0.283,1
0.01,0.136,0.853,0.197,0.332,2
0.407,0.531,0.062,0.163,0.293,1
0.508,0.47,0.022,0.483,0.33,1
0.168,0.614,0.217,0.293,0.427,1
0.008,0.863,0.129,0.091,0.759,1
0.03,0.729,0.241,0.232,0.491,1
0.135,0.833,0.032,0.468,0.248,1
0.077,0.823,0.1,0.437,0.39,1
0.602,0.373,0.026,0.18,0.283,1
0.017,0.823,0.16,0.327,0.349,1
0,0.064,0.936,0.19,0.305,2
0.193,0.365,0.442,0.152,0.29,2
0.146,0.565,0.289,0.412,0.361,2
0.119,0.69,0.191,0.346,0.244,1
0.031,0.881,0.088,0.068,0.862,1
0.284,0.554,0.162,0.226,0.683,1
0.438,0.52,0.042,0.233,0.541,1
0.049,0.886,0.065,0.198,0.441,1
0.012,0.059,0.929,0.169,0.406,2
0.008,0.712,0.28,0.153,0.297,2
0.271,0.563,0.165,0.285,0.444,2
0.091,0.728,0.181,0.264,0.294,1
0.389,0.556,0.055,0.243,0.501,1
0.343,0.233,0.424,0.156,0.457,0
0.911,0.031,0.057,0.964,0.025,0
0.722,0.137,0.141,0.23,0.388,0
0.921,0.004,0.075,0.378,0.272,0
0.736,0.126,0.138,0.432,0.301,0
0.358,0.615,0.027,0.601,0.271,0
0.716,0.111,0.173,0.182,0.392,0
0.802,0.044,0.154,0.713,0.127,0
0.032,0.505,0.462,0.299,0.305,0
0.992,0.001,0.006,0.678,0.165,0
0.683,0.301,0.016,0.226,0.282,0
0.919,0.016,0.065,0.63,0.156,0
0.096,0.353,0.551,0.364,0.29,0
0.79,0.162,0.049,0.419,0.344,0
0.03,0.654,0.316,0.235,0.367,0
0.737,0.03,0.233,0.253,0.389,0
0.398,0.185,0.417,0.318,0.394,0
0.338,0.609,0.053,0.174,0.572,0
0.862,0.13,0.007,0.209,0.478,0
0.264,0.721,0.015,0.415,0.329,0
0.867,0.116,0.018,0.127,0.304,0
0.086,0.884,0.03,0.391,0.392,0
0.954,0.027,0.019,0.285,0.379,0
0.982,0.007,0.012,0.781,0.111,0
0.814,0.151,0.035,0.121,0.457,0
0.234,0.681,0.086,0.213,0.45,0
0.849,0.093,0.057,0.989,0.01,0
0.178,0.756,0.065,0.429,0.387,0
0.971,0.019,0.01,0.789,0.102,0
0.018,0.914,0.068,0.5,0.336,0
0.977,0.001,0.021,0.514,0.217,0
0.163,0.806,0.03,0.178,0.297,0
0.024,0.36,0.616,0.183,0.365,0
0.225,0.708,0.066,0.213,0.413,0
0.115,0.81,0.075,0.182,0.334,0
0.108,0.518,0.374,0.181,0.347,0
0.063,0.873,0.064,0.248,0.326,0
0.079,0.914,0.007,0.397,0.412,0
0.002,0.892,0.105,0.127,0.291,0
0.003,0.228,0.768,0.196,0.362,0
