@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,1.099899,0
3,1.536487,2
5,1.283172,1
1,0.911166,0
2,0.990521,0
3,1.35314,0
4,0.916165,0
5,0.780472,0
2,0.815618,0
3,1.083073,0
5,0.943867,1
3,1.397407,1
5,0.964378,0
1,0.829079,0
2,1.168738,0
3,1.419211,1
5,0.916402,0
3,1.856603,1
1,1.262499,2
2,1.432367,2
3,1.216537,2
5,1.002967,0
2,1.475966,1
3,1.002797,1
5,0.986627,0
2,0.923466,0
3,1.018489,0
4,0.977775,0
1,1.159069,0
2,1.248796,0
5,0.85765,0
1,0.937434,0
2,1.015507,0
3,1.022123,0
3,1.680853,2
3,1.807049,1
4,1.017708,0
5,1.054419,0
1,1.078624,0
2,0.984657,1
3,1.704804,2
4,0.94697,0
5,1.163581,0
1,1.372495,1
2,0.792417,0
3,1.321591,1
4,1.029117,0
5,0.843396,1
2,2.011382,0
3,0.719186,0
4,1.086164,0
5,1.141679,0
1,0.911166,0
3,1.070355,0
4,0.916165,0
5,0.959858,0
1,0.993253,0
2,0.70777,0
3,0.69573,0
2,0.946668,0
3,1.944478,1
5,2.074421,2
1,0.911166,0
2,0.858962,0
3,0.75123,0
4,0.994889,0
5,1.149327,0
1,0.794602,0
2,1.274802,0
1,0.84878,0
2,1.042533,0
3,0.817467,0
4,1.176297,0
5,1.013744,0
1,1.70741,2
2,0.651679,0
3,0.889154,0
4,0.895629,0
1,0.705948,0
2,0.690943,0
3,1.039136,0
4,0.974353,0
2,0.974714,1
3,0.938873,1
4,1.026835,0
5,0.823232,0
1,1.008029,0
2,0.753663,0
3,0.571021,0
4,0.99603,0
5,0.939695,0
2,0.977263,1
3,0.991895,2
2,1.058086,1
3,1.20068,0
1,0.968627,0
2,1.233753,0
3,1.337117,2
5,0.98767,0
1,0.878331,0
1,0.879973,0
3,0.744293,0
4,1.063345,0
5,0.790901,0
2,1.327834,0
1,1.029371,1
2,0.696297,0
3,1.100913,1
4,1.197974,0
1,1.050714,1
2,0.699866,0
3,1.08423,0
4,0.903615,0
2,0.920662,0
3,1.03864,0
5,0.983499,0
3,0.887007,0
5,0.888938,0
1,0.986686,0
2,0.784513,0
3,1.045743,0
1,1.068773,0
3,0.851328,0
2,0.855392,1
3,1.56209,2
4,1.088445,0
1,1.296975,0
2,0.61216,0
3,0.76527,0
5,0.921617,0
1,1.590847,1
2,0.720263,0
3,0.829194,0
1,0.966985,0
2,1.330638,0
3,0.871976,0
4,1.233343,0
5,1.040861,0
1,1.375779,1
2,1.045338,0
3,0.661869,0
4,1.05764,0
5,0.945605,0
1,0.98997,0
2,0.875279,0
3,0.782945,0
1,0.955493,0
2,0.680999,0
3,0.707954,0
5,1.115605,0
1,0.948926,0
2,0.656778,0
3,1.083073,0
5,0.936914,0
2,0.799046,0
5,1.000533,1
1,0.865197,0
2,1.408401,0
3,1.256015,1
5,1.349225,1
1,0.879973,0
2,0.741425,0
3,0.578124,0
1,0.950568,0
2,0.923721,0
3,0.893944,1
4,0.912742,0
5,0.894848,0
3,1.164506,0
4,1.080459,0
2,1.141968,0
3,0.757837,0
4,0.93442,0
5,0.975155,0
2,0.86712,0
1,0.845496,0
2,0.689158,0
5,0.962292,1
2,0.775589,0
3,0.701677,0
4,0.982339,0
5,1.207384,0
1,0.812662,0
2,1.085876,0
3,0.640891,0
4,1.007439,0
5,0.86356,0
5,0.95082,2
2,1.283725,0
3,1.065564,0
5,1.039122,0
3,0.946471,0
2,0.890322,0
3,1.236028,1
4,0.84885,0
5,0.990452,0
1,0.898032,0
2,0.755448,0
3,0.853145,0
4,0.923011,0
1,0.827437,0
2,0.677175,0
3,0.582253,0
4,0.998312,0
5,1.110043,1
1,1.001462,0
2,0.939784,1
3,0.799462,0
5,2.09667,0
2,1.278371,0
3,0.900056,1
2,0.688393,0
3,0.616445,0
5,0.908754,0
2,0.915308,0
3,0.989748,1
5,0.876423,1
