@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.096,0.279,0.625,0.054,0.347,0.13,0.326,2
0.138,0.456,0.407,0.079,0.565,0.416,0.476,1
0.146,0.686,0.167,0.642,0.256,0.427,0.371,1
0.249,0.593,0.158,0.081,0.52,0.116,0.327,1
0.069,0.731,0.2,0.184,0.584,0.13,0.338,1
0.065,0.294,0.641,0.004,0.174,0.125,0.324,1
0.124,0.403,0.472,0.009,0.32,0.437,0.377,2
0.111,0.058,0.831,0.028,0.674,0.208,0.405,2
0.115,0.578,0.307,0.302,0.445,0.109,0.324,2
0.061,0.458,0.481,0.017,0.764,0.161,0.375,1
0.211,0.734,0.054,0.691,0.255,0.108,0.328,1
0.083,0.167,0.75,0.023,0.281,0.12,0.327,2
0.054,0.541,0.405,0.001,0.794,0.312,0.387,1
0.222,0.673,0.106,0.186,0.768,0.312,0.53,1
0.036,0.746,0.218,0.002,0.343,0.162,0.348,2
0.099,0.618,0.282,0.17,0.504,0.008,0.987,1
0.096,0.742,0.162,0.07,0.614,0.146,0.489,1
0.497,0.453,0.049,0.689,0.303,0.361,0.401,1
0.031,0.769,0.2,0.021,0.638,0.133,0.339,1
0.077,0.084,0.839,0,0.22,0.34,0.375,2
0.05,0.347,0.603,0.029,0.278,0.36,0.348,2
0.101,0.703,0.196,0.402,0.53,0.176,0.378,1
0.485,0.409,0.106,0.24,0.728,0.154,0.356,1
0.672,0.193,0.135,0.498,0.395,0.198,0.376,1
0.038,0.849,0.113,0.553,0.39,0.119,0.321,2
0.315,0.489,0.196,0.334,0.522,0.181,0.401,1
0.059,0.024,0.917,0.119,0.432,0.136,0.334,2
0.059,0.756,0.186,0.712,0.226,0.307,0.406,1
0.219,0.661,0.12,0.124,0.734,0.15,0.523,1
0.059,0.742,0.199,0.215,0.676,0.414,0.396,1
0.611,0.185,0.204,0.168,0.663,0.179,0.387,1
0.046,0.678,0.276,0.013,0.403,0.161,0.344,2
0.103,0.452,0.444,0.059,0.691,0.606,0.263,1
0.112,0.649,0.239,0.119,0.601,0.356,0.372,1
0.364,0.58,0.056,0.406,0.531,0.397,0.377,1
0.064,0.817,0.119,0.029,0.753,0.153,0.618,1
0.251,0.626,0.124,0.071,0.614,0.349,0.399,1
0.055,0.892,0.053,0.504,0.433,0.236,0.355,1
0.234,0.739,0.027,0.176,0.717,0.502,0.341,1
0.392,0.469,0.14,0.643,0.277,0.515,0.329,2
0.071,0.696,0.233,0.106,0.522,0.155,0.329,1
0.226,0.74,0.034,0.286,0.648,0.273,0.528,1
0.471,0.429,0.1,0.226,0.633,0.221,0.649,1
0.291,0.633,0.076,0.575,0.381,0.15,0.407,1
0.387,0.04,0.573,0.032,0.246,0.175,0.38,2
0.05,0.675,0.275,0.083,0.062,0.104,0.316,2
0.452,0.446,0.103,0.555,0.415,0.407,0.377,2
0.222,0.661,0.116,0.151,0.659,0.165,0.346,1
0.529,0.436,0.035,0.58,0.354,0.403,0.388,1
0.847,0.013,0.141,0.548,0.433,0.237,0.396,0
0.039,0.94,0.02,0.8,0.19,0.574,0.309,0
0.278,0.381,0.341,0.446,0.435,0.176,0.353,0
0.161,0.677,0.162,0.495,0.49,0.293,0.44,0
0.189,0.718,0.093,0.62,0.337,0.388,0.385,0
0.434,0.466,0.099,0.583,0.328,0.161,0.343,0
0.34,0.571,0.088,0.594,0.312,0.136,0.335,0
0.963,0.02,0.018,0.351,0.47,0.753,0.183,0
0.642,0.118,0.239,0.518,0.262,0.241,0.376,0
0.134,0.805,0.062,0.738,0.145,0.56,0.284,0
0.426,0.539,0.035,0.463,0.427,0.226,0.405,0
0.422,0.38,0.198,0.617,0.287,0.129,0.547,0
0.854,0.057,0.089,0.859,0.132,0.247,0.396,0
0.089,0.886,0.025,0.827,0.167,0.825,0.14,0
0.39,0.479,0.131,0.753,0.192,0.542,0.318,0
0.343,0.571,0.086,0.302,0.658,0.175,0.392,0
0.116,0.84,0.044,0.401,0.419,0.108,0.323,0
0.834,0.022,0.144,0.583,0.391,0.639,0.248,0
