@relation rabc_features-weka.filters.unsupervised.attribute.Remove-R1

@attribute child_feature1 numeric
@attribute child_feature2 numeric
@attribute child_feature3 numeric
@attribute child_feature4 numeric
@attribute child_feature5 numeric
@attribute child_feature6 numeric
@attribute child_feature7 numeric
@attribute child_feature8 numeric
@attribute child_feature9 numeric
@attribute child_feature10 numeric
@attribute child_feature11 numeric
@attribute child_feature12 numeric
@attribute child_feature13 numeric
@attribute child_feature14 numeric
@attribute child_feature15 numeric
@attribute child_feature16 numeric
@attribute child_feature17 numeric
@attribute child_feature18 numeric
@attribute joint_feature1 numeric
@attribute joint_feature2 numeric
@attribute class {0,1,2}

@data
1,0.020408,1.396039,0.112062,1.139602,1.42281,0.206341,1.247435,3.162933,0.212366,2.236998,1.319657,2.934598,3.176816,0.21472,0.008539,0.303486,0.278894,0.609724,0,0
9,0.161019,0.076815,0.576729,3.551431,0.034306,-0.436435,0.686891,3.462369,-0.549232,-0.123159,1.213214,4.479444,-0.419684,0.016316,0.075544,1.10618,0.025643,0.758876,1,0
5,0.21539,-0.213508,1.495623,4.843475,-0.045411,0.594236,0.774739,4.334964,0.712453,-0.053035,0.378253,4.542948,-0.097281,-0.04067,0.030229,1.372408,-0.04874,0.920872,5,0
1,0.04128,1.436645,0.045858,0.723497,1.436645,-0.718514,0.097078,1.356357,-0.671188,-0.135191,0.04036,0.550503,-0.085555,0.060724,0.104767,0.849787,-0.052474,1.58717,0,1
1,0.024071,-0.68973,0.029178,0.56652,-0.768216,0.326568,0.683925,3.131682,0.306466,1.846937,0.018447,0.539017,1.851051,0.013051,0.000107,0.055944,0.011679,0.717397,0,0
1,0.042032,-0.045199,1.389643,4.026768,0.399842,0.416782,0.977137,4.235393,0.371358,-0.220519,0.279374,2.006752,-0.253332,-0.04193,0.020382,0.802177,-0.1044,0.822266,1,0
2,0.178268,0.560234,0.34539,2.148529,0.437337,-0.770617,0.437217,2.667147,-0.785833,0.822059,0.845733,3.928937,0.244871,0.175579,0.069813,0.995613,0.059059,0.96475,0,0
6,0.193907,-0.265899,0.566931,6.854705,-0.266284,-0.222373,0.63086,4.711882,-0.282193,-0.419869,0.449068,4.232698,-0.494576,-0.063661,0.031035,1.154697,-0.073722,1.325343,3,0
8,0.163667,-0.109908,0.751864,4.822659,-0.324231,-0.04781,0.992221,4.571216,-0.203555,0.519817,1.295719,4.683905,0.334115,0.118079,0.026216,1.091636,0.13109,0.864689,2,0
1,0.075856,-0.268215,0.117376,1.657597,-0.316617,-0.639804,0.22762,1.73203,-0.579379,-0.772717,0.035872,0.984452,-0.847116,0.092263,0.026187,0.808959,0.091526,1.23019,0,0
4,0.164329,0.671772,1.960121,5.79734,0.906601,0.87144,0.922555,4.026769,1.144131,-0.184254,0.562732,2.641833,-0.521183,-0.154912,0.015805,0.58087,-0.162839,1.040019,3,0
3,0.295943,0.15663,0.119311,1.08822,0.106188,-0.502998,0.670183,2.757866,-0.605602,-0.888108,0.051647,0.776109,-0.975012,-0.004764,0.056392,0.819941,-0.026553,1.372599,2,1
8,0.62439,-0.035855,1.165612,5.878729,-0.165452,0.214409,1.09952,4.484607,0.335498,0.184736,1.037826,5.135497,0.037224,0.00074,0.088963,1.492365,-0.007532,1.041177,12,0
12,0.364113,-0.050623,0.760103,5.250665,-0.000282,-0.269245,0.718857,4.499339,-0.309155,-0.244017,0.504386,3.789754,-0.316418,0.029552,0.070016,1.669189,0.073342,0.656338,3,0
3,0.323625,0.525545,0.838594,4.451236,0.512694,0.188684,1.092087,3.366075,0.372666,-0.393224,0.605238,3.540081,-0.623933,-0.093137,0.076912,1.311314,-0.151281,1.054936,1,0
1,0.018382,-0.118265,0.151082,1.665311,-0.263845,0.194165,0.602829,2.90632,0.318272,0.197571,0.134408,1.203701,0.178534,-0.038298,0.001693,0.129553,-0.022397,0.94484,1,0
1,0.054726,0.290427,0.00762,0.293362,0.290427,-1.237692,0.091175,1.089222,-1.142659,-0.169834,0.189253,1.397095,-0.292002,-0.301985,0.042886,0.810253,-0.363124,0.987682,0,0
10,0.145063,-0.002357,0.925861,4.21154,0.105683,-0.104015,1.336162,4.753993,-0.306432,-0.50602,0.129123,1.211976,-0.546311,-0.081463,0.08869,1.109181,-0.184896,0.871796,2,0
4,0.075105,-0.122129,1.255996,3.808738,0.163704,0.314881,0.444162,3.065733,0.148973,0.694432,1.498024,5.789535,0.295886,0.121446,0.028411,1.328117,0.058243,0.776402,0,0
1,0.053265,-1.05406,0.157464,1.330964,-1.05406,-0.698369,0.149076,1.585902,-0.788993,0.884747,0.893729,3.291919,0.480372,0.086266,0.049611,0.63905,0.024747,0.953285,0,0
1,0.02134,0.573262,0.525341,2.789369,0.68473,0.379817,1.053271,4.045678,0.62859,-0.32596,0.644511,2.121776,-0.595832,-0.030268,0.003203,0.207316,-0.02482,0.678289,0,0
1,0.008866,-0.000002,1,3.37411,-0.000002,-0.000002,1,3.445602,-0.060886,0,0,0,0,0,0,0,0,0.702038,0,0
1,0.055157,0.000001,1,4.668016,0.051328,-0.000001,1,5.393845,-0.199015,0,1,3.372005,-0.573593,0,0.002846,0.176464,0.002415,1.114703,2,0
1,0.273356,-0.038566,0.064662,1.144153,0.031111,-0.763839,0.424025,2.852877,-0.856068,-0.913181,0.108191,2.247617,-0.979458,-0.211259,0.005977,0.58823,-0.21802,0.946733,0,0
2,0.071817,0.387009,0.693925,3.226729,0.047697,-0.056437,1.467711,4.896915,-0.428595,-0.769157,0.606552,2.550834,-0.325433,-0.054535,0.128687,1.087719,0.081649,0.654164,1,0
2,0.0395,0.785988,0.409772,3.043701,0.708244,0.348803,1.198948,5.32898,0.289793,0.93518,0.901294,3.082485,1.073719,0.029279,0.00931,0.362189,0.082438,1.074023,0,0
1,0.022263,-1.750051,0.277593,1.594997,-1.474093,0.696851,0.207369,1.418631,0.77518,-0.784157,0.044707,0.749206,-0.748305,-0.019367,0.001247,0.143431,-0.02345,0.936156,1,0
3,0.136567,0.025804,1.291136,3.486216,-0.231091,0.164596,0.908136,3.585944,0.221875,-0.183032,0.803087,3.100213,-0.028246,-0.045163,0.201569,1.414806,0.044672,0.795866,3,0
1,0.022238,-0.300139,0.372086,2.124347,-0.344593,0.475234,0.831535,3.109191,0.553641,1.011705,0.246691,1.953533,0.961336,0.291207,0.007524,0.396325,0.291076,0.999724,2,1
2,0.309298,-0.070776,0.635123,3.21912,0.194521,0.05922,0.649996,3.714851,0.246176,-0.724348,0.047589,0.717163,-0.791237,0.177044,0.014973,0.457975,0.196892,0.863198,1,0
5,0.062817,0.41532,0.620065,3.659761,0.512953,0.767733,1.026834,4.410291,0.903574,-0.606293,0.143367,1.874516,-0.637912,-0.210171,0.020992,0.548621,-0.238818,1.402796,3,0
20,0.153077,-0.091043,1.187505,3.729942,0.136857,-0.149376,0.938873,5.237328,-0.309591,0.446107,1.405273,5.186782,0.047673,0.014511,0.041954,1.132605,-0.010703,1.24552,4,1
3,0.208451,-0.01684,0.954777,3.777245,-0.073428,-0.018081,0.882877,5.142752,-0.144723,-0.093773,0.521607,2.884631,-0.34534,0.033441,0.059341,1.164857,-0.015342,1.348134,3,1
1,0.083955,1.790805,0.100839,1.237977,1.855208,0.30355,1.017315,3.678573,0.143266,1.979031,0.025617,0.33012,1.854318,-0.353655,0.000087,0.019215,-0.346396,0.877939,0,0
2,0.086314,-0.084109,0.764303,3.009666,-0.251295,-0.104172,0.778372,4.797788,-0.180668,-0.0861,0.985725,3.023509,-0.535639,-0.002523,0.027708,1.173839,0.084533,0.738474,0,0
2,0.050286,-0.337926,0.621785,2.275724,-0.579218,0.070953,1.267575,6.285612,-0.095173,-0.397942,0.077176,1.081867,-0.420939,0.097879,0.032835,1.240986,0.098913,0.573293,0,0
2,0.262522,0.524897,0.592966,3.178497,0.751641,0.902437,1.428942,4.769607,1.031928,-0.475627,0.031779,0.989072,-0.428594,-0.110297,0.013669,0.362864,-0.194965,0.948371,1,0
13,0.482473,-0.161063,0.852782,4.716215,-0.138692,-0.116121,0.979682,5.216946,-0.207405,-0.206035,0.585769,4.989638,-0.361889,-0.025589,0.025133,1.086024,-0.005935,0.920045,8,0
6,0.198448,0.238605,1.259791,4.691589,0.387949,0.204312,1.146081,5.445106,0.17069,-0.034588,0.752577,8.370884,-0.1635,-0.038906,0.025246,0.80427,-0.021048,0.886475,1,1
1,0.035,-0.403078,0.00044,0.075976,-0.404755,-0.417517,0.268857,1.706232,-0.525068,0.1691,0.001179,0.128234,0.151048,0.026949,0.000684,0.10893,0.027815,0.910409,0,0
7,0.266123,0.077237,1.199705,4.749806,0.097308,0.400632,0.628869,5.38229,0.50392,0.006227,0.384482,2.095452,-0.225029,0.000313,0.029232,0.658173,-0.047392,0.894124,7,0
12,0.195603,-0.116371,0.777131,5.068589,-0.132197,-0.038026,0.983164,5.272048,-0.296721,0.017955,1.080208,10.878497,-0.210702,0.018651,0.04332,1.55322,-0.023759,1.154776,1,0
2,0.123548,1.371588,1.585947,4.528057,1.139261,0.448199,0.980507,5.007122,0.119388,-0.186917,0.126718,1.35382,-0.201594,-0.193687,0.058118,1.211397,-0.332484,1.077697,1,0
5,0.077026,-0.478254,0.385623,2.532319,-0.420619,-0.598175,0.544271,2.882438,-0.586722,-0.479048,0.144707,1.281399,-0.350575,-0.013133,0.058265,0.905478,0.047124,1.137423,2,0
2,0.030078,-0.098988,1.179249,2.385277,0.926767,-1.028905,0.146311,1.619466,-1.091716,0,0,0,0,0,0,0,0,0.751505,0,0
1,0.084249,1.210488,0.029065,0.836384,1.257664,0.277069,0.229494,2.152717,0.33276,-0.482907,0.036484,0.717916,-0.418658,-0.036743,0.000917,0.110311,-0.047392,0.932031,1,0
3,0.188592,0.179838,1.105371,4.000237,0.425806,0.622384,0.713515,4.404966,0.64506,0.375411,1.362459,4.22834,0.145932,0.013358,0.054144,0.869778,0.044555,0.974366,3,0
4,0.098206,0.000001,1,4.40989,-0.110012,0.000001,1,4.088672,-0.114448,0,1,3.993108,-0.113731,0,0.03658,0.762387,-0.055346,0.863669,2,0
2,0.335922,0.438672,1.182699,4.255432,0.207648,-0.508596,0.702057,2.875515,-0.128271,-0.662625,0.03086,0.600373,-0.621468,-0.032884,0.015282,0.44543,-0.014272,0.843542,1,0
3,0.118757,0.255641,0.600577,3.163649,0.011891,-0.58215,0.733503,3.377876,-0.571794,0.356187,0.94766,3.241638,0.575531,0.061122,0.009244,0.548853,0.031816,0.686415,0,0
4,0.276373,-0.174366,1.052149,4.985496,0.183096,0.369658,0.867663,4.634856,0.495871,-0.025927,1.134506,4.31313,-0.374201,-0.025439,0.128004,1.29924,-0.143396,0.961514,5,1
1,0.03879,0.859157,0.42883,1.893243,1.227053,0.313578,0.374359,2.345549,0.434963,-0.379112,0.013857,0.405607,-0.404523,-0.264074,0.000726,0.105796,-0.262421,0.772503,1,0
5,0.10193,-0.184747,1.839435,5.906128,-0.510352,-0.403963,0.757718,4.086608,-0.395121,0.518911,3.162165,9.542836,-0.305703,0.126135,0.014077,0.959194,0.146015,0.695814,0,0
1,0.231127,0.665043,1.15128,3.963553,0.520348,0.565319,1.01299,3.786639,0.74169,-0.116199,0.031648,1.117264,-0.102161,0.075883,0.002731,0.286635,0.079998,0.979828,1,0
4,0.222574,-0.001546,0.56306,3.138768,-0.039016,0.187918,1.092908,4.83558,0.265552,-0.196658,0.196264,1.967565,-0.279891,-0.083405,0.023792,1.278103,-0.069407,1.206408,2,0
1,0.092929,0.489358,0.366383,2.156182,0.563056,-1.252263,0.143396,1.669051,-1.222087,0.859247,0.410004,1.939991,1.063492,0.468161,0.064464,0.694786,0.453026,0.810784,0,0
2,0.023714,-0.407547,0.729864,2.121679,-1.035058,-0.475085,0.809922,3.265198,-0.725358,-0.097915,0.363149,1.839634,0.093314,0.340288,0.004823,0.338004,0.353216,1.081555,1,0
2,0.037887,-0.881992,0.131366,1.266296,-1.059849,-0.696102,0.649604,4.626471,-0.759389,1.228674,2.958789,4.226669,0.244397,-0.511826,0.068315,0.927059,-0.383716,0.635536,0,0
2,0.286523,0.195523,0.791739,3.463916,0.223008,0.358224,0.541919,3.856108,0.327238,-0.08922,0.394567,2.809994,-0.02383,-0.007145,0.009517,0.335396,0.018498,1.004864,1,0
4,0.103462,0.752176,0.759616,3.095421,0.882325,0.552294,1.319091,4.806348,0.314595,-0.579212,0.097526,1.084585,-0.58218,0.014614,0.008592,0.310619,0.050003,0.862861,2,0
1,0.04351,-0.212901,1.671381,5.371386,0.207503,-0.081948,1.063161,3.896627,-0.125068,-0.000001,1,4.407983,0.184508,0,0.003836,0.237992,-0.026324,0.95005,1,2
5,0.060179,-0.002466,0.777256,3.37102,-0.286333,0.036128,1.111162,3.618723,-0.331572,0.263792,2.410126,4.155415,-0.705975,-0.003315,0.050118,1.141982,0.047024,1.278617,3,0
5,0.071617,0.008459,1.069799,5.322338,0.017213,0.114162,0.974341,3.657788,0.272662,-0.069296,0.234869,1.50415,-0.088348,0.028128,0.021866,0.66199,0.041534,1.056661,0,0
2,0.013048,-1.394995,2.175879,3.728636,-0.666469,-0.923011,0.018346,0.543526,-0.939731,0,0,0,0,0,0,0,0,1.038282,0,0
5,0.053752,-0.174247,0.463261,1.976372,-0.298092,-0.31739,0.48536,5.246561,-0.395777,1.813489,1.50035,3.192236,1.549465,0.691779,0.059642,0.59792,0.70248,0.938562,0,0
3,0.126289,-0.841339,0.371349,3.600874,-0.875988,-0.136233,0.920042,3.497351,0.200912,0.38678,1.510944,5.661327,0.003006,0.105256,0.092811,1.787834,-0.020915,0.886778,0,0
9,0.105305,0.28373,0.98634,4.084373,0.568758,0.005413,1.025647,4.277154,-0.044978,-0.29321,0.718353,3.67359,-0.361267,-0.089651,0.087179,2.314971,-0.061642,1.2257,0,1
2,0.424731,0.647541,0.599766,4.046918,0.903133,0.02288,1.194091,3.673103,-0.145288,0.235206,0.612055,2.814898,-0.036574,0.080635,0.028691,0.600122,0.162243,0.84668,1,0
1,0.043524,-0.655684,0.617376,2.530668,-1.128725,0.657698,0.531018,2.601736,0.972982,-0.745114,0.196859,1.646944,-0.902645,-0.162279,0.008871,0.342877,-0.194297,0.98965,1,0
1,0.987203,0.193359,0.836731,3.399389,0.445631,0.31713,0.790086,5.638405,0.317071,0.2971,1.154553,4.785352,-0.04638,-0.008555,0.023953,0.555618,0.033336,0.895957,2,0
1,1,-0.028129,0.9212,3.085003,0.090766,0.136475,1.08567,6.492799,-0.011682,-0.37373,0.444672,4.132804,-0.601115,0.032265,0.10234,3.03416,-0.007627,0.752441,8,0
1,1,-0.051021,0.987592,3.42454,-0.168151,-0.10263,0.940831,6.606592,-0.234976,0.229393,1.304467,7.056273,-0.218068,-0.004495,0.067662,2.591587,0.031492,0.846016,7,0
2,0.998764,0.865327,0.764955,3.631685,1.188867,-0.045443,0.899388,5.045327,-0.184404,-0.343712,0.234274,3.085239,-0.468758,-0.00999,0.053012,1.415983,0.045363,0.920651,2,0
2,0.299603,0.568425,0.474633,2.609412,0.235196,0.11145,1.604515,6.150921,-0.184801,-0.424679,0.195482,2.759762,-0.387015,-0.242321,0.105912,1.021881,-0.108207,0.825525,2,0
1,0.015437,0.217759,0.020172,0.480145,0.217759,-1.070016,0.321952,2.164636,-1.144358,0.759474,0.181746,1.814147,0.940211,0.109935,0.010351,0.332416,0.082155,0.67448,1,0
2,0.040284,-0.217351,1.779441,3.790463,-0.796613,-0.713625,0.464014,3.780109,-0.748425,2.141194,0.698112,2.668023,1.780516,0.454317,0.064708,1.038994,0.300182,0.577388,0,0
1,0.216,0.887366,0.686967,2.929945,0.818,0.560505,1.124698,4.528933,0.317876,-0.24329,0.195119,1.56553,-0.287134,-0.090428,0.003872,0.22469,-0.104926,0.99576,1,0
4,0.233323,-0.388026,0.797499,3.608355,-0.109122,0.088041,0.661486,4.999552,-0.064344,-0.179275,0.490186,2.842272,-0.189424,-0.009246,0.009144,0.635199,-0.016282,1.109145,5,1
2,0.367213,-0.477059,0.69794,2.867839,-0.562592,-0.186159,1.02878,5.235629,-0.35084,0.688279,0.718402,3.194945,0.844718,0.019532,0.003065,0.253048,0.036511,0.999147,0,0
7,0.362724,-0.117039,1.098355,3.330006,-0.085487,-0.137516,0.755587,6.361687,-0.162553,-0.129928,0.939644,4.276212,-0.365936,0.093163,0.117149,2.134581,0.015455,0.936044,2,1
8,0.133058,-0.005439,1.045373,3.333693,0.12747,-0.096265,0.940841,5.051187,-0.177091,0.228721,0.774868,3.892346,0.234291,-0.046663,0.044254,1.00003,0.020329,0.792782,1,0
5,0.103631,0.383097,0.654695,3.342962,0.594243,0.362838,1.465125,5.476069,0.169292,-0.35547,0.946019,3.954086,-0.635984,-0.08105,0.010068,0.569641,-0.078799,2.094974,2,0
3,0.037495,-0.016896,0.51413,2.986567,0.132973,-0.517108,0.505192,3.187446,-0.512364,0.169108,0.139617,1.911103,0.233449,0.144665,0.004831,0.28587,0.153587,1.273284,3,0
5,0.19967,0.002005,1.091992,4.400198,-0.184379,0.224318,0.914709,5.1136,0.275951,-0.150709,0.388826,2.978901,-0.114024,-0.043487,0.042405,0.997738,-0.05938,0.892535,2,1
1,0.021111,-1.048476,0.00004,0.020393,-1.049186,1.570948,0.568038,2.896054,1.53305,-0.768725,0.04726,0.90631,-0.819084,0.401225,0.073584,1.073578,0.266535,0.685653,0,0
4,0.064845,0.158511,1.035657,2.86651,0.372547,-0.357976,0.508749,3.594003,-0.486581,0.254776,0.966568,3.085796,-0.06033,-0.058113,0.101536,1.349345,0.14232,0.611294,0,0
1,0.013007,0.629512,0.004538,0.297154,0.632517,-0.085705,0.163945,1.471378,0.001277,-1.016392,0.006166,0.321974,-1.031955,0.08686,0.009205,0.299049,0.103281,0.908019,1,0
2,0.021684,1.359094,0.052283,1.009502,1.327858,-0.365398,0.884115,4.386894,-0.563348,1.557532,5.84732,7.138882,0.928078,0.171758,0.132925,1.391185,0.374242,0.995467,0,2
1,0.006426,0.155489,0.009368,0.315793,0.173617,0.606471,2.381401,5.479928,0.504927,-0.124433,0.005636,0.280911,-0.097648,0.174639,0.000007,0.022155,0.174903,1.299901,0,2
3,0.490052,-0.303533,1.090954,3.577988,-0.270481,-0.196061,0.993522,5.393501,-0.312667,0.130471,0.649512,9.241166,0.056184,-0.071751,0.071646,1.632851,0.02707,1.086801,2,0
4,0.211466,0.041723,0.846918,3.740629,0.238329,0.159085,0.805118,4.763842,0.303519,-0.315617,0.218037,1.829399,-0.450258,0.01219,0.013664,0.506679,-0.012509,1.011882,5,2
4,0.107521,-0.547685,0.790882,2.912761,-1.091164,-0.009397,0.995064,4.436687,-0.266765,0.460437,0.523217,5.796483,0.420447,0.103565,0.01387,0.794816,0.150414,0.911665,1,0
9,0.09229,0.084507,0.987567,2.912234,0.041838,-0.355848,0.690886,4.732728,-0.486767,0.292643,1.256249,4.317353,0.547428,0.031829,0.096865,2.799596,-0.012964,0.981477,0,1
3,0.093217,-0.030238,0.384783,2.344238,0.027865,0.655021,1.147554,4.196904,0.418233,-0.644357,0.14781,1.393815,-0.767024,-0.139256,0.077395,0.653729,0.089767,0.875714,3,1
