@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.782,0.017,0.201,0.806,0.188,0.29,0.41,0
0.236,0.599,0.165,0.237,0.566,0.178,0.332,0
0.316,0.473,0.212,0.21,0.687,0.436,0.355,0
0.3,0.63,0.07,0.67,0.25,0.146,0.323,0
0.562,0.243,0.195,0.28,0.652,0.235,0.417,1
0.039,0.67,0.291,0.007,0.444,0.166,0.326,2
0.387,0.225,0.388,0.84,0.121,0.247,0.397,0
0.272,0.45,0.278,0.338,0.472,0.354,0.363,0
0.882,0.063,0.055,0.967,0.031,0.229,0.447,0
0.499,0.471,0.03,0.665,0.314,0.167,0.361,0
0.272,0.696,0.032,0.178,0.804,0.486,0.357,0
0.115,0.524,0.36,0.843,0.147,0.573,0.232,1
0.9,0.035,0.065,0.801,0.179,0.267,0.433,0
0.222,0.699,0.079,0.489,0.45,0.165,0.336,0
0.545,0.396,0.059,0.815,0.179,0.504,0.341,0
0.049,0.588,0.363,0.048,0.826,0.283,0.423,0
0.313,0.627,0.061,0.281,0.644,0.165,0.348,0
0.61,0.018,0.372,0.372,0.588,0.738,0.148,0
0.2,0.713,0.087,0.493,0.433,0.393,0.399,0
0.192,0.684,0.124,0.407,0.493,0.27,0.375,1
0.114,0.857,0.029,0.13,0.86,0.269,0.394,0
0.429,0.495,0.076,0.646,0.35,0.209,0.359,0
0.779,0.082,0.139,0.589,0.331,0.315,0.207,0
0.787,0.073,0.14,0.681,0.284,0.43,0.399,0
0.424,0.489,0.087,0.942,0.057,0.565,0.273,0
0.606,0.29,0.104,0.536,0.381,0.227,0.397,0
0.206,0.737,0.056,0.417,0.557,0.15,0.32,0
0.196,0.706,0.098,0.416,0.555,0.472,0.339,0
0.754,0.118,0.128,0.862,0.112,0.272,0.404,0
0.474,0.491,0.035,0.816,0.168,0.195,0.333,0
0.432,0.403,0.165,0.821,0.167,0.634,0.25,0
0.696,0.138,0.166,0.7,0.217,0.322,0.407,0
0.062,0.843,0.095,0.562,0.299,0.144,0.301,0
0.449,0.523,0.027,0.276,0.636,0.681,0.226,0
0.601,0.256,0.142,0.559,0.375,0.301,0.411,0
0.521,0.443,0.037,0.303,0.655,0.434,0.37,1
0.278,0.69,0.031,0.676,0.309,0.313,0.341,0
0.166,0.365,0.469,0.183,0.469,0.23,0.337,0
0.072,0.795,0.133,0.036,0.741,0.145,0.622,1
0.142,0.697,0.161,0.062,0.667,0.384,0.412,1
0.462,0.528,0.01,0.995,0.005,0.696,0.176,0
0.824,0.097,0.079,0.573,0.372,0.296,0.376,0
0.767,0.219,0.014,0.547,0.365,0.135,0.326,0
0.131,0.832,0.037,0.746,0.16,0.275,0.316,0
0.327,0.646,0.027,0.19,0.787,0.276,0.428,0
0.074,0.848,0.077,0.098,0.677,0.159,0.305,1
0.921,0.036,0.042,0.784,0.205,0.675,0.189,0
0.547,0.427,0.026,0.506,0.486,0.522,0.333,0
0.238,0.492,0.27,0.011,0.698,0.168,0.321,0
0.143,0.088,0.769,0.832,0.146,0.657,0.192,0
0.177,0.543,0.28,0.292,0.665,0.239,0.388,0
0.531,0.424,0.045,0.914,0.085,0.149,0.338,0
0.854,0.042,0.104,0.967,0.032,0.332,0.36,0
0.643,0.289,0.068,0.438,0.507,0.509,0.304,0
0.724,0.115,0.161,0.344,0.54,0.243,0.419,0
0.45,0.485,0.066,0.886,0.11,0.311,0.496,0
0.846,0.106,0.048,0.83,0.161,0.35,0.4,0
0.356,0.626,0.018,0.349,0.592,0.443,0.371,1
0.841,0.093,0.066,0.977,0.023,0.244,0.386,0
0.664,0.262,0.075,0.059,0.662,0.168,0.327,0
0.532,0.121,0.347,0.71,0.259,0.433,0.334,0
0.04,0.887,0.073,0.247,0.57,0.432,0.372,0
0.182,0.778,0.039,0.869,0.13,0.587,0.304,0
0.525,0.285,0.19,0.075,0.731,0.237,0.381,0
0.826,0.155,0.019,0.821,0.092,0.158,0.344,0
0.855,0.027,0.117,0.654,0.322,0.452,0.264,0
0.539,0.381,0.08,0.714,0.244,0.56,0.291,0
0.49,0.386,0.124,0.081,0.644,0.532,0.314,2
0.209,0.431,0.36,0.034,0.365,0.235,0.38,0
0.299,0.561,0.14,0.358,0.539,0.184,0.328,0
0.215,0.704,0.081,0.184,0.744,0.473,0.361,0
0.436,0.496,0.067,0.307,0.655,0.164,0.352,0
0.644,0.193,0.163,0.255,0.514,0.297,0.401,0
0.096,0.64,0.264,0.225,0.595,0.124,0.28,1
0.741,0.052,0.207,0.841,0.151,0.474,0.288,0
0.443,0.494,0.062,0.419,0.44,0.503,0.338,0
0.184,0.644,0.172,0.834,0.152,0.325,0.504,0
0.641,0.344,0.015,0.489,0.506,0.32,0.497,0
0.363,0.623,0.014,0.342,0.633,0.274,0.435,0
0.852,0.12,0.028,0.939,0.06,0.311,0.484,0
0.24,0.697,0.063,0.758,0.165,0.636,0.208,0
0.783,0.172,0.045,0.92,0.079,0.483,0.309,0
0.591,0.351,0.058,0.683,0.314,0.132,0.339,0
0.907,0.01,0.083,0.804,0.16,0.523,0.232,0
0.248,0.719,0.033,0.157,0.767,0.299,0.515,1
0.216,0.738,0.046,0.26,0.482,0.286,0.477,0
0.58,0.34,0.08,0.306,0.616,0.234,0.516,1
0.469,0.477,0.053,0.508,0.443,0.135,0.331,0
0.015,0.157,0.828,0.001,0.067,0.238,0.325,0
0.297,0.478,0.225,0.186,0.755,0.286,0.377,0
0.238,0.681,0.081,0.447,0.495,0.104,0.332,1
0.712,0.152,0.136,0.358,0.442,0.418,0.358,0
0.726,0.169,0.105,0.857,0.138,0.182,0.318,0
0.436,0.344,0.22,0.889,0.108,0.578,0.288,0
0.196,0.034,0.77,0.391,0.096,0.218,0.405,2
0.056,0.661,0.282,0.004,0.035,0.137,0.33,2
0.541,0.18,0.278,0.035,0.783,0.386,0.399,0
0.438,0.445,0.117,0.389,0.575,0.443,0.373,2
0.642,0.204,0.154,0.096,0.723,0.416,0.339,0
0.275,0.599,0.126,0.33,0.61,0.167,0.327,1
0.71,0.259,0.031,0.549,0.37,0.444,0.392,1
