@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,10,4.479066,1.104869,0
3,12,4.476359,1.537691,2
5,16,5.282326,1.282225,1
1,2,4.185434,0.909816,0
2,8,3.717095,0.994997,0
3,12,3.710519,1.3542,0
4,2,3.489355,0.915035,0
5,8,3.744269,0.779896,0
2,8,3.451455,0.819304,0
3,5,3.226075,1.083922,0
5,7,7.094787,0.94317,1
3,8,2.717923,1.398502,1
5,7,5.802987,0.963667,0
1,2,4.538522,0.82785,0
2,8,3.969727,1.17402,0
3,12,4.502463,1.420323,1
5,7,4.498704,0.915726,0
3,8,4.198062,1.858057,1
1,2,4.094864,1.260627,2
2,8,4.251957,1.43884,2
3,7,4.352923,1.21749,2
5,7,4.445478,1.002227,0
2,11,5.38112,1.482635,1
3,9,3.762812,1.003582,1
5,6,4.589115,0.9859,0
2,8,4.05231,0.927639,0
3,6,4.063057,1.019287,0
4,2,4.036506,0.97657,0
1,2,3.901367,1.157351,0
2,14,3.400645,1.254439,0
5,6,3.393658,0.857017,0
1,2,4.657121,0.936045,0
2,8,4.515958,1.020096,0
3,7,3.946242,1.022923,0
3,12,4.301709,1.68217,2
3,9,3.57853,1.808465,1
4,2,4.217083,1.016453,0
5,7,5.32793,1.053641,0
1,2,4.445331,1.077025,0
2,8,5.047678,0.989106,1
3,10,3.350088,1.70614,2
4,2,2.916137,0.945803,0
5,7,4.917948,1.162722,0
1,2,3.406422,1.370461,1
2,8,3.649491,0.795998,0
3,7,4.131687,1.322626,1
4,2,4.009388,1.027848,0
5,7,3.817433,0.842774,1
2,10,3.258206,2.020471,0
3,5,2.917086,0.719749,0
4,2,3.016237,1.084824,0
5,7,4.000689,1.140837,0
1,2,3.670158,0.909816,0
3,7,3.438863,1.071193,0
4,1,3.169606,0.915035,0
5,7,3.850844,0.95915,0
1,2,3.685902,0.991781,0
2,8,3.455159,0.710968,0
3,2,3.377466,0.696276,0
2,8,4.94207,0.950946,0
3,18,4.223454,1.946001,1
5,10,4.426974,2.072891,2
1,2,3.953887,0.909816,0
2,8,3.422389,0.862843,0
3,8,3.185894,0.751819,0
4,2,1.627654,0.993662,0
5,7,3.561084,1.148479,0
1,2,3.706473,0.793425,0
2,8,3.358486,1.280562,0
1,2,3.909108,0.847522,0
2,8,3.368784,1.047244,0
3,3,3.104877,0.818107,0
4,2,3.488715,1.174846,0
5,7,3.58635,1.012996,0
1,2,3.784312,1.70488,2
2,8,4.840624,0.654624,0
3,5,2.41161,0.889851,0
4,2,3.247011,0.894524,0
1,2,3.647504,0.704902,0
2,8,3.439014,0.694065,0
3,7,3.92146,1.03995,0
4,2,2.781845,0.973151,0
2,9,4.623354,0.979118,1
3,5,4.459865,0.939608,1
4,2,1.857721,1.025569,0
5,7,4.915703,0.822625,0
1,2,4.892608,1.006535,0
2,8,5.179627,0.757069,0
3,2,1.596783,0.571468,0
4,2,2.224549,0.994802,0
5,8,4.657423,0.939002,0
2,8,4.360455,0.981679,1
3,6,5.654631,0.992672,2
2,10,3.864322,1.062867,1
3,7,3.093536,1.201621,0
1,2,3.066823,0.967191,0
2,8,3.570451,1.239328,0
3,7,3.586543,1.338165,2
5,7,4.149177,0.986942,0
1,2,3.176732,0.877029,0
1,2,3.995587,0.878669,0
3,7,3.620939,0.744876,0
4,2,3.050896,1.062034,0
5,7,3.83573,0.790318,0
1,2,6.251011,1.027846,1
2,9,4.564996,0.699443,0
3,10,4.219458,1.101775,1
4,3,3.188565,1.196497,0
1,2,4.541616,1.049157,1
2,8,3.995826,0.703029,0
3,6,3.931977,1.085079,0
4,2,3.601488,0.902501,0
2,8,3.765315,0.924822,0
3,9,3.667449,1.039454,0
5,7,4.448673,0.982773,0
3,5,3.758382,0.887702,0
5,7,3.635125,0.888282,0
1,2,5.252722,0.985224,0
2,8,3.371703,0.788058,0
3,8,3.417787,1.046562,0
1,2,5.794505,1.067189,0
3,7,3.754747,0.851995,0
2,8,4.783542,0.859257,1
3,8,4.19326,1.563314,2
4,3,3.476314,1.087103,0
1,2,5.853308,1.295053,0
2,8,3.704572,0.614926,0
3,8,3.672899,0.76587,0
5,7,5.855324,0.920937,0
1,2,5.325631,1.588489,1
2,8,3.483463,0.723518,0
3,6,4.185694,0.829844,0
1,2,5.18147,0.965552,0
2,13,6.312105,1.336651,0
3,7,4.034402,0.872659,0
4,2,2.99686,1.231822,0
5,7,5.47714,1.040093,0
1,2,5.537619,1.37374,1
2,11,5.832212,1.050061,0
3,5,4.701641,0.662388,0
4,2,3.289836,1.056336,0
5,7,5.590564,0.944907,0
1,2,4.727714,0.988502,0
2,8,4.337568,0.879234,0
3,5,4.048899,0.783558,0
1,2,5.945864,0.954077,0
2,8,3.852648,0.684076,0
3,8,3.339058,0.708508,0
5,7,4.668016,1.114782,0
1,2,5.612044,0.94752,0
2,8,5.015264,0.659746,0
3,7,3.981518,1.083922,0
5,7,4.225795,0.936223,0
2,8,4.533209,0.802657,0
5,7,3.879643,0.999795,1
1,2,4.485791,0.863915,0
2,12,4.290601,1.414765,0
3,10,4.128358,1.256999,1
5,9,4.150492,1.34823,1
1,2,3.64003,0.878669,0
2,8,3.250854,0.744775,0
3,2,3.13997,0.578577,0
1,2,4.984469,0.949159,0
2,8,4.892,0.927896,0
3,7,4.414368,0.894645,1
4,2,2.440765,0.911617,0
5,7,4.977835,0.894188,0
3,5,3.006312,1.165419,0
4,2,6.408688,1.079126,0
2,8,5.013164,1.147128,0
3,4,3.506631,0.758431,0
4,2,3.513744,0.933268,0
5,7,4.205279,0.974436,0
2,8,4.629398,0.871039,0
1,2,5.306196,0.844243,0
2,8,3.733265,0.692272,0
5,7,4.985496,0.961582,1
2,8,3.260765,0.779094,0
3,3,4.067144,0.702227,0
4,2,3.791195,0.981128,0
5,7,6.652536,1.206494,0
1,2,4.096242,0.811457,0
2,8,3.18945,1.090783,0
3,5,3.7363,0.641393,0
4,2,3.996101,1.006197,0
5,7,3.730318,0.862923,0
5,7,5.149257,0.950118,2
2,10,4.04139,1.289526,0
3,7,3.437098,1.066399,0
5,7,5.123771,1.038356,0
3,6,3.295283,0.947213,0
2,8,4.702139,0.894345,0
3,4,4.769537,1.236997,1
4,2,3.006776,0.847804,0
5,7,3.703772,0.989721,0
1,2,4.426246,0.896701,0
2,8,3.059064,0.758861,0
3,7,3.351255,0.853814,0
4,2,3.523456,0.921873,0
1,2,4.660529,0.826211,0
2,8,3.968782,0.680235,0
3,3,3.815871,0.582709,0
4,2,2.739084,0.997081,0
5,7,4.289719,1.109224,1
1,2,2.488381,0.999978,0
2,9,3.687866,0.944031,1
3,5,3.541463,0.800089,0
5,8,3.781682,2.095124,0
2,10,4.093473,1.284148,0
3,5,3.879328,0.900761,1
2,8,3.890653,0.691504,0
3,4,4.0526,0.616928,0
5,7,4.804256,0.908084,0
2,8,4.543385,1.003961,2
3,8,4.473364,1.311881,2
4,2,3.152967,1.088243,0
5,7,4.429462,1.011954,2
2,8,3.485899,0.919444,0
3,7,3.585223,0.990523,1
5,7,3.652439,0.875776,1
