@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.005,0.322,0.673,0.025,0.415,0.193,0.269,2
0.041,0.505,0.454,0.317,0.473,0.242,0.539,1
0.024,0.744,0.232,0.505,0.348,0.377,0.391,1
0.188,0.701,0.11,0.079,0.559,0.178,0.313,1
0.013,0.807,0.18,0.183,0.544,0.179,0.322,1
0.005,0.351,0.643,0.001,0.19,0.184,0.274,1
0.113,0.417,0.47,0.006,0.33,0.482,0.388,2
0.022,0.095,0.884,0.004,0.681,0.261,0.483,2
0.128,0.594,0.278,0.295,0.339,0.166,0.325,2
0.005,0.534,0.46,0.238,0.702,0.206,0.42,1
0.121,0.8,0.079,0.636,0.284,0.163,0.349,1
0.016,0.198,0.787,0.011,0.331,0.174,0.301,2
0.012,0.604,0.384,0,0.758,0.48,0.32,1
0.128,0.829,0.043,0.059,0.918,0.334,0.524,1
0.006,0.81,0.185,0.001,0.353,0.256,0.288,2
0.231,0.519,0.249,0.03,0.545,0.008,0.99,1
0.038,0.829,0.133,0.009,0.634,0.251,0.432,1
0.528,0.43,0.042,0.171,0.817,0.415,0.43,1
0.011,0.779,0.211,0.016,0.692,0.182,0.316,1
0.002,0.092,0.906,0,0.205,0.456,0.293,2
0.044,0.363,0.592,0.004,0.336,0.498,0.189,2
0.139,0.638,0.223,0.576,0.3,0.217,0.405,1
0.208,0.594,0.198,0.148,0.772,0.221,0.347,1
0.515,0.298,0.187,0.321,0.553,0.249,0.362,1
0.024,0.841,0.134,0.747,0.218,0.164,0.277,2
0.19,0.618,0.192,0.273,0.631,0.214,0.505,1
0.01,0.047,0.943,0.05,0.494,0.188,0.289,2
0.072,0.702,0.226,0.135,0.66,0.295,0.468,1
0.2,0.643,0.157,0.12,0.78,0.171,0.513,1
0.233,0.702,0.064,0.022,0.765,0.372,0.494,1
0.489,0.249,0.262,0.363,0.522,0.218,0.442,1
0.019,0.715,0.267,0.003,0.418,0.237,0.278,2
0.068,0.495,0.437,0.435,0.415,0.467,0.147,1
0.071,0.682,0.247,0.045,0.694,0.494,0.28,1
0.407,0.55,0.043,0.317,0.645,0.359,0.388,1
0.07,0.832,0.098,0.01,0.756,0.139,0.623,1
0.119,0.751,0.13,0.036,0.685,0.336,0.45,1
0.094,0.81,0.096,0.167,0.709,0.402,0.223,1
0.207,0.774,0.019,0.213,0.728,0.52,0.322,1
0.319,0.491,0.19,0.534,0.356,0.437,0.319,2
0.042,0.693,0.264,0.065,0.591,0.274,0.224,1
0.105,0.864,0.03,0.071,0.853,0.134,0.797,1
0.62,0.303,0.077,0.087,0.718,0.28,0.615,1
0.174,0.743,0.084,0.369,0.57,0.257,0.493,1
0.129,0.074,0.798,0.313,0.232,0.228,0.417,2
0.023,0.701,0.276,0.001,0.066,0.162,0.306,2
0.312,0.572,0.116,0.174,0.788,0.363,0.401,2
0.361,0.545,0.094,0.208,0.648,0.245,0.279,1
0.784,0.195,0.021,0.301,0.609,0.353,0.45,1
0.069,0.703,0.228,0.781,0.127,0.292,0.344,0
0.391,0.528,0.081,0.108,0.847,0.28,0.597,0
0.029,0.203,0.769,0,0.092,0.245,0.289,0
0.535,0.376,0.089,0.289,0.663,0.635,0.2,0
0.329,0.221,0.45,0.102,0.632,0.541,0.216,0
0.624,0.337,0.039,0.163,0.547,0.235,0.289,0
0.252,0.704,0.043,0.854,0.138,0.243,0.362,0
0.476,0.384,0.14,0.205,0.595,0.128,0.499,0
0.313,0.673,0.014,0.176,0.731,0.437,0.244,0
0.606,0.296,0.098,0.905,0.089,0.469,0.237,0
0.201,0.453,0.346,0.816,0.157,0.235,0.376,0
0.149,0.541,0.311,0.221,0.62,0.227,0.379,0
0.63,0.144,0.225,0.883,0.112,0.324,0.458,0
0.904,0.04,0.055,0.432,0.496,0.271,0.376,0
0.303,0.27,0.427,0.021,0.567,0.205,0.399,0
0.882,0.117,0.001,0.893,0.104,0.161,0.296,0
0.733,0.106,0.161,0.49,0.44,0.254,0.438,0
0.265,0.665,0.071,0.323,0.399,0.161,0.324,0
