@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,1.106096,0
3,1.535334,2
5,1.289115,1
1,0.907472,0
2,0.996101,0
3,1.352124,0
4,0.914022,0
5,0.784086,0
2,0.820213,0
3,1.08226,0
5,0.948238,1
3,1.396358,1
5,0.968844,0
1,0.825718,0
2,1.175323,0
3,1.418146,1
5,0.920646,0
3,1.855209,1
1,1.25738,2
2,1.440437,2
3,1.215624,2
5,1.007612,0
2,1.484281,1
3,1.002044,1
5,0.991197,0
2,0.928669,0
3,1.017724,0
4,0.975488,0
1,1.15437,0
2,1.255831,0
5,0.861622,0
1,0.933633,0
2,1.021228,0
3,1.021355,0
3,1.679591,2
3,1.805693,1
4,1.015328,0
5,1.059302,0
1,1.074251,0
2,0.990204,1
3,1.703524,2
4,0.944755,0
5,1.16897,0
1,1.366931,1
2,0.796881,0
3,1.320599,1
4,1.02671,0
5,0.847302,1
2,2.022714,0
3,0.718646,0
4,1.083623,0
5,1.146966,0
1,0.907472,0
3,1.069551,0
4,0.914022,0
5,0.964304,0
1,0.989226,0
2,0.711757,0
3,0.695208,0
2,0.952001,0
3,1.943018,1
5,2.084028,2
1,0.907472,0
2,0.863801,0
3,0.750666,0
4,0.992562,0
5,1.15465,0
1,0.791381,0
2,1.281984,0
1,0.845339,0
2,1.048406,0
3,0.816853,0
4,1.173546,0
5,1.018439,0
1,1.700488,2
2,0.65535,0
3,0.888487,0
4,0.893534,0
1,0.703087,0
2,0.694835,0
3,1.038356,0
4,0.972074,0
2,0.980205,1
3,0.938168,1
4,1.024434,0
5,0.827045,0
1,1.003942,0
2,0.757909,0
3,0.570592,0
4,0.993701,0
5,0.944047,0
2,0.982769,1
3,0.99115,2
2,1.064047,1
3,1.199779,0
1,0.9647,0
2,1.240704,0
3,1.336114,2
5,0.992245,0
1,0.87477,0
1,0.876406,0
3,0.743734,0
4,1.060858,0
5,0.794564,0
2,1.335314,0
1,1.025198,1
2,0.70022,0
3,1.100086,1
4,1.195173,0
1,1.046454,1
2,0.703809,0
3,1.083416,0
4,0.901502,0
2,0.925849,0
3,1.037861,0
5,0.988053,0
3,0.886341,0
5,0.893055,0
1,0.982686,0
2,0.788933,0
3,1.044958,0
1,1.06444,0
3,0.850689,0
2,0.860211,1
3,1.560917,2
4,1.0859,0
1,1.291717,0
2,0.615609,0
3,0.764696,0
5,0.925885,0
1,1.584397,1
2,0.724321,0
3,0.828572,0
1,0.963065,0
2,1.338135,0
3,0.871321,0
4,1.230459,0
5,1.045681,0
1,1.370201,1
2,1.051227,0
3,0.661372,0
4,1.055167,0
5,0.949984,0
1,0.985956,0
2,0.88021,0
3,0.782357,0
1,0.951619,0
2,0.684836,0
3,0.707422,0
5,1.120772,0
1,0.945079,0
2,0.660478,0
3,1.08226,0
5,0.941253,0
2,0.803547,0
5,1.005167,1
1,0.876406,0
2,0.745602,0
3,0.57769,0
1,0.946714,0
2,0.928925,0
3,0.893273,1
4,0.910608,0
5,0.898992,0
3,1.163632,0
4,1.077932,0
2,1.148401,0
3,0.757269,0
4,0.932235,0
5,0.979671,0
2,0.872005,0
1,0.842069,0
2,0.69304,0
5,0.966749,1
2,0.779959,0
3,0.70115,0
4,0.980041,0
5,1.212976,0
1,0.809367,0
2,1.091994,0
3,0.64041,0
4,1.005083,0
5,0.867559,0
5,0.955223,2
2,1.290958,0
3,1.064765,0
5,1.043935,0
3,0.94576,0
2,0.895337,0
3,1.2351,1
4,0.846865,0
5,0.995039,0
1,0.894391,0
2,0.759704,0
3,0.852505,0
4,0.920852,0
1,0.824083,0
2,0.68099,0
3,0.581816,0
4,0.995977,0
5,1.115184,1
1,0.997402,0
2,0.945078,1
3,0.798862,0
5,2.10638,0
2,1.285573,0
3,0.89938,1
2,0.692271,0
3,0.615982,0
5,0.912963,0
2,1.005075,2
3,1.30987,2
4,1.087038,0
5,1.017391,2
2,0.920464,0
3,0.989005,1
5,0.880482,1
