@relation rabc_sampled_features

@attribute dummy numeric
@attribute mono_feature1 numeric
@attribute mono_feature27 numeric
@attribute bi_feature678 numeric
@attribute bi_feature919 numeric
@attribute bi_feature961 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
9,0,0.136364,0,0,0.073394,0,0.372484,0.392844,0.431961,0
9,0.002577,0.056701,0,0.002581,0.054194,0,0.529628,0.563177,0.628360,0
9,0.013431,0.013431,0,0.005498,0.001833,0,0.682275,0.729150,0.815959,0
9,0,0.0625,0,0.006289,0.018868,0,0.569096,0.605378,0.674721,0
9,0,0.082589,0,0.008949,0.102908,0,0.245585,0.251401,0.273344,0
9,0,0.178947,0,0.010638,0.031915,0,0.388486,0.409175,0.453084,0
9,0.00313,0.109546,0,0.009404,0.009404,0,0.537573,0.569994,0.634611,0
9,0,0.020595,0,0.00229,0.00458,0,0.821104,0.878933,0.984945,0
9,0,0.031847,0,0.019231,0,0,0.618775,0.656727,0.735083,0
9,0,0.115702,0,0.006623,0.049669,0,0.390822,0.409829,0.451518,0
9,0,0.146853,0,0,0.035211,0,0.591637,0.631559,0.702925,0
9,0,0.03443,0,0.009188,0.037519,0,0.617320,0.654604,0.732960,0
9,0,0.012414,0,0.001381,0.006906,0,0.755355,0.807555,0.903875,0
9,0,0.013514,0,0.0181,0,0,0.687197,0.729064,0.816703,0
9,0,0.103321,0,0.014787,0.068392,0,0.272267,0.279765,0.300828,1
9,0,0.032051,0,0.012903,0.051613,0,0.537482,0.565242,0.634343,1
9,0,0.043243,0,0.006182,0.05796,0,0.600844,0.638382,0.713724,0
9,0.00414,0.034891,0,0.001775,0.000592,0,0.759116,0.812631,0.909264,1
9,0,0,0,0.02439,0,0,0.649130,0.685385,0.768552,0
9,0,0.15343,0,0.012658,0.079566,0,0.265588,0.270486,0.290862,0
9,0,0.19,0,0.010101,0.090909,0,0.254432,0.266905,0.290775,0
9,0,0.014192,0,0.003279,0.052459,0,0.623780,0.664245,0.743503,0
9,0,0.031432,0,0.003494,0.005242,0,0.739287,0.789902,0.884275,1
9,0,0.015075,0,0.015152,0,0,0.679554,0.722521,0.809014,0
9,0,0.12334,0,0.013308,0.125475,0,0.321722,0.333730,0.366057,0
9,0,0.02521,0,0.008475,0.101695,0,0.486712,0.511301,0.574132,0
9,0,0.093845,0,0.010101,0.050505,0,0.549022,0.580985,0.648439,0
9,0.00534,0.017802,0,0.003562,0.006233,0,0.796287,0.851826,0.954903,1
9,0,0,0,0.030303,0,0,0.671901,0.710240,0.795778,0
9,0,0.060606,0,0.003795,0.017078,0,0.321848,0.333133,0.361340,0
9,0.026144,0.03268,0,0.006579,0.026316,0,0.058213,0.067065,0.060710,2
9,0.008905,0.027605,0,0.000891,0.081996,0,0.373031,0.396233,0.441632,2
9,0.001359,0.012908,0,0.00136,0.00136,0,0.763884,0.816782,0.914566,2
9,0,0.034483,0,0.011561,0,0,0.572341,0.603326,0.673906,0
9,0,0.138889,0,0.010435,0.041739,0,0.274189,0.279762,0.300930,0
9,0,0.114286,0,0,0.064748,0,0.490108,0.514121,0.575033,2
9,0,0.047537,0,0.002595,0.056228,0,0.568150,0.602604,0.674579,1
9,0,0.032125,0,0.000824,0.000824,0,0.738868,0.790397,0.882933,1
9,0,0,0,0.038462,0,0,0.538396,0.563542,0.631372,0
9,0,0.08642,0,0.021201,0.065371,0,0.289137,0.293085,0.318930,0
9,0,0.050761,0,0.010204,0.081633,0,0.410964,0.428783,0.478562,1
9,0.005525,0.051105,0,0.006916,0.047026,0,0.460957,0.486411,0.542667,0
9,0.021898,0.017032,0,0.002435,0.002435,0,0.643255,0.687218,0.768106,0
9,0,0.02924,0,0.023529,0.011765,0,0.468606,0.491531,0.546061,0
9,0,0.119284,0,0.007968,0.069721,0,0.302168,0.312693,0.341085,0
9,0,0.020619,0,0.005181,0.124352,0,0.606437,0.645458,0.724262,0
9,0,0.06867,0,0.008596,0.031519,0,0.567983,0.602176,0.670909,0
9,0,0.01236,0,0.00225,0.00225,0,0.837587,0.896335,1.004857,0
9,0,0.061111,0,0,0.061453,0,0.681438,0.728073,0.815714,0
9,0,0.146199,0,0.009766,0.054688,0,0.282249,0.290417,0.314236,0
9,0,0.014184,0,0.007143,0.007143,0,0.348865,0.365740,0.404420,0
9,0.008172,0.102145,0,0.00818,0.02863,0,0.412555,0.433944,0.479307,0
9,0,0.024533,0,0.003509,0.003509,0,0.808743,0.864909,0.969460,0
9,0,0.00578,0,0.023256,0,0,0.585528,0.615509,0.690608,0
9,0.002028,0.121704,0,0.020325,0.022358,0,0.241456,0.244136,0.262288,0
9,0,0.070175,0,0.035398,0.044248,0,0.334173,0.347289,0.386286,0
9,0.012563,0.036432,0,0.005031,0.05283,0,0.536530,0.568859,0.637003,0
9,0,0.029911,0,0.001618,0.003236,0,0.771596,0.825720,0.923648,0
9,0,0,0,0.027933,0,0,0.657614,0.694546,0.776687,0
9,0,0.101341,0,0.014925,0.102985,0,0.363628,0.375414,0.415076,0
9,0,0.110294,0,0,0.125926,0,0.360165,0.378876,0.422756,0
9,0,0.063717,0,0,0.028369,0,0.534679,0.567288,0.632208,0
9,0.001966,0.01769,0,0.00295,0.0059,0,0.775406,0.829491,0.929579,2
9,0,0,0,0.022727,0.005682,0,0.629797,0.665696,0.745836,0
9,0,0.106426,0,0.016097,0.150905,0,0.303986,0.314466,0.348269,0
9,0,0.125984,0,0.007937,0.063492,0,0.466726,0.494116,0.546972,0
9,0,0.042753,0,0.007307,0.066806,0,0.565120,0.598300,0.670445,0
9,0.040695,0.011888,0,0.001372,0.003202,0,0.275472,0.298918,0.326722,1
9,0.106742,0,0,0,0,0,0.030787,0.041681,0.032290,0
9,0.021452,0.006601,0,0,0.006612,0,0.042836,0.058022,0.046505,0
9,0.175573,0.122137,0,0,0.076923,0,0.093058,0.096497,0.099655,0
9,0.047927,0.03886,0,0.003891,0.029831,0,0.349577,0.371307,0.411333,1
9,0.016473,0.022771,0,0.002908,0.004363,0,0.680206,0.728250,0.814932,2
9,0.030303,0.018182,0,0.006098,0.018293,0,0.467454,0.497015,0.553886,0
