@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,1.095122,0
3,1.531618,2
5,1.284016,1
1,0.908591,0
2,0.986219,0
3,1.348851,0
4,0.915507,0
5,0.780985,0
2,0.812076,0
3,1.079641,0
5,0.944487,1
3,1.392979,1
5,0.965012,0
1,0.826736,0
2,1.163662,0
3,1.414713,1
5,0.917005,0
3,1.850719,1
1,1.258931,2
2,1.426146,2
3,1.212682,2
5,1.003627,0
2,1.469555,1
3,0.999619,1
5,0.987276,0
2,0.919456,0
3,1.015261,0
4,0.977073,0
1,1.155794,0
2,1.243372,0
5,0.858214,0
1,0.934785,0
2,1.011097,0
3,1.018883,0
3,1.675526,2
3,1.801323,1
4,1.016977,0
5,1.055112,0
1,1.075576,0
2,0.98038,1
3,1.699401,2
4,0.94629,0
5,1.164346,0
1,1.368617,1
2,0.788975,0
3,1.317402,1
4,1.028378,0
5,0.843951,1
2,2.002646,0
3,0.716907,0
4,1.085383,0
5,1.14243,0
1,0.908591,0
3,1.066963,0
4,0.915507,0
5,0.96049,0
1,0.990447,0
2,0.704696,0
3,0.693526,0
2,0.942556,0
3,1.938315,1
5,2.075785,2
1,0.908591,0
2,0.855231,0
3,0.74885,0
4,0.994175,0
5,1.150083,0
1,0.792357,0
2,1.269265,0
1,0.846382,0
2,1.038005,0
3,0.814876,0
4,1.175452,0
5,1.014411,0
1,1.702586,2
2,0.648848,0
3,0.886336,0
4,0.894985,0
1,0.703954,0
2,0.687942,0
3,1.035843,0
4,0.973653,0
2,0.97048,1
3,0.935897,1
4,1.026098,0
5,0.823774,0
1,1.00518,0
2,0.750389,0
3,0.569211,0
4,0.995315,0
5,0.940313,0
2,0.973019,1
3,0.988752,2
2,1.05349,1
3,1.196875,0
1,0.96589,0
2,1.228395,0
3,1.33288,2
5,0.98832,0
1,0.875849,0
1,0.877486,0
3,0.741934,0
4,1.062581,0
5,0.791421,0
2,1.322066,0
1,1.026463,1
2,0.693273,0
3,1.097424,1
4,1.197114,0
1,1.047745,1
2,0.696826,0
3,1.080794,0
4,0.902966,0
2,0.916663,0
3,1.035349,0
5,0.984145,0
3,0.884196,0
5,0.889523,0
1,0.983898,0
2,0.781106,0
3,1.042429,0
1,1.065753,0
3,0.84863,0
2,0.851677,1
3,1.55714,2
4,1.087663,0
1,1.29331,0
2,0.609501,0
3,0.762845,0
5,0.922223,0
1,1.586352,1
2,0.717135,0
3,0.826567,0
1,0.964253,0
2,1.324859,0
3,0.869212,0
4,1.232457,0
5,1.041545,0
1,1.371891,1
2,1.040797,0
3,0.659771,0
4,1.05688,0
5,0.946227,0
1,0.987172,0
2,0.871477,0
3,0.780463,0
3,0.70571,0
5,1.116339,0
1,0.946245,0
2,0.653925,0
3,1.079641,0
5,0.93753,0
2,0.795575,0
5,1.001191,1
1,0.862753,0
2,1.402284,0
3,1.252035,1
5,1.350112,1
1,0.877486,0
2,0.738205,0
3,0.576292,0
1,0.947882,0
2,0.919709,0
3,0.891111,1
4,0.912087,0
5,0.895437,0
3,1.160816,0
4,1.079683,0
2,1.137008,0
3,0.755436,0
4,0.933749,0
5,0.975796,0
2,0.863354,0
1,0.843107,0
2,0.686165,0
5,0.962925,1
2,0.772221,0
3,0.699453,0
4,0.981633,0
5,1.208178,0
1,0.810365,0
2,1.08116,0
3,0.63886,0
4,1.006716,0
5,0.864128,0
5,0.951445,2
2,1.27815,0
3,1.062188,0
5,1.039806,0
3,0.943472,0
2,0.886455,0
3,1.232111,1
4,0.848241,0
5,0.991103,0
1,0.895495,0
2,0.752166,0
3,0.850442,0
4,0.922348,0
1,0.825099,0
2,0.674234,0
3,0.580408,0
4,0.997595,0
5,1.110773,1
1,0.998632,0
2,0.935702,1
3,0.796929,0
5,2.098049,0
2,1.272819,0
3,0.897204,1
2,0.685403,0
3,0.614491,0
5,0.909352,0
2,0.995104,2
3,1.3067,2
4,1.088804,0
5,1.013367,2
2,0.911332,0
3,0.986611,1
5,0.876999,1
