@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,10,4.479066,1.100591,0
3,12,4.476359,1.522948,2
5,16,5.282326,1.281994,1
1,2,4.185434,0.913838,0
2,8,3.717095,0.991144,0
3,12,3.710519,1.341216,0
4,2,3.489355,0.915764,0
5,8,3.744269,0.779755,0
2,8,3.451455,0.816131,0
3,5,3.226075,1.073529,0
5,7,7.094787,0.943,1
3,8,2.717923,1.385094,1
5,7,5.802987,0.963492,0
1,2,4.538522,0.83151,0
2,8,3.969727,1.169474,0
3,12,4.502463,1.406705,1
5,7,4.498704,0.915561,0
3,8,4.198062,1.840243,1
1,2,4.094864,1.266201,2
2,8,4.251957,1.433268,2
3,7,4.352923,1.205817,2
5,7,4.445478,1.002046,0
2,11,5.38112,1.476894,1
3,9,3.762812,0.99396,1
5,6,4.589115,0.985721,0
2,8,4.05231,0.924047,0
3,6,4.063057,1.009514,0
4,2,4.036506,0.977348,0
1,2,3.901367,1.162468,0
2,14,3.400645,1.249581,0
5,6,3.393658,0.856862,0
1,2,4.657121,0.940183,0
2,8,4.515958,1.016146,0
3,7,3.946242,1.013116,0
3,12,4.301709,1.666042,2
3,9,3.57853,1.791126,1
4,2,4.217083,1.017263,0
5,7,5.32793,1.053451,0
1,2,4.445331,1.081786,0
2,8,5.047678,0.985276,1
3,10,3.350088,1.689781,2
4,2,2.916137,0.946556,0
5,7,4.917948,1.162512,0
1,2,3.406422,1.37652,1
2,8,3.649491,0.792915,0
3,7,4.131687,1.309945,1
4,2,4.009388,1.028667,0
5,7,3.817433,0.842622,1
2,10,3.258206,2.012648,0
3,5,2.917086,0.712848,0
4,2,3.016237,1.085688,0
5,7,4.000689,1.14063,0
1,2,3.670158,0.913838,0
3,7,3.438863,1.060923,0
4,1,3.169606,0.915764,0
5,7,3.850844,0.958977,0
1,2,3.685902,0.996166,0
2,8,3.455159,0.708215,0
3,2,3.377466,0.6896,0
2,8,4.94207,0.947263,0
3,18,4.223454,1.927343,1
5,10,4.426974,2.072516,2
1,2,3.953887,0.913838,0
2,8,3.422389,0.859502,0
3,8,3.185894,0.744611,0
4,2,1.627654,0.994454,0
5,7,3.561084,1.148272,0
1,2,3.706473,0.796932,0
2,8,3.358486,1.275604,0
1,2,3.909108,0.851269,0
2,8,3.368784,1.043189,0
3,3,3.104877,0.810263,0
4,2,3.488715,1.175782,0
5,7,3.58635,1.012813,0
1,2,3.784312,1.712417,2
2,8,4.840624,0.652089,0
3,5,2.41161,0.881319,0
4,2,3.247011,0.895237,0
1,2,3.647504,0.708018,0
2,8,3.439014,0.691377,0
3,7,3.92146,1.029979,0
4,2,2.781845,0.973926,0
2,9,4.623354,0.975327,1
3,5,4.459865,0.9306,1
4,2,1.857721,1.026386,0
5,7,4.915703,0.822477,0
1,2,4.892608,1.010985,0
2,8,5.179627,0.754137,0
3,2,1.596783,0.565989,0
4,2,2.224549,0.995595,0
5,8,4.657423,0.938832,0
2,8,4.360455,0.977878,1
3,6,5.654631,0.983155,2
2,10,3.864322,1.058751,1
3,7,3.093536,1.1901,0
1,2,3.066823,0.971467,0
2,8,3.570451,1.234529,0
3,7,3.586543,1.325335,2
