@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.007,0.191,0.802,0.032,0.274,0.15,0.234,2
0.017,0.394,0.59,0.036,0.639,0.227,0.714,1
0.02,0.841,0.138,0.043,0.744,0.419,0.389,1
0.23,0.623,0.146,0.011,0.71,0.138,0.292,1
0.011,0.815,0.174,0.639,0.307,0.172,0.292,1
0.01,0.251,0.739,0.001,0.193,0.162,0.281,1
0.31,0.225,0.465,0.001,0.344,0.149,0.643,2
0.034,0.02,0.947,0.019,0.66,0.127,0.476,2
0.153,0.624,0.223,0.438,0.44,0.135,0.284,2
0.017,0.515,0.468,0.023,0.815,0.165,0.362,1
0.137,0.848,0.016,0.951,0.04,0.131,0.29,1
0.005,0.077,0.918,0.01,0.359,0.158,0.282,2
0.004,0.611,0.386,0,0.805,0.081,0.632,1
0.032,0.828,0.14,0.026,0.809,0.02,0.889,1
0.009,0.804,0.188,0.001,0.356,0.14,0.356,2
0.374,0.451,0.175,0.039,0.528,0.019,0.876,1
0.047,0.831,0.122,0.016,0.688,0.099,0.596,1
0.44,0.529,0.032,0.735,0.256,0.129,0.624,1
0.001,0.845,0.155,0.003,0.717,0.177,0.292,1
0.001,0.045,0.953,0,0.128,0.165,0.532,2
0.106,0.245,0.65,0.018,0.22,0.205,0.474,2
0.378,0.503,0.119,0.862,0.137,0.187,0.361,1
0.124,0.722,0.154,0.178,0.804,0.151,0.345,1
0.541,0.32,0.139,0.431,0.513,0.147,0.423,1
0.026,0.005,0.969,0.039,0.554,0.18,0.287,2
0.05,0.835,0.115,0.33,0.533,0.262,0.452,1
0.044,0.846,0.111,0.007,0.884,0.071,0.687,1
0.322,0.577,0.101,0.034,0.691,0.217,0.584,1
0.541,0.199,0.26,0.219,0.735,0.172,0.385,1
0.008,0.782,0.21,0.004,0.423,0.155,0.269,2
0.022,0.494,0.484,0.032,0.697,0.827,0.111,1
0.01,0.827,0.163,0.077,0.64,0.141,0.57,1
0.548,0.417,0.035,0.557,0.404,0.401,0.386,1
0.014,0.905,0.081,0.018,0.737,0.038,0.859,1
0.067,0.768,0.165,0.012,0.738,0.268,0.478,1
0.08,0.897,0.022,0.055,0.705,0.123,0.467,1
0.103,0.874,0.023,0.011,0.76,0.282,0.531,1
0.347,0.528,0.125,0.104,0.721,0.567,0.3,2
0.026,0.798,0.176,0.017,0.546,0.126,0.349,1
0.061,0.907,0.032,0.116,0.656,0.31,0.565,1
0.597,0.348,0.055,0.011,0.813,0.109,0.732,1
0.183,0.759,0.058,0.254,0.609,0.101,0.584,1
0.103,0.007,0.89,0.002,0.032,0.158,0.386,2
0.026,0.71,0.264,0.018,0.018,0.131,0.275,2
0.162,0.687,0.151,0.366,0.555,0.393,0.4,2
0.423,0.499,0.078,0.034,0.692,0.163,0.337,1
0.632,0.353,0.016,0.142,0.478,0.341,0.452,1
0.192,0.355,0.453,0.016,0.629,0.172,0.35,0
0.322,0.32,0.357,0.32,0.287,0.364,0.421,0
0.432,0.553,0.015,0.035,0.809,0.095,0.655,0
0.104,0.89,0.006,0.658,0.274,0.14,0.279,0
0.002,0.916,0.083,0.002,0.947,0.089,0.666,0
0.518,0.388,0.094,0.68,0.201,0.52,0.347,0
0.936,0.008,0.056,0.972,0.026,0.182,0.421,0
0.775,0.076,0.149,0.549,0.441,0.355,0.391,0
0.235,0.74,0.024,0.667,0.329,0.108,0.609,0
0.781,0.196,0.023,0.885,0.077,0.156,0.283,0
0.05,0.002,0.949,0.03,0.635,0.019,0.852,0
0.744,0.233,0.024,0.263,0.736,0.117,0.268,0
0.484,0.214,0.302,0.002,0.894,0.318,0.423,0
0.914,0.011,0.075,0.795,0.162,0.616,0.25,0
0.261,0.462,0.277,0.879,0.117,0.664,0.27,0
0.607,0.365,0.027,0.762,0.195,0.494,0.348,0
0.365,0.5,0.136,0.899,0.099,0.702,0.203,0
0.692,0.064,0.243,0,0.255,0.128,0.264,0
