@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.263,0.712,0.025,0.393,0.525,0
0.019,0.366,0.615,0.102,0.394,2
0.058,0.417,0.525,0.442,0.385,1
0.045,0.875,0.08,0.563,0.403,0
0.442,0.278,0.28,0.349,0.424,0
0.605,0.129,0.266,0.219,0.474,0
0.484,0.337,0.179,0.671,0.26,0
0.765,0.196,0.039,0.813,0.155,0
0.132,0.309,0.559,0.833,0.142,0
0.606,0.286,0.108,0.09,0.323,0
0.14,0.672,0.188,0.705,0.197,1
0.192,0.694,0.114,0.254,0.466,1
0.901,0.023,0.076,0.295,0.46,0
0.755,0.121,0.124,0.764,0.214,0
0.14,0.422,0.438,0.312,0.462,0
0.016,0.773,0.212,0.191,0.611,1
0.779,0.124,0.097,0.738,0.227,0
0.011,0.366,0.623,0.01,0.195,1
0.058,0.391,0.55,0.049,0.317,2
0.04,0.058,0.902,0.119,0.669,2
0.058,0.524,0.418,0.26,0.493,2
0.378,0.569,0.052,0.475,0.452,0
0.025,0.503,0.472,0.245,0.643,1
0.171,0.777,0.053,0.446,0.425,1
0.702,0.14,0.158,0.493,0.392,0
0.64,0.243,0.117,0.617,0.279,0
0.104,0.411,0.485,0.632,0.251,0
0.454,0.178,0.368,0.586,0.367,0
0.085,0.636,0.279,0.432,0.459,0
0.129,0.069,0.802,0.387,0.4,0
0.691,0.251,0.059,0.484,0.391,0
0.482,0.277,0.241,0.318,0.356,0
0.071,0.586,0.344,0.595,0.262,0
0.208,0.729,0.063,0.323,0.483,0
0.036,0.144,0.82,0.073,0.319,2
0.009,0.577,0.413,0.009,0.788,1
0.168,0.021,0.811,0.259,0.549,0
0.341,0.564,0.095,0.303,0.638,0
0.555,0.254,0.191,0.373,0.365,0
0.235,0.709,0.055,0.33,0.623,1
0.011,0.769,0.22,0.086,0.476,2
0.472,0.382,0.146,0.569,0.342,0
0.434,0.404,0.162,0.214,0.715,0
0.065,0.583,0.352,0.181,0.427,1
0.208,0.785,0.007,0.443,0.521,0
0.037,0.772,0.191,0.181,0.551,1
0.889,0.039,0.072,0.649,0.294,0
0.454,0.502,0.044,0.551,0.406,1
0.014,0.162,0.825,0.003,0.096,0
0.492,0.501,0.008,0.747,0.223,0
0.875,0.007,0.118,0.195,0.491,0
0.454,0.392,0.153,0.725,0.236,0
0.113,0.801,0.087,0.445,0.343,0
0.695,0.28,0.025,0.423,0.368,0
0.881,0.027,0.092,0.783,0.187,0
0.659,0.228,0.113,0.773,0.197,0
0.118,0.804,0.078,0.656,0.312,0
0.892,0.038,0.069,0.763,0.199,0
0.667,0.118,0.216,0.206,0.563,0
0.367,0.552,0.082,0.414,0.528,0
0.006,0.794,0.2,0.051,0.638,1
0.024,0.074,0.902,0.015,0.268,2
0.409,0.502,0.089,0.837,0.142,0
0.964,0.013,0.023,0.355,0.583,0
0.171,0.819,0.009,0.506,0.42,0
0.965,0.012,0.023,0.424,0.256,0
0.53,0.354,0.115,0.422,0.526,0
0.505,0.438,0.058,0.56,0.223,0
0.107,0.519,0.374,0.188,0.501,0
0.048,0.88,0.071,0.071,0.275,0
0.169,0.358,0.473,0.419,0.345,0
0.18,0.713,0.107,0.298,0.531,0
0.565,0.109,0.326,0.294,0.503,0
0.717,0.128,0.155,0.691,0.263,0
0.031,0.309,0.66,0.042,0.277,2
0.62,0.309,0.071,0.806,0.173,0
0.021,0.976,0.003,0.63,0.355,0
