@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,1.096235,0
3,1.526914,2
5,1.28401,1
1,0.907879,0
2,0.987221,0
3,1.344708,0
4,0.914079,0
5,0.780981,0
2,0.812901,0
3,1.076325,0
5,0.944483,1
3,1.3887,1
5,0.965008,0
1,0.826088,0
2,1.164845,0
3,1.410368,1
5,0.917001,0
3,1.845034,1
1,1.257944,2
2,1.427596,2
3,1.208957,2
5,1.003622,0
2,1.471049,1
3,0.996548,1
5,0.987272,0
2,0.92039,0
3,1.012143,0
4,0.975549,0
1,1.154887,0
2,1.244636,0
5,0.85821,0
1,0.934052,0
2,1.012124,0
3,1.015754,0
3,1.67038,2
3,1.79579,1
4,1.015391,0
5,1.055107,0
1,1.074732,0
2,0.981377,1
3,1.694181,2
4,0.944814,0
5,1.16434,0
1,1.367544,1
2,0.789777,0
3,1.313356,1
4,1.026774,0
5,0.843947,1
2,2.004682,0
3,0.714705,0
4,1.083691,0
5,1.142424,0
1,0.907879,0
3,1.063685,0
4,0.914079,0
5,0.960485,0
1,0.98967,0
2,0.705412,0
3,0.691395,0
2,0.943514,0
3,1.932362,1
5,2.075775,2
1,0.907879,0
2,0.8561,0
3,0.746549,0
4,0.992624,0
5,1.150077,0
1,0.791736,0
2,1.270555,0
1,0.845718,0
2,1.03906,0
3,0.812373,0
4,1.173619,0
5,1.014406,0
1,1.70125,2
2,0.649508,0
3,0.883614,0
4,0.893589,0
1,0.703402,0
2,0.688641,0
3,1.032661,0
4,0.972134,0
2,0.971466,1
3,0.933023,1
4,1.024497,0
5,0.82377,0
1,1.004392,0
2,0.751152,0
3,0.567463,0
4,0.993763,0
5,0.940308,0
2,0.974008,1
3,0.985715,2
2,1.054561,1
3,1.193199,0
1,0.965132,0
2,1.229643,0
3,1.328786,2
5,0.988315,0
1,0.875162,0
1,0.876798,0
3,0.739655,0
4,1.060924,0
5,0.791417,0
2,1.32341,0
1,1.025658,1
2,0.693977,0
3,1.094053,1
4,1.195247,0
1,1.046923,1
2,0.697535,0
3,1.077474,0
4,0.901558,0
2,0.917595,0
3,1.032169,0
5,0.984141,0
3,0.88148,0
5,0.889518,0
1,0.983126,0
2,0.7819,0
3,1.039227,0
1,1.064917,0
3,0.846024,0
2,0.852543,1
3,1.552357,2
4,1.085967,0
1,1.292296,0
2,0.610121,0
3,0.760502,0
5,0.922219,0
1,1.585107,1
2,0.717864,0
3,0.824028,0
1,0.963497,0
2,1.326205,0
3,0.866542,0
4,1.230535,0
5,1.04154,0
1,1.370815,1
2,1.041855,0
3,0.657745,0
4,1.055232,0
5,0.946222,0
1,0.986398,0
2,0.872363,0
3,0.778066,0
1,0.952046,0
2,0.678731,0
3,0.703542,0
5,1.116333,0
1,0.945503,0
2,0.65459,0
3,1.076325,0
5,0.937525,0
2,0.796384,0
5,1.001187,1
1,0.862076,0
2,1.403709,0
3,1.248189,1
5,1.350106,1
1,0.876798,0
2,0.738955,0
3,0.574521,0
1,0.947138,0
2,0.920644,0
3,0.888374,1
4,0.910664,0
5,0.895432,0
3,1.15725,0
4,1.077999,0
2,1.138163,0
3,0.753115,0
4,0.932293,0
5,0.975792,0
2,0.864232,0
1,0.842446,0
2,0.686862,0
5,0.96292,1
2,0.773006,0
3,0.697305,0
4,0.980103,0
5,1.208173,0
1,0.80973,0
2,1.082259,0
3,0.636898,0
4,1.005146,0
5,0.864124,0
5,0.95144,2
2,1.279449,0
3,1.058925,0
5,1.039801,0
3,0.940574,0
2,0.887356,0
3,1.228327,1
4,0.846918,0
5,0.991098,0
1,0.824452,0
2,0.674919,0
3,0.578625,0
4,0.996039,0
5,1.110767,1
1,0.997849,0
2,0.936653,1
3,0.794481,0
5,2.098039,0
2,1.274113,0
3,0.894448,1
2,0.6861,0
3,0.612604,0
5,0.909347,0
2,0.996115,2
3,1.302686,2
4,1.087106,0
5,1.013362,2
2,0.912259,0
3,0.983581,1
5,0.876995,1
