@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature10 numeric
@attribute bi_feature735 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1281 numeric
@attribute bi_feature1393 numeric
@attribute bi_feature1507 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0.00159,0,0,0,0,0,0,0,0.617654,0.657778,0.780037,0
0,0,0,0,0,0,0,0,0.433840,0.448001,0.525362,0
0,0,0,0.026786,0.008929,0.004464,0,0,0.192835,0.187242,0.204175,0
0,0,0,0,0,0,0,0,0.372798,0.391203,0.454203,0
0,0,0.007968,0.007968,0.003984,0.007968,0,0,0.484516,0.511756,0.600402,0
0,0,0,0,0,0.002865,0,0,0.810246,0.863351,1.028361,0
0,0,0,0.026316,0,0,0,0,0.511688,0.537296,0.633586,0
0,0,0.003401,0.006803,0.006803,0.003401,0,0,0.283304,0.284684,0.317710,1
0,0,0,0,0,0,0,0,0.376543,0.395477,0.455463,2
0,0,0,0.002625,0,0,0,0,0.512961,0.541145,0.635598,1
0.003521,0.001764,0.001764,0.003527,0,0.001764,0,0,0.579011,0.615902,0.731307,1
0,0,0,0.045455,0.011364,0.011364,0,0,0.345261,0.354338,0.414555,0
0.012712,0,0,0,0,0,0,0,0.127223,0.138786,0.141316,0
0,0,0,0.016667,0,0.016667,0,0,0.203706,0.209923,0.234686,0
0.00339,0,0.003401,0,0.003401,0.003401,0,0,0.346721,0.372631,0.435209,0
0,0,0,0,0,0,0,0,0.751800,0.801800,0.954247,0
0,0,0,0,0.011628,0,0,0,0.361376,0.368879,0.425835,0
0,0,0,0.007435,0.011152,0,0,0,0.200263,0.196596,0.213428,0
0,0,0,0,0,0,0,0,0.472098,0.498132,0.580831,1
0,0,0.005714,0.002857,0.005714,0.005714,0,0,0.538360,0.569653,0.672217,2
0,0,0,0,0.003257,0,0,0,0.796308,0.848970,1.010926,1
0,0,0,0,0.012987,0,0,0,0.539417,0.562683,0.661069,0
0,0,0,0.009677,0,0,0,0,0.278495,0.278770,0.310625,2
0,0,0.02,0,0.02,0.02,0,0,0.345118,0.345606,0.396236,0
0,0,0,0.007853,0.007853,0,0,0,0.514462,0.544812,0.642765,1
0,0,0,0.003339,0.001669,0.001669,0,0,0.758585,0.807060,0.960342,2
0,0,0,0,0,0,0,0,0.561884,0.587802,0.692063,1
0,0,0.003597,0.010791,0,0.003597,0,0,0.173372,0.171315,0.180615,1
0,0,0,0.017241,0,0,0,0,0.325260,0.337098,0.391400,2
0,0,0.002421,0.002421,0.002421,0,0,0,0.359740,0.380218,0.447439,1
0.009642,0,0,0,0,0,0,0,0.576841,0.615071,0.729441,0
0,0,0.025974,0,0.012987,0,0,0,0.579215,0.607192,0.714067,0
0,0,0,0,0.01083,0,0,0.00361,0.279568,0.278159,0.313266,2
0.103448,0,0,0,0,0.017544,0,0,0.087227,0.087075,0.087669,0
0,0,0.004149,0.002075,0.002075,0.004149,0,0,0.537836,0.571666,0.673933,0
0,0,0,0.00495,0.001238,0.001238,0,0,0.707308,0.752862,0.895471,2
0,0,0,0.011364,0,0,0,0,0.568183,0.594190,0.701722,0
0.003521,0,0,0,0.003534,0,0,0,0.176380,0.180528,0.192187,0
0,0,0,0,0,0,0,0,0.268475,0.281892,0.316910,0
0,0,0,0.005952,0.002976,0,0,0,0.520219,0.551360,0.650944,0
0,0,0,0,0.00157,0,0,0,0.772398,0.823210,0.979847,0
0,0,0,0,0.027778,0,0,0,0.512796,0.534539,0.627924,0
0,0,0,0.004082,0.004082,0.004082,0,0,0.205607,0.201461,0.215394,0
0,0,0.019231,0.038462,0.019231,0,0,0,0.171908,0.169722,0.186024,0
0,0,0,0.016181,0,0.003236,0,0,0.489650,0.514683,0.604971,0
0,0,0.002227,0.002227,0.002227,0,0,0,0.684055,0.727950,0.864103,0
0,0,0,0.032609,0.01087,0,0,0,0.409756,0.424605,0.497352,0
0,0,0,0.026549,0,0.004425,0,0,0.192875,0.192368,0.206826,0
0,0,0,0,0,0,0,0,0.416625,0.440464,0.512994,1
0,0,0,0,0,0,0,0,0.575827,0.612100,0.726220,0
0,0,0,0,0,0,0,0,0.765727,0.816570,0.971961,0
0,0,0,0.011628,0.011628,0,0,0,0.568789,0.596191,0.704096,0
0,0,0,0.007299,0.00365,0,0,0,0.261208,0.257640,0.286153,0
0,0,0,0,0,0,0,0,0.248969,0.267192,0.301032,1
0,0,0,0,0,0,0,0,0.367331,0.387253,0.455354,0
0.007508,0,0,0,0,0.001504,0,0,0.582251,0.620145,0.734340,1
0,0,0.019417,0.009709,0.009709,0.019417,0,0,0.314034,0.325704,0.377879,0
0,0,0,0,0,0,0,0,0.253424,0.256279,0.282224,0
0,0,0,0,0,0,0,0,0.049357,0.050030,0.038808,1
0.025547,0,0,0,0,0,0,0,0.208755,0.226312,0.252203,0
0.022866,0,0,0,0,0,0,0,0.420588,0.449070,0.529320,0
0,0,0,0.012821,0,0,0,0,0.358915,0.378349,0.436569,0
0,0,0.003745,0.011236,0.007491,0.003745,0,0,0.265450,0.265857,0.295922,0
0,0,0,0,0,0.015625,0,0,0.474399,0.494168,0.576969,0
0,0,0.002778,0.013889,0.002778,0.002778,0,0,0.525244,0.554529,0.654931,0
0,0,0.001595,0.00319,0.001595,0.007974,0,0,0.674536,0.716254,0.850777,0
0,0,0,0.012346,0.012346,0,0,0,0.562807,0.588579,0.693866,0
0.003546,0,0,0.014235,0.003559,0,0,0,0.206153,0.205929,0.225088,0
0,0,0,0.018519,0,0,0,0,0.371068,0.381444,0.441386,1
0,0,0,0.007752,0.003876,0,0,0,0.327317,0.340011,0.387417,0
0,0,0.001869,0.001869,0,0.001869,0,0,0.717712,0.763486,0.907788,0
0,0,0.013514,0.013514,0.027027,0,0,0,0.480184,0.499030,0.584108,0
0,0,0.003937,0.007874,0,0.007874,0,0,0.235959,0.237261,0.263195,0
0,0,0,0,0,0,0,0,0.337608,0.353633,0.408029,0
0,0,0,0.009804,0,0,0,0,0.383403,0.403554,0.475394,0
0,0,0,0.001582,0.001582,0,0,0,0.694875,0.739201,0.878984,0
0,0,0,0.040816,0,0,0,0,0.579505,0.608678,0.719557,0
0,0,0,0,0,0.003236,0,0,0.266861,0.274276,0.305017,0
0,0,0,0,0,0,0,0,0.306569,0.320110,0.365791,0
0,0,0,0.014085,0.014085,0.003521,0,0,0.401546,0.420952,0.495150,0
0.001942,0,0,0,0.001946,0,0,0,0.742148,0.789706,0.939194,0
0,0,0,0.032967,0.010989,0,0,0,0.554104,0.582512,0.688456,0
0,0,0,0.006042,0.003021,0.003021,0,0,0.254444,0.259664,0.291168,0
0,0,0,0,0,0,0,0,0.317751,0.328272,0.368049,0
0,0,0,0.005988,0.005988,0,0,0,0.444174,0.470009,0.552612,1
0.004233,0.001059,0,0,0,0.001059,0,0,0.651545,0.693628,0.824627,2
0,0,0,0,0,0,0,0,0.494473,0.519737,0.608987,0
0,0,0,0.014184,0,0.003546,0,0,0.249014,0.251085,0.279536,1
0,0,0,0.025974,0,0,0,0,0.438068,0.457130,0.532350,0
0,0,0.004184,0,0,0.004184,0,0,0.352997,0.371778,0.435365,0
0.00432,0,0.004329,0,0.002165,0.002165,0,0,0.543976,0.577840,0.684392,0
0,0,0,0.013158,0,0,0,0,0.494658,0.518220,0.608796,0
0.003774,0,0.003788,0.003788,0.003788,0.007576,0,0,0.152498,0.156265,0.161618,0
0,0,0,0.010526,0,0,0,0,0.494117,0.509760,0.595565,1
0,0,0.007117,0.003559,0.003559,0.007117,0,0,0.365002,0.383551,0.450343,0
0,0,0,0.002,0,0,0,0,0.712946,0.759105,0.901894,0
0,0,0.010309,0.020619,0.010309,0.010309,0,0,0.570831,0.597361,0.706328,0
0,0,0,0.003226,0,0,0,0,0.244403,0.250326,0.278647,0
0,0,0,0,0,0.017544,0,0,0.206182,0.208588,0.229868,0
0,0,0,0.007692,0.003846,0.005769,0,0,0.341364,0.360462,0.420802,0
0.009488,0,0,0,0,0,0,0,0.572771,0.609664,0.721685,0
0,0,0,0.037383,0.018692,0.009346,0,0,0.516203,0.537512,0.634417,0
0.003344,0,0,0.010067,0.003356,0.003356,0,0,0.203552,0.211530,0.229969,0
0.012048,0,0,0,0,0,0,0,0.269722,0.281721,0.319546,1
0.02934,0,0,0.002451,0,0,0,0,0.174943,0.190639,0.210619,0
0.0075,0,0.005013,0,0.010025,0.007519,0,0,0.391162,0.415675,0.489254,0
0.076087,0,0,0.021978,0.010989,0,0,0,0.306778,0.319941,0.370812,0
0,0,0,0.007407,0.007407,0,0,0,0.193643,0.191091,0.204774,0
0,0,0,0,0,0,0,0,0.337881,0.345945,0.393401,0
0.008746,0,0,0,0,0,0,0,0.376484,0.397975,0.465375,0
0.004228,0,0,0.002119,0,0,0,0,0.688032,0.732131,0.870939,0
0,0,0.011236,0.033708,0.022472,0.011236,0,0,0.538807,0.564230,0.667722,0
0,0,0,0.003413,0.003413,0.003413,0,0,0.279650,0.287330,0.323108,0
0,0,0,0,0,0,0,0,0.295248,0.304046,0.344791,0
0.003745,0,0.003759,0.011278,0.007519,0,0,0,0.380734,0.401311,0.471433,0
0,0,0,0,0.001534,0,0,0,0.715340,0.759628,0.902167,1
0,0,0,0.022472,0.022472,0,0,0,0.544129,0.572805,0.677651,0
0,0,0.003289,0,0.003289,0.009868,0,0,0.292628,0.301345,0.340525,0
0,0,0.016393,0.032787,0.016393,0.032787,0,0,0.396949,0.405145,0.469405,0
0,0,0,0.01,0.013333,0,0,0,0.477732,0.504088,0.594215,0
0,0,0.004684,0.002342,0.004684,0.002342,0,0,0.684497,0.726931,0.863504,0
0,0,0,0.034091,0.011364,0,0,0,0.525042,0.545702,0.643870,0
0,0,0,0.026022,0.003717,0,0,0,0.188657,0.187986,0.201515,0
0,0,0,0.020408,0,0,0,0,0.293768,0.300685,0.341479,0
0,0,0,0.006748,0.005398,0,0,0,0.610384,0.647284,0.767613,2
0,0,0,0,0,0,0,0,0.737205,0.783364,0.931034,1
0,0,0,0.039604,0.009901,0,0,0,0.575656,0.602293,0.712074,0
0,0,0,0.003135,0,0,0,0,0.266633,0.274803,0.306079,0
0,0,0,0.035714,0,0,0,0,0.120326,0.116699,0.119286,0
0,0,0,0.015625,0.007812,0,0,0,0.316240,0.330803,0.386824,0
0.012214,0,0,0,0,0,0,0,0.704809,0.750247,0.891625,0
0,0,0.022222,0.022222,0.011111,0,0,0,0.559879,0.584296,0.689157,0
0,0,0,0.018657,0.003731,0.007463,0,0,0.201673,0.200487,0.214766,0
0,0,0,0.04878,0,0,0,0,0.172384,0.169878,0.188087,1
0.003195,0,0,0,0,0,0,0,0.329642,0.347205,0.405039,0
0,0,0.002439,0.002439,0.014634,0.002439,0,0,0.679537,0.718646,0.852885,0
0,0,0,0,0,0,0,0,0.541813,0.568108,0.670709,0
0,0,0.003497,0.003497,0.003497,0,0,0,0.290603,0.299351,0.335835,1
0.038462,0,0,0,0,0,0,0,0.174641,0.183199,0.193008,0
0.009058,0,0.00363,0.010889,0.005445,0.001815,0,0,0.531638,0.564009,0.665388,0
0.005263,0.002635,0,0.001318,0,0.001318,0,0,0.565033,0.601854,0.714020,1
0,0,0,0,0,0,0,0,0.534858,0.558181,0.656736,0
0,0,0,0.010336,0,0,0,0,0.231261,0.240473,0.264848,1
0,0,0,0.019231,0.019231,0,0,0,0.244548,0.237825,0.268807,0
0.006897,0,0.00692,0.013841,0.00692,0.00692,0,0,0.382129,0.400933,0.467541,0
0,0,0,0.002874,0,0,0,0,0.752601,0.802061,0.955225,0
0,0,0.023529,0.047059,0.023529,0.011765,0,0,0.554305,0.580738,0.685672,0
0,0,0.003559,0.010676,0.003559,0.003559,0,0,0.262386,0.269169,0.300979,0
0,0,0,0.033333,0,0,0,0,0.395084,0.403460,0.463634,0
0,0,0,0.004684,0.004684,0,0,0,0.545220,0.577383,0.682999,0
0.012784,0,0,0.001422,0.001422,0.001422,0,0,0.595488,0.634321,0.753070,0
0,0,0,0.043011,0.010753,0,0,0,0.439019,0.456081,0.535250,0
0,0,0,0.009464,0,0,0,0,0.226627,0.230456,0.252644,0
0,0,0,0,0,0,0,0,0.274451,0.272861,0.306581,0
0,0,0.002242,0.006726,0,0.002242,0,0,0.524158,0.557272,0.658393,0
0,0,0,0,0,0,0,0,0.726353,0.772939,0.918156,0
0,0,0.025,0.0125,0.0125,0.025,0,0,0.468865,0.493828,0.579932,0
0.025,0,0,0.007168,0.003584,0,0,0,0.179196,0.180871,0.188432,0
0,0,0,0.014286,0,0,0,0,0.404971,0.417543,0.479487,0
0,0,0.00295,0.00295,0,0.00295,0,0,0.394744,0.417128,0.489647,0
0,0,0.001681,0,0.008403,0,0,0,0.734742,0.780073,0.927590,0
0,0,0,0.012346,0,0,0,0,0.498291,0.520850,0.613658,0
0,0,0,0.003185,0,0,0,0,0.273243,0.280114,0.311677,0
0,0,0,0,0,0,0,0,0.080853,0.085709,0.076358,0
0,0,0,0.018587,0,0.007435,0,0,0.298648,0.312285,0.362537,0
0,0,0,0,0.002611,0.002611,0,0,0.703531,0.745392,0.884526,0
0,0,0,0.051282,0,0,0,0,0.488552,0.507196,0.597219,0
0.01087,0,0,0.007273,0,0,0,0,0.128683,0.130243,0.131401,1
0,0,0,0.037736,0,0,0,0,0.332051,0.340756,0.389872,0
0,0,0,0,0,0,0,0,0.422565,0.446486,0.524906,0
0,0,0,0,0.006928,0,0,0,0.743312,0.789424,0.938767,1
0,0,0.012195,0.012195,0.012195,0.012195,0,0,0.569172,0.596023,0.700331,0
0,0,0.003891,0.007782,0,0,0,0,0.213791,0.214424,0.234642,0
0,0,0.022222,0.044444,0.022222,0.022222,0,0,0.279388,0.267597,0.301625,0
0.013158,0,0.006601,0.0033,0.0033,0.006601,0,0,0.401785,0.424500,0.498652,0
0.002358,0,0.004728,0,0.004728,0.004728,0,0,0.680346,0.724165,0.861590,0
0,0,0.011765,0,0,0.023529,0,0,0.397974,0.418660,0.487259,0
0.008646,0,0,0.00289,0.00289,0,0,0,0.192479,0.197677,0.215401,0
0,0,0,0.020833,0,0,0,0,0.115203,0.111429,0.111161,0
0,0,0,0.009434,0.004717,0,0,0,0.523723,0.555383,0.655844,0
0,0,0.002591,0,0.002591,0.002591,0,0,0.695833,0.740765,0.880599,0
0,0,0.011494,0.034483,0.011494,0.011494,0,0,0.335258,0.349135,0.407745,0
0.004032,0,0,0.004049,0,0.004049,0,0,0.193589,0.198272,0.215470,0
0,0,0,0.014925,0,0,0,0,0.424096,0.443105,0.509435,1
0,0,0,0.001959,0.001959,0.000979,0,0,0.680938,0.723680,0.860241,2
0,0,0,0.001553,0,0,0,0,0.751292,0.799215,0.950419,2
0,0,0.012346,0,0.037037,0.012346,0,0,0.467304,0.480710,0.562145,0
0,0,0,0.007353,0,0,0,0,0.254085,0.259570,0.289754,2
0,0,0,0.037736,0.018868,0.018868,0,0,0.332026,0.328513,0.378829,0
0,0,0.001992,0.005976,0.007968,0.003984,0,0,0.542163,0.575557,0.680677,0
0.00155,0.001553,0,0.001553,0.004658,0,0,0,0.684021,0.726433,0.863585,0
0,0,0,0.025316,0.025316,0,0,0,0.545983,0.569783,0.670747,0
0,0,0,0.003367,0,0,0,0,0.215557,0.219062,0.241418,0
0,0,0,0.078431,0,0,0,0,0.392713,0.399989,0.466565,0
0,0,0,0.008929,0.002976,0,0,0,0.460280,0.485264,0.569650,0
0,0,0,0,0.001751,0,0,0,0.674601,0.718121,0.853685,0
0,0,0,0.012346,0,0,0,0,0.558296,0.581059,0.684125,0
0,0,0,0.004545,0.004545,0,0,0,0.191179,0.189202,0.205403,0
0,0,0,0.017241,0,0.017241,0,0,0.355491,0.365771,0.417178,0
0.002865,0,0,0.011494,0.002874,0.002874,0,0,0.372333,0.392584,0.461203,0
0.020053,0,0,0.001339,0.001339,0,0,0,0.695277,0.740381,0.881168,1
0.013514,0,0,0.013699,0,0,0,0,0.205637,0.213076,0.240432,0
0,0,0.003534,0.003534,0,0,0,0,0.238053,0.242592,0.267295,0
0,0,0,0,0,0,0,0,0.043666,0.061518,0.046192,0
0.010135,0,0,0,0,0,0,0,0.036245,0.051325,0.037987,0
0.042636,0,0,0,0,0,0,0,0.019385,0.025717,0.017352,0
0,0,0,0,0,0,0,0,0.032463,0.044597,0.033614,0
0,0,0.006601,0.016502,0.006601,0.0033,0,0,0.226647,0.227296,0.252534,0
0.04,0,0,0.020408,0,0,0,0,0.062442,0.055734,0.045923,0
0,0,0.011364,0.015152,0.011364,0.011364,0,0,0.379099,0.392335,0.455884,0
0,0,0,0,0,0,0,0,0.730594,0.778878,0.927351,0
0.011494,0,0.011628,0.023256,0.011628,0.023256,0,0,0.412588,0.426990,0.498432,0
0.003135,0,0,0.006289,0.006289,0,0,0,0.229503,0.241888,0.267316,1
0,0,0,0,0,0,0,0,0.106643,0.110201,0.112099,0
0.016304,0,0.002725,0.00545,0.00545,0,0.002725,0,0.221554,0.234723,0.266847,1
0.008282,0,0,0,0,0.002075,0,0,0.638426,0.681193,0.808664,0
0,0,0,0.026667,0,0,0,0,0.523963,0.546824,0.645113,0
0.014925,0,0,0.008306,0,0,0,0,0.504038,0.533710,0.627362,0
0,0,0,0.026316,0,0,0,0,0.154301,0.148441,0.153836,0
0,0,0.002,0.006,0.002,0,0,0,0.493759,0.521540,0.611973,0
0.023897,0,0.001842,0.003683,0.001842,0.001842,0,0,0.593401,0.632462,0.749662,1
