@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.054,0.286,0.66,0.13,0.385,2
0.062,0.448,0.49,0.264,0.481,1
0.117,0.688,0.195,0.336,0.546,1
0.178,0.634,0.188,0.167,0.534,1
0.03,0.729,0.241,0.362,0.446,1
0.035,0.312,0.653,0.01,0.195,1
0.158,0.449,0.393,0.174,0.285,2
0.038,0.091,0.871,0.095,0.649,2
0.073,0.513,0.414,0.526,0.295,2
0.039,0.482,0.479,0.207,0.648,1
0.326,0.591,0.083,0.796,0.139,1
0.036,0.141,0.823,0.056,0.316,2
0.023,0.664,0.312,0.012,0.778,1
0.168,0.777,0.055,0.073,0.875,1
0.028,0.72,0.252,0.032,0.417,2
0.216,0.537,0.247,0.205,0.441,1
0.065,0.729,0.206,0.133,0.608,1
0.522,0.44,0.038,0.471,0.494,1
0.009,0.786,0.205,0.014,0.757,1
0.007,0.088,0.905,0.005,0.23,2
0.046,0.395,0.559,0.058,0.317,2
0.092,0.699,0.208,0.646,0.295,1
0.451,0.401,0.148,0.227,0.715,1
0.501,0.271,0.228,0.3,0.549,1
0.07,0.803,0.127,0.622,0.332,2
0.392,0.391,0.217,0.263,0.603,1
0.018,0.038,0.943,0.169,0.466,2
0.103,0.74,0.156,0.255,0.559,1
0.169,0.697,0.134,0.144,0.775,1
0.16,0.665,0.175,0.147,0.714,1
0.389,0.23,0.381,0.221,0.657,1
0.044,0.686,0.27,0.09,0.426,2
0.085,0.47,0.445,0.328,0.537,1
0.151,0.695,0.154,0.263,0.476,1
0.478,0.474,0.047,0.264,0.658,1
0.048,0.82,0.131,0.079,0.765,1
0.172,0.67,0.157,0.147,0.63,1
0.178,0.765,0.058,0.272,0.622,1
0.244,0.74,0.016,0.35,0.551,1
0.385,0.448,0.167,0.341,0.555,2
0.137,0.631,0.233,0.288,0.431,1
0.181,0.791,0.029,0.183,0.735,1
0.443,0.437,0.12,0.37,0.51,1
0.383,0.556,0.061,0.506,0.421,1
0.064,0.051,0.885,0.04,0.261,2
0.052,0.653,0.295,0.028,0.1,2
0.376,0.526,0.098,0.272,0.662,2
0.271,0.553,0.176,0.524,0.425,0
0.954,0.005,0.041,0.631,0.286,0
0.808,0.166,0.026,0.777,0.201,0
0.624,0.341,0.035,0.821,0.134,0
0.277,0.684,0.039,0.231,0.386,0
0.316,0.656,0.028,0.288,0.686,0
0.722,0.266,0.012,0.675,0.292,0
0.022,0.915,0.063,0.786,0.178,0
0.118,0.861,0.021,0.657,0.293,0
0.569,0.384,0.048,0.472,0.503,0
0.721,0.02,0.26,0.272,0.53,0
0.341,0.605,0.054,0.485,0.402,0
0.388,0.27,0.343,0.549,0.404,0
0.136,0.817,0.047,0.161,0.678,0
0.203,0.701,0.096,0.536,0.412,0
0.37,0.581,0.049,0.579,0.243,0
0.677,0.206,0.118,0.496,0.359,0
0.619,0.261,0.119,0.706,0.263,0
0.232,0.45,0.319,0.176,0.516,0
0.393,0.066,0.541,0.625,0.271,0
