@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,1.097786,0
3,1.524798,2
5,1.285578,1
1,0.908042,0
2,0.988619,0
3,1.342845,0
4,0.914978,0
5,0.781935,0
2,0.814052,0
3,1.074834,0
5,0.945636,1
3,1.386776,1
5,0.966186,0
1,0.826236,0
2,1.166494,0
3,1.408414,1
5,0.918121,0
3,1.842478,1
1,1.258169,2
2,1.429616,2
3,1.207282,2
5,1.004848,0
2,1.473131,1
3,0.995168,1
5,0.988477,0
2,0.921693,0
3,1.01074,0
4,0.976509,0
1,1.155094,0
2,1.246397,0
5,0.859258,0
1,0.934219,0
2,1.013557,0
3,1.014347,0
3,1.668066,2
3,1.793302,1
4,1.016389,0
5,1.056396,0
1,1.074925,0
2,0.982766,1
3,1.691834,2
4,0.945743,0
5,1.165763,0
1,1.367789,1
2,0.790895,0
3,1.311536,1
4,1.027784,0
5,0.844978,1
2,2.007519,0
3,0.713714,0
4,1.084756,0
5,1.14382,0
1,0.908042,0
3,1.062212,0
4,0.914978,0
5,0.961658,0
1,0.989847,0
2,0.706411,0
3,0.690438,0
2,0.94485,0
3,1.929684,1
5,2.07831,2
1,0.791878,0
2,1.272353,0
1,0.845869,0
2,1.040531,0
3,0.811248,0
4,1.174773,0
5,1.015645,0
1,1.701555,2
2,0.650427,0
3,0.88239,0
4,0.894468,0
1,0.703528,0
2,0.689616,0
3,1.03123,0
4,0.97309,0
2,0.972841,1
3,0.93173,1
4,1.025505,0
5,0.824776,0
1,1.004572,0
2,0.752215,0
3,0.566677,0
4,0.99474,0
5,0.941457,0
2,0.975386,1
3,0.984349,2
2,1.056053,1
3,1.191546,0
1,0.965305,0
2,1.231384,0
3,1.326945,2
5,0.989522,0
1,0.875319,0
1,0.876955,0
3,0.73863,0
4,1.061967,0
5,0.792384,0
2,1.325283,0
1,1.025842,1
2,0.694959,0
3,1.092537,1
4,1.196422,0
1,1.047111,1
2,0.698522,0
3,1.075981,0
4,0.902444,0
2,0.918894,0
3,1.030739,0
5,0.985343,0
3,0.880259,0
5,0.890605,0
1,0.983303,0
2,0.783006,0
3,1.037787,0
1,1.065108,0
3,0.844852,0
2,0.853749,1
3,1.550206,2
4,1.087035,0
1,1.292528,0
2,0.610984,0
3,0.759449,0
5,0.923345,0
1,1.585392,1
2,0.71888,0
3,0.822886,0
1,0.963669,0
2,1.328082,0
3,0.865342,0
4,1.231745,0
5,1.042812,0
1,1.371061,1
2,1.04333,0
3,0.656834,0
4,1.05627,0
5,0.947378,0
1,0.986575,0
2,0.873598,0
3,0.776988,0
1,0.952217,0
2,0.679691,0
3,0.702568,0
5,1.117697,0
1,0.945672,0
2,0.655516,0
3,1.074834,0
5,0.93867,0
2,0.797511,0
5,1.002409,1
1,0.86223,0
2,1.405696,0
3,1.246459,1
5,1.351755,1
1,0.876955,0
2,0.740001,0
3,0.573725,0
1,0.947308,0
2,0.921947,0
3,0.887143,1
4,0.91156,0
5,0.896526,0
3,1.155647,0
4,1.079059,0
2,1.139774,0
3,0.752072,0
4,0.93321,0
5,0.976984,0
2,0.865455,0
1,0.842597,0
2,0.687834,0
5,0.964096,1
2,0.7741,0
3,0.696339,0
4,0.981066,0
5,1.209648,0
1,0.809875,0
2,1.083791,0
3,0.636016,0
4,1.006134,0
5,0.865179,0
5,0.952602,2
2,1.28126,0
3,1.057458,0
5,1.041071,0
3,0.93927,0
2,0.888612,0
3,1.226625,1
4,0.847751,0
5,0.992309,0
1,0.894953,0
2,0.753997,0
3,0.846655,0
4,0.921815,0
1,0.8246,0
2,0.675874,0
3,0.577823,0
4,0.997019,0
5,1.112124,1
1,0.998028,0
2,0.937979,1
3,0.79338,0
5,2.100602,0
2,1.275916,0
3,0.893208,1
2,0.687071,0
3,0.611755,0
5,0.910458,0
2,0.997525,2
3,1.300881,2
4,1.088175,0
5,1.0146,2
2,0.91355,0
3,0.982218,1
5,0.878066,1
