@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,10,4.479066,1.09527,0
3,12,4.476359,1.53079,2
5,16,5.282326,1.279151,1
1,2,4.185434,0.905505,0
2,8,3.717095,0.986353,0
3,12,3.710519,1.348122,0
4,2,3.489355,0.914721,0
5,8,3.744269,0.778026,0
2,8,3.451455,0.812186,0
3,5,3.226075,1.079057,0
5,7,7.094787,0.940909,1
3,8,2.717923,1.392225,1
5,7,5.802987,0.961356,0
1,2,4.538522,0.823928,0
2,8,3.969727,1.16382,0
3,12,4.502463,1.413948,1
5,7,4.498704,0.913531,0
3,8,4.198062,1.849718,1
1,2,4.094864,1.254654,2
2,8,4.251957,1.42634,2
3,7,4.352923,1.212026,2
5,7,4.445478,0.999824,0
2,11,5.38112,1.469754,1
3,9,3.762812,0.999078,1
5,6,4.589115,0.983536,0
2,8,4.05231,0.91958,0
3,6,4.063057,1.014712,0
4,2,4.036506,0.976234,0
1,2,3.901367,1.151867,0
2,14,3.400645,1.243541,0
5,6,3.393658,0.854962,0
1,2,4.657121,0.931609,0
2,8,4.515958,1.011234,0
3,7,3.946242,1.018332,0
3,12,4.301709,1.67462,2
3,9,3.57853,1.800348,1
4,2,4.217083,1.016104,0
5,7,5.32793,1.051115,0
1,2,4.445331,1.071922,0
2,8,5.047678,0.980513,1
3,10,3.350088,1.698482,2
4,2,2.916137,0.945478,0
5,7,4.917948,1.159935,0
1,2,3.406422,1.363968,1
2,8,3.649491,0.789082,0
3,7,4.131687,1.31669,1
4,2,4.009388,1.027495,0
5,7,3.817433,0.840754,1
2,10,3.258206,2.002918,0
3,5,2.917086,0.716519,0
4,2,3.016237,1.084452,0
5,7,4.000689,1.138102,0
1,2,3.670158,0.905505,0
3,7,3.438863,1.066385,0
4,1,3.169606,0.914721,0
5,7,3.850844,0.956851,0
1,2,3.685902,0.987082,0
2,8,3.455159,0.704792,0
3,2,3.377466,0.69315,0
2,8,4.94207,0.942684,0
3,18,4.223454,1.937267,1
5,10,4.426974,2.067921,2
1,2,3.953887,0.905505,0
2,8,3.422389,0.855347,0
