@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,1.09476,0
3,1.531708,2
5,1.281841,1
1,0.90851,0
2,0.985893,0
3,1.348931,0
4,0.915664,0
5,0.779662,0
2,0.811808,0
3,1.079704,0
5,0.942888,1
3,1.393061,1
5,0.963378,0
1,0.826662,0
2,1.163278,0
3,1.414796,1
5,0.915452,0
3,1.850828,1
1,1.258818,2
2,1.425675,2
3,1.212753,2
5,1.001927,0
2,1.46907,1
3,0.999677,1
5,0.985604,0
2,0.919152,0
3,1.015321,0
4,0.977241,0
1,1.15569,0
2,1.242961,0
5,0.85676,0
1,0.934701,0
2,1.010763,0
3,1.018943,0
3,1.675625,2
3,1.801428,1
4,1.017151,0
5,1.053325,0
1,1.075479,0
2,0.980057,1
3,1.699501,2
4,0.946453,0
5,1.162374,0
1,1.368494,1
2,0.788715,0
3,1.31748,1
4,1.028554,0
5,0.842521,1
2,2.001985,0
3,0.716949,0
4,1.08557,0
5,1.140495,0
1,0.90851,0
3,1.067025,0
4,0.915664,0
5,0.958863,0
1,0.990358,0
2,0.704463,0
3,0.693566,0
2,0.942245,0
3,1.938429,1
5,2.072269,2
1,0.90851,0
2,0.854948,0
3,0.748894,0
4,0.994345,0
5,1.148135,0
1,0.792286,0
2,1.268846,0
1,0.846306,0
2,1.037662,0
3,0.814924,0
4,1.175654,0
5,1.012693,0
1,1.702433,2
2,0.648634,0
3,0.886388,0
4,0.895139,0
1,0.703891,0
2,0.687714,0
3,1.035904,0
4,0.97382,0
2,0.97016,1
3,0.935952,1
4,1.026274,0
5,0.822379,0
1,1.00509,0
2,0.750142,0
3,0.569245,0
4,0.995486,0
5,0.93872,0
2,0.972697,1
3,0.98881,2
2,1.053142,1
3,1.196945,0
1,0.965803,0
2,1.227989,0
3,1.332958,2
5,0.986646,0
1,0.875771,0
1,0.877408,0
3,0.741978,0
4,1.062764,0
5,0.790081,0
2,1.32163,0
1,1.026371,1
2,0.693044,0
3,1.097488,1
4,1.19732,0
1,1.047651,1
2,0.696596,0
3,1.080857,0
4,0.903121,0
2,0.91636,0
3,1.03541,0
5,0.982479,0
3,0.884248,0
5,0.888016,0
1,0.98381,0
2,0.780848,0
3,1.04249,0
1,1.065658,0
3,0.84868,0
2,0.851396,1
3,1.557231,2
4,1.08785,0
1,1.293194,0
2,0.6093,0
3,0.76289,0
5,0.920661,0
1,1.586209,1
2,0.716898,0
3,0.826615,0
1,0.964166,0
2,1.324421,0
3,0.869263,0
4,1.232669,0
5,1.039781,0
1,1.371768,1
2,1.040454,0
3,0.65981,0
4,1.057062,0
5,0.944624,0
1,0.987084,0
2,0.87119,0
3,0.780509,0
1,0.952708,0
2,0.677817,0
3,0.705752,0
5,1.114448,0
2,0.795313,0
5,0.999496,1
1,0.862675,0
2,1.401821,0
3,1.252108,1
5,1.347826,1
1,0.877408,0
2,0.737961,0
3,0.576325,0
1,0.947797,0
2,0.919406,0
3,0.891164,1
4,0.912243,0
5,0.89392,0
3,1.160884,0
4,1.079868,0
2,1.136632,0
3,0.75548,0
4,0.933909,0
5,0.974144,0
2,0.863069,0
1,0.843032,0
2,0.685938,0
5,0.961294,1
2,0.771966,0
3,0.699494,0
4,0.981802,0
5,1.206132,0
1,0.810293,0
2,1.080803,0
3,0.638898,0
4,1.006889,0
5,0.862664,0
5,0.949833,2
2,1.277728,0
3,1.06225,0
5,1.038045,0
3,0.943527,0
2,0.886162,0
3,1.232184,1
4,0.848386,0
5,0.989424,0
1,0.895414,0
2,0.751918,0
3,0.850492,0
4,0.922506,0
1,0.825025,0
2,0.674011,0
3,0.580442,0
4,0.997766,0
5,1.108892,1
1,0.998542,0
2,0.935393,1
3,0.796976,0
5,2.094496,0
2,1.272399,0
3,0.897256,1
2,0.685177,0
3,0.614527,0
5,0.907812,0
2,0.994775,2
3,1.306777,2
4,1.088991,0
5,1.011651,2
2,0.911031,0
3,0.986669,1
5,0.875514,1
