@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.887,0.079,0.034,0.231,0.386,0
0.15,0.803,0.047,0.207,0.349,0
0.017,0.333,0.65,0.126,0.264,2
0.602,0.041,0.357,0.156,0.331,2
0.069,0.484,0.447,0.18,0.72,1
0.175,0.8,0.025,0.276,0.407,0
0.701,0.145,0.154,0.223,0.364,0
0.503,0.181,0.316,0.18,0.275,0
0.534,0.28,0.186,0.221,0.381,0
0.85,0.125,0.026,0.385,0.424,0
0.481,0.459,0.06,0.325,0.421,0
0.46,0.202,0.338,0.256,0.379,0
0.436,0.389,0.174,0.108,0.278,0
0.862,0.08,0.058,0.264,0.403,0
0.7,0.207,0.093,0.303,0.416,0
0.054,0.853,0.094,0.181,0.351,0
0.312,0.019,0.67,0.215,0.377,0
0.067,0.904,0.029,0.126,0.299,0
0.639,0.043,0.318,0.23,0.387,0
0.027,0.773,0.2,0.408,0.42,1
0.049,0.697,0.254,0.269,0.405,1
0.203,0.139,0.658,0.207,0.372,0
0.147,0.723,0.13,0.128,0.28,1
0.743,0.16,0.097,0.279,0.408,0
0.746,0.065,0.189,0.399,0.422,0
0.462,0.258,0.28,0.385,0.424,0
0.204,0.425,0.37,0.183,0.354,0
0.027,0.776,0.196,0.141,0.315,1
0.821,0.052,0.126,0.218,0.38,0
0.676,0.183,0.141,0.373,0.423,0
0.072,0.594,0.334,0.268,0.405,0
0.426,0.214,0.36,0.249,0.396,0
0.04,0.312,0.648,0.123,0.268,1
0.951,0.011,0.038,0.301,0.412,0
0.959,0.015,0.026,0.321,0.421,0
0.218,0.354,0.429,0.543,0.282,2
0.116,0.041,0.843,0.296,0.358,2
0.138,0.544,0.318,0.124,0.29,2
0.724,0.224,0.053,0.247,0.395,0
0.481,0.462,0.057,0.382,0.423,0
0.271,0.226,0.503,0.225,0.382,2
0.022,0.509,0.469,0.203,0.368,1
0.131,0.828,0.041,0.13,0.303,1
0.836,0.123,0.041,0.416,0.407,0
0.604,0.173,0.223,0.44,0.41,0
0.078,0.204,0.717,0.313,0.418,1
0.577,0.282,0.141,0.283,0.374,0
0.22,0.4,0.38,0.187,0.24,0
0.668,0.118,0.214,0.361,0.42,0
0.62,0.35,0.029,0.352,0.424,0
0.096,0.245,0.659,0.199,0.366,0
0.308,0.51,0.182,0.233,0.388,0
0.914,0.03,0.056,0.103,0.272,0
0.734,0.094,0.172,0.146,0.32,0
0.79,0.14,0.07,0.373,0.424,0
0.278,0.606,0.116,0.324,0.421,0
0.482,0.041,0.477,0.32,0.369,0
0.836,0.043,0.12,0.117,0.289,0
0.811,0.013,0.176,0.303,0.414,0
0.886,0.089,0.025,0.465,0.396,0
0.394,0.31,0.296,0.506,0.38,0
0.075,0.598,0.327,0.246,0.316,0
0.236,0.734,0.03,0.122,0.294,0
0.858,0.093,0.049,0.295,0.412,0
0.547,0.201,0.252,0.363,0.423,0
0.172,0.573,0.255,0.281,0.409,0
0.371,0.581,0.048,0.205,0.369,0
0.054,0.194,0.752,0.126,0.289,2
0.91,0.041,0.05,0.279,0.408,0
0.373,0.44,0.186,0.398,0.42,0
0.058,0.827,0.115,0.275,0.407,0
0.305,0.18,0.516,0.228,0.385,0
0.048,0.577,0.375,0.41,0.217,1
0.188,0.008,0.804,0.657,0.052,0
0.223,0.597,0.18,0.492,0.31,0
0.394,0.372,0.234,0.677,0.012,0
0.115,0.782,0.104,0.274,0.585,1
0.034,0.768,0.197,0.169,0.254,2
0.371,0.365,0.265,0.312,0.246,0
0.458,0.363,0.178,0.53,0.359,0
0.27,0.538,0.192,0.011,0.982,1
0.163,0.829,0.008,0.43,0.156,0
0.058,0.796,0.146,0.168,0.336,1
0.83,0.049,0.121,0.253,0.398,0
0.604,0.356,0.04,0.478,0.304,1
0.219,0.525,0.256,0.432,0.406,0
0.152,0.126,0.722,0.195,0.343,0
0.21,0.769,0.021,0.124,0.279,0
0.818,0.011,0.171,0.337,0.358,0
0.65,0.234,0.116,0.411,0.404,0
0.37,0.605,0.025,0.391,0.42,0
0.265,0.546,0.189,0.185,0.355,0
0.341,0.592,0.068,0.206,0.209,0
0.739,0.054,0.207,0.222,0.381,0
0.814,0.125,0.061,0.368,0.425,0
0.211,0.738,0.051,0.481,0.391,0
0.878,0.046,0.076,0.295,0.368,0
0.707,0.097,0.196,0.105,0.263,0
0.816,0.07,0.114,0.355,0.417,0
0.684,0.233,0.083,0.383,0.423,0
0.47,0.355,0.175,0.283,0.41,2
0.269,0.621,0.11,0.241,0.383,0
0.034,0.775,0.191,0.142,0.314,1
0.17,0.035,0.794,0.32,0.418,2
0.055,0.091,0.854,0.38,0.259,2
0.488,0.474,0.039,0.508,0.383,0
0.96,0.017,0.023,0.264,0.403,0
0.181,0.807,0.012,0.263,0.182,0
0.982,0.006,0.012,0.7,0.128,0
0.67,0.226,0.104,0.408,0.382,0
0.153,0.817,0.03,0.459,0.406,0
0.539,0.199,0.263,0.278,0.324,0
0.367,0.534,0.099,0.145,0.235,0
0.689,0.077,0.234,0.41,0.223,0
0.846,0.063,0.091,0.534,0.331,0
0.1,0.311,0.59,0.327,0.212,2
0.703,0.243,0.054,0.301,0.416,0
0.058,0.937,0.005,0.097,0.265,0
0.796,0.012,0.193,0.392,0.414,0
0.572,0.205,0.222,0.464,0.402,0
0.71,0.26,0.03,0.394,0.427,0
0.26,0.694,0.046,0.225,0.383,0
0.15,0.805,0.045,0.156,0.29,0
0.933,0.012,0.054,0.395,0.326,0
0.79,0.099,0.111,0.545,0.364,0
0.104,0.84,0.056,0.247,0.394,0
0.547,0.253,0.2,0.238,0.391,0
0.872,0.059,0.069,0.096,0.263,0
0.813,0.027,0.16,0.288,0.411,0
0.866,0.08,0.053,0.383,0.422,1
0.243,0.667,0.09,0.252,0.396,2
0.065,0.706,0.229,0.211,0.374,1
0.308,0.531,0.161,0.177,0.307,1
0.978,0.013,0.01,0.53,0.278,0
0.295,0.691,0.014,0.471,0.301,0
0.002,0.954,0.044,0.565,0.189,0
0.155,0.563,0.282,0.281,0.355,0
0.729,0.27,0.001,0.11,0.266,0
0.953,0.033,0.014,0.498,0.345,0
0.656,0.238,0.106,0.432,0.415,0
0.249,0.5,0.251,0.208,0.371,1
0.359,0.305,0.336,0.212,0.375,2
0.213,0.763,0.024,0.09,0.255,1
0.612,0.137,0.251,0.307,0.415,0
0.878,0.071,0.051,0.413,0.418,2
0.111,0.855,0.034,0.381,0.42,0
0.507,0.28,0.213,0.221,0.347,1
0.028,0.854,0.118,0.116,0.288,2
0.485,0.032,0.483,0.313,0.415,1
0.289,0.662,0.049,0.427,0.418,1
0.257,0.18,0.563,0.319,0.42,2
0.207,0.539,0.254,0.256,0.399,1
0.193,0.783,0.024,0.17,0.237,0
0.397,0.575,0.027,0.229,0.386,0
0.334,0.326,0.339,0.408,0.418,2
0.311,0.661,0.028,0.61,0.041,0
0.754,0.103,0.143,0.194,0.362,0
0.109,0.014,0.877,0.136,0.293,2
0.81,0.053,0.137,0.249,0.396,0
0.524,0.425,0.052,0.487,0.31,0
0.437,0.537,0.026,0.328,0.309,0
0.168,0.6,0.233,0.198,0.365,0
0.36,0.576,0.064,0.097,0.264,0
0.879,0.042,0.079,0.378,0.415,0
0.801,0.079,0.119,0.522,0.377,0
0.135,0.836,0.029,0.519,0.378,0
0.663,0.289,0.048,0.255,0.399,0
0.225,0.651,0.123,0.136,0.31,0
0.8,0.014,0.186,0.542,0.317,0
0.772,0.184,0.045,0.51,0.383,0
0.06,0.607,0.334,0.23,0.385,1
0.244,0.049,0.707,0.162,0.336,0
0.076,0.822,0.102,0.099,0.267,0
0.735,0.062,0.203,0.311,0.415,0
0.564,0.168,0.267,0.445,0.409,0
0.045,0.752,0.202,0.349,0.425,1
0.408,0.221,0.372,0.265,0.403,0
0.29,0.594,0.116,0.141,0.6,1
0.782,0.031,0.187,0.406,0.37,0
0.919,0.067,0.013,0.456,0.405,0
0.172,0.722,0.107,0.501,0.368,1
0.739,0.226,0.035,0.433,0.228,0
0.088,0.832,0.08,0.281,0.183,0
0.868,0.039,0.093,0.351,0.386,0
0.629,0.3,0.071,0.471,0.398,0
0.15,0.741,0.109,0.333,0.419,0
0.617,0.111,0.272,0.232,0.387,0
0.215,0.681,0.104,0.139,0.296,0
0.773,0.043,0.184,0.233,0.388,0
0.484,0.379,0.136,0.48,0.372,0
0.194,0.733,0.072,0.354,0.422,1
0.792,0.183,0.025,0.307,0.418,0
0.409,0.398,0.193,0.088,0.702,0
0.913,0.051,0.035,0.314,0.417,0
0.79,0.129,0.081,0.434,0.405,0
0.132,0.486,0.383,0.404,0.416,0
0.92,0.004,0.076,0.271,0.406,0
0.32,0.541,0.139,0.143,0.304,0
0.722,0.022,0.256,0.319,0.416,0
0.175,0.769,0.056,0.34,0.424,0
0.076,0.56,0.364,0.365,0.423,0
0.966,0,0.033,0.287,0.412,0
0.336,0.612,0.052,0.118,0.275,0
0.287,0.011,0.702,0.312,0.415,0
0.314,0.569,0.117,0.393,0.422,0
0.208,0.59,0.203,0.283,0.41,0
0.48,0.235,0.286,0.228,0.385,1
0.048,0.679,0.274,0.159,0.267,2
0.742,0.106,0.152,0.225,0.383,0
0.202,0.609,0.189,0.454,0.406,1
0.057,0.482,0.461,0.291,0.413,0
0.957,0.019,0.024,0.262,0.374,0
0.503,0.468,0.03,0.186,0.277,0
0.704,0.103,0.193,0.292,0.412,0
0.041,0.887,0.072,0.482,0.371,0
0.062,0.508,0.43,0.368,0.417,1
0.935,0.016,0.05,0.268,0.404,0
0.173,0.762,0.065,0.132,0.301,0
0.881,0.022,0.096,0.299,0.413,0
0.049,0.807,0.145,0.406,0.42,0
0.182,0.677,0.141,0.434,0.414,0
0.047,0.531,0.421,0.299,0.384,0
0.248,0.681,0.07,0.187,0.262,0
0.441,0.012,0.547,0.451,0.394,0
0.069,0.818,0.113,0.427,0.369,0
0.032,0.775,0.193,0.407,0.236,1
0.057,0.888,0.055,0.484,0.198,0
0.238,0.657,0.105,0.31,0.231,0
0.851,0.058,0.091,0.569,0.077,0
0.544,0.119,0.337,0.412,0.421,0
0.222,0.638,0.14,0.418,0.413,0
0.519,0.321,0.16,0.283,0.303,0
0.109,0.835,0.056,0.139,0.259,0
0.497,0.098,0.405,0.353,0.417,0
0.417,0.436,0.147,0.387,0.422,0
0.033,0.85,0.118,0.389,0.421,0
0.901,0.04,0.059,0.287,0.363,0
0.272,0.646,0.081,0.143,0.318,1
0.732,0.015,0.254,0.256,0.399,0
0.056,0.872,0.072,0.324,0.421,0
0.371,0.523,0.106,0.375,0.419,0
0.885,0.033,0.082,0.228,0.385,0
0.249,0.704,0.047,0.152,0.32,0
0.812,0.043,0.145,0.335,0.418,0
0.77,0.188,0.043,0.495,0.39,0
0.28,0.519,0.201,0.412,0.417,0
0.106,0.085,0.809,0.179,0.351,2
0.413,0.505,0.083,0.121,0.293,1
0.869,0.041,0.09,0.319,0.416,0
0.044,0.917,0.039,0.451,0.406,0
0.098,0.574,0.329,0.603,0.295,0
0.69,0.11,0.2,0.319,0.395,0
0.126,0.813,0.06,0.139,0.234,0
0.612,0.088,0.3,0.285,0.41,0
0.232,0.726,0.041,0.531,0.372,0
0.227,0.704,0.07,0.484,0.395,1
0.656,0.213,0.131,0.323,0.371,0
0.761,0.205,0.034,0.18,0.352,0
0.487,0.45,0.063,0.179,0.349,0
0.269,0.672,0.059,0.381,0.423,1
0.073,0.892,0.034,0.542,0.16,0
0.318,0.264,0.419,0.24,0.287,0
0.129,0.784,0.088,0.094,0.769,1
0.617,0.268,0.115,0.312,0.416,0
0.198,0.685,0.117,0.392,0.403,1
0.354,0.636,0.011,0.619,0.259,0
0.835,0.086,0.079,0.318,0.335,0
0.66,0.322,0.018,0.108,0.272,0
0.652,0.025,0.323,0.356,0.416,0
0.551,0.367,0.083,0.39,0.422,0
0.106,0.863,0.031,0.588,0.102,0
0.188,0.768,0.045,0.405,0.29,0
0.112,0.835,0.053,0.23,0.193,1
0.979,0.011,0.01,0.433,0.403,0
0.329,0.634,0.037,0.513,0.353,0
0.11,0.422,0.468,0.496,0.38,0
0.825,0.022,0.153,0.209,0.373,0
