@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0,0,0,0,0.472340,0.487022,0.576972,0
0.00348,0,0,0.001161,0,0.549358,0.573438,0.677434,0
0.006989,0,0,0.003765,0,0.789676,0.822285,0.983915,2
0,0,0,0.009836,0,0.771570,0.800936,0.957562,2
0.004065,0,0.001357,0.020353,0,0.489082,0.502859,0.595052,1
0,0,0,0,0,0.371908,0.383847,0.445378,0
0.002577,0,0,0.002581,0,0.529069,0.548827,0.650197,0
0.013431,0,0,0.005498,0,0.681671,0.709378,0.846368,0
0,0,0,0.006289,0,0.568497,0.589672,0.698786,0
0,0,0,0.008949,0,0.245196,0.247196,0.279746,0
0,0,0,0.010638,0,0.387945,0.399652,0.467489,0
0.00313,0,0,0.009404,0,0.536994,0.555521,0.656802,0
0,0,0,0.00229,0,0.820332,0.854748,1.022094,0
0,0,0,0.019231,0,0.618205,0.639494,0.761814,0
0,0,0,0.006623,0,0.390293,0.400550,0.465657,0
0,0,0,0,0,0.590896,0.615129,0.727790,0
0,0,0,0.009188,0,0.616630,0.637717,0.758934,0
0,0,0,0.001381,0,0.754625,0.785597,0.937602,0
0,0,0,0.0181,0,0.686553,0.709836,0.846671,0
0,0,0,0.014787,0,0.271836,0.275016,0.308082,1
0,0,0,0.012903,0,0.536797,0.551289,0.656071,1
0,0,0,0.006182,0,0.600123,0.621919,0.738860,0
0.00414,0,0,0.001775,0,0.758412,0.790428,0.943286,1
0,0,0,0.02439,0,0.648467,0.667700,0.796337,0
0,0,0,0.012658,0,0.265048,0.266045,0.297906,0
0.026144,0,0,0.006579,0,0.058765,0.067760,0.058681,2
0.008905,0,0,0.000891,0,0.372616,0.386654,0.456019,2
0.001359,0,0,0.00136,0,0.763192,0.794509,0.948785,2
0,0,0,0.011561,0,0.571839,0.588088,0.697809,0
0,0,0,0.010435,0,0.273781,0.274966,0.308565,0
0,0,0,0,0,0.489367,0.501945,0.593824,2
0,0,0,0.002595,0,0.567497,0.587322,0.697924,1
0,0,0,0.000824,0,0.738168,0.768970,0.915680,1
0,0,0,0.038462,0,0.537867,0.549701,0.653397,0
0,0,0,0.021201,0,0.288601,0.288158,0.326866,0
0,0,0,0.010204,0,0.410317,0.419064,0.493710,1
0.005525,0,0,0.006916,0,0.460416,0.474522,0.560927,0
0.021898,0,0,0.002435,0,0.642667,0.668662,0.796647,0
0,0,0,0.023529,0,0.468094,0.479607,0.564963,0
0,0,0,0.007968,0,0.301717,0.306532,0.350532,0
0,0,0,0.005181,0,0.605656,0.628605,0.749991,0
0,0,0,0.008596,0,0.567328,0.586860,0.694445,0
0,0,0,0.00225,0,0.836808,0.871647,1.042846,0
0,0,0,0,0,0.680656,0.708585,0.845448,0
0,0,0,0.009766,0,0.281799,0.285093,0.322358,0
0,0,0,0.007143,0,0.348484,0.357263,0.417664,0
0.008172,0,0,0.00818,0,0.412014,0.423837,0.494715,0
0,0,0,0.003509,0,0.807979,0.841207,1.005927,0
0,0,0,0.023256,0,0.584944,0.600045,0.714923,0
0.002028,0,0,0.020325,0,0.241116,0.240183,0.268890,0
0,0,0,0.035398,0,0.333758,0.339701,0.398130,0
0.012563,0,0,0.005031,0,0.535895,0.554353,0.659259,0
0,0,0,0.001618,0,0.770862,0.803165,0.958214,0
0,0,0,0.027933,0,0.656988,0.676585,0.805000,0
0,0,0,0.014925,0,0.362973,0.367767,0.426972,0
0,0,0,0,0,0.359654,0.370305,0.435407,0
0,0,0,0,0,0.534068,0.552900,0.654188,0
