@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature3 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

1,4,-0.046057,4.007411,0.592923,0
2,10,-0.440688,4.479066,1.11536,0
3,12,0.092127,4.476359,1.524134,2
4,3,0.906286,2.234771,1.751242,2
5,16,0.283345,5.282326,1.285443,1
1,2,-0.032875,4.185434,0.90904,0
2,8,-0.151472,3.717095,1.004445,0
3,12,0.170735,3.710519,1.342261,0
4,2,-0.28529,3.489355,0.916122,0
5,8,0.040973,3.744269,0.781853,0
1,2,-0.142526,3.201368,0.784559,0
2,8,-0.013152,3.451455,0.827083,0
3,5,-0.261522,3.226075,1.074366,0
4,2,0.75245,3.406319,0.897868,0
5,7,0.016583,3.373647,1.05524,0
1,2,-0.453439,4.374485,1.172743,0
2,10,0.063536,4.249956,1.690622,0
3,5,-0.189698,4.079849,0.594285,0
4,2,1.285321,2.899975,1.267512,0
5,7,-0.20941,7.094787,0.945537,1
1,2,0.080034,4.948661,1.282483,1
2,12,-0.160537,4.073898,1.674592,0
3,8,-0.205644,2.717923,1.386172,1
4,2,1.340593,2.743845,0.944644,0
5,7,0.121952,5.802987,0.966085,0
1,2,-0.163256,4.538522,0.827144,0
2,8,-0.006814,3.969727,1.185167,0
3,12,0.109875,4.502463,1.407801,1
4,2,0.89193,2.593907,1.140875,0
5,7,-0.155943,4.498704,0.918024,0
1,2,0.011422,4.491303,0.977832,0
2,12,-0.37783,3.764708,1.282121,0
3,8,0.353406,4.198062,1.841676,1
4,2,1.197869,2.095023,0.95263,0
5,7,0.084986,2.574422,0.92081,0
1,2,-0.232815,4.094864,1.259553,2
2,8,-0.255808,4.251957,1.452502,2
3,7,0.127097,4.352923,1.206756,2
4,2,0.854873,2.638,0.997124,0
5,7,0.009956,4.445478,1.004742,0
1,2,0.03638,4.433939,1.154726,2
