@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.845,0.109,0.047,0.05,0.577,0
0.087,0.875,0.038,0.094,0.463,0
0.017,0.339,0.643,0.286,0.179,2
0.189,0.043,0.769,0.384,0.149,2
0.064,0.471,0.464,0.198,0.716,1
0.03,0.95,0.019,0.033,0.673,0
0.538,0.226,0.236,0.101,0.468,0
0.113,0.229,0.658,0.331,0.211,0
0.377,0.398,0.226,0.165,0.38,0
0.729,0.228,0.042,0.072,0.68,0
0.532,0.42,0.049,0.154,0.503,0
0.378,0.196,0.426,0.241,0.342,0
0.218,0.551,0.23,0.208,0.201,0
0.833,0.095,0.072,0.593,0.121,0
0.581,0.283,0.136,0.092,0.569,0
0.005,0.922,0.073,0.08,0.453,0
0.026,0.029,0.944,0.26,0.283,0
0.107,0.88,0.013,0.16,0.267,0
0.902,0.01,0.089,0.604,0.1,0
0.027,0.75,0.223,0.169,0.561,1
0.017,0.756,0.227,0.309,0.297,1
0.008,0.283,0.709,0.179,0.348,0
0.029,0.766,0.206,0.199,0.24,1
0.905,0.064,0.031,0.767,0.054,0
0.461,0.085,0.454,0.126,0.607,0
0.782,0.092,0.126,0.088,0.652,0
0.168,0.466,0.366,0.136,0.369,0
0.004,0.805,0.19,0.194,0.253,1
0.857,0.044,0.099,0.498,0.14,0
0.693,0.168,0.139,0.169,0.532,0
0.143,0.52,0.336,0.164,0.433,0
0.047,0.361,0.592,0.239,0.337,0
0.01,0.339,0.651,0.269,0.184,1
0.984,0.004,0.013,0.889,0.019,0
0.965,0.013,0.022,0.046,0.677,0
0.151,0.373,0.476,0.075,0.765,2
0.049,0.056,0.895,0.058,0.63,2
0.031,0.547,0.422,0.173,0.254,2
0.618,0.321,0.062,0.295,0.288,0
0.292,0.635,0.073,0.097,0.634,0
0.243,0.218,0.539,0.054,0.562,2
0.018,0.51,0.472,0.103,0.44,1
0.032,0.904,0.064,0.144,0.29,1
0.959,0.031,0.01,0.944,0.011,0
0.699,0.116,0.185,0.354,0.396,0
0.037,0.212,0.75,0.157,0.488,1
0.702,0.205,0.092,0.157,0.458,0
0.119,0.366,0.515,0.299,0.249,0
0.565,0.153,0.281,0.614,0.154,0
0.284,0.675,0.04,0.078,0.64,0
0.021,0.29,0.689,0.162,0.357,0
0.441,0.382,0.177,0.214,0.343,0
0.954,0.016,0.03,0.215,0.189,0
0.477,0.175,0.348,0.11,0.357,0
0.326,0.41,0.264,0.092,0.635,0
0.088,0.773,0.14,0.085,0.603,0
0.06,0.068,0.872,0.172,0.476,0
0.831,0.041,0.129,0.229,0.196,0
0.959,0.003,0.038,0.697,0.089,0
0.753,0.196,0.05,0.304,0.459,0
0.536,0.224,0.239,0.838,0.063,0
0.097,0.571,0.332,0.212,0.366,0
0.033,0.921,0.046,0.172,0.249,0
0.873,0.086,0.041,0.847,0.031,0
0.414,0.223,0.363,0.233,0.452,0
0.161,0.544,0.295,0.032,0.683,0
0.312,0.65,0.039,0.064,0.513,0
0.015,0.176,0.809,0.216,0.221,2
0.954,0.021,0.025,0.711,0.075,0
0.422,0.417,0.161,0.221,0.494,0
0.02,0.848,0.132,0.144,0.464,0
0.124,0.206,0.67,0.183,0.368,0
0.008,0.62,0.372,0.178,0.552,1
0.78,0.007,0.213,0.643,0.265,0
0.512,0.399,0.09,0.021,0.851,0
0.323,0.359,0.318,0.98,0.013,0
0.221,0.73,0.049,0.088,0.844,1
0.001,0.822,0.177,0.286,0.235,2
0.723,0.175,0.102,0.365,0.302,0
0.457,0.36,0.183,0.343,0.458,0
0.045,0.668,0.287,0.066,0.904,1
0.137,0.858,0.004,0.363,0.392,0
0.008,0.845,0.147,0.27,0.321,1
0.924,0.021,0.055,0.506,0.158,0
0.567,0.394,0.039,0.062,0.753,1
0.384,0.367,0.25,0.863,0.042,0
0.009,0.176,0.815,0.318,0.224,0
0.153,0.839,0.009,0.183,0.248,0
0.931,0.004,0.066,0.254,0.405,0
0.368,0.422,0.21,0.214,0.51,0
0.168,0.808,0.024,0.319,0.392,0
0.488,0.363,0.149,0.127,0.383,0
0.129,0.809,0.062,0.344,0.246,0
0.953,0.008,0.039,0.163,0.383,0
0.726,0.183,0.091,0.085,0.642,0
0.113,0.843,0.044,0.816,0.072,0
0.942,0.02,0.038,0.122,0.516,0
0.712,0.099,0.189,0.202,0.204,0
0.921,0.029,0.05,0.884,0.026,0
0.374,0.452,0.173,0.105,0.624,0
0.253,0.478,0.269,0.146,0.471,2
0.272,0.626,0.102,0.064,0.556,0
0.001,0.817,0.183,0.205,0.246,1
0.359,0.029,0.612,0.666,0.109,2
0.005,0.091,0.904,0.292,0.408,2
0.511,0.454,0.035,0.522,0.286,0
0.817,0.071,0.112,0.182,0.408,0
0.065,0.928,0.006,0.392,0.265,0
0.993,0.002,0.005,0.997,0,0
0.499,0.367,0.134,0.277,0.44,0
0.241,0.738,0.021,0.385,0.415,0
0.071,0.586,0.342,0.171,0.322,0
0.307,0.575,0.118,0.182,0.215,0
0.869,0.087,0.044,0.944,0.009,0
0.835,0.107,0.058,0.087,0.669,0
0.052,0.928,0.02,0.253,0.507,0
0.226,0.312,0.462,0.256,0.355,0
0.224,0.651,0.124,0.264,0.228,0
0.649,0.085,0.266,0.507,0.255,0
0.807,0.081,0.112,0.561,0.263,0
0.027,0.374,0.598,0.614,0.152,2
0.712,0.23,0.058,0.116,0.53,0
0.008,0.989,0.003,0.167,0.22,0
0.938,0.004,0.059,0.866,0.036,0
0.638,0.161,0.201,0.425,0.346,0
0.145,0.823,0.032,0.043,0.613,0
0.784,0.114,0.102,0.187,0.375,0
0.904,0.044,0.052,0.243,0.161,0
0.929,0.009,0.062,0.568,0.146,0
0.561,0.249,0.19,0.166,0.544,1
