@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature25 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0.006989,0.010753,0,0,0.003765,0,0.792320,0.845617,0.983915,2
0,0.003268,0,0,0.009836,0,0.774116,0.823409,0.957562,2
0.026144,0.045752,0,0,0.006579,0,0.058450,0.066532,0.058681,2
0.008905,0.09528,0,0,0.000891,0,0.373773,0.396260,0.456019,2
0.001359,0.004076,0,0,0.00136,0,0.765785,0.816838,0.948785,2
0,0.1,0,0,0,0,0.490841,0.514506,0.593824,2
0.001966,0.010319,0,0,0.00295,0,0.777301,0.829578,0.964459,2
0.016473,0.010659,0,0,0.002908,0,0.681839,0.728283,0.845452,2
0,0.066667,0,0,0.008403,0,0.455037,0.476549,0.551024,2
0,0.041475,0,0,0.023148,0,0.547230,0.576086,0.669173,2
0.030176,0.06119,0,0,0.006711,0,0.365894,0.383002,0.437354,2
0.038647,0.043478,0,0,0.009709,0,0.501006,0.532925,0.615296,2
0,0.08,0,0,0,0,0.427789,0.450915,0.514670,2
0,0.049858,0,0,0.007133,0,0.599811,0.635880,0.735745,2
0,0.078652,0,0,0.017685,0,0.298376,0.304392,0.339407,2
0,0.005833,0,0,0.00417,0,0.820927,0.875719,1.018968,2
0,0.127119,0,0,0.008547,0,0.377209,0.393082,0.454953,2
0,0.13465,0,0,0.017986,0,0.310846,0.317544,0.357681,2
0.00309,0.004326,0,0,0.004329,0,0.767500,0.818942,0.952185,2
0.012163,0.004231,0,0,0.004233,0,0.716143,0.764635,0.888670,2
0,0.051178,0,0,0.006065,0,0.669261,0.710989,0.825421,2
0,0.030318,0,0,0.005382,0,0.742374,0.790237,0.918823,2
0,0.007746,0,0,0.002326,0,0.811184,0.865202,1.006506,2
0,0.128205,0,0,0.020183,0,0.283893,0.292523,0.327561,2
0.003831,0.066411,0,0,0.002558,0,0.538108,0.568684,0.658569,2
0.00252,0.006931,0,0,0.001261,0,0.796139,0.849670,0.988380,2
0,0.041237,0,0,0.013769,0,0.277453,0.291476,0.325884,2
0,0.151803,0,0,0.013308,0,0.322142,0.333814,0.376131,0
0.028037,0,0,0,0.037736,0,0.310160,0.315559,0.358599,0
0,0,0,0,0.019608,0,0.574012,0.604242,0.700229,0
0.003171,0.022828,0,0,0.008883,0,0.669541,0.711913,0.825197,0
0,0,0,0,0.012821,0,0.488159,0.513532,0.591797,0
0,0.101868,0,0,0.015306,0,0.319436,0.331043,0.372716,0
0.03166,0.006178,0,0,0.001546,0,0.604579,0.645929,0.747408,0
0,0.048077,0,0,0.019417,0,0.313682,0.320441,0.362038,0
0,0,0,0,0.027523,0,0.239874,0.238475,0.267030,0
0,0,0,0,0.033613,0,0.362736,0.371977,0.425122,0
0.020647,0.005506,0,0,0,0,0.649412,0.694061,0.804365,0
0,0,0,0,0.006289,0,0.566693,0.600514,0.695859,0
0,0.045977,0,0,0.023033,0,0.268550,0.273907,0.301246,0
0,0.127042,0,0,0.005455,0,0.489809,0.516937,0.597356,0
0,0,0,0,0.011561,0,0.573638,0.603521,0.697809,0
0.016529,0,0,0,0,0,0.164367,0.171798,0.187998,0
0,0,0,0,0.02439,0,0.650461,0.685778,0.796337,0
0,0.14433,0,0,0.005181,0,0.607711,0.645583,0.749991,0
0.001957,0.048924,0,0,0.017647,0,0.266779,0.271907,0.304295,0
0.01721,0.039855,0,0,0.00816,0,0.596375,0.633416,0.732177,0
