@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0.006989,0,0,0.003765,0,0.790512,0.845617,0.983915,2
0,0,0,0.009836,0,0.772363,0.823409,0.957562,2
0.026144,0,0,0.006579,0,0.058700,0.066532,0.058681,2
0.008905,0,0,0.000891,0,0.373125,0.396260,0.456019,2
0.001359,0,0,0.00136,0,0.764015,0.816838,0.948785,2
0,0,0,0,0,0.489969,0.514506,0.593824,2
0.001966,0,0,0.00295,0,0.775511,0.829578,0.964459,2
0.016473,0,0,0.002908,0,0.680298,0.728283,0.845452,2
0,0,0,0.008403,0,0.454112,0.476549,0.551024,2
0,0,0,0.023148,0,0.546079,0.576086,0.669173,2
0.030176,0,0,0.006711,0,0.365179,0.383002,0.437354,2
0.038647,0,0,0.009709,0,0.499976,0.532925,0.615296,2
0,0,0,0,0,0.426941,0.450915,0.514670,2
0,0,0,0.007133,0,0.598499,0.635880,0.735745,2
0,0,0,0.017685,0,0.297908,0.304392,0.339407,2
0,0,0,0.00417,0,0.819049,0.875719,1.018968,2
0,0,0,0.008547,0,0.376551,0.393082,0.454953,2
0,0,0,0.017986,0,0.310447,0.317544,0.357681,2
0.00309,0,0,0.004329,0,0.765743,0.818942,0.952185,2
0.012163,0,0,0.004233,0,0.714518,0.764635,0.888670,2
0,0,0,0.006065,0,0.667818,0.710989,0.825421,2
0,0,0,0.005382,0,0.740708,0.790237,0.918823,2
0,0,0,0.002326,0,0.809327,0.865202,1.006506,2
0,0,0,0.020183,0,0.283536,0.292523,0.327561,2
0.003831,0,0,0.002558,0,0.536999,0.568684,0.658569,2
0.00252,0,0,0.001261,0,0.794300,0.849670,0.988380,2
0,0,0,0.013769,0,0.276998,0.291476,0.325884,2
0.013464,0,0,0.007353,0,0.501560,0.532201,0.613890,0
0,0,0,0.015306,0,0.318977,0.331043,0.372716,0
0,0,0,0.02521,0,0.374692,0.391241,0.446296,0
0.106742,0,0,0,0,0.031347,0.041009,0.030063,0
0,0,0,0.033613,0,0.450227,0.471461,0.541016,0
0,0,0,0.015504,0,0.360575,0.379397,0.433093,0
0.005979,0,0,0.022455,0,0.164853,0.170173,0.179502,0
0,0,0,0.016667,0,0.610351,0.645813,0.749818,0
0.028571,0,0,0.019678,0,0.192692,0.198112,0.211528,0
0.021452,0,0,0,0,0.043665,0.057160,0.043164,0
0,0,0,0.017391,0,0.339302,0.352874,0.400672,0
0.03166,0,0,0.001546,0,0.603198,0.645929,0.747408,0
0.00846,0,0,0.001695,0,0.410121,0.440071,0.505351,0
0,0,0,0,0,0.591710,0.631566,0.727790,0
0.04918,0,0,0.016529,0,0.239353,0.249743,0.282750,0
0,0,0,0.009766,0,0.282216,0.290441,0.322358,0
0,0,0,0.016854,0,0.628988,0.665005,0.770578,0
0,0,0,0.025157,0,0.586275,0.619186,0.716873,0
0,0,0,0.046512,0,0.566548,0.596047,0.690557,0
0,0,0,0.002584,0,0.763480,0.816694,0.949390,0
0.007564,0,0,0.015152,0,0.320755,0.334025,0.375706,0
0,0,0,0.005181,0,0.606507,0.645583,0.749991,0
0.003704,0,0,0.009276,0,0.359527,0.377613,0.430834,0
0.014039,0,0,0.001081,0,0.617063,0.659312,0.763925,0
0,0,0,0.020202,0,0.359520,0.373002,0.427161,0
0.02607,0,0,0.002676,0,0.758216,0.811633,0.944003,1
0.004702,0,0,0.012559,0.00157,0.254061,0.267631,0.292516,1
0.013356,0,0,0.004177,0,0.703184,0.751570,0.872532,1
0,0,0,0.014706,0,0.468556,0.493415,0.565571,1
0,0,0,0.02381,0,0.234648,0.234997,0.264395,1
0.040706,0.001359,0,0.006793,0,0.267057,0.283108,0.319124,1
0,0,0,0.003226,0,0.794251,0.849013,0.987194,1
0.029375,0.000625,0,0.001251,0,0.617154,0.661044,0.766123,1
0,0,0,0.013937,0,0.313360,0.326117,0.365723,1
0,0,0,0,0,0.855315,0.915975,1.066118,1
0,0,0,0.011928,0,0.205940,0.209909,0.226886,1
0,0,0,0.028249,0,0.621781,0.658307,0.761372,1
0,0,0,0.010204,0,0.410824,0.429131,0.493710,1
0,0,0,0.012545,0,0.204829,0.206991,0.222837,1
0,0,0,0.003932,0,0.566116,0.601573,0.693345,1
0.005222,0,0,0.005229,0,0.571916,0.607813,0.703240,1
0,0,0,0.001208,0,0.428819,0.453647,0.523005,1
0,0,0,0.007143,0,0.422353,0.447060,0.509489,1
0.012012,0,0.000751,0.001503,0,0.642845,0.687931,0.797277,1
0,0,0,0.002595,0,0.568170,0.602814,0.697924,1
0,0,0,0.006897,0,0.772875,0.825416,0.959575,1
0.040695,0,0,0.001372,0,0.275587,0.298639,0.337944,1
0,0,0,0.022968,0,0.279194,0.286226,0.320972,1
0,0,0,0.00299,0,0.512728,0.544286,0.628217,1
0,0,0,0.003494,0,0.739376,0.789988,0.917163,1
0,0,0,0.018182,0,0.420435,0.437186,0.502237,1
0,0,0,0.014787,0,0.272228,0.279786,0.308082,1
0.035928,0,0,0.006024,0,0.326761,0.345969,0.393290,1
0,0,0,0.03125,0,0.544299,0.573085,0.661247,1
0.08982,0.006024,0,0,0,0.208812,0.220080,0.244201,1
