@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature735 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1393 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0,0,0,0.334721,0.362499,0.406732,0
0,0,0,0,0.486798,0.537673,0.606766,0
0.003226,0.001076,0,0,0.727184,0.804746,0.913245,2
0,0,0,0,0.706899,0.778347,0.882213,2
0.00271,0,0.002717,0,0.415587,0.450876,0.505602,1
0,0,0,0,0.301177,0.325527,0.359814,0
0,0.002584,0,0,0.468756,0.514385,0.578951,0
0.007326,0.002445,0.003667,0,0.619187,0.683386,0.773788,0
0,0,0,0,0.512996,0.562344,0.630534,0
0,0,0,0,0.219974,0.228527,0.244314,0
0,0,0,0,0.343478,0.372608,0.410006,0
0,0.003145,0,0,0.476662,0.522269,0.586024,0
0,0.001529,0.004587,0,0.763488,0.845114,0.959100,0
0,0.012987,0.012987,0,0.570116,0.626474,0.705845,0
0,0,0.003322,0,0.345989,0.372710,0.410177,0
0,0,0,0,0.533785,0.586347,0.657692,0
0,0.003067,0,0,0.564159,0.619417,0.700712,0
0,0.00277,0.00277,0,0.694004,0.766908,0.869513,0
0,0,0.009091,0,0.638648,0.698309,0.788661,0
0,0.003704,0.007407,0,0.240979,0.250999,0.269590,1
0,0,0,0,0.479563,0.521846,0.587960,1
0,0.003096,0.003096,0,0.537723,0.591239,0.668000,0
0,0,0,0,0.699151,0.773380,0.876579,1
0,0.012346,0.012346,0,0.594994,0.647269,0.731241,0
0,0.007246,0.01087,0,0.234518,0.239678,0.254866,0
0,0,0,0,0.209154,0.221439,0.237754,0
0,0,0.002188,0,0.566683,0.623561,0.705291,0
0,0,0.001166,0.001166,0.679911,0.750930,0.850076,1
0,0,0,0,0.616388,0.676974,0.763587,0
0,0,0.003817,0,0.289543,0.306033,0.333299,0
0,0,0,0,0.428297,0.466758,0.526903,0
0,0.006073,0.006073,0,0.487708,0.533310,0.599709,0
0.002671,0.000891,0.001783,0,0.738407,0.816853,0.926876,1
0,0,0.012195,0,0.619567,0.674407,0.761773,0
0,0,0,0,0.274725,0.288887,0.317782,0
0,0,0,0,0.046148,0.048090,0.044118,2
0,0,0.001786,0,0.316008,0.346507,0.389960,2
0,0,0.001361,0,0.704198,0.778322,0.882562,2
0,0,0,0,0.513981,0.556901,0.626344,0
0,0.003484,0.003484,0,0.247463,0.253739,0.270207,0
0,0,0,0,0.436155,0.473725,0.532127,2
0,0.001733,0.003466,0,0.507918,0.558246,0.631090,1
0,0,0,0,0.673979,0.745269,0.844008,1
0,0,0.015625,0,0.491531,0.527657,0.591289,0
0,0.007092,0.003546,0,0.257810,0.264364,0.286187,0
0,0,0,0,0.360683,0.388131,0.430705,1
0,0.00277,0.00831,0,0.401207,0.437328,0.491110,0
0.008117,0,0,0,0.582451,0.642834,0.727001,0
0,0,0.011905,0,0.409805,0.439509,0.489289,0
0,0,0.004,0,0.272943,0.287834,0.312427,0
0,0,0,0,0.552629,0.608361,0.685002,0
0,0,0.005747,0,0.512572,0.560746,0.630108,0
0,0,0.002252,0,0.778573,0.861569,0.977736,0
0,0,0,0,0.626711,0.692333,0.781439,0
0,0.003922,0,0,0.245772,0.256268,0.274938,0
0,0,0,0,0.321052,0.345635,0.378095,0
0.00409,0,0.002049,0,0.357454,0.388214,0.430511,0
0,0,0.002342,0,0.752772,0.832272,0.943595,0
0,0,0,0,0.531392,0.577313,0.650137,0
0,0,0.008163,0,0.214199,0.218720,0.229277,0
0,0,0,0,0.296474,0.314417,0.345766,0
0.007538,0,0.002519,0,0.468970,0.515216,0.582275,0
0,0.001621,0.003241,0,0.708150,0.783559,0.887812,0
0,0,0.022472,0,0.602772,0.652493,0.734698,0
0,0,0,0,0.329089,0.349148,0.385625,0
0,0,0,0,0.307006,0.332417,0.370751,0
0,0,0,0,0.465504,0.510636,0.574580,0
0,0,0.000984,0,0.712381,0.788406,0.894486,2
0,0.011494,0,0,0.574798,0.624103,0.703823,0
0,0.004032,0,0,0.253388,0.269407,0.296729,0
0,0,0,0,0.416825,0.453149,0.503177,0
0,0.002092,0.004184,0,0.502175,0.551212,0.622922,0
0.017383,0,0,0,0.252397,0.280773,0.313038,1
0.044944,0,0,0,0.029380,0.033710,0.031852,0
0.013201,0,0,0,0.042935,0.049692,0.047260,0
0,0,0,0,0.409684,0.442029,0.491336,0
0,0,0.001271,0,0.614680,0.676851,0.765263,0
0.002299,0,0,0,0.695449,0.769920,0.872205,0
0,0,0,0,0.331449,0.359705,0.401485,0
0,0,0,0,0.263965,0.276546,0.295770,0
0,0,0,0,0.305695,0.327986,0.358422,0
0,0.002924,0.002924,0,0.557005,0.612500,0.690443,0
0.017002,0,0.001548,0,0.534609,0.591411,0.668649,0
0,0.012658,0,0,0.507411,0.555853,0.626505,0
0,0.003636,0.003636,0,0.245507,0.256936,0.278927,0
0,0,0,0,0.309040,0.320410,0.349353,0
0.00361,0.007246,0,0,0.366204,0.398912,0.445087,0
0,0.002381,0,0,0.760131,0.842591,0.956672,0
0,0,0.012821,0,0.527970,0.573200,0.643080,0
0,0,0.007326,0,0.243325,0.254484,0.272589,0
0,0,0,0,0.396094,0.429227,0.483426,2
0,0,0,0,0.410880,0.452395,0.508747,0
0,0.003401,0.004252,0,0.680142,0.750961,0.851020,1
0,0.018692,0,0,0.490286,0.536171,0.604938,2
0.015101,0,0.003361,0,0.325730,0.351904,0.393361,2
0,0,0,0,0.221733,0.224309,0.238529,0
0,0.00597,0.008955,0,0.444397,0.484903,0.545340,0
0.019824,0,0.002208,0,0.449245,0.496298,0.559084,0
0.045977,0,0.011628,0,0.351872,0.369162,0.410271,0
0.006061,0,0,0,0.288372,0.307537,0.336588,0
0,0,0,0,0.155112,0.160856,0.166178,0
0,0.002008,0.004016,0,0.587700,0.648519,0.732614,0
0,0,0,0,0.760893,0.842956,0.956275,0
0,0,0.025,0,0.545225,0.592144,0.667345,0
