@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature33 numeric
@attribute bi_feature10 numeric
@attribute bi_feature165 numeric
@attribute bi_feature735 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1393 numeric
@attribute bi_feature1507 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.027778,0,0,0,0,0,0,0.332498,0.344375,0.408440,0
0,0.00232,0,0,0,0,0,0,0.484413,0.514779,0.610888,0
0.003226,0.008602,0,0,0.001076,0,0,0,0.722871,0.765461,0.919221,2
0,0.006536,0,0,0,0,0,0,0.702538,0.739958,0.887287,2
0.00271,0.02439,0,0,0,0.002717,0,0,0.413079,0.429208,0.507266,1
0,0.018182,0,0,0,0,0,0,0.299614,0.310458,0.360445,0
0,0.005155,0,0,0.002584,0,0,0,0.466169,0.490560,0.582030,0
0.007326,0.014652,0,0,0.002445,0.003667,0,0,0.615538,0.650503,0.778654,0
0,0,0,0,0,0,0,0,0.510017,0.535170,0.633277,0
0,0.008929,0,0,0,0,0,0,0.218771,0.218742,0.242659,0
0,0,0,0,0,0,0,0,0.341693,0.354759,0.410711,0
0,0.015674,0,0,0.003145,0,0,0,0.473929,0.497183,0.588669,0
0,0.007634,0,0,0.001529,0.004587,0,0,0.758955,0.803767,0.965345,0
0,0.051282,0,0,0.012987,0.012987,0,0,0.566736,0.595954,0.709513,0
0,0.016556,0,0,0,0.003322,0,0,0.344072,0.355101,0.410301,0
0,0,0,0,0,0,0,0,0.530845,0.557739,0.660747,0
0,0.01072,0,0,0.003067,0,0,0,0.560789,0.589357,0.704476,0
0,0.005525,0,0,0.00277,0.00277,0,0,0.689870,0.729472,0.874924,0
0,0.018018,0,0,0,0.009091,0,0,0.634601,0.663715,0.792238,0
0,0.02583,0,0,0.003704,0.007407,0,0,0.239730,0.240789,0.267986,1
0,0,0,0,0,0,0,0,0.476607,0.496388,0.590374,1
0,0.006182,0,0,0.003096,0.003096,0,0,0.534596,0.562765,0.671629,0
0,0.001183,0,0,0,0,0,0,0.695073,0.735990,0.882245,1
0,0.04878,0,0,0.012346,0.012346,0,0,0.591109,0.615015,0.734146,0
0,0.025271,0,0,0.007246,0.01087,0,0,0.233050,0.228343,0.252223,0
0,0,0,0,0,0,0,0,0.208239,0.212055,0.237173,0
0,0.004367,0,0,0,0.002188,0,0,0.563413,0.594080,0.709359,0
0,0.001164,0,0,0,0.001166,0.001166,0,0.675902,0.714380,0.855259,1
0,0.020202,0,0,0,0,0,0,0.612662,0.643792,0.767526,0
0,0.026616,0,0,0,0.003817,0,0,0.287901,0.291762,0.332231,0
0,0.033898,0,0,0,0,0,0,0.425758,0.443963,0.529199,0
0,0.026263,0,0,0.006073,0.006073,0,0,0.484889,0.507476,0.602321,0
0.002671,0.012467,0,0,0.000891,0.001783,0,0,0.734042,0.777115,0.932925,1
0,0.048193,0,0,0,0.012195,0,0,0.615516,0.640809,0.764832,0
0,0.003788,0,0,0,0,0,0,0.272895,0.275178,0.316839,0
0,0,0,0,0,0,0,0,0.047669,0.058739,0.045892,2
0,0.005348,0,0,0,0.001786,0,0,0.314470,0.332068,0.392587,2
0,0.001359,0,0,0,0.001361,0,0,0.699986,0.740314,0.888120,2
0,0.022989,0,0,0,0,0,0,0.510607,0.529063,0.628335,0
0,0.010417,0,0,0.003484,0.003484,0,0,0.245854,0.241657,0.267507,0
0,0.014286,0,0,0,0,0,0,0.433615,0.450779,0.534050,2
0,0.00692,0,0,0.001733,0.003466,0,0,0.505064,0.532084,0.634755,1
0,0,0,0,0,0,0,0,0.670032,0.709152,0.849273,1
0,0.030769,0,0,0,0.015625,0,0,0.488165,0.501236,0.592237,0
0,0.031802,0,0,0.007092,0.003546,0,0,0.256066,0.252021,0.283880,0
0,0,0,0,0,0,0,0,0.358512,0.369474,0.431198,1
0,0.019337,0,0.00277,0.00277,0.00831,0,0,0.398925,0.416875,0.493253,0
0.008117,0.001623,0,0,0,0,0,0,0.579033,0.611985,0.731500,0
0,0.011765,0,0,0,0.011905,0,0,0.407053,0.417875,0.489752,0
0,0.015936,0,0,0,0.004,0,0,0.271286,0.274083,0.311132,0
0,0.020619,0,0,0,0,0,0,0.549468,0.578978,0.688523,0
0,0.014327,0,0,0,0.005747,0,0,0.509541,0.533592,0.632787,0
0,0.004494,0,0,0,0.002252,0,0,0.773926,0.819359,0.984049,0
0,0,0,0,0,0,0,0,0.623161,0.658744,0.786006,0
0,0.042969,0,0,0.003922,0,0,0,0.244323,0.244161,0.273091,0
0,0,0,0,0,0,0,0,0.319229,0.329643,0.378279,0
0.00409,0.01227,0,0,0,0.002049,0,0,0.355524,0.370386,0.431607,0
0,0.002336,0,0,0,0.002342,0,0,0.748288,0.791496,0.949519,0
0,0,0,0,0,0,0,0,0.528008,0.549032,0.652584,0
0,0.020325,0,0,0,0.008163,0,0,0.212837,0.208433,0.226589,0
0,0,0,0,0,0,0,0,0.294576,0.299097,0.345472,0
0.007538,0.005025,0,0,0,0.002519,0,0,0.466238,0.490444,0.585546,0
0,0.006472,0,0,0.001621,0.003241,0,0,0.703991,0.745435,0.893462,0
0,0.022222,0,0,0,0.022472,0,0,0.598681,0.619626,0.736805,0
0,0.023881,0,0,0,0,0,0,0.327074,0.332383,0.385133,0
0,0,0,0,0,0,0,0,0.305302,0.316314,0.371656,0
0,0,0,0,0,0,0,0,0.462808,0.486133,0.577300,0
0,0.003933,0,0,0,0.000984,0,0,0.708172,0.749968,0.900344,2
0,0.011364,0,0,0.011494,0,0,0,0.571004,0.592921,0.706318,0
0,0.016064,0,0,0.004032,0,0,0,0.252037,0.256886,0.296420,0
0,0,0,0,0,0,0,0,0.414574,0.431562,0.504429,0
0,0.012526,0,0,0.002092,0.004184,0,0,0.499233,0.524641,0.626273,0
0.017383,0,0,0.001832,0,0,0,0,0.251310,0.270417,0.316097,1
0.044944,0,0,0,0,0,0,0,0.031056,0.045044,0.034809,0
0.013201,0,0,0,0,0,0,0,0.045308,0.065532,0.050770,0
0.123077,0.015385,0,0,0,0,0,0,0.058400,0.057854,0.053851,0
0.031088,0.010363,0.002597,0,0,0.005195,0,0,0.302939,0.321408,0.376238,1
0.006783,0.003876,0,0,0,0,0,0.00097,0.609748,0.645636,0.773228,2
0.02439,0.012195,0,0,0,0,0,0,0.410369,0.432243,0.510992,0
0.002994,0.017964,0,0,0,0.006006,0,0,0.147883,0.151281,0.157802,0
0.024096,0,0.012195,0.012195,0,0,0,0,0.160336,0.167237,0.185169,1
0.035484,0,0,0,0,0,0,0,0.242187,0.259958,0.298631,0
0.0125,0.0025,0,0.003755,0.001252,0.001252,0,0,0.549482,0.582948,0.697169,1
0,0.033333,0,0,0.011236,0,0,0,0.564634,0.594713,0.703650,0
0.008264,0.004132,0,0.004149,0,0,0,0,0.118407,0.130280,0.131522,1
0,0,0,0,0,0,0,0,0.407239,0.420711,0.492164,0
0,0.008883,0,0,0,0.001271,0,0,0.611040,0.644123,0.769613,0
0.002299,0,0,0,0,0,0,0,0.691371,0.732465,0.877865,0
0,0,0,0,0,0,0,0,0.329478,0.343094,0.403077,0
0,0.018293,0,0,0,0,0,0,0.262559,0.264529,0.294130,0
0,0,0,0,0,0,0,0,0.304114,0.313687,0.358502,0
0,0.014577,0,0,0.002924,0.002924,0,0,0.553778,0.582787,0.694050,0
0.017002,0.001546,0.001548,0.003096,0,0.001548,0,0,0.531573,0.563520,0.673081,0
0,0.0125,0,0,0.012658,0,0,0,0.504357,0.529305,0.629687,0
0,0.014493,0,0,0.003636,0.003636,0,0,0.244180,0.246077,0.277868,0
0,0,0,0,0,0,0,0,0.306761,0.304504,0.347350,0
0.00361,0.01444,0,0,0.007246,0,0,0,0.364218,0.380557,0.446721,0
0,0.004751,0,0,0.002381,0,0,0,0.755635,0.801536,0.963206,0
0,0.012658,0,0,0,0.012821,0,0,0.524558,0.544998,0.644958,0
0,0.014599,0,0,0,0.007326,0,0,0.241910,0.242683,0.270849,0
0,0,0,0,0,0,0,0,0.393626,0.408500,0.485039,2
0,0,0,0,0,0,0,0,0.408779,0.432682,0.511980,0
0,0.011895,0,0,0.003401,0.004252,0,0,0.676087,0.714437,0.856286,1
0,0.027778,0,0,0.018692,0,0,0,0.487360,0.510140,0.607926,2
0.015101,0.005034,0,0,0,0.003361,0,0,0.323930,0.336287,0.394551,2
0,0.018182,0,0,0,0,0,0,0.220069,0.213626,0.235848,0
0,0.020833,0,0,0.00597,0.008955,0,0,0.441777,0.462009,0.547809,0
0.019824,0.002203,0.002208,0,0,0.002208,0,0,0.446831,0.473793,0.562769,0
0.045977,0.011494,0,0,0,0.011628,0,0,0.349309,0.351210,0.409660,0
0.006061,0.009091,0,0,0,0,0,0,0.286954,0.295216,0.336547,0
0,0,0,0,0,0,0,0,0.154471,0.154824,0.164671,0
0,0.01002,0,0,0.002008,0.004016,0,0,0.584288,0.617325,0.736960,0
0,0,0,0,0,0,0,0,0.756424,0.801795,0.962553,0
0,0.024691,0,0,0,0.025,0,0,0.541684,0.562808,0.669728,0
0,0.030172,0,0,0.008658,0.004329,0,0,0.199012,0.194024,0.208101,0
0,0,0,0,0,0,0,0,0.206240,0.207207,0.226571,0
0.009804,0.007353,0,0,0.002457,0.002457,0,0,0.434498,0.456768,0.542428,0
0.008097,0.002024,0,0.002028,0,0,0,0,0.653255,0.692349,0.830369,0
0.029126,0.009709,0,0,0,0.009804,0,0,0.334740,0.352080,0.411043,0
0.003436,0.013746,0,0,0,0,0,0,0.207877,0.201936,0.221727,0
0,0,0,0,0,0,0,0,0.441252,0.465482,0.550178,2
0,0.019608,0,0,0,0.011811,0,0,0.336517,0.351991,0.412506,0
0,0,0,0,0,0,0,0,0.762029,0.808112,0.970879,0
0,0,0,0,0,0,0,0,0.452276,0.470741,0.556309,0
0,0.008621,0,0,0,0,0,0,0.245385,0.243258,0.268159,0
