@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.051,0.336,0.612,0.078,0.35,2
0.142,0.487,0.371,0.118,0.591,1
0.145,0.702,0.153,0.054,0.667,1
0.201,0.692,0.107,0.059,0.584,1
0.064,0.77,0.166,0.603,0.333,1
0.048,0.305,0.647,0.002,0.17,1
0.158,0.333,0.509,0.011,0.443,2
0.253,0.057,0.691,0.06,0.622,2
0.064,0.546,0.389,0.247,0.518,2
0.081,0.451,0.467,0.185,0.716,1
0.111,0.857,0.032,0.921,0.062,1
0.058,0.205,0.737,0.012,0.294,2
0.132,0.541,0.327,0.002,0.787,1
0.463,0.46,0.076,0.282,0.682,1
0.032,0.792,0.176,0.008,0.361,2
0.087,0.644,0.269,0.046,0.562,1
0.073,0.784,0.142,0.019,0.624,1
0.676,0.288,0.036,0.5,0.486,1
0.085,0.825,0.09,0.002,0.656,1
0.076,0.099,0.825,0.004,0.2,2
0.074,0.321,0.606,0.016,0.312,2
0.131,0.7,0.169,0.426,0.539,1
0.373,0.493,0.134,0.129,0.765,1
0.694,0.189,0.117,0.355,0.486,1
0.034,0.832,0.135,0.158,0.808,2
0.409,0.461,0.13,0.097,0.689,1
0.096,0.018,0.886,0.052,0.493,2
0.087,0.69,0.224,0.066,0.742,1
0.303,0.618,0.079,0.065,0.77,1
0.07,0.705,0.225,0.01,0.759,1
0.534,0.216,0.25,0.148,0.732,1
0.063,0.702,0.236,0.036,0.399,2
0.098,0.497,0.405,0.39,0.564,1
0.154,0.687,0.16,0.203,0.694,1
0.353,0.595,0.053,0.409,0.542,1
0.098,0.804,0.099,0.057,0.669,1
0.262,0.643,0.095,0.05,0.694,1
0.089,0.86,0.051,0.125,0.697,1
0.333,0.644,0.023,0.54,0.419,1
0.389,0.468,0.143,0.096,0.659,2
0.055,0.69,0.255,0.22,0.464,1
0.276,0.697,0.027,0.183,0.758,1
0.564,0.355,0.08,0.091,0.756,1
0.257,0.651,0.092,0.477,0.457,1
0.521,0.035,0.445,0.02,0.212,2
0.036,0.707,0.256,0.014,0.062,2
0.54,0.364,0.096,0.37,0.599,2
0.122,0.713,0.165,0.249,0.547,1
0.628,0.342,0.03,0.726,0.228,1
0.546,0.236,0.219,0.597,0.385,0
0.298,0.64,0.062,0.181,0.682,0
0.702,0.228,0.07,0.458,0.533,0
0.602,0.181,0.217,0.783,0.209,0
0.771,0.185,0.044,0.689,0.307,0
0.561,0.243,0.196,0.027,0.627,0
0.925,0.019,0.056,0.956,0.041,0
0.37,0.587,0.043,0.48,0.499,0
0.69,0.196,0.113,0.717,0.25,0
0.373,0.095,0.531,0.11,0.701,0
0.369,0.583,0.048,0.517,0.47,0
0.023,0.971,0.006,0.857,0.138,0
0.98,0.007,0.013,0.844,0.081,0
0.903,0.071,0.027,0.774,0.213,0
0.921,0.035,0.045,0.247,0.694,0
0.67,0.232,0.098,0.2,0.601,0
0.726,0.233,0.042,0.808,0.174,0
0.785,0.058,0.156,0.338,0.431,0
0.837,0.063,0.1,0.557,0.4,0
0.194,0.41,0.395,0.656,0.339,0
