@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.026,0.321,0.654,0.127,0.424,0.171,0.372,2
0.117,0.487,0.396,0.123,0.584,0.241,0.608,1
0.039,0.765,0.195,0.419,0.44,0.45,0.31,1
0.151,0.643,0.205,0.163,0.576,0.162,0.355,1
0.034,0.773,0.192,0.273,0.542,0.174,0.351,1
0.035,0.299,0.666,0.019,0.179,0.166,0.367,1
0.279,0.239,0.482,0.124,0.321,0.485,0.314,2
0.073,0.043,0.884,0.12,0.6,0.276,0.341,2
0.2,0.566,0.233,0.475,0.326,0.155,0.346,2
0.037,0.487,0.476,0.238,0.671,0.215,0.341,1
0.042,0.876,0.081,0.539,0.336,0.155,0.34,1
0.021,0.18,0.799,0.056,0.322,0.163,0.355,2
0.052,0.495,0.453,0.112,0.691,0.358,0.383,1
0.301,0.572,0.126,0.338,0.595,0.201,0.65,1
0.007,0.796,0.198,0.022,0.401,0.205,0.388,2
0.124,0.533,0.343,0.19,0.45,0.006,0.991,1
0.054,0.798,0.148,0.095,0.597,0.17,0.544,1
0.543,0.388,0.069,0.653,0.324,0.422,0.329,1
0.009,0.786,0.205,0.082,0.658,0.176,0.353,1
0.008,0.095,0.897,0.014,0.21,0.366,0.377,2
0.141,0.246,0.613,0.087,0.294,0.351,0.411,2
0.184,0.577,0.239,0.725,0.239,0.227,0.345,1
0.305,0.614,0.081,0.167,0.752,0.201,0.362,1
0.527,0.302,0.171,0.34,0.515,0.243,0.36,1
0.123,0.785,0.092,0.762,0.217,0.159,0.355,2
0.254,0.567,0.179,0.358,0.539,0.247,0.329,1
0.039,0.019,0.942,0.188,0.437,0.176,0.363,2
0.2,0.624,0.177,0.516,0.369,0.361,0.322,1
0.23,0.598,0.172,0.208,0.695,0.15,0.504,1
0.262,0.629,0.108,0.184,0.656,0.48,0.289,1
0.446,0.287,0.267,0.285,0.623,0.236,0.339,1
0.035,0.664,0.301,0.064,0.428,0.2,0.383,2
0.057,0.492,0.45,0.169,0.746,0.511,0.326,1
0.075,0.664,0.261,0.34,0.468,0.381,0.379,1
0.327,0.599,0.075,0.43,0.517,0.422,0.319,1
0.094,0.755,0.151,0.055,0.737,0.126,0.615,1
0.113,0.69,0.197,0.278,0.519,0.399,0.319,1
0.24,0.717,0.043,0.312,0.566,0.262,0.427,1
0.278,0.679,0.042,0.417,0.501,0.514,0.308,1
0.248,0.565,0.187,0.429,0.45,0.504,0.301,2
0.081,0.674,0.245,0.174,0.57,0.192,0.415,1
0.138,0.784,0.078,0.461,0.469,0.337,0.479,1
0.606,0.303,0.092,0.392,0.493,0.222,0.655,1
0.385,0.556,0.059,0.498,0.428,0.187,0.531,1
0.246,0.068,0.686,0.025,0.343,0.23,0.348,2
0.039,0.676,0.285,0.066,0.116,0.148,0.349,2
0.344,0.485,0.171,0.568,0.384,0.434,0.313,2
0.326,0.598,0.076,0.188,0.691,0.204,0.385,1
0.513,0.444,0.043,0.488,0.408,0.446,0.302,1
0.337,0.576,0.087,0.662,0.305,0.17,0.351,0
0.624,0.372,0.004,0.695,0.294,0.146,0.351,0
0.315,0.455,0.23,0.655,0.294,0.649,0.254,0
0.568,0.393,0.039,0.396,0.558,0.361,0.355,0
0.164,0.535,0.301,0.447,0.476,0.237,0.35,0
0.627,0.343,0.03,0.665,0.31,0.603,0.266,0
0.784,0.12,0.095,0.645,0.336,0.292,0.371,0
0.255,0.697,0.048,0.727,0.194,0.632,0.253,0
0.051,0.853,0.097,0.093,0.684,0.197,0.387,0
0.066,0.898,0.035,0.31,0.54,0.182,0.36,0
0.427,0.204,0.368,0.6,0.354,0.291,0.358,0
0.657,0.282,0.061,0.28,0.561,0.189,0.374,0
0.211,0.754,0.035,0.497,0.295,0.526,0.359,0
0.222,0.627,0.151,0.457,0.413,0.186,0.366,0
0.475,0.493,0.033,0.417,0.524,0.206,0.372,0
0.717,0.11,0.173,0.395,0.462,0.612,0.322,0
0.065,0.521,0.415,0.413,0.514,0.299,0.341,0
0.477,0.491,0.032,0.529,0.446,0.417,0.333,0
