@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature22 numeric
@attribute bi_feature12 numeric
@attribute bi_feature327 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1324 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.008333,0,0,0,0,0.539895,0.567835,0.640708,0
0.004175,0.010438,0,0,0.000696,0,0.581061,0.617819,0.694341,0
0.008065,0.025161,0,0,0.004195,0,0.824310,0.876626,0.996897,2
0,0.035225,0,0,0.009804,0,0.804228,0.853065,0.970289,2
0.004878,0.134959,0,0,0.017087,0,0.526792,0.551027,0.622374,1
0,0.027174,0,0,0,0,0.406687,0.427139,0.473906,0
0.004637,0.047913,0,0,0.003094,0,0.567979,0.600201,0.677268,0
0.016484,0.020513,0,0,0.004031,0,0.718782,0.763849,0.866171,0
0,0.041199,0,0,0.011278,0,0.610609,0.645911,0.728472,0
0.001337,0.078877,0,0,0.016064,0,0.269070,0.275365,0.300980,0
0,0.09434,0,0,0.006329,0,0.423717,0.442465,0.497311,0
0.003752,0.074109,0,0,0.005634,0,0.573221,0.603980,0.680867,0
0,0.009153,0,0,0.002289,0,0.853389,0.908278,1.031781,0
0,0.080153,0,0,0.019157,0,0.652024,0.687656,0.779483,0
0,0.063429,0,0,0.010913,0,0.421262,0.439967,0.489504,0
0,0.004202,0,0,0,0,0.618037,0.655847,0.739438,0
0,0.109224,0,0,0.005969,0,0.652922,0.687461,0.777967,0
0,0.011589,0,0,0.002486,0,0.788528,0.838132,0.950315,0
0,0.102703,0,0,0.01626,0,0.718749,0.757839,0.861060,0
0,0.089602,0,0,0.023256,0,0.297956,0.306784,0.332111,1
0,0.176923,0,0,0.007722,0,0.574215,0.599609,0.680160,1
0,0.078777,0,0,0.003709,0,0.637963,0.673110,0.760312,0
0.00674,0.00674,0,0,0.001065,0,0.793056,0.844107,0.957162,1
0,0.170909,0,0,0.021898,0,0.683088,0.716469,0.814036,0
0,0.084416,0,0,0.03467,0,0.286399,0.293957,0.319962,0
0.005952,0.029762,0,0,0.005988,0,0.279451,0.292429,0.323280,0
0,0.048461,0,0,0.004587,0,0.657229,0.695509,0.788088,0
0.001048,0.026895,0,0,0.002795,0,0.770991,0.818823,0.928974,1
0,0.066066,0,0,0.01506,0,0.710962,0.751621,0.853122,0
0,0.07631,0,0,0.022805,0,0.345788,0.358391,0.396933,0
0,0.171717,0,0,0.010152,0,0.518481,0.540298,0.613120,0
0,0.108959,0,0,0.007874,0,0.581942,0.611674,0.690800,0
