@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0.006989,0,0,0.003765,0,0.791271,0.845617,0.967049,2
0,0,0,0.009836,0,0.773117,0.823409,0.941372,2
0.026144,0,0,0.006579,0,0.058621,0.066532,0.059722,2
0.008905,0,0,0.000891,0,0.373278,0.396260,0.449197,2
0.001359,0,0,0.00136,0,0.764722,0.816838,0.932601,2
0,0,0,0,0,0.490271,0.514506,0.585014,2
0.016473,0,0,0.002908,0,0.680950,0.728283,0.831003,2
0,0,0,0.008403,0,0.454347,0.476549,0.542803,2
0,0,0,0.023148,0,0.546587,0.576086,0.658633,2
0.030176,0,0,0.006711,0,0.365333,0.383002,0.431152,2
0.038647,0,0,0.009709,0,0.500395,0.532925,0.605392,2
0,0,0,0,0,0.427161,0.450915,0.506908,2
0,0,0,0.007133,0,0.599017,0.635880,0.723757,2
0,0,0,0.017685,0,0.298141,0.304392,0.335437,2
0,0,0,0.00417,0,0.819835,0.875719,1.001537,2
0,0,0,0.008547,0,0.376680,0.393082,0.448584,2
0,0,0,0.017986,0,0.310508,0.317544,0.353521,2
0.00309,0,0,0.004329,0,0.766474,0.818942,0.935924,2
0.012163,0,0,0.004233,0,0.715207,0.764635,0.873470,2
0,0,0,0.006065,0,0.668323,0.710989,0.811811,2
0,0,0,0.005382,0,0.741371,0.790237,0.903353,2
0,0,0,0.002326,0,0.810108,0.865202,0.989291,2
0,0,0,0.020183,0,0.283563,0.292523,0.323812,2
0.003831,0,0,0.002558,0,0.537369,0.568684,0.648142,2
0.00252,0,0,0.001261,0,0.795050,0.849670,0.971438,2
0,0,0,0.013769,0,0.277136,0.291476,0.322041,2
0.021898,0,0,0.002435,0,0.643963,0.687262,0.783157,0
0.002913,0,0,0.002915,0,0.802212,0.857169,0.979746,0
0,0,0,0.056075,0,0.371200,0.375977,0.425831,0
0.005882,0,0,0.002946,0,0.458269,0.484330,0.549744,0
0.027933,0,0,0.033708,0,0.417565,0.435073,0.494459,0
0,0,0,0.02809,0,0.574752,0.603355,0.688207,0
0,0,0,0.028455,0,0.224253,0.225509,0.244012,0
0.012968,0,0,0.012987,0,0.222597,0.232086,0.252747,0
0.056202,0,0,0,0,0.020251,0.026190,0.018082,0
0,0,0,0.007143,0,0.349161,0.365908,0.411431,0
0,0,0,0.023077,0,0.519630,0.546955,0.621994,0
0,0,0,0.007968,0,0.302252,0.312707,0.346127,0
0,0,0,0.007823,0,0.764692,0.814742,0.930649,0
0,0,0,0,0,0.592097,0.631566,0.715854,0
0,0,0,0.027523,0,0.239879,0.238475,0.264273,0
0,0,0,0.006182,0,0.601318,0.638532,0.726888,0
0,0,0,0.021818,0,0.285836,0.290500,0.321439,0
0.007154,0,0,0.001591,0,0.686541,0.734204,0.836731,0
0,0,0,0.005593,0,0.578521,0.616433,0.701791,0
0,0,0,0.023256,0,0.586008,0.615969,0.703653,0
0.007067,0,0,0.004717,0,0.745965,0.797631,0.911844,0
0.06,0,0,0.030303,0,0.079658,0.073357,0.071775,0
0,0,0,0.04908,0,0.519891,0.543128,0.616590,0
0.057971,0,0,0.001613,0,0.287065,0.308087,0.342441,0
0,0,0,0.02521,0,0.375119,0.391241,0.439785,0
0,0,0,0.003226,0,0.794975,0.849013,0.970344,1
0.029375,0.000625,0,0.001251,0,0.617745,0.661044,0.753109,1
0,0,0,0.008065,0,0.302510,0.322660,0.358138,1
0,0,0,0.013937,0,0.313399,0.326117,0.361086,1
0.007042,0,0,0.002643,0,0.645825,0.690251,0.788074,1
0,0,0,0.018182,0,0.420797,0.437186,0.495034,1
0,0,0,0.010204,0,0.411089,0.429131,0.486667,1
0.047927,0,0.001297,0.003891,0,0.349925,0.371307,0.418159,1
0,0,0,0,0,0.856130,0.915975,1.047714,1
0.040706,0.001359,0,0.006793,0,0.267278,0.283108,0.314613,1
0,0,0,0.02381,0,0.234834,0.234997,0.261835,1
0,0,0,0.013582,0,0.309109,0.315965,0.349777,1
0,0,0,0.001208,0,0.429003,0.453647,0.515015,1
0.004702,0,0,0.012559,0.00157,0.254277,0.267631,0.289110,1
0,0,0,0.011928,0,0.206165,0.209909,0.224767,1
0.035813,0,0,0.001838,0.000919,0.646009,0.690958,0.787955,1
0,0,0,0.012903,0,0.537805,0.565661,0.645940,1
0,0,0,0.014787,0,0.272404,0.279786,0.304640,1
0.08982,0.006024,0,0,0,0.209016,0.220080,0.240846,1
0.035928,0,0,0.006024,0,0.327078,0.345969,0.387545,1
0.005222,0,0,0.005229,0,0.572372,0.607813,0.691909,1
0.040695,0,0,0.001372,0,0.275876,0.298639,0.332639,1
0.000425,0,0,0.003825,0,0.741450,0.791419,0.903607,1
0.004065,0,0.001357,0.020353,0,0.490016,0.515768,0.585867,1
0.012012,0,0.000751,0.001503,0,0.643430,0.687931,0.783889,1
0,0,0,0.00299,0,0.513036,0.544286,0.618282,1
0,0,0,0.028249,0,0.622384,0.658307,0.749052,1
0.02607,0,0,0.002676,0,0.758954,0.811633,0.927777,1
0,0,0,0.000824,0,0.739678,0.790400,0.900053,1
0,0,0,0.007143,0,0.422590,0.447060,0.501697,1
